,cid,votes,含liziqi,含liziqi中文翻译
21783,UgwHHw9NsEGyLXeYM3F4AaABAg.9-WlF9BrJ_t9WDjg4527va,0,"~* chinese vloggers similar to liziqi:
dianxi xiaoge little brother | anxiaolu an xiaolu | longmeimei longmei |
grandpa amu grandpa amu | laotai arui old tai arui | summer kitchen xia kitchen chen 20 |
ermichuiyan two -meter cooking smoke | ms miao office channel miaomei jiu yang official channel

~* liziqi's popular background music:
cloud blow | april sakura | sakura march | begonia sleep | august 23 | always with me |
lovesickness ocarina | accel world bye bye | lough leane | sudden
it's better not to read | cicada banxia | huai ancient legacy | hometown story | tao lin | new year's eve | in the past | mo yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
21798,UgwHHw9NsEGyLXeYM3F4AaABAg.9-WlF9BrJ_t9oAwCr7uN7S,0,help liziqi to get her youtube chanel back ⚘,帮助Liziqi将她的YouTube香奈儿返回
21962,UgyhEK7Q_emWWlREF-d4AaABAg,0,i`m from thailand and i love liziqi so much,我来自泰国，我非常爱Liziqi
22147,UgxeFBmnzfuofDKKo394AaABAg,0,liziqi3/4,liziqi3/4
22153,Ugzac2FeRtizeK8wNix4AaABAg,0,liziqi wherever u live u have resources readily available and that us very unusual in this day and age bcz human species will and have destroyed all natural resources available to mankind on mother earth!,Liziqi无论您居住在哪里，您都有很容易获得的资源，并且在当今时代，我们在BCZ人类物种将并且已经破坏了地球上人类可用的所有自然资源！
22339,UgwX-84kygHGVaPDfpd4AaABAg,0,love you my precious angel liziqi❤️❤️❤️,爱你我的珍贵天使liziqi❤️❤️❤️❤
22448,UgzgwWCgl8RRhzKM2Q14AaABAg,0,i am from india. i love you to see liziqi,我来自印度。我爱你看到liziqi
22454,UgzHVKSmGjX_k6tiTS54AaABAg,0,love you liziqi,爱你liziqi
22585,UgwOmhNcXJUluURnR6B4AaABAg.9--5CrdeP009-BSx9A7UbL,0,"@choink2558 i am just human...not the best one because i need to learn to really love myself more so i can love the others in the way they deserve but i think i am progressing...i hope women can have more respect,freedom and more opportunities in this planet...we know how is hard to be woman...
but my respect goes to woman,man,child,babies,animals,for the ones who is really trying to make these world better somehow... like liziqi i am becoming so calm after her videos and i was so stressed ,so negative...but after her i feel piece in my mind because she make us feel a lot feelings by her videos...i am glad about it ❤","@choink2558我只是人类...不是最好的人，自由和在这个星球上更多的机会...我们知道很难成为女人...
但是我的尊重是对女人，男人，孩子，婴儿，动物的敬意，那些真正试图使这些世界变得更好的人……就像Liziqi一样，我的视频后，我变得如此镇定，我感到非常压力，如此负面。 。"
22774,Ugwlq-G8tEvG6nyUL354AaABAg,0,i love liziqi ilove you liziqi,我爱liziqi ilove you liziqi
22904,UgyFmf3vCt0Ymr1aJqt4AaABAg,0,beautiful liziqi i'm a girl but i love you your so good work harder flexible i love your video on how you live in your place its look like paradise and beautiful home with so many plants veg and flowers...you work so hard just like a masculine men but still beautiful...,美丽的liziqi我是一个女孩，但我爱你，你如此出色的工作更加灵活，我爱你的视频，说明你的住所看起来像天堂和美丽的家，植物蔬菜和鲜花很努力...你很努力地工作像男性男人，但仍然很漂亮...
15198,UgyyujWv7FjpHBejdYF4AaABAg,0,"very nice liziqi,watching yours and dioaxi videos almost every day while having dinner or whenever i'm in low mood to have peaceful mind... keep it up..


your videos made me to do my own videos in healthy and different way... thank you so much
https://www.youtube.com/watch?v=6o8-b6_sj18","非常不错的利兹奇，几乎每天都在吃晚饭时几乎每天观看您的和dioaxi的视频


您的视频使我以健康和不同的方式进行自己的视频...非常感谢
https://www.youtube.com/watch?v=6O8-b6_sj18"
15141,UgyiZ2W29G7jDnNINNN4AaABAg,0,only true liziqi-ers know that music,只有真正的利兹奇人知道音乐
8787,UgwRRBpv5eHdcC-tBy94AaABAg,0,oh something that does not know to be this girl that barbara ... i just met this channel and i will add them to all my family and friendships ... to see if we learn a little and stop being complaining and us we get to be something productive .... thank you liziqi channel excuse me if i'm wrong and it's not your name.,哦，不知道是芭芭拉（Barbara）的一个女孩...我刚遇到了这个频道，我会将它们添加到我所有的家庭和友谊中...看看我们是否学到一点，不要再抱怨，我们就可以去提出生产力。...谢谢Liziqi频道，请问我错了，这不是您的名字。
11125,UgxpdOIY6XAjCgtcHld4AaABAg.97zEYYNKUWq982gYixPMBj,0,liziqi has big heart with a lot of respect and understanding,Liziqi的心脏大大尊重和理解
10553,UgyBw9PEGP_lHQwxqEl4AaABAg.98e8mRXCz-o9EucAT8-HGC,0,liziqi directed every film they shoot but still thanks to the skills of her crews.,利兹奇（Liziqi）执导了他们拍摄的每部电影，但仍然归功于她的船员的技能。
10590,Ugyq0Pz6RDMVuc8qQKB4AaABAg,0,liziqi rare the milk,liziqi罕见的牛奶
10594,UgzJ5iuOIuHHMyzFqeJ4AaABAg,0,one thing i'd like to say is please dont go picking mushrooms and trying to eat them. liziqi knows what she's looking at and for. i have seen too many er cases of people eating poisonous mushrooms. please stay safe.,我想说的一件事是，请不要去采摘蘑菇，试图吃它们。 Liziqi知道她在寻找什么。我看到过多的急诊室吃有毒蘑菇。请保持安全。
10596,Ugwno4RQ0Q6RxHNBEG54AaABAg,0,"love your videos liziqi they are so relaxing u r suck a talent woman. i admire you girl, take care",爱你的视频liziqi，他们很放松，你吮吸一个才华横溢的女人。我很欣赏你的女孩，保重
10631,UgzF4060sc1_0WgtQLl4AaABAg,0,i have a question liziqi... you are such a sweet lady... you are preparing all this traditional chinese food. do u prepare for your self or do u sell in local market,我有一个问题liziqi ...你真是个可爱的女士...您正在准备所有这些传统的中国菜。您是为自己做准备还是在当地市场上销售
10806,UgwwqgMyvajikTISs9h4AaABAg,0,liziqi can u please tell us about ur hair care,liziqi你可以告诉我们关于您的护发吗
10851,UgzMavxUiSnPmIQv9Zt4AaABAg,0,liziqi dear i am very empress. .. your cooking skills good.,liziqi亲爱的我很皇后。 ..您的烹饪技巧很好。
11132,UgxxsbBPBqPelKESmi14AaABAg,0,"if you want to get maried with a woman, that woman should be liziqi.",如果您想与一个女人结婚，那个女人应该是利兹奇。
14912,UgxdzDDvqWYvCwMjbWB4AaABAg.93npIg-2HwZ9NWyAEp1s4Q,0,will play miss liziqi always be love log,会玩liziqi小姐永远是爱log
11195,Ugwzx1CaJWdsT8VhKLJ4AaABAg,0,"oh liziqi .....
so beautiful where you live ....
so delicious living in your place
everything is all there ... and so smart you are in all ...","哦，liziqi .....
你住的地方真漂亮。
如此美味的住在你家
一切都在那里...太聪明了..."
11206,UgyZz3ziUVYZNtRNczJ4AaABAg,0,i need a liziqi restaurant to try all these thiiings,我需要一家Liziqi餐厅来尝试所有这些Thiiings
11215,Ugz1MMade1hDGAESbc54AaABAg,0,"liziqi, at the end of the video, you have some hanging fruits. what are they please? btw, your video director/cameraman is awesome.",Liziqi，在视频的结尾，您有一些悬挂的水果。他们是什么？顺便说一句，您的视频导演/摄影师很棒。
11226,Ugz_20k-FhxySHa-PKl4AaABAg,0,"liziqi sale this ""luosifen"" on her webshop in china, i buought it. i am cantonese i shouldn't put all the spice seasoning bag in the noodles, it is too spicy for me. i still have another two ""luosifen"" left behind , next time i won't use all the spice seasoning bag, just use a little it will be delicious i think :)",Liziqi在她在中国的网络商店上出售了这款“ Luosifen”，我算了。我是广东话，我不应该把所有的香料调味袋放在面条中，对我来说太辣。我还有另外两个“ luosifen”留下来，下次我不会使用所有香料调味袋，只需使用一点，我认为这很美味:)
11275,UgwE1HF2jnI4Y7QlPr94AaABAg,0,this is pure chinese very great liziqi chaiyookk - fan malaysia,这是纯粹的中国人很棒的liziqi chaiyookk-粉丝马来西亚
11293,UgxfGB2nz4yJ8njQtiJ4AaABAg,0,so marie kondo gets a show but liziqi not...? how is thid fair❤️,所以玛丽·康多（Marie Kondo）参加了一场演出，但liziqi却没有...？ fair❤️
11346,UgyKf443DhJwYYEBopN4AaABAg,0,am i the only one hitting the pause button on the video while reading comments because i don't want to miss a single second of every scenes she creates? liziqi is a living legend!,我是唯一一个在阅读评论时在视频中点击暂停按钮的人，因为我不想错过她创建的每个场景中的一秒钟？ Liziqi是一个活着的传奇！
10375,UgyG5kY8VUxtvgrum-x4AaABAg,0,liziqi you are like a fairy,liziqi你就像仙女
10341,UgzSRnA7_urjUQ_vzzp4AaABAg.98qQ9IjkkeR9AOrorKgDo6,0,"@fafa-rd4wx i feel sorry for people living in china, it is so censored and the ccp will do anything to rule their people.

you make a very good point about not being able to access youtube and the fact that liziqi does have access in the middle of the countryside!","@fafa-rd4wx我为居住在中国的人们感到遗憾，它是如此审查，CCP将做任何统治人民的事情。

您对无法访问YouTube的好处是一个很好的观点，以及Liziqi在乡村中确实可以使用的事实！"
10235,Ugzya6KXsAPRuDB-Y9B4AaABAg,0,why are u so thin liziqi? please take care of urself too,你为什么这么瘦？请也照顾好自己
10136,Ugync-3IyhgZ3vOJOLh4AaABAg,0,hi liziqi all right with you i really like watching your videos return something to me,嗨，liziqi，我真的很喜欢看你的视频给我返回一些东西
9035,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9AkgRKb3OR2,0,"@bozhoujin5925 i have never grown my own food until the last 3 years. i so wish i had teachers who handed down the skill to me like liziqi's grandparents did for her. i have had many many failures, but the successes keep me going. i live in the city but have a very tiny garden and grow a lot in pots or indoors. i live in australia, i hope one day to have the space to grow much more of my own food as liziqi does.",@bozhoujin5925我直到最近三年才生产自己的食物。我希望我有老师像利兹奇的祖父母为她所做的那样，将技能传递给我。我有很多失败，但是成功使我继续前进。我住在这座城市，但有一个很小的花园，在盆或室内生长很多。我住在澳大利亚，希望有一天能像利兹基那样有更多的空间来种植更多自己的食物。
9327,UgyR3Udtj8WuZXHMEbV4AaABAg.9AEz1MQcJhp9AFbJWE6vL6,0,your name is liziqi,你的名字叫liziqi
9412,UgydRypzCzCv5YeWYMp4AaABAg,0,"liziqi, where can i get the big wok on the stove and how you or grandparents build the stove and can you teach us how? thanks",Liziqi，我在哪里可以在炉子上得到大锅，您或祖父母如何建造炉子，您可以教我们如何？谢谢
9543,Ugzn8zVmdXqf_nFuOgx4AaABAg,0,"she can grant an opportunity for liziqi fans, a tour to her place and a meal.",她可以为Liziqi粉丝提供机会，游览她的住所和一顿饭。
9643,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69BZHVjRVlCH,0,"yes, sichuan (ๅๅท๏ผhas the nickname of heaven, and its literal meaning is four rivers because si(ๅ๏ผis four and chuan(ๅท๏ผis river. liziqi and i share the same hometown, which is mianyang (็ปต้ณ๏ผand it means south of milan mountain because yang is south and yin is north.",是的，四川（（四川）有天堂的昵称，其字面意义是四河，因为Si（（四）是四河，而Chuan（川）是河流。Liziqi和我共享同一家乡意味着米兰山以南，因为杨在南方，Yin向北。
9644,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69BazZAvTLxR,0,@blizzardahm9745 liziqi lives in sichuan too? wow. so that is why there are varieties of vegetables and fruits she can gather. ๐,@Blizzardahm9745 Liziqi也住在四川吗？哇。因此，这就是为什么她可以收集的各种蔬菜和水果的原因。
9710,UgxLWwKo7KdQFxl--SJ4AaABAg,0,"bodo amat liziqi your face is 1,000,000.","Bodo amat liziqi您的脸是1,000,000。"
9722,UgyXvkGOvuiMuGWw3T54AaABAg,0,"liziqi you do a great job in each video, thank you very much for making my life more interesting.",Liziqi您在每个视频中都做得很好，非常感谢您使我的生活更有趣。
9752,Ugzaq82FTdP3kNOli-h4AaABAg,0,those rice noodles look delicious omg liziqi ur so talented like girl,那些米饭看起来很美味的omg liziqi ur，像女孩一样才华横溢
9800,UgxDXe0ZgyntO874XD14AaABAg,0,"its hard to performed a video likes liziqi...congratulation liziqi..others freinds , come visit my channel...you can see my plants",很难执行的视频喜欢Liziqi ...恭喜Liziqi ..其他Freinds，来访问我的频道...您可以看到我的植物
9943,UgyCIogP55pLrRgSxOh4AaABAg,0,liziqi can you plz make a video of you house tour,liziqi你可以做一个您的房屋之旅的视频吗
9964,UgwsM0VOK8Fmo4RGUD94AaABAg,0,"is she liziqi's boyfriend ?
https://www.youtube.com/watch?v=poesr_2nrxm","她是利兹奇的男朋友吗？
https://www.youtube.com/watch?v=poesr_2nrxm"
10038,UgxtmR92tDi9ciLSCjF4AaABAg,0,dear liziqi... don't buy a smart phone. otherwise you will become a lazy person like me...,亲爱的liziqi ...不要购买智能手机。否则，您将成为像我这样的懒人...
10092,UgyF9VwbA3EbImJu4ux4AaABAg,0,the number of people who love and spread liziqi's attendance. hope everyone will support my channel,热爱和传播Liziqi出席的人数。希望每个人都支持我的频道
10101,UgxHi5pWx6x35nNe_ml4AaABAg,0,liziqi's videos are a soothing anti-depressant!!,Liziqi的视频是一种舒缓的抗抑郁药！
11354,Ugxu1j3y9ysyyV4rVmJ4AaABAg,0,liziqi is wonderful i would like to learn to do all things. what she does !!!!!!!,Liziqi很棒，我想学会做所有事情。她在干嘛 ！！！！！！！
11469,Ugx6tHyYE2iw--ywpqB4AaABAg,0,"u r amazing liziqi
but i jst wondered -wht u do with ur left over food??
as u r only two persons to eat,as in the videos..","u r很棒的liziqi
但是我想知道 - 当你对你的食物剩下吗？
就像你只吃两个人一样，就像视频中一样。"
11534,Ugzsu4BQNrXo77IwWJt4AaABAg,0,u r the best liziqi,最好的liziqi
13376,UgyJLc_8k4IhH2E8ur94AaABAg,0,love you liziqi and dianxi,Love you liziqi and Dianxi
13424,Ugy5dt7n-0XB2mxilsZ4AaABAg,0,missing your videos liziqi,错过了您的视频Liziqi
13469,UgwnZWRl5AgXohmKOsF4AaABAg,0,i love you liziqi as well with your granny. wish you both in good health.,我也爱你的liziqi你的奶奶。祝大家身体健康。
