,cid,votes,time,含real,含real中文翻译
40764,UgwtW_1L9uUOg_pNkwV4AaABAg,0,4 years ago,what is the name of this type of knives? i really like the way it's made. love your videos.,这种类型的刀的名字是什么？我真的很喜欢它的制作方式。爱你的视频。
40751,Ugyte3FREoppoJgqyXF4AaABAg.8s9YcTD3nq78sA1TEcOwaa,0,4 years ago,"no. this is for the family. if she really sells, i guess ten million people are in the queue.",不，这是给家庭的。如果她真的卖出，我想一千万人在队列中。
40732,UgyFS9dzdQh41x_zmIp4AaABAg,0,4 years ago,i really want to eat rock sugar gourd. essence,好想吃冰糖葫芦啊。。
40696,UgyDQ_DWLbnyhgiH1xt4AaABAg,0,4 years ago,"beautiful really they are helped we how we can live in nature without used technology
hat","真正的美丽，他们得到了帮助我们如何在没有二手技术的情况下如何生活
帽子"
48590,UgzQq1sYB-Ple89n9Bx4AaABAg,0,4 years ago,"i used to dream of giant fruit like those grapefruit looking things when i was a kid,didnt know they was real...and i have no idea why i dreamed of giant fruit.love the videos.",我曾经梦想着像那些小时候的葡萄柚一样的巨大果实，不知道它们是真实的……而且我不知道为什么我梦到了巨大的水果。
48603,UgzwEy74mkCuKgIMKJl4AaABAg,0,4 years ago,you are really the most talented and beautiful girl who i have seen i wish you the best of the years i know very happy and healthy and love you,您确实是我见过的最有才华和美丽的女孩
48633,UgwKAe85O2fT5a6I3XV4AaABAg,0,4 years ago,how i wish i have skills like you. i really admire you a lot,我希望我有像你这样的技能。我真的很佩服你
48645,UgzXfDsvMyfpxuNm3mh4AaABAg,0,4 years ago,"are you really living here?
what are you doing originally?
where is it here?","你真的住在这里吗？
你最初在做什么？
这里在哪里？"
40610,UgxhdQhL3Vsa13mb5nh4AaABAg,0,4 years ago,"find typ staff:

[do not charge any task deposit]
1000 words 200 taiwan dollars/70 hong kong dollars/march 35, just as simple as typing in pictures
[both mobile phones and computers]
set a salary at 12 pm that day
time is free, you can do it at home
shihe: student, baoma, office workers

interested in understanding directly

line: ck12309


help friends forward, disturb! i also do it, i can really make money.
don't ask me to have contact information above, consult her.","找打字人员：

【不收取任何任务押金】
1000字200台币/70港币/35马币，就只是照着图片打字这么简单
【手机电脑均可】
当天晚上12点结算薪水
时间随意，自己在家就可以做
适和：学生，宝妈，上班族

有兴趣了解直接加

LINE:ck12309


帮朋友转发，打扰！本人也有在做，真的可以赚到钱。
都不要问我上面有联系方式，咨询找她。"
40605,Ugw1dbYa6mNHCpKfRrZ4AaABAg.8sFYGxNi_LL8sK0jv-6k84,0,4 years ago,"so why do those people do not spray the tongue, that is more careful and more deliberate. so it's really sick",所以那些人为什么不去喷舌尖，那个更精心，更刻意。所以真的是有病
48651,Ugy0rN4Cet87XrMbygZ4AaABAg,0,4 years ago,real harvest moon,真正的收获月亮
40594,Ugx613JfAGuf9vbbwoN4AaABAg,0,4 years ago,"the girl is lovely, knowing how to find happiness in her place. really hope ly that can find a partner. live with her in the fairy.",这个女孩很可爱，知道如何在她的地方找到幸福。真的希望能找到合作伙伴。和她一起住在童话中。
48654,UgxzDsnS5plqNEqCcbh4AaABAg,0,4 years ago,who marries this one is really a blessing for a few life!,谁娶到这这位真是几辈子修来的福气啊！
40585,UgzI2kK1SMuHU-idNNt4AaABAg,0,4 years ago,i really want to marry her a woman,我一女的真想嫁给她
41840,UgzNSqtFeUYIyOSa1zV4AaABAg.8rrPBCGkdMp8sB1BN7tAhO,0,4 years ago,"dude, really? western appliances need to be pointed out in this video? ok i see your point here. i'm not having this debate with you. the content is the only thing that matters here. i don't see donald trump thanking camera,tv technology and internet for making his inauguration speech accessable to the public but you don't raise any questions, right?",杜德，真的吗？在此视频中需要指出西方电器吗？好吧，我在这里看到你的意思。我没有与您进行这场辩论。内容是这里唯一重要的事情。我看不到唐纳德·特朗普（Donald Trump）感谢摄像头，电视技术和互联网，因为他的就职典礼上的演讲可与公众访问，但您没有提出任何问题，对吗？
119,Ugxl3Sx4gfcMmk_pQIh4AaABAg,0,3 weeks ago,"although it is different from the real rural life, everything is so quiet and peaceful. most of the chinese people who are in farming civilization have come from ancient times to the present. in front of the world!",虽然和真实的乡村生活有区别，但一切是那么地宁静与祥和，身处农耕文明的大部分中国人民从古至今都是这样过来的啊，真的很佩服她能把这样美好的画面呈现在世人面前！
33043,UgyBUnIZPfwXaET2G-14AaABAg,0,4 years ago,"her life seems like a faire tale, sometimes i wonder if it is real what they show in their videos or is something created by several people, however it is very beautiful what they do!!.. ๐๐’",她的生活似乎是一个公平的故事，有时我想知道这是他们在视频中显示的东西还是由几个人创造的东西，但是他们的工作非常漂亮！
13982,UgwkJAraiqONTIl1tBd4AaABAg,0,2 years ago,"i really need lots of delicious fresh strawberries, some sweet apples, pistachios, and sunflower seeds but i do not want to go buy the plastic bags that they sell. whenever i see liziqui preparing food or eating her home cook meals i feel hungry",我真的需要很多美味的新鲜草莓，一些甜苹果，开心果和向日葵种子，但我不想去买他们出售的塑料袋。每当我看到Liziqui准备食物或吃她的家庭厨师餐时，我都会感到饥饿！
14471,Ugz6bnq51y8ZfcbRDx14AaABAg,0,2 years ago,"ok, she is just an actress, it all well produced...its not real, its a directed movies...",好吧，她只是一名女演员，这一切都很好……它不是真实的，它是一部有导向的电影...
14455,UgzNThmplAtZKA6uIgJ4AaABAg,0,2 years ago,"her grandma is really a happy old man. in his later years, such a capable and filial granddaughter took care of her.",她奶奶真是个幸福的老人，晚年有这样一个能干又孝顺的孙女照顾她。
14409,Ugzw3H5kWpSfGEbhcct4AaABAg,0,2 years ago,"no talk, no bullshit... all real just do it..",不说话，没有胡说八道...一切都是真的。
14349,UgzcWoejqB7xoCiPzBN4AaABAg,0,2 years ago,unrealistic. citrus doesn't grow where it snows. salted sunflower seeds not fried melon seeds. wrong translations for many things,不切实际。柑橘在雪地的地方不会生长。咸向日葵种子不是油炸的瓜子。许多事情的翻译错误
14268,Ugw9KU9_5qXdYaUNr-14AaABAg.9AszEe3JgVV9AwWLz4krUH,0,2 years ago,"@xxz5889 oh, really? almost every moment) do you even know how much time that is? or how ppl like her work in china? just shut up pls",@xxz5889哦，真的吗？几乎每时每刻）您甚至知道那是多少时间？还是她在中国工作的ppl？只是关闭PLS
14262,UgyuoX0bvHQzVHVXFC94AaABAg,0,2 years ago,"real is the best ,excellent film",真实是最好的，出色的电影
14248,UgzdOTyZPMVgGvOq9gV4AaABAg,0,2 years ago,really impressive really you are more good ms yearah,真的很令人印象深刻，真的很棒
14238,UgzgUvjEaqiNeP1jsEd4AaABAg.9AvbvMCUuQC9AzJ9S-HZHl,0,2 years ago,it is interesting to know more about this girl. i really liked her too,关于这个女孩的更多了解很有趣。我也很喜欢她
14146,UgyiyvsvVPozOYU1rI14AaABAg,0,2 years ago,"really great sis cook
pokron outside can be very great
add a good water, it's really delicious ...

using salt is very extraordinary
i really like that
","真的很棒的sis厨师
外面的pokron可能非常好
加一个好水，真的很美味...

使用盐非常非凡
我真的很喜欢
"
14141,UgwmjUubmIrVxJJWd8d4AaABAg,0,2 years ago,real in paradise. god bless you,真正的天堂。上帝祝福你
14085,Ugx4vIKVxCd8MMGgLul4AaABAg,0,2 years ago,hi really great. i have learned a lot of things from your channel. and i hope you to visit me and be a friend. : ),嗨，真的很棒。我从您的频道学到了很多东西。我希望你能拜访我并成为朋友。 ：））
14071,UgyBkVRgZBTrXRVFvGd4AaABAg,0,2 years ago,really i am missing my village in hills,真的我想念我在山上的村庄
13938,UgzxNZb-uJ-FrFV1Oz14AaABAg,0,2 years ago,what a working woman i really like your videos and that beautiful place where you live,我真的很喜欢您的视频和您居住的美丽的地方
14513,UgwDzPECMDaE7y4PvCN4AaABAg,0,2 years ago,hi ur vedio is really good n ur so beautiful,嗨，你的韦迪奥真的很好，你如此美丽
13925,UgxxZvXuq_APOXZIQrZ4AaABAg,0,2 years ago,i really fond your cooking style.. i wann have it.. it looks so testy n yummy,我真的很喜欢你的烹饪风格..我有它。
13880,Ugxq5SK2ElribnsPtGR4AaABAg,0,2 years ago,lay tu really?! why do you borrow me! thich boat!,真的吗？你为什么借我！蒂希船！
13877,UgxgZnjo9RoOu4pjEoV4AaABAg,0,2 years ago,i really love what you say through your clip,我真的很喜欢你在剪辑中说的话
13871,UgwJp17AhHSrzCd9SKt4AaABAg,0,2 years ago,really you are so hardworking bravo amazing,真的，你真是太努力了
13822,UgxwqY3qR1HYXCP9Cc54AaABAg,0,2 years ago,the sad reality is shes going have to move out of it soon because government is going to make houses of hotels or other things on the forest and we just avoid that,可悲的现实是，她将不得不尽快搬出它，因为政府将在森林上建造酒店或其他东西，我们只是避免
13802,Ugxin23xrJHG-w6uhVB4AaABAg,0,2 years ago,real fcc,真正的FCC
13791,UgwFwoysQEftftzrdtZ4AaABAg,0,2 years ago,"i know this feeling disappear at the end of this video, but i really really want to go back in time to the days where people were living this kind of peaceful live .",我知道这种视频结束时这种感觉消失了，但是我真的很想回到人们过上这种和平的生活的日子。
13778,UgyfsaXAX6OdB0UD25l4AaABAg,0,2 years ago,amazing.....i wana eat everything....itx really yummy,太棒了.....我wana吃了一切.... iTx真的很好吃
13710,UgyE_UwXTnHVy1sGPRt4AaABAg,0,2 years ago,this video is very informative especially the cultures are really preserved. thumbs up,该视频非常有用，尤其是文化确实保存下来。大拇指
13605,UgyxIu_iGMCNBsRrPcV4AaABAg.9BeeFdX6BLu9BeePkUdgva,0,2 years ago,plz i really like u sis,我真的很喜欢你
13596,UgwT3JTNhMQB-4jbYkV4AaABAg,0,2 years ago,i really like you,我真的很喜欢你
13547,UgxpA7E5EulLY4oejDx4AaABAg,0,2 years ago,you are really ~~ good ... amazing ..,你真的~~好...很棒..
14499,Ugz6bnq51y8ZfcbRDx14AaABAg.9Ad0hoev3EB9Ad3_13gJcc,0,2 years ago,when someone can't get what he really want. he always act crazily. shame on you when i saw your comments,当某人无法得到他真正想要的东西时。他总是疯狂地行事。当我看到你的评论时，让你感到羞耻
14536,UgxIviourayB89iG5cx4AaABAg,0,2 years ago,realistic cottagecore,现实的cottagecore
15638,Ugy0msYnA1D8qn4TpnB4AaABAg,0,3 years ago,sugar gourd beef jerky mango dried dried mango is really stinging to me,糖葫芦 牛肉干 芒果干真的是馋到我了
15156,UgwJ1TjuMNoMDZPD-FJ4AaABAg.99pBRkxnDmq99u2xkfBiaZ,0,3 years ago,"@user-nx1vv4hv9n really this year strange things strange, you are not your joom, you will be crowded to the mobile phones in your hands.",@user-nx1vv4hv9n今年确实很奇怪，你不是你的joom，你在开玩笑的手机牢房。
15621,UgzgsWM9jHtuP-bY_oh4AaABAg,0,3 years ago,"wow i really like this rhythm of life, i like it",哇，我真的很喜欢这种生活的节奏，我喜欢它
15590,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9AXXrPKJVbx,0,2 years ago,"lindsey rubenstein plenty of grown women are scared of loud noises, it’s actually normal for humans to be afraid of them. besides, if you’ve never heard one of those things in real life, they explode kind of like a firecracker or a cannon, it’s really loud",林赛·鲁本斯坦（Lindsey Rubenstein）有很多成年女性害怕大声的噪音，实际上，人类害怕她们是正常的。此外，如果您从未听说过现实生活中的一件事，那么它们就像鞭炮或大炮一样爆炸，这真的很大
