,cid,votes,time,含real,含real中文翻译
28438,Ugy9FZTNho70WiwstmJ4AaABAg.8yYTzaRcnLC8yYYdukOSFJ,0,3 years ago,"thien tru deng oh, that’s so cool! i haven’t tried snail before, but i hear it’s really good :)",Thien Tru Deng哦，太酷了！我以前从未尝试过蜗牛，但我听说真的很好:)
28380,UgxUJmHJujocNJjjuHN4AaABAg,0,3 years ago,we called it labong in philippines.. and i really love labong cook with coconut milk... i miss my home town ...,我们称它为菲律宾的labong ..我真的很喜欢椰子牛奶的拉隆厨师...我想念我的家乡...
28376,UgyoSurSYEwmKtIRyFF4AaABAg,0,3 years ago,"nature here is fictional, god willing, how beautiful is simple life, you are really wonderful",这里的大自然是虚构的，上帝愿意，多么美丽，简单的生活，你真的很棒
28353,UgwZMq02PEnCycxDAP54AaABAg,0,3 years ago,she is really talented and beautiful.,她真的很有才华和美丽。
1921,UgzTiQxi2T_bnwkCVeV4AaABAg,0,1 year ago,liziqi i really miss you.and your video,liziqi我真的很想念你。
1924,UgwL0Xb1ugK7XRdABDl4AaABAg,0,1 year ago,"the girl is really damn, doing the right dish he likes, forever",这个女孩真的是该死的，做他喜欢的合适菜，永远
28329,UgwIC4RFz65Ifm-gfo54AaABAg,0,3 years ago,"really proud of our people in mianyang, but this seems that i am too selfish and should belong to our earth.",真为我们绵阳人感到自豪 但这样显得我太自私 应该她属于我们地球
28271,UgxJSFQKh34L9r2KqXt4AaABAg,0,3 years ago,"although i think it's really a bit stinky, i can't stand it, but it's delicious ... really fragrant",虽然我觉得真的有点臭笋简直是我受不了的但是很好吃...真香
1951,Ugy5ySiTcrQpqTxHFrd4AaABAg,0,1 year ago,omg 15.6 million subscribe is really admiring youtube channel china,OMG 1560万订阅真的很欣赏YouTube频道中国
29592,Ugw-0H1I7nenKNA52Zl4AaABAg,0,3 years ago,the people who like to go on those reality shows like survivor or naked and afraid should watch this girl on what to eat to survive! this girl is the most industrious gal i have ever seen and she is not afraid of work! an awful lot of people would learn a lot from her. she can literally do anything!,喜欢参加那些真人秀节目，例如幸存者或赤裸裸和害怕的人，应该看着这个女孩吃什么生存！这个女孩是我见过的最勤奋的女孩，她不怕工作！很多人会从她那里学到很多东西。她可以做任何事情！
29594,UgydG1i5mcAmucbjUTl4AaABAg,0,3 years ago,the end of the sliced ​​insect is really healing,片尾的虫呜声 真的很疗愈
29619,UgzdKmTEHTGKv6khhNx4AaABAg,0,3 years ago,grandma also wants to taste really cute!,奶奶也想尝尝的样子真的好可爱！
1524,UgyjsLM2sLCZCsm50BJ4AaABAg,0,1 year ago,poor her... this money from youtube r not for her... she dont know anything about adsense etc... n after she know the she go to city for justis... (ppl who doing this to her really evil),糟糕的她...这笔钱从YouTube r不适合她...她对Adsense等一无所知... N之后，她知道她去了贾斯蒂（Justis）的城市...
31017,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWeCHexJfs,0,3 years ago,ngoc quynh nguyen thi really,ngoc quynh nguyen thi真的
30989,UgzV0CU7FnsjHVgZJCN4AaABAg,0,3 years ago,"i'm vietnamese and i really appreciate someone who translated this video to our language, so i could understand whole video of lý tử thất (liziqi) , love you guys!",我是越南人，我真的很感谢有人将此视频翻译成我们的语言，因此我可以理解Lýtthất（Liziqi）的整个视频，爱你们！
1413,UgwJ6CQuU3lB1ptGAQ94AaABAg,0,1 year ago,"i really miss you
please upload new video","我真的很想念你
请上传新视频"
1495,UgyBGNWHU8HprQGDk9h4AaABAg,0,1 year ago,"i really like this lovely little girl, rustic cooking but very good h.",我真的很喜欢这个可爱的小女孩，质朴的烹饪，但是很好。
1509,UgyDNmx3yfhs-UnrXrJ4AaABAg,0,1 year ago,i really want to go to your house for meals to eat,好想去你家蹭饭吃
1510,UgyQpluX_4ZKCuAMSTF4AaABAg,0,1 year ago,i really want to go to your house for meals to eat,好想去你家蹭饭吃
30873,UgwRMstfc5x539vXXp14AaABAg,0,3 years ago,"supporting my channel with my sister, i really like to watch your video",与姐姐一起支持我的频道，我真的很喜欢看你的视频
30845,UgwwmLZN35BdkinPBOh4AaABAg,0,3 years ago,"grandma is so cute, i also want to eat snail powder! but i think purslane is the best. the action of your tweets is really chic, and my grandpa is surprised!",奶奶好可爱，也想吃螺蛳粉！不过我觉得马齿苋最好吃。你扯马齿苋的动作是真的潇洒，我一老爷们也大吃一惊！
29624,UgxWh5iM3kkg_8lClfF4AaABAg,0,3 years ago,really admire the billion,真的很佩服十亿美元
1526,UgxgV7zh8f-SgQDVgx54AaABAg,0,1 year ago,i really like your video. the night is so beautiful.,我真的很喜欢你的视频。夜晚是如此美丽。
30798,Ugyj9vUu0loj3ZYS2Kp4AaABAg.8yVSo5n2odO8yWtV-fd2x8,0,3 years ago,@heniaoqu1 i know that..it put me off really.,@heniaoqu1我知道..这真的让我失望了。
30780,UgwT9KUsvm_OoXtChqd4AaABAg,0,3 years ago,those are really good you can just boil em and dip it with hot sauces and eat it,这些真的很好，您可以煮沸并用热调味料浸入并吃掉它
30739,UgzL5nyy2lVkZjq6So14AaABAg.8yVUkjucOnr8yX-mivPIbf,0,3 years ago,bamboo shoots are really delicious,竹芽真的很美味
30721,Ugx8uKb2rwlw95J0OJh4AaABAg,0,3 years ago,i really want to eat it,好想吃啊啊啊
30715,UgwnCycRDCSXQ0jDqNB4AaABAg,0,3 years ago,she really makes everything looks sooo easy,她真的让一切看起来都很容易
30642,UgyPDmkU-wWRPVKNQ2R4AaABAg,0,3 years ago,"did anyone realize she once upload the video but then dellete it, i remember watch some part of the video. and yeahhhh thanks for uploading again, i bet someone upload the wrong video",有人意识到她曾经上传视频，但随后删除了视频，我记得看了视频的某些部分。是的，谢谢您再次上传，我敢打赌有人上传了错误的视频
31018,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWf7U88rIz,0,3 years ago,"@johnhuy0614 real every time i eat rice, the whole family ate and watched her parents praised her to cook well :)))) now i'm still sitting and watching",@johnhuy0614每次我吃米饭时，整个家庭都会吃饭，看着她的父母称赞她做得很好:)））））现在我仍然坐着看着
31039,UgySWEfEl80SHowlNcx4AaABAg,0,3 years ago,i really want to eat it when i look at it ~,看着就好想吃啊~
31050,Ugz2in9FMTE_BD6gQNZ4AaABAg,0,3 years ago,i really want to have such a life,真想有这样的生活
31077,UgwpOHJ-8P4N8pDv0X54AaABAg.8yVMg72mPzy8yV_1xgbwzU,0,3 years ago,"scientific name: purslane, cooked food can prevent dysentery, it really tastes good, i also want to eat it, and this dish can be seen everywhere in the countryside",学名:马齿苋，熟食可以防治痢疾，确实味道不错，我也很想吃，而且这个菜在乡下随处可见
31427,UgyHBSlNoiMMDieZCjx4AaABAg,0,3 years ago,her portion size at the end is hilarious...well she works hard ..guess she is really hungry,她的份量最终很有趣...好吧，她努力工作.. guess她真的很饿
31396,UgxzMTofRdxUruucZ7J4AaABAg,0,3 years ago,that's the real definition of working for his plate of food,那是为他的食物工作的真正定义
31388,UgwrhOWoKTMzxxewMah4AaABAg,0,3 years ago,i really like when you add english subtitles to your videos. i can recognize most foods in your videos but am also so curious about the ones i don’t recognize. your videos are amazing and i feel motivated to craft things and learn more about traditional methods after watching.,当您在视频中添加英文字幕时，我真的很喜欢。我可以识别您的视频中的大多数食物，但对我不认识的食物也很好奇。您的视频很棒，我有动力制作事物并在观看后了解有关传统方法的更多信息。
31383,UgyaYVYD3LdKBOjZXgx4AaABAg,0,3 years ago,i really like to see you. cooked rice,好喜欢看你。
31357,UgzLB5gHQibTQ00V6gF4AaABAg,0,3 years ago,"wow, you can really do it",哇塞 你真的能干
31333,UgxOPq3c0xzwcsUQOAJ4AaABAg,0,3 years ago,"haha! bamboo shoots grow like they’re trying so hard to convince someone that this is how they grow, they look so out of place, and honestly really cute, with their pointy little tops, i kinda want to draw a goofy face on them and give them tiny kisses, they’re adorable. never tasted them, though, but it looks good!",哈哈！竹芽变得像他们很难说服某人那样生长，这就是他们的成长方式，他们看上去是如此不合适，老实说真的很可爱，用尖锐的小上衣，我有点想在他们身上画一张愚蠢的脸并给他们的小吻，他们很可爱。不过，从来没有品尝过它们，但是看起来不错！
31279,UgxSOF7jwBQIxtu8LeF4AaABAg,0,3 years ago,"we chinese are really studying arts, probably because they are too long. cooking is really dedicated and relaxed. li ziyi is a high -level practice.",我们中国人对食物真是当艺术在钻研，大概是历史太长的缘故。做菜真能让人专注又放松，李子柒这是种高级的修行。
1336,UgxT_u02QknRQszhBiF4AaABAg,0,1 year ago,i really like your lifestyle.,我好喜欢妳们的生活方式 真是闭关好地方 愿真神爱妳们全家。
