,cid,votes,含beautiful,含beautiful中文翻译
28222,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiR05uNYjP,0,"@stargirl-up2zr this is not an argument, it's just opinion exchange and it's most welcome. saying that the chinese gvt is promoting this vlog has nothing to do with me liking or not liking the content. so i agreed that it's a very beautiful content that i enjoy watching and even though i still believe it's staged. so we're fine, we're just repeating ourselves :) 

have a great day.","@stargirl-up2zr这不是一个争论，这只是意见交流，最受欢迎。说中国GVT正在推广此视频博客与我喜欢或不喜欢内容无关。因此，我同意这是我喜欢观看的非常漂亮的内容，即使我仍然相信它已经上演。所以我们很好，我们只是在重复自己:)

祝你有美好的一天。"
28242,UgwMb5hjE1LLFHxGGiR4AaABAg,0,u r so beautiful,你是如此美丽
28266,Ugy7xUHtjCJq_k3hUgt4AaABAg,0,"i was inspired to make videos like liziqi, but my videos are not as beautiful as her, would you guys like to see my cooking videos too?",我的启发是制作像Liziqi这样的视频，但是我的视频不像她那么美丽，你们也想看我的烹饪视频吗？
28272,UgxllPR7yZm4hxmYK3R4AaABAg,0,a very simple and natural feature .... so beautiful,一个非常简单和自然的功能....如此美丽
29085,UgwtLIOR2xK67X18iGB4AaABAg,0,i really want to meet this beautiful kka and join the vegetable plans.,我真的很想见到这个美丽的KKA并加入蔬菜计划。
29074,UgwPmvWZj14TvKCSGMx4AaABAg,0,"u are beautiful , smart and amzing lady love watching u. ! there is more women like u out there ? i would like to find me one just
one !","你是美丽，聪明和敏锐的女士，喜欢看着你。呢还有更多像你这样的女人吗？我想找到我一个
一 ！"
29042,UgxrxlDmInXxSqPwncJ4AaABAg.8yXxwnokw6P8yeTuVw4saM,0,"yes, the girl is also beautiful",是的，女孩也很漂亮
29032,UgycgpGO0oXfYZtZbzt4AaABAg,0,"you can see
her hands are not beautiful","你可以看到
她的手不漂亮"
28928,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9C1dhm9C4QM,0,you are very beautiful,你很漂亮
28911,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9BDSV0RNYaI,0,"love this video it's so beautiful. it shows that art of cooking, which she does very well.",喜欢这个视频，它是如此美丽。它表明了烹饪艺术，她做得很好。
28802,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97mxaBt3SBM,0,"@franzpeters3824 nothing to do???..are joking, here we just saw a hravesting and cooking in a beautiful way..but remember for her to have what to harvest and cook for making this video there's a lot of hardwork behind..you should know that..you know or you just ignoring it...going to jungle and taking even a bamboo shoot ain't that easy as what it looks from this video...but thing is those harvesting and eat what you work for is happiness....
i'm a horticulturist and i really admire her..she doesnt really need to learn english to show what she work and she's already successful enough..im proud of her","@franzpeters3824无事可做吗？您应该知道..您知道或只是忽略它...去丛林，甚至拍竹芽都不那么容易，就像从这个视频中看起来一样容易...但是，那些收获并吃掉了您工作的东西因为是幸福...
我是一个园艺家，我真的很佩服她..她真的不需要学习英语来展示她的工作，并且她已经足够成功了。"
28501,UgxrTMy-NnULEgUm30d4AaABAg,0,you so beautiful,你很漂亮
28478,UgxLK-ZmEkqkkWU8an54AaABAg,0,"looking at your video, i really want to go back to the countryside of china. there are also fields in the house, there are trees, there are flowers and old houses. i do n’t know why i abandoned such a simple and beautiful life at that time and ran to mei village ...",看着你的视频，我也好想回中国的乡下。刚好家里也有田也有树也有花也有老屋，都不知道为什么当时抛弃了那么淳朴致美的生活跑到了美村…………
28442,Ugxl74Sveje7pyB4Ie54AaABAg,0,like to watch almost every beautiful,喜欢看几乎每个美丽
28420,Ugwl9vJ9VAmAOcexWkt4AaABAg,0,there is so beautiful there,那里有如此美丽
28416,UgzE1Ichkv9G36PQXEh4AaABAg,0,hard working beautiful girl,努力工作的美丽女孩
28410,UgwHvOOc1CsXLfl0S1N4AaABAg.8yYmH665PUT8yd79jZzeWu,0,"life, doi nan kitwatt, but can find a husband to do anything. goodness, do not be unanimous. parents take their parents to survive. beautiful household, very good way who would be raw? if not parents, the coast is good. being a lady, right? whoever is not, hurry to practice. don't be ashamed.",生活，杜南·基特瓦特（Doi Nan Kitwatt），但可以找到丈夫做任何事情。天哪，不要一致。父母带父母生存。美丽的家庭，很好的方式谁将是生的？如果不是父母，海岸是好的。成为女士，对吗？谁不是，急于练习。不要感到羞耻。
28386,UgwVM8uHXNpUEZbZckx4AaABAg,0,"da bamboo shoots are ginormous, sooo much to eat. oh yes an everything is grown. truly amazing and beautiful, loved it great job.",da竹芽很巨大，可以吃很多东西。哦，是的，一切都长大了。真正的惊人和美丽，喜欢它的出色工作。
28376,UgyoSurSYEwmKtIRyFF4AaABAg,0,"nature here is fictional, god willing, how beautiful is simple life, you are really wonderful",这里的大自然是虚构的，上帝愿意，多么美丽，简单的生活，你真的很棒
28353,UgwZMq02PEnCycxDAP54AaABAg,0,she is really talented and beautiful.,她真的很有才华和美丽。
28312,UgyYRyQixGb_Y3zoVQt4AaABAg,0,it's beautiful,很美丽
28311,UgwNR32r8IcieSzGA6p4AaABAg,0,very beautiful place,非常美丽的地方
28306,UgwJIxEijtoVqMfaXud4AaABAg,0,there should be a big team to make this everything. very beautiful!,应该有一支大团队来做到这一点。很漂亮！
28015,UgwjUTUT6RhHjeDe5EJ4AaABAg,0,this is the most beautiful video on youtube ever.,这是有史以来最美丽的视频。
27998,UgzBIfeYkya2Gp3d36V4AaABAg,0,i am from bangladesh.....i like liziqi....she is so much pretty girl....she is nice person..... personally i like her......i see your cooking episod.....your home environment very much beautiful place....but where is your father mother?,我来自孟加拉国.....我喜欢liziqi ....她是如此漂亮的女孩....她是个好人.....我个人喜欢她...我看到你的烹饪情节.....您的家庭环境非常美丽的地方....但是您父亲的母亲在哪里？
27959,UgxpigbJSmkISsJ9OS54AaABAg,0,live beautiful girls in the countryside. it's a pity. i don’t get used to what you eat,将美的女孩住在乡村。太可惜。看你吃的东西我不习惯吃
27379,UgyPaBD3O0bo3b_Pt914AaABAg,0,it is beautiful and beautiful everything that does❤️. greetings from peru.,它是美丽而美丽的一切❤️。秘鲁的问候。
27366,UgwX7k6RN2sJQZotjJx4AaABAg,0,it's beautiful in pandaria anyway,无论如何在潘达里亚很美
27354,UgynITAsanh_G_BGZPJ4AaABAg,0,beautiful videos thanks to you i am considering changing my life to have a simpler and more natural full of peace and harmony such as your videos. thank you for such beauty a greeting from spain,美丽的视频感谢您，我正在考虑改变自己的生活，以使您的视频更简单，更自然地充满和平与和谐。谢谢您的美感
27334,UgxdPxLZDRAvemvMo4Z4AaABAg,0,where is this place in china? it is so beautiful,这个地方在中国在哪里？它是如此美丽
27322,UgwAWjq1RADaKs3lF8V4AaABAg,0,i absolutely love your garden! it's so beautiful!,我绝对爱你的花园！这个很漂亮！
27318,UgwWzG2Fwik7IdnC6Ll4AaABAg,0,"just beautiful and clever, i admire you",只是美丽而聪明，我很佩服你
27287,UgzBXk3Pnl-Ih04zqOx4AaABAg,0,very beautiful your village,非常美丽的村庄
27270,Ugzz26yqb7M37Sbdetl4AaABAg,0,4:21 ziqi look beautiful on camera,4:21 Ziqi在相机上看起来很漂亮
27265,Ugxjhn0T8opWJMNlVFp4AaABAg,0,"she is beautiful but also good
watch the video of my use of saliva","她很漂亮但也很好
观看我用完唾液的视频"
27256,UgyT1tpccv9xHSa3fel4AaABAg,0,"this is cooking! 

you take good care of your grandmother

and sweet cats running about

may you all live long and prosperous, with all of nature beautiful and rich and pure","这是烹饪！ 

你好好照顾你的祖母

和甜猫四处奔跑

愿你们所​​有人都活着漫长而繁荣，拥有美丽，丰富和纯洁的自然"
27244,UgxTCR3--SLug76coB94AaABAg.8ygpJqGac5o8ykrM-6wnM7,0,why are the videos you shoot so beautiful!,为何妳拍的影片都那么美！
27223,Ugy0B7PnodWXNb91h_N4AaABAg,0,beautiful cock,美丽的公鸡
27201,UgxbkDE3Mpn1lMXCc5x4AaABAg,0,this is beautiful and relaxing,这是美丽而轻松的
27186,UgwlAkREQ5nGG_W0MKV4AaABAg,0,"the action must be careful, all directions, good overall. the obligation is good, but good and d -boy flying far away. create a way to create goodness, profit, life, raise stable status. the color is beautiful, bad, sparse, only filling the fragrance, glorious in every way. good things are well -mainrated, only quality, only asking for a lot of follow -up, hahahaha. do you think it is true?",动作必须小心，所有方向，整体良好。义务很好，但是很好，D -Boy飞越很远。创建一种创造善良，利润，生活，提高稳定地位的方法。颜色是美丽的，不好的，稀疏的，只能填充香水，在各个方面都光荣。美好的事物是很好的 - 善良的，只有质量，只要求很多跟随 - 哈哈哈哈。你认为这是真的吗？
27181,UgxDN7APbNfGWNmlsUd4AaABAg,0,you live in a beautiful place and live off the land.im so envious. dont think i could eat the river snails although here in the uk we eat whelks and cockles which are from the sea i love your videos.john,您住在一个美丽的地方，生活在土地上。不要以为我可以吃蜗牛，尽管在英国，我们吃了来自海洋的we虫和蛤，我喜欢你的视频。
20668,UgwggnzbgK0iGp8QmQp4AaABAg,0,the younger sister is more and more beautiful.,小姐姐 越来越漂亮了 清秀 简朴 纯真 透发出中国女性的古典美
27144,UgzRzJ5a49orlhEdIz14AaABAg,0,"i am egyptian, living in egypt's largest city and the best place, but i think there is no comfort and good life, just like rural life, i think it can make a lot of money, because youtube can move from rural to the largest place in china, but the people living in these places are more pure and purified one of the most beautiful channels of so many best shots

wǒ shì āijí rén, shēnghuó zài āijí zuìdà de chéngshì hé zuì hǎo dìfāng, dàn wǒ rènwéi méiyǒu shūshì hé měihǎo de shēnghu, jiù xiàng nóngcūn de shēnghuó yīyàng, wǒ rènwéi tā kěyǐ zhuàn qǔnduō qián, yīnwèi youtube kěyǐ cóng nóngcūn bān dào zhōngguó zuìdà dì dìfāng, dàn shēnghuó zài zhèxiē dìfāng de rén gèngjiā ch centralized ngdào zhī yī","我是埃及人，生活在埃及最大的城市和最好的地方，但我认为没有舒适和美好的生活，就像农村的生活一样，我认为它可以赚取很多钱，因为YouTube可以从农村搬到中国最大的地方，但生活在这些地方的人更加纯净和净化了这么多最佳镜头之一最美的通道之一

Wǒ shì āijí rén, shēnghuó zài āijí zuìdà de chéngshì hé zuì hǎo dì dìfāng, dàn wǒ rènwéi méiyǒu shūshì hé měihǎo de shēnghuó, jiù xiàng nóngcūn de shēnghuó yīyàng, wǒ rènwéi tā kěyǐ zhuàn qǔ hěnduō qián, yīnwèi YouTube kěyǐ cóng nóngcūn bān dào zhōngguó zuìdà dì dìfāng, dàn shēnghuó zài zhèxiē dìfāng de rén gèngjiā chúnjìng hé jìnghuàle zhème duō zuì jiā jìngtóu zhī yī zuìměi de tōngdào zhī yī"
27121,UgxwjQAD-KZ-iBG2rqR4AaABAg,0,food is the energy of life and the closer it is to nature your channel is beautiful. keep making content.,食物是生命的能量，越接近大自然，您的频道是美丽的。继续写入内容。
27106,UgxHRq41B9ec-R_4ZBB4AaABAg,0,i want to go back to you. hahahaha very beautiful,我想回到你身边。哈哈哈哈非常漂亮
27093,UgyTlPNl8bZCutZfNMB4AaABAg,0,beautiful bamboo vibration,美丽的竹子振动
27374,Ugz4pb72Tk2MxWox2Yx4AaABAg,0,how tasty and beautiful!,多么美味和美丽！
27445,UgygN26yDzVNd7dtWXh4AaABAg,0,is the girls in the mountains so beautiful now!,现在山里的姑娘都这么美吗！
27926,UgzYKTiEQUdXSi1vv-t4AaABAg,0,i'm so beautiful,我真漂亮
27454,UgyDtqkao5TY2XRQ2gB4AaABAg,0,beautiful but living in evil country is unfortunately unfortunately,不幸的是，美丽但生活在邪恶国家是不幸的
27906,UgyslnQBuDWmaOemG_Z4AaABAg,0,beautiful is really .. it is possible because it is china,美丽的真的..可能是可能的，因为它是中国
27873,Ugxfoa6DkOT4GuNTxaJ4AaABAg,0,m from india. i am not eating like your reciepe but i like to watch your channel it is beautiful your farm and your garden and the way you have to prepare food i like to watch,M来自印度。我不像您的收获那样吃饭，但我喜欢看您的频道，这是您的农场和花园的美丽，以及您想要观看的食物的方式
27854,UgzpJrZs8Mj5fCxYeJF4AaABAg,0,"im from vietnam
i really like your videos that are so beautiful and peaceful in the end i wish you a happy and peaceful life","我来自越南
我真的很喜欢您的视频，最终是如此美丽与和平，我祝您生活快乐，和平"
27851,UgwtxPO71OL73h9SW314AaABAg,0,it's so beautiful,真漂亮啊
27847,UgwQTQwhBvm8XU5WzBh4AaABAg,0,"most beautiful cook i've ever seen, most beautiful food i've ever seen. good grief i had to submit and subscribe. i'm lost for words. god sent!",我见过的最美丽的厨师，我见过的最美丽的食物。我不得不提交并订阅的好悲伤。我迷路了。上帝送了！
27827,UgyGdE0LBwbVOJ2PkJx4AaABAg,0,"any beautiful sister sub vietnamese =))))
the last end of eating lemon is too good =)))))","任何美丽的姐姐越南=）））））
吃柠檬的最后一端太好了=）））））））"
27762,UgwJG893if87KCiINXR4AaABAg,0,beautiful peaceful scenery,美丽的和平风景
27761,UgwVBDBuIAXkhKY1mg54AaABAg,0,"it's great, beautiful and cute woman",好棒吖， 漂亮 可爱的女人
27748,UgzzklFzjlfi9mvyHph4AaABAg,0,the scene of the people in this world .. beautiful is beautiful ...,这个世界上人民的场景..美丽是美丽的...
27739,Ugz2tsdxgNxpf84kVQF4AaABAg,0,this girl is so good. the house is also beautiful,这个女孩太好了。房子也很漂亮
27714,UgzV2RR-Hs0DXKG9s-B4AaABAg,0,beautiful,美丽的
27706,UgwzBKyX3ZNiTJ3MZCF4AaABAg,0,emma is so beautiful,艾玛好漂亮的
27705,Ugy8AXaYfFQsM5gRDVZ4AaABAg,0,happy life with beautiful nature i like that so much !!,幸福的生活与美丽的自然，我非常喜欢！
27658,UgzfFkP_0q61_xdLc9R4AaABAg,0,"i love all your videos, you invite me when ...? i would like to discover your beautiful country, as well as the way of life., .... big kisses from france ...",我喜欢你所有的视频，你邀请我...吗？我想发现你美丽的国家以及生活方式。
27652,Ugy9Ho6fK3-LyJ3L3yl4AaABAg,0,beautiful,美丽的
27612,UgwVd1HLNb8A7xQTRsF4AaABAg,0,"a good life has a lot of follow -up. whoever says that just cooking is not important, just kick is wrong. some people can only speak even the fried eggs. whenever the fragrance comes, the fragrance follows the lost teeth. born to be a very hatching woman, the beautiful color of the household, hahahaha",美好的生活有很多追随者。谁说烹饪并不重要，只是踢错了。有些人甚至只能说鸡蛋。每当香水降临时，香水都会跟随牙齿失去。天生是一个非常孵化的女人，是家庭的美丽颜色，哈哈哈哈
