,cid,votes,time,含food,含food中文翻译
39601,UgxDdQIE10ap-RQS4K54AaABAg,0,4 years ago,very very incorrect portrait. china imports it's food from india. these videos are only for views and money ..this is not a real picture of china. same is diana xioage video they show everything is fresh and farm grown just around their house itself . these are made for americans only.,非常非常不正确的肖像。中国从印度进口食品。这些视频仅用于观看和金钱。这不是中国的真实情况。戴安娜Xioage视频也是如此，他们显示一切都是新鲜的，在房屋本身周围种植的农场。这些仅适用于美国人。
39545,UgyP_s4FSUCnpvo0k2B4AaABAg,0,4 years ago,delicious food like angel make food,像天使一样美味的食物做饭
39386,UgwHF-mPRgmA0DNByix4AaABAg,0,4 years ago,"if someone wanted to order some of the foods you prepare, how can you go about ordering?",如果有人想订购您准备的一些食物，您如何订购？
39529,Ugx2cJEEtvloVQRlifB4AaABAg,0,4 years ago,i'm so envious of your lifestyle you eat so well and everything is fresh and you take good care of your grandparents. here in the uk most foods are frozen and even the fresh stuff is not that fresh.and our grandchildren don't take care of us.they are to busy running their own families.,我非常羡慕您的生活方式，您吃得很好，一切都是新鲜的，您会很好地照顾您的祖父母。在英国，大多数食物都是冷冻的，甚至新鲜的东西都不是新鲜的。我们的孙子们不照顾我们，他们忙于经营自己的家庭。
39525,UgwC2ii3-_Y359f0yK94AaABAg,0,4 years ago,"i am utterly mesmerised by this channel. it is like some sort of parallel universe where capitalism and technology doesnโ€t exist! everything looks painfully laborious and slow and yet infinitely rewarding, compared to todayโ€s fast food, 2hr amazon delivery, netflix bingeing world we live in today. i want to live in this world so badly!!!",我对这个频道完全着迷。就像某种不存在资本主义和技术的平行宇宙一样！与当今的快餐，2小时的亚马逊交付，Netflix狂欢的世界相比，一切看起来都很痛苦，缓慢而又却无限地回报。我想在这个世界上生活如此糟糕！！！
39522,Ugw_eY6xz2fkcYeBFhF4AaABAg,0,4 years ago,great foods,很棒的食物
39521,Ugxp7Sfiws2xFvGpm9B4AaABAg,0,4 years ago,please give some food to your dogs ๐ข๐ข๐ข,请给你的狗一些食物
39493,Ugya2MY8wJAwvJHzFBl4AaABAg,0,4 years ago,so much food and nothing comes out for the puppy aff.kk,这么多食物，小狗aff.kk什么都没有
39430,UgxKmpvwnQTHG24Uvol4AaABAg,0,4 years ago,delicious food,美味的食物
41765,UgxzMC-SfEOickRChVJ4AaABAg,0,4 years ago (edited),"well, you can’t mock people like that, i choked on saliva.
to reduce salivation,
i went bought a pastille and the marshmallow of the nizhneudinsky plant began to drink tea, almost supported ... by disgust. only in russia can there be food that cause disgust. thank you dear compatriots for the production of this shit. i hope in hell they will feed you what you produce. particularly greetings of bastards from the company ""russian product"", all that you produce absolutely inedible shit. burn in hell freaks.","好吧，你不能嘲笑那样的人，我在唾液上cho住了。
为了减少唾液，
我去买了一个盛宴，妮德斯基植物的棉花糖开始喝茶，几乎受到了厌恶的支持。只有在俄罗斯，才能有厌恶的食物。谢谢亲爱的同胞制作这种狗屎。我希望在地狱中，他们能养活您的生产。尤其是公司“俄罗斯产品”的混蛋问候，这是您绝对不可食用的狗屎。燃烧地狱怪胎。"
41801,UgyWdyvBvPpchO5Qnwx4AaABAg,0,4 years ago,"she is a strong and powerful girl! she can support herself and take care of her grandmother, do the heavy farm tasks, furniture, food without help from any man!",她是一个强大而强大的女孩！她可以养活自己，照顾祖母，在没有任何男人帮助的情况下完成重型农场任务，家具和食物！
44895,UgxL1C9Ldx8Hl4dM5Ot4AaABAg,0,4 years ago,"she's so awesome but, i was waiting for her to give food to the puppy's",她太棒了，但是，我在等她给小狗的
43626,UgzhENjP2QpaSSRCmE14AaABAg,0,4 years ago,"i like this video too much.
the girls that come out are cute and all the foods that come out look delicious. the shooting is good. what kind of video is this?","我太喜欢这个视频了。
出来的女孩很可爱，所有出来的食物看起来都很好吃。射击很好。这是什么样的视频？"
44251,Ugx8E3zMz_ZICxh08nZ4AaABAg,0,4 years ago,y no food for dogs?,y没有狗的食物？
44248,UgyT6Yoxt0Tv_cinO114AaABAg,0,4 years ago,"hi i am new here, i am from pakistan. my city name is gilgit-baltistan .you are looking so cute and your work is so amazing .this is really high quality foods.i like your work and every things. love you <3 :*",嗨，我是新来的，我来自巴基斯坦。我的城市名字是吉尔吉特·巴尔蒂斯坦（Gilgit-Baltistan）。爱你<3：*
44169,Ugwwrl5kedA0jQE4OI54AaABAg,0,4 years ago,"food! monthly girl, i wish you and family, always happy!","美食!万能的小姑娘,祝你与家人,永远幸褔快乐!"
44085,Ugy1pX8VONYJvSlJxFt4AaABAg,0,4 years ago,what this place is this place is delicious and nutritious food. it looks like heaven,这个地方是这个地方美味又营养丰富的食物。看起来像天堂
44017,UgxR8Y8kjb2FpRUVJK14AaABAg,0,4 years ago,what is the food that goes into the marshmallow?,棉花糖的食物是什么？
44008,Ugz22SAlsUauu00lLEd4AaABAg,0,4 years ago,very nice food,非常好的食物
44006,UgwnBp0q3n8Q5BzZa_94AaABAg,0,4 years ago,this is real chinese food.,这是真正的中国菜。
43983,UgyBn_tgS2RfF-XwSxt4AaABAg,0,4 years ago,how beautiful is food very well is fine how beautiful,食物的美好是多么美丽
43961,Ugx4yHudlMTIMQqv-VN4AaABAg,0,4 years ago,what a paradise of food,多么的食物天堂
43870,UgxI5XGdo-efBzbvVRh4AaABAg,0,4 years ago,"people are beautiful and cooking food and cooking.
the food that can be eaten by li ziyi must be very happy (´ω`) (´ω`) (´ω`)","人美又会煮菜做饭样样难不倒
能吃到李子柒做的饭菜一定很幸福(´ω`)(´ω`)(´ω`)"
43840,Ugy7qMtoMeAssmYahTZ4AaABAg,0,4 years ago,give some food to dogs.,给狗的食物。
43837,Ugys83aD0ruCGcrac-V4AaABAg,0,4 years ago (edited),"almost all woman from east cooks food for husband and her family everyday.. sometime, it is very tired but.. happy when realizing our husband n children back to home and eat the foods together happily..",东部几乎所有女人每天都为丈夫和她的家人做饭。
43743,UgwvL2e4TxsQCBOwBnt4AaABAg,0,4 years ago,"where do you live?'s just amazing..... i loved everything location, food, fruits and grandma.... just send me some candies.....",你住在哪里？
43731,UgzNaBIxMm3kP30PexF4AaABAg,0,4 years ago,waaau i don't know how i end up watching this video but i loved it ... i think music and food etc.,waaau我不知道我最终如何看这部视频，但我喜欢它...我认为音乐和食物等。
43696,UgypqH-AvvuWBS4OTDd4AaABAg,0,4 years ago,"hi

i impressed your creative and i just created a youtube channel and i would like introduce to you.

channel address
deliciousbowl

https://goo.gl/aqttrw

kindly support 

my channel prefer indian style food and i would like to learn international food and like to introduce to our community.","你好

我给您的创意留下了深刻的印象，我刚刚创建了一个YouTube频道，我想向您介绍。

频道地址
美味碗

https://goo.gl/aqttrw

请支持

我的频道更喜欢印度风格的食物，我想学习国际食品，并希望向我们的社区介绍。"
44259,UgzJqgitS7CF5o1aQ0t4AaABAg,0,4 years ago,"this girl is very hardworking, but i don't like that i hardly caress those beautiful puppies or give them food :(",这个女孩很努力，但是我不喜欢我几乎不爱抚那些美丽的小狗或给他们食物:(
44321,UgxVW-wSv4mPqN_1rpd4AaABAg,0,4 years ago,her food always looks so amazing ..... and good ....something cooked not raw ...can't stop watching her,她的食物总是看起来很棒.....好.....煮熟的东西不是原始的...不能停止看着她
44354,Ugzwg7Rt2OXiGk06Ry54AaABAg,0,4 years ago,"wooow that rich food, and beautiful place, i loved their puppies and sheep",求爱那丰富的食物和美丽的地方，我爱他们的小狗和绵羊
44747,Ugz_130v_p4YI7EXdzl4AaABAg,0,4 years ago,gosh thats why i love chinese foods,天哪，这就是为什么我喜欢中国食品
44873,UgxiS_x9fOUkCmEKFix4AaABAg,0,4 years ago,you are more intelligent than veg village food,你比蔬菜乡村食物更聪明
44850,UgzMwbi38DkAp31jQtF4AaABAg,0,4 years ago,the sound of the food when you fry the dishes,食物的声音
44822,UgyXzLLoVhAHOap0PnZ4AaABAg,0,4 years ago,"want to try all that food.....pity, there's no chance...",想尝试所有这些食物.....可惜，没有机会...
44779,Ugy3T3lwfYovg8w59-B4AaABAg,0,4 years ago,what will she do with so much food?,她将如何处理这么多食物？
44766,Ugz9gdrFgLoChpP55yV4AaABAg.8rAiXw7g2gG8rC3tJJvSoi,0,4 years ago,"it is beef....
lamb,pork,beef...they are all food,plz don not think too much!","是牛肉...
羊肉，猪肉，牛肉...他们都是食物，请不要想得太多！"
44762,UgwxF0TFarciO6ZQvKh4AaABAg,0,4 years ago,"i miss this kind of simple life. it reminds me back home when i was a kid...now i live in a city where everybody rush everything and no time to take time and slow down all foods are either frozen or just ready to make throw them in the oven eat go to sleep wake up, have coffee in the morning and go to work!",我想念这种简单的生活。它让我想起了我小时候回到家...现在我住在一个每个人都匆匆忙忙的城市，没有时间花时间和放慢所有食物，要么冻结了所有食物，要么准备将它们扔到烤箱里吃睡觉醒来，早上喝咖啡，上班！
