,cid,votes,含fruit,含fruit中文翻译
46349,UgzheQh3lqKH1EvFUZZ4AaABAg,0,"is this based on real people? the high quality of the video and video editing seem sophisticated for rural folks. the pristine chrome baking pans, the wood flooring, the painted interior walls, and the overabundance of fruit trees in her videos seem out of place. and, i pray that those puppies are pets and not livestock.",这是基于真实的人吗？视频和视频编辑的高质量对于农村人来说似乎很复杂。原始的镀铬烘烤锅，木地板，彩绘的室内墙壁以及视频中果树过多的人似乎不合时宜。而且，我祈祷那些小狗是宠物，而不是牲畜。
45805,UgwYlDW71MCOgUeiQ7F4AaABAg,0,all fruits at same place??,所有水果在同一地点??
45682,UgzSeyV-qDpyQFU9Vmh4AaABAg,0,"what fruits are these, zholtny",这些水果是什么，Zholtny
45441,UgxTJ0P6heSf2KQkCrV4AaABAg,0,i really liked the channel .. how do you call the big yellow fruit?,我真的很喜欢频道..您如何称呼大黄色水果？
45369,UgxlhimWspu85X5_hcR4AaABAg,0,"those are sunflower seeds not melon seeds, right? i truly love the peacefulness to the cinematic video editing and soothing background music! esp when she picked that pomelo with the perfect shaped basket fruit picker lol it was so calming to watch",那些是葵花籽而不是瓜子，对吗？我真的很喜欢电影视频编辑和舒缓背景音乐的和平！特别是当她用完美形状的篮子拾取器大声笑挑选pomelo时，这真是太平静了
45241,Ugzew06V1QQ3Q2Ra0NN4AaABAg,0,that fresh fruits!!!,那个新鲜的水果！！！
2856,Ugz3DfVxb7a0VPy3uxF4AaABAg,0,what is those fruits lying on the ground at 8:50?,这些水果在8:50躺在地上是什么？
36358,UgwouxR4XfCNrRctU8R4AaABAg,0,does she have special fruit trees? it's cold but she has soo much fruit,她有特殊的果树吗？很冷，但她有很多水果
44923,UgwOtD4SMLn6e8Axycl4AaABAg,0,"how i love to live in a place like that,just waeup in the morning and picking fruits and vegetables in the mother nature",我如何喜欢住在这样的地方，早上waeup并在大自然中挑选水果和蔬菜
44915,UgxWzUv5kjDPRfEurzp4AaABAg,0,wow...theres lot of fruits in the backyard,哇...后院有很多水果
44843,UgxT5itTY_Vr5haC_yB4AaABAg.8rAAc_15n0v8rAlViGCR4T,0,that's grapefruit,那是葡萄柚
47043,Ugxbw5_nx5wU54-56QF4AaABAg,0,those yellow fruits are huge! what are they? everything about this video is adorable =),那些黄色的水果很大！这些是什么？关于此视频的所有内容都很可爱=）
47046,UgxqBFpDCT3fnlqJNg54AaABAg,0,"how did this cook? 3:34
(butter ـ marshmallow ـ flour ـ dried fruit )
is this true ???","这是怎么做饭的？ 3:34
（黄油ـ棉花糖ـ面粉ـ干果干果）
这是真的 ？？？"
47054,Ugxbw5_nx5wU54-56QF4AaABAg.8qq7mCaRrp18quSOazJi2V,0,"@yansteve0073 thank you! at first i thought they were pomelos (grapefruit) but man, those are huge! i've never seen in that size haha",@yansteve0073谢谢！起初，我以为它们是Pomelos（葡萄柚），但伙计，那是巨大的！我从未见过那个大小哈哈
2623,Ugwf6oy7pAolMiF5J214AaABAg,0,thank you for the caption! i didn’t know what those pretty red fruits were!,谢谢您的标题！我不知道那些漂亮的红色水果是什么！
49688,Ugy6Hex9mjYJvQcL9at4AaABAg,0,"i saw drooling, and it looked delicious. those small animals are so cute. why do so many grapefruit falling on the ground and eating can be used to eat it.","都看到流口水了，看起来好好吃喔。那些小动物真可爱，为什么那么多柚子掉在地上不摘回来吃, 吃不完可以拿来做果酱啊."
49668,Ugz6FtuXpldcj2BNjVZ4AaABAg,0,why do people grow without eating to ripe fruits,人们为什么不进食成熟的水果成长
49540,Ugw-v4d6v7X7CTaYn1h4AaABAg,0,"i wonder where such fruits, vegetables come from. botanical garden lives or something ??",我想知道这样的水果，蔬菜来自哪里。植物园生活还是什么？
49480,UgxuNa-Bv2eh0KamKVd4AaABAg,0,looking at the fruit and eating it so much,看着水果并吃了很多
49379,Ugy2n-ihvTKuwy0jBCB4AaABAg,0,all are fresh vegetables and fruits.....ur a lucky person...have a wonderful life...!!!!.. wishes from sri lanka...,所有人都是新鲜的蔬菜和水果.....您是一个幸运的人...有美好的生活... !!!! ..来自斯里兰卡的祝福...
48655,UgwuUFAcTRjeynOQ3-t4AaABAg,0,i've never seen some of the fruits that you use and in my country dishes are very diferent than in your so enerything that you're doing is like magic for me,我从未见过您使用的一些水果，而在我的乡村菜肴中，与您所做的事情相比，您所做的像魔术对我来说就像魔术
48626,UgwzV-NXsQAN4HCv6N54AaABAg,0,fresh fruit picking in the winter.,冬季采摘新鲜水果。
8569,UgzkI8Lk-hoMKKCDxLx4AaABAg,0,u cook soo tastely and u have much strange to pick up that orange and that big yellow fruit i dont know its name,你煮得很愉快，你很奇怪地拿起那橙色和那大黄色水果，我不知道它的名字
48593,UgzQq1sYB-Ple89n9Bx4AaABAg.8qmiNJxes-e8qnI-TkruLw,0,"yueming wu i ran up to my store they had some,they dont taste as potent as a grapefruit though",Yueming Wu我跑到我的商店里，他们的味道不像葡萄柚那样有效
48590,UgzQq1sYB-Ple89n9Bx4AaABAg,0,"i used to dream of giant fruit like those grapefruit looking things when i was a kid,didnt know they was real...and i have no idea why i dreamed of giant fruit.love the videos.",我曾经梦想着像那些小时候的葡萄柚一样的巨大果实，不知道它们是真实的……而且我不知道为什么我梦到了巨大的水果。
1967,UgxjrfA6ccVqfkuqR514AaABAg.9aDEN-i4Ylq9gH88jKM7NV,0,it ’s delicious when the wild fruit matures,野果成熟的时候很好吃
8676,UgxyYu7WsGnsddDW2iV4AaABAg.9IMPVU4WzXa9IP52t2KzFS,0,"bat meat is not especially popular in china. but in southern china, bats are sometimes eaten and can be found in some markets. specific bat species eaten in china include the cave nectar bat, pomona roundleaf bat, indian flying fox, and leschenault's rousette. additionally, the greater short-nosed fruit bat is hunted for medicine, but not food. it has been contested whether or not the huanan seafood wholesale market, suspected as having ties with the covid-19 outbreak, sold bat meat.

all wildlife trade in china, including bat meat, was banned in january 2020 in response to the coronavirus pandemic which is assumed to have originated in wuhan.","蝙蝠肉在中国并不特别受欢迎。但是在中国南部，有时会吃掉蝙蝠，可以在某些市场中找到。在中国食用的特定蝙蝠物种包括洞穴花蜜蝙蝠，波莫纳圆形蝙蝠，印度飞狐和莱斯诺的rousette。此外，大鼻子的水果蝙蝠被追捕了药物，但没有食物。是否有争议的是瓦南海鲜批发市场（涉嫌与Covid-19爆发有联系）出售蝙蝠肉。

2020年1月，所有中国的野生动植物贸易均被禁止，以应对冠状病毒大流行，该冠状病毒被认为起源于武汉。"
2051,UgxXyT3UYLBjP6jZ3GZ4AaABAg,0,9:17 my favorite fruit (if i'm not wrong and it is what i think)! but it's so big!,9:17我最喜欢的水果（如果我没错，那就是我的想法）！但这太大了！
48424,UgwGjb40ekdpToBREYp4AaABAg,0,what fruit is picked on the ground at first,一开始在地上捡的是什么果子
48367,UgyGOqRE9EHz7gYPge54AaABAg,0,"why do i always watch her videos when i'm hungry?!! why do i do this to myself?!
those vibrant red fruits are so visually pleasing. what am i saying, every video i watch is visually pleasing.","为什么我饿了，为什么我总是看她的视频？我为什么对自己这样做？
那些充满活力的红色水果在视觉上令人愉悦。我在说什么，我观看的每个视频在视觉上令人愉悦。"
48128,UgzOZeKeIoymPSBk78R4AaABAg,0,"beautiful. seeing that you have some english speaking fans, it would be nice to know the name of the fruits you used.",美丽的。看到您有一些说英语的粉丝，很高兴知道您使用的水果的名称。
47711,Ugz6E3c3CHMocNr0QE54AaABAg,0,ciuld someone please name ne all the fruits from this video? expecially the red little ones and the big yellow one she put in the oven,请有人命名此视频中的所有水果吗？特别是她放在烤箱里的红色小孩子和大黄色的小孩子
47707,UgwD21q0kGHo-Yl0Vlh4AaABAg,0,1:36 what name fruits ??,1:36什么名字水果？
47678,UgzP2ayg5V81bEcRtOV4AaABAg,0,"fishing, the fruit is white and white.",钓鱼，水果是白色和白色。
47643,Ugxgy6JlLbzhlBBuPvR4AaABAg,0,8:47 so many grapefruit fell to the ground? the locals are so rich?,8:47这么多柚子掉在地上？当地人这么富有？
47548,Ugwamus_Wniy2hS0_Zx4AaABAg,0,"clean environment, peace place, sweets organic fruits wow",干净的环境，和平的地方，糖果有机水果哇
47196,Ugx0ca9qBStx1ua4mWt4AaABAg,0,"it is so rich that it seems to be a good year that can raise people.
it is a pity that many big grapefruit fell to the ground.","准备得好丰富呢，看来是个可以把人养胖胖的好年。
8:47好多大柚子掉到地上，真有点可惜。"
47167,Ugz2q6tZ2hBEIhSNh2h4AaABAg,0,"the grapefruit’s grapefruit is too much to eat, and it is cooked and fell to the ground.",子柒家的柚子多到吃不完，都熟了掉地上了
36510,Ugz_-vD2DnAZW3haRW54AaABAg,0,amezing place i like hillstation i like fruits nd vegetables bt no meat i like chicken nd dry fruites๐๐๐๐๐๐๐๐๐๐€,我喜欢Hillstation，我喜欢水果和蔬菜Bt没有肉，我喜欢鸡肉和干果
11511,UgzFzZs9K6Z14j22azN4AaABAg.9EWKCP4-g0E9EX2J5D0uvC,0,"@user-ki5qz9hp4u woow, this fruit isn't grown in spain and i hadn't heard anything about it. thank you very much!! :-)",@user-ki5qz9hp4u woow，这种水果在西班牙没有种植，我没有听到任何信息。非常感谢！！ :-)
36262,UgyM7yR53Buv54R-s7R4AaABAg,0,i first saw grapefruit growing on the tree ==,我第一次看到长在树上的柚子= =
16078,Ugx2o1IKuCW0_sWJbkB4AaABAg,0,wau in the river where i live there is from that fruit with thorns of the first shot and had no idea that they took care of walnuts,我居住的河中的瓦（Wau）是从那个果实中拿出的刺刺，不知道他们照顾核桃
25682,Ugx1nd6fN9yP84M6V2V4AaABAg,0,"what are the yellow fruits of minute 8:49? thanks for your kind attention. you are a positive inspiration in my life, greetings from sonora mexico.",分钟8:49的黄色水果是什么？感谢您的友好关注。您是我一生中的积极灵感，来自墨西哥索诺拉的问候。
25589,UgxlM-owbMjZvMJBlv94AaABAg,0,amazing woman. them bars with fruit looked good.,了不起的女人。他们的水果棒看起来不错。
25581,Ugzgj2UnhQsqx-BDr214AaABAg.9-AQoeFxi9h9-CcBT1GJGY,0,"i still have such a beautiful and primitive place in my greater china, and there are all fruits and vegetables, which are different from our guangzhou",我大中国还有这么美丽原始的地方，什么水果蔬菜都有耶，跟我们广州不一样
25551,Ugxe6Md9pOhlI5_r6wt4AaABAg,0,"this is my first time watching her video. iโ€m so amazed of all the things she did ๐ฒ everything looks so good ๐ how lucky to have that much land filled with fruits and vegetables โบ๏ธ 

sorry, does she sells the foods she made? or is it for the family?","这是我第一次观看她的视频。我对她所做的所有事情感到非常惊讶。一切看起来都很好。

抱歉，她出售自己制作的食物吗？还是为家庭？"
25475,UgyYMxrqi-ApOaHN5gB4AaABAg,0,01.33 can you tell me what is kind of fruit?,01.33你能告诉我什么是水果吗？
25402,Ugz0oy5Qinl45TF6jZR4AaABAg,0,can someone tell me what the small red fruit is?,有人可以告诉我什么是红色的小水果？
16028,UgyWfEenMgnm7qmhZ-J4AaABAg,0,let me guess ... this must be in lijiang somewhere ... because of the diversity of fruits in one place ... am i right? just wondering from what i have been told. thanks for sharing.,让我猜...这一定是在Lijiang的某个地方...因为一个地方的水果多样化...对吗？只是想知道我被告知的内容。感谢分享。
25340,UgzAIpIELVpxj2tk6PF4AaABAg,0,what's the fruit at 8:54??,8:54的水果是什么？
25316,UgxZYu6YlaUNU57i5sd4AaABAg,0,"geez, it's really peaceful, i want to live, i want any fruit to stay, any metik is available ...",geez，真的很和平，我想活着，我希望有任何水果留下来，任何Metik都可以使用...
4934,Ugz1GuCOLp5QthJvgwx4AaABAg,0,3:10 what is that yellow fruit she was cutting here?,3:10她在这里切割了什么黄色的水果？
25094,UgzOqu-sQieVq10xc2d4AaABAg.9-qAo41HJ_N9-wU1IMNN2m,0,hahaha same but maybe those fruits scattered were already over ripe that's why she just let it be there ๐,哈哈哈一样
24937,Ugz2WflJNv25psCYSmJ4AaABAg,0,she's a fruit ninja for sure๐ธ๐ธ๐ธ,她肯定是水果忍者
23839,UgwXVvZQLE462Z5fDmN4AaABAg.923ISAUWGmC92Aa960qpsW,0,"no itโ€s not egg!!!! itโ€s butter that is melt. you can see she put some marshmallows into the pot when butter melted and boiled. then you can follow her. but i think you need several times to make it. cause you need to find a balance of taste. i saw my sister doing it before. omg very delicious!!! and being creative, cookies raisins nuts fruits anything you want.",不，不是鸡蛋！！！这是融化的黄油。您会看到她在黄油融化并煮沸时将一些棉花糖放入锅中。那你可以跟随她。但是我认为您需要几次才能做到这一点。因为您需要找到味道平衡。我以前见过我姐姐这样做。天哪，非常美味！！！饼干葡萄干坚果发挥创意，果实果实任何您想要的东西。
24936,UgwbSCLdFFAsW72XDJ54AaABAg,0,she's a fruit ninja for sure๐ธ๐ธ๐ธ,她肯定是水果忍者
24908,Ugzl3gSg72cVZBpUC7R4AaABAg,0,"do these snacks eat the new year? it's too rich, envy drooling. i especially like your small courtyard and various fruit trees in your house. you are really a clever girl.",这些零嘴是过年吃的嘛？也太丰盛了吧，羡慕的流口水。特别喜欢你家的小院还有你家各种果树，你真是心灵手巧的姑娘。
24896,UgwHxEQZJ1TMbrrekPZ4AaABAg.905qohjHkaM90iCux57oHo,0,"@fiolalynn1142 yes agree ! it is a show ! she cannot do all this work by herself ! she has everything at hand ... every fruits, vegetables ... too talented too much !!! still nice videos that make us dream... just dream lol",@fiolalynn1142是同意！这是一个节目！她不能独自完成所有这些工作！她手头上有一切...每个水果，蔬菜...太有才华了！！！仍然是让我们做梦的好视频...只是做梦大声笑
24848,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-7928v4jU27jc,0,"@justanerd2726 her fans actually believe she and 2 cameramen take care of everything including tending the crops, which by the way look staged like in 8:53....those branches with fruits are placed there..., now imagine the logistics for every pristine looking edible",@justanerd2726她的粉丝们实际上相信她和2个摄影师会照顾一切，包括养殖庄稼，顺便说一句，看起来像8:53。每个原始看起来可食用的
