,cid,votes,time,含video,含video中文翻译
31249,Ugy8k62aCUpDmy_VPZ94AaABAg,0,3 years ago,i got the video on fb first before they post on you tube...,我先在FB上发布了视频，然后才发布您的管子。
31257,Ugy7ZUeY-WVrFnwINXB4AaABAg,0,3 years ago,your videos are very beauty,您的视频非常美好
31266,UgxNTa492iJzMxtDNel4AaABAg,0,3 years ago (edited),"there are humans dislike this video. one question why dislike ? just wondering why human dislike this video because is not even contents violence or anything that we watch something bad.
to my opinion liziqi just share how to survive and what you can do with nature, what you can do to make your self better and how to appreciate your environment sorrounding you. all her videos showing really something beneficial to all races from all over the world. she was race by her granma that teached her how to live in this world without giving up. so i think we should appreciate this video. 
as human we always never have enough in our life but she have everything and she managed to do by herself.","有人类不喜欢这个视频。一个问题为什么不喜欢？只是想知道为什么人不喜欢这部影片，因为甚至不是目的暴力或我们观看过一些不好的事物。
我认为利兹奇只分享了如何生存以及您可以与大自然做些什么，可以做些什么来使自己变得更好以及如何欣赏您的环境使您痛苦。她的所有视频都显示出对世界各地的所有种族的有益的东西。她正在遭到颗粒竞赛，教她如何在这个世界上生活中生活。因此，我认为我们应该感谢这个视频。
作为人类，我们一生中永远都没有足够的人，但是她拥有一切，她设法自己做。"
31505,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj19Y_rjpYfVfQ,0,1 year ago,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
31517,UgwCEVgv-TM62gwtPWB4AaABAg,0,3 years ago,english subtitles please i love your videos!,英文字幕请我喜欢您的视频！
31153,UgzpZI0x-tLdawNZa-h4AaABAg,0,3 years ago,i watch your videos everyday.. love from malaysia,我每天都在看你的视频..来自马来西亚的爱
31523,UgzVpufJ9IsLfEtnNn54AaABAg,0,3 years ago,it's a good day when i see a new video in this channel,这是我在此频道中看到新视频的好日子
31706,UgxHeH8IfKJevNbPjeV4AaABAg,0,3 years ago,"the video of ly tieu that is there a lack of consciousness to make a vietnamese sub? it is true that the worm makes sorrow. bad reputation carries everywhere. if you want to translate, translate things that you need to translate and translate properly, not add salt sauce!",Ly Tieu的视频缺乏使越南潜艇的意识？的确，蠕虫使悲伤。糟糕的声誉无处不在。如果要翻译，请翻译需要正确翻译和翻译的内容，而不是添加盐酱！
31715,UgzoHUKPEn7Oc9qNOYl4AaABAg,0,3 years ago (edited),my mom likes to watch her videos sometimes.. and i admitted that she is talented and hardworking.. i find peace in every videos she made.. i wonder she had a husband to take care of her yet.. if anyone find a girl like would be so happy,我妈妈有时喜欢看她的视频。.我承认她很有才华和勤奋。.我在她制作的每个视频中都能找到和平..我想知道她有一个丈夫可以照顾她。如果有人找到一个女孩就像很高兴
31730,UgzXGcQUxZHhzvFjDeR4AaABAg.8yV6J2m_P458yzwRW8mpMp,0,3 years ago,this video,这个视频
31738,UgwgXMAVOx0W4o39YhF4AaABAg,0,3 years ago,"i would love to live there in that place. i am retired at 41, if it was simple i would go meet her and learn some of that cooking. very awesome videos",我很想住在那个地方。我在41岁时退休，如果很简单，我会去见她并学习一些烹饪。非常棒的视频
31742,UgwYi2dY4jC8dS3IrB94AaABAg,0,3 years ago,i love these videos. pls somebody help translate them into english. it's a treasure of culture and learning and a real shame not to be able to fully understand what exactly is going on in order to appreciate them even more and share with others.,我喜欢这些视频。请有人帮助他们翻译成英文。这是文化和学习的宝藏，也是一个真正的耻辱，无法完全理解到底发生了什么，以便更多地欣赏它们并与他人分享。
31765,UgzfetfJd3GKB89W3oB4AaABAg,0,3 years ago,this is a delicious video,这是一个有味道的视频
31770,UgwSZZ6ri8fyYxFThGl4AaABAg,0,3 years ago,"comments you do vietnamese sub to regular letters, caps lock the video looks a bit uncomfortable.
anyway, thank you sub and lost.","评论您将越南副字母的字母锁定，帽子锁定视频看起来有些不舒服。
无论如何，谢谢你，输了。"
31779,UgzKOvx2605BKo8efod4AaABAg.8yV5c4knqKB8yVfxlEn4e6,0,3 years ago,p s y c h o h a z a r d she isn’t completely isolated from the outside world. she still have a moped that she uses to travel just like what she did to bleach her rice white that one video.,她并没有完全与外界隔离。她仍然有一个拖把，就像她所做的那样，她用来将一段视频漂白了米白色。
31782,UgwU4pkcLEeX9EK9uyN4AaABAg,0,3 years ago (edited),very nice... i love the vegetables... i love to watch ur videos very relaxing easy cooking... easy picking veg. and fruits.. i love it i love u... i feel hungry always u watching u❤️❤️❤️❤️,非常好...我爱蔬菜...我喜欢看您的视频非常轻松的烹饪...轻松挑选蔬菜。和水果..我爱它，我爱你...我总是饿了，你总是看着u❤️❤️❤️❤️
31785,UgxDafX7du71V35PtE54AaABAg,0,3 years ago,"who, s unlike such a amazing video",谁，与如此出色的视频不同
31801,UgzHLeNKnn2JS7x7HeZ4AaABAg,0,3 years ago,stop using this vietnamese subtitles. this sub is weird and useless. it ruins our beloved video. everyone please help me to stop this damn subtitles.,停止使用此越南字幕。这个子是怪异和无用的。它破坏了我们心爱的视频。每个人都请帮助我停止此该死的字幕。
31828,UgwJzUUI6s5XIushfVJ4AaABAg,0,3 years ago (edited),"if there's someone who can put english subtitles to this video, that would be awesome. i know she doesn't do it because she only uploads to weibo in china. but whoever does it for youtube, i'd love to know the names of the ingredients.


it's there now, thanks.","如果有人可以在此视频上贴上英文字幕，那真是太棒了。我知道她不这样做，因为她只会上传到中国的微博。但是，无论谁是为YouTube做的，我都希望知道成分的名称。


现在在那里，谢谢。"
31840,Ugx_JuATjCNfv3MCZq14AaABAg,0,3 years ago,hi liziqi!!! loveeeee your videos.,嗨，liziqi！ Loveeeee您的视频。
31869,UgzjJ9sgmCK_hx4t3AN4AaABAg,0,3 years ago,"i wonder wether a whole production team is involved in the making of these videos, or wether it really is only the young woman and her grandmother. quite a lot of subscribers and the videos seem quite professional",我想知道整个制作团队是否参与了这些视频的制作，或者这确实只是年轻女子和她的祖母。很多订户和视频似乎很专业
31870,UgwuAx2xQRv8ObHMGI54AaABAg,0,3 years ago,"ad translated too cute, where there is no word ad does not need to translate, at the end of the video ad writing the word bai bai is ok, writing many words to read. @@! thanks ad.",广告翻译太可爱了，没有单词广告不需要翻译，在视频广告结束时，bai bai还可以，写了很多单词以阅读。@@！谢谢广告。
31693,UgzAjMq-_1uapsqI4kV4AaABAg,0,3 years ago,please get someone vietsub video,请获得某人vietsub视频
31691,UgyN8tFYPQyfKoJgNjl4AaABAg,0,3 years ago,liziqi you are grandma are wonderful in your short videos very much,liziqi你是奶奶在短视频中很棒
31689,UgycIc_9BiolQpRh_Jp4AaABAg,0,3 years ago (edited),"i'm certain i just watched this the other day. the notification said it was uploaded 5 hours ago. anyway, i always love watching your videos! ❤",我敢肯定，前几天我只是看过。该通知说它在5小时前上传了。无论如何，我一直喜欢看您的视频！ ❤
31597,UgzX4e4ghulLYzvGXOt4AaABAg,0,3 years ago,you are admirable in addition to guapísima !! i do not stop watching your videos and you are also good for everything !! greetings!!,除了Guapísima，您还是令人钦佩的！我不会停止观看您的视频，您也对一切都有好处！！问候！！
31563,Ugwd-E6xOoHuAH8AJVF4AaABAg,0,3 years ago,"thank you for your beautiful images ... your know -how ...
too bad i do not have access to subtitles in french (or in english) to know all the ingredients, the name of plants or vegetables ... what season of the year ... where this little paradise is located ... i look forward to your next video ... thank you.","谢谢您的美丽图像...您知道 - 如何...
太糟糕了，我无法使用法语（或英语）的字幕来了解所有成分，植物或蔬菜的名称...一年中哪个季节...这个小天堂的位置...我看转到您的下一个视频...谢谢。"
31569,UgwWPZMDzLkOaeffg9F4AaABAg,0,3 years ago,"really like to see the video ,,,",真的很喜欢看视频
31571,Ugw2Ktj43FpRhYwIcZl4AaABAg,0,3 years ago,watching your videos is so relaxing . bambooshoot is my fav,观看您的视频是如此放松。 Bambooshoot是我的最爱
31578,UgyTUPVKTdxuebRuiWp4AaABAg,0,3 years ago,thank you for another great video!!!:),谢谢您的另一个很棒的视频！:)
31579,UgyCludYFAqQYX5vavt4AaABAg,0,3 years ago,i am viet nam...and i like like like video clip,我是越南...而且我喜欢喜欢视频剪辑
31580,UgwEW_Sb1M2mO6XCMRl4AaABAg,0,3 years ago,watching your video feels good for healing,看着你的视频 感觉好疗愈
31609,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP8yVrvy-hbSL,0,3 years ago,@sabri3214 thank you for taking time to read my comments about this wonderful woman and her life chaning videos. may you and your fine family have a joyful day. your friend from canada!!!!!!!!!!!!!!!!!!! p.s i put from canada to show this woman has friends world wide!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,@sabri3214感谢您抽出宝贵的时间阅读我对这个出色的女人和她的生活视频的评论。愿您和您的好家庭度过快乐的一天。您来自加拿大的朋友!!!!!!!!!!!!!!!!!!!!!!我从加拿大放置的P.S向这个女人展示了世界各地的朋友！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
31686,UgyB91c2HYpgU9y7uOt4AaABAg,0,3 years ago,omg these back to back videos! liziqi is working so hard for us. make sure to take time for yourself as well ❤️,这些背对背视频！ Liziqi为我们努力工作。确保还花时间为自己❤️
31613,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP92Bvj-u21Ip,0,3 years ago,i totally agree with you gary. your comment is just as sweet as this video. i just found this channel yesterday and started watching one by one. your friend from canada living in china!!!,我完全同意你加里。您的评论与此视频一样甜。我昨天刚刚找到了这个频道，并开始一一观看。您来自中国加拿大的朋友！！！
31625,UgzYBk5lQGSJjyTcnb94AaABAg,0,3 years ago,beautiful your videos greetings,美丽的视频问候
31631,Ugw__1rVukZOW4BAK9p4AaABAg,0,3 years ago,"best chef cooking , watch this video at night , i can't sleep",最好的厨师烹饪，晚上看这个视频，我无法睡觉
31636,UgwqI47hhZNA2n9kYV94AaABAg,0,3 years ago,long life and happy for your family. nice video,长寿，为您的家人感到高兴。不错的视频
31639,UgynKl5VCcoWuiupNZF4AaABAg,0,3 years ago,"hi
my mandarin vocabulary is not good
i hope you can speak indonesian
i really like your videos","你好
我的普通话词汇不好
我希望你能说印尼语
我真的很喜欢你的视频"
31655,UgzYZpSDB8bg1A7lIzl4AaABAg,0,3 years ago,"love your videos, as always!
couple questions, first, when you put the tiny snails in the wok, do they lose the shell as they cook? and then you shift out the shells?
next question, for anybody who knows, are bamboo shoots starchy, like potatoes?
thanks, and keep your beautiful shows coming!","一如既往地喜欢您的视频！
首先，当您将细小的蜗牛放入锅中时，他们会在烹饪时失去外壳吗？然后您移出外壳？
对于任何认识的人来说，下一个问题是像土豆一样淀粉类淀粉吗？
谢谢，让您的美丽表演来！"
31163,UgyF6Xy4J4ElzB2QZ7V4AaABAg,0,3 years ago,"i really love your videos.


love from the philippines","我真的很喜欢你的视频。


来自菲律宾的爱"
31149,UgzRzLZXGOdM8XVOxzZ4AaABAg,0,3 years ago,"in the older video https://www.youtube.com/watch?v=o33prjr_yvi 
there was a [suspense], we don't know what that package is 5:09, now we got the answer","在较旧的视频中
有一个[悬念]，我们不知道该软件包是5:09，现在我们得到了答案"
