,cid,votes,time,含thank,含thank中文翻译
23105,UgyomfSe9v-C3HyTel14AaABAg,0,3 years ago,thanks for sharing video wow like 's support each other♻️♻️,感谢您分享视频WOW，例如Connect My NewFriend
23246,UgwHvqFv0e4FLP1MI9d4AaABAg,0,3 years ago,did anyone besides me find the sound of the scraping of the wok very satisfying and calming. keep up the amazing work. thankyou.,除了我之外，还有人发现炒锅的声音非常令人满意和平静吗？保持惊人的工作。谢谢。
23303,UgzWj80YDM9syAv-xfB4AaABAg,0,3 years ago,"please, translation english, thank you!",请翻译英语，谢谢！
23310,UgzIaXkAAlmYHpDHZrV4AaABAg.8zmPtILpokq8zzWHXYHkDR,0,3 years ago,"@liuwei1877 thanks for the reply! i tried snail once, but it was from the ocean. next time i will try the chinese type from the river.",@liuwei1877感谢您的答复！我尝试过一次蜗牛，但它来自海洋。下次我将尝试从河中进行中国类型。
23367,Ugz9HI_zDPTo0uC3k5J4AaABAg.8zkmBMExoCA9LY7wjLoIGG,0,2 years ago,"your'e right god bless her so much,because she knows how to love everything in life.thank you so much.",你的对上帝的态度是如此，因为她知道如何热爱生活中的一切。谢谢你。
23425,UgwMfFJ0q-FKtOBcBDt4AaABAg.8zjj56Pe4eR8ztSguGdJNv,0,3 years ago,victoria west thank you,维多利亚·西谢谢你
23635,UgxZEWUjof4pRMb-Nw54AaABAg,0,3 years ago,"after i saw many videos of your channel, i realised one thing. all of the good or things was made from nature, even the clothes. but, i don't know and have not see, how make oil from nature? can you make video abt it? thankyou so much",在看到您的频道的许多视频后，我意识到了一件事。所有的好处或事物都是由大自然制成的，甚至是衣服。但是，我不知道，看不到，是如何从大自然中造出石油的？你可以做视频吗？太感谢了
23731,UgxGkA6SigRoge5Q6JF4AaABAg,0,3 years ago (edited),"you are such an amazing woman. i'm so amazed i can't even believe this could possibly be real. right in the middle of making her soup she has to walk out into the environment, then find the particular ingredients she needs and and then she has to extract them from the earth which takes time, and then she has to bring them all the way back to her house and and then she has to wash them and prep them and then she has to wash her hands which they also don't show on camera and all this time the fire is still cooking the rest of the ingredients while she's doing all this. i don't see how this could be possible. if you add up all the time it takes to do that it would seem that the food would have been long boiled away. but in the next camera shot it appears as though she's only been gone a few minutes. i still think she is the most amazing woman i've ever seen though.so much talent and knowledge at a young age.your culture is very very beautiful in your home too. everybody should try to live their life like you do. thank you for sharing with us.",你真是个了不起的女人。我很惊讶，我什至不敢相信这可能是真实的。就在做汤的过程中，她必须走进环境，然后找到所需的特定成分，然后她必须从地球上提取它们需要时间，然后她必须将它们一路带回到她的房子，然后她必须洗净并准备它们，然后她必须洗手，这些手也不在相机上显示，而这一切都在做所有这些时仍在烹饪其余的食材。我看不出这是怎么可能的。如果您所有的时间都需要做，那么似乎食物将长期沸腾。但是在下一个相机拍摄中，看起来她好像只有几分钟了。我仍然认为她是我见过的最神奇的女人。这很小的人才和知识。您的家中的文化也非常美丽。每个人都应该像您一样尝试过自己的生活。多谢与我们分享。
23778,Ugw658-89aBn34VFz1h4AaABAg,0,3 years ago,i love the video thanks for the post.. not only the video i even love her,我喜欢视频，感谢您的帖子。不仅我什至喜欢Her
23887,Ugw3Cxr5gIo_5_pT_454AaABAg.8z_VHkNqWWZ8znP1d5ZUam,0,3 years ago,@richardoedward7569 great thanks. i don't believe the media. that's y i'm sceptical about all this. if something looks to good to b true it usually is. thanks 4 letting me know. i like to find her interview,@Richardoedward7569非常感谢。我不相信媒体。那是我对所有这一切的怀疑。如果某种东西看起来不错，则通常是。谢谢4让我知道。我喜欢找到她的采访
23914,UgwVYbTmqgBbm7s2Tfp4AaABAg.8z_2MJEipbK8zjaT1Dz9EQ,0,3 years ago,jenny h oh ok thank you,珍妮H哦，好的，谢谢你
24018,UgwgmNmlqiq1d-BlUep4AaABAg,0,3 years ago,what an amazing lady. love her videos. thank you. xiexie.,多么了不起的女士。爱她的视频。谢谢。 Xiexie。
24104,Ugxo_oxaWCvcDQ2UM5B4AaABAg.8zUvI546PxY8zV5rKA9alS,0,3 years ago,@kmpoon2550 of course not.and thanks for praising china sometimes.,@kmpoon2550当然不是。有时感谢您赞美中国。
24120,UgzwqlJJDE_9xqKh98B4AaABAg,0,3 years ago,excellent video thank you,出色的视频谢谢。
24122,UgwwvmXREZPu7eaWH5N4AaABAg,0,3 years ago,"thank you for putting more subtitles, i love your videos and the knowledge i pick up from them is amazing. wishing you and grandma health and happiness",感谢您发布更多的字幕，我喜欢您的视频以及我从图标中拿出的知识真是太神奇了。祝你和奶奶健康和幸福
24206,UgxUlqxHcboD7vpI_0d4AaABAg,0,3 years ago,"absolutely lovely and professional filmmaking, a joy to watch, thank you very much from thailand :)",绝对可爱又专业的电影制作，很高兴观看，非常感谢泰国:)
24331,UgzWV8Kebc2ioChmuOt4AaABAg.8zOJKHJlxAC9QmlGFZQKQo,0,1 year ago,@h7e3n9r8y thanks for clarifying,@H7E3N9R8Y感谢您的澄清
22881,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-DWa2jIUwS,0,3 years ago,@user-js8qy5uo2u thank you for replying.,@user-js8qy5UO2U谢谢您的回复。
22811,UgyZ3gaBnC0aHAUSwHV4AaABAg,0,3 years ago,thanks for bringing this to me youtube,感谢您将此带给我YouTube
21482,Ugzk2Gj0UkXJzdmZnzV4AaABAg,0,3 years ago,"you can translate it into arabic, thank you",您可以将其翻译成阿拉伯语，谢谢
22742,UgzscHv0YB_L_hhwaTF4AaABAg,0,3 years ago,amazing! thank you!,惊人的！谢谢你！
21483,Ugz6VeYiZsGVPn0JDDR4AaABAg,0,3 years ago,"pure beautiful peace is my feeling 
thank you give me nice moments","纯美丽的和平是我的感觉
谢谢你给我美好的时刻"
21691,UgxAWYk7DJa6Hv8kFf94AaABAg,0,3 years ago,pls support my channel. still learning to edit my videos. your support will be much appreciated. thank you,请支持我的频道。仍在学习编辑我的视频。您的支持将不胜感激。谢谢
21788,UgwHHw9NsEGyLXeYM3F4AaABAg.9-WlF9BrJ_t9Y5sG9t_8Uz,0,1 year ago,https://youtu.be/fbe4pqefvhe thanks,https://youtu.be/fbe4pqefvhe谢谢
21829,UgyX18MSyetktUnI7R94AaABAg,0,3 years ago,hey guys please also subscribe to my channel thank u,大家好，也请订阅我的频道，谢谢
21912,Ugxud9P9MEv6v0nCz_Z4AaABAg,0,3 years ago,i feel relax thank u,我感到放松，谢谢
21923,Ugx6FWM-T9bAlv9WLVR4AaABAg.9-OWMw7VpAm9-YxZFSB8eC,0,3 years ago,thank you for your love.,谢谢你的爱。
22024,Ugy7o_6R0ulcCR5BUnN4AaABAg.9-I_8RLF9zl9-PUp8IPJw9,0,3 years ago,"@user-hl5qc2um4l, thank you for your busy reply, bless your mother's health, a happy life, and want to do things",@user-hl5qc2um4l 多谢百忙中回复，祝福妳同妳妈妈身体健康，生活愉快，心好想事成
22030,UgwWOltGNU7SoKFNQ294AaABAg,0,3 years ago,it's so relaxing watching this beautiful woman preparing food off the land...thank you beautiful lady.,看着这个美丽的女人在陆地上准备食物真是太放松了……谢谢你美丽的女士。
22102,UgwD3WXsyODi5CIufm94AaABAg,0,3 years ago,you bring a heavenly feeling to the dining table...thank you for inspiring specially me!,您为餐桌带来了一种天堂般的感觉...谢谢您特别激发了我的启发！
22253,UgxitN2SqZ4K8scpcIV4AaABAg,0,3 years ago,thank u,感谢你
22255,Ugz--_dnpDmq3iF6j3V4AaABAg.9-8sL_nRWyc9-BNPOXgtiB,0,3 years ago,@sunflow_r thanks for answering! i didn’t even think that the bamboo looked like horns!,@sunflow_r感谢您的回答！我什至不认为竹子看起来像角！
22508,UgzoI1ygZdt_Y3ycHbV4AaABAg,0,3 years ago,i respect you.thank you for your nice hurt girl.,我尊重你。谢谢你的好伤害女孩。
22534,UgzIo_ekc9SZiRWY-Fx4AaABAg,0,3 years ago,"thanks to girl li for their sharing, and the photographer's shooting technique. very comfortable film makes people look strong. great sharing! keep it up",感谢李姑娘的分享，还有摄影师的拍摄手法。非常舒服的影片让人看起来思乡味浓。好棒的分享！继续努力
22628,UgwX-WUFLi7r6mtYuUJ4AaABAg,0,3 years ago,what a beautiful channel. thank you,多么美丽的频道。谢谢
22671,UgwqxpjrqdXq5NGYWEx4AaABAg,0,3 years ago,she is a beautiful person. thank you for sharing.,她是一个美丽的人。感谢你的分享。
22678,UgyjePu7ytPRLIVgRA94AaABAg,0,3 years ago,thank you very much for sharing these lovely videos! your cooking is so very charming!,非常感谢您分享这些可爱的视频！您的烹饪非常迷人！
22684,Ugwzk_8MKI6GNvdQUHl4AaABAg,0,3 years ago,the best ! thank you for that,最好的 ！谢谢你
22706,UgxL5v9Cm0aX0TCIODV4AaABAg,0,3 years ago,"ae vietnam watch this video for me to ask for a subscribe button, thank you",AE越南观看此视频让我要求订阅按钮，谢谢
22716,UgyMuuraVxTf-_WfzBN4AaABAg,0,3 years ago,what a lovely video! so relaxing! now i am hungry! thank you for giving a beautiful start to the day...,多么可爱的视频！如此放松！现在我饿了！谢谢您为一天的美好开端...
18570,UgzKnSBS4NJoPDW9d5x4AaABAg,0,3 years ago,"what time you will do the video of the ""laoyoufen"" ? i really expected,thank you so much,love you~❤",您什么时候会制作“ Laoyoufen”的视频？我真的希望，非常感谢，爱你〜
18520,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92X0PPvD9q0,0,3 years ago,"@user-mc5di7hx6j yo has been on the internet since i knew that vpn has been on the internet ~ from high school to now, it has been established to find a business. go back to you ~ life is good ~ thank you for your concern.",@user-mc5di7hx6j 哟自从我知道VPN这回事就一直在上外网~ 从高中开始到现在成家立业了，虽然大部分上外网依旧是为了找A片，距离明年还有18天，到时我回你~ 生活安好~谢谢关心。
18508,UgxT8lJMlmeQbrL8gdJ4AaABAg,0,3 years ago,katee mito khana @ parikaarr thank uuuuuo girl,凯特·米托·卡纳（Katee Mito Khana） @ parikaarr谢谢uuuuuo女孩
12977,UgywhJBAr-5UNwBOfS94AaABAg,0,3 years ago,what a beautiful life to have with a beautiful place to live so peaceful with delicious food thank you for sharing your life and video with me,拥有一个美丽的生活的美好生活的美好生活，与我分享您的生活和视频
13069,UgyCLjK7ucTn1mMFarV4AaABAg.9610jpv073O96qHw5LntgV,0,3 years ago,https://youtu.be/2vycytfhef4 look david thank you bro,https://youtu.be/2vycytfhef4看大卫谢谢你兄弟
13094,UgymypA6HinBBANUzuZ4AaABAg.95zW9zXKP0O96S3xsHfgkb,0,3 years ago,@joebob7988 thanks man,@joebob7988谢谢男人
13129,UgxmKLcyyIh-GzU0yK14AaABAg.95ykw-3Exd196qI-_CHxWY,0,3 years ago,https://youtu.be/2vycytfhef4 look joy thank you like it,https://youtu.be/2vycytfhef4看起来很高兴，谢谢你喜欢它
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,3 years ago,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
