,cid,votes,time,含thank,含thank中文翻译
19078,UgxhtT33ub2jPrG5f894AaABAg.96GQur4DJEt96KE9Bzh4S-,0,3 years ago,"please i need your help and support please subscribe to my channel and enjoy thank you : 
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber","请我需要您的帮助和支持，请订阅我的频道并享受谢谢：
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber"
19079,Ugy090p17WvdgETeGSp4AaABAg.96F4ZZGrW-Q96KE7msOGwA,0,3 years ago,"please subscribe to my channel and enjoy thank you : 
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber","请订阅我的频道并享受谢谢：
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber"
19084,UgwufiXb5u-dUMe4Hdp4AaABAg,0,3 years ago,"you even use the original soundtracks of digimon, which is really praised. it really brings a good memory, thank you, fairy sister!",妳连数码宝贝的原声带都采用，真是太赞了。真是带来一番美好的回忆，谢谢妳，仙女妹妹！
19091,Ugx7YBONx0aD96yvwgh4AaABAg,0,3 years ago,thank you for taking a video all the time. thank you for taking pictures of the video. it's the same ~ !!,感谢您一直在拍摄视频。谢谢您拍摄视频的照片。这是一样的〜！
19101,UgxyIW1LfE98uNuuREl4AaABAg.96EEVaT0NnJ97HvCDTr8ko,0,3 years ago,"@oksunkim7916 yes, thank you for the good information",@oksunkim7916是的，谢谢您提供的好信息
18277,UgxREQd8P3CwY71e7Pp4AaABAg.978WcT1RQ8M97GlLxnh1fP,0,3 years ago,@yangxie2976 thank you!,@yangxie2976 thank you!
18271,UgyV_RbKla64nY9C09x4AaABAg,0,3 years ago,thank you. this is a magical and professional presentation of the video is surpassed in a magical video. this is a fairy tale)))),谢谢。这是视频的神奇而专业的介绍。这是一个神奇的视频。这是一个童话）））））））
18245,UgzU4s9fE1qDgALgrgp4AaABAg,0,3 years ago,i just love your videos. can’t stop watching one after the other. thank you,我只是喜欢你的视频。不能停止另一个接一个。谢谢
17073,UgwkyGP2m-CD_KONEOB4AaABAg,0,3 years ago,"https://youtu.be/nmm18iwfndc


if you liked the video, subscribe to it. good. press it. thank you.
we'll continue to upload good videos, so please keep an eye on us!","https://youtu.be/nmm18iwfndc


如果您喜欢视频，请订阅。好的。按下。谢谢。
我们将继续上传良好的视频，因此请密切关注我们！"
16180,Ugz2Gjpul13TiuoJj9F4AaABAg.98rhLA7jw4W99YoeFO7qBx,0,3 years ago,guys i just wanted to say that thank you too we all.. ofc her too but still our support made the goddess confident...,伙计们，我只是想说，也谢谢你们。
16356,UgwaP2UKom7Q9E4bqwd4AaABAg,0,3 years ago,"thanks lizi for the video, delicious ☆☆☆☆☆",感谢Lizi的视频，美味☆☆☆☆☆
16386,Ugza1oioWbMGLjNHtRV4AaABAg.98iowEsIg9G99NyQplIF71,0,3 years ago,"@t chung i see, it’s so sad that the world is always filled with so many petty conflicts. neither party will ever be 100% in the right though so i’m sure both countries did stupid stuff to each other. anyway, thank you for telling me, it’s appreciated.",@T Chung我看到了，这真是可悲，以至于世界总是充满了如此多的小冲突。虽然这两个政党都不会在右边100％，所以我敢肯定，这两个国家都彼此做了愚蠢的事情。无论如何，谢谢您告诉我，这是感谢的。
16394,UgxMT-H0gfMU7EeaTBl4AaABAg.98imeaDqLFQ98lG1JPqC7u,0,3 years ago,@franciskuo8982 thanks,@franciskuo8982谢谢
16423,UgyXNYaBd4cAVK6ZW7Z4AaABAg.98hi4ynK3E998mfnG3N4Yz,0,3 years ago (edited),r j funny though... we can see it between. thanks but no thanks jerk. i asked her not u dumb ass. in short they eat. you education level is degraded. as you don’t know what you are speaking,R J有趣...我们可以在之间看到它。谢谢，但是不，谢谢混蛋。我问她不是你愚蠢的屁股。简而言之，他们吃。您的教育水平降低了。因为您不知道您在说什么
16445,UgzHEI0B8FiAAp-b1bh4AaABAg.98ge8f78l8C99O3ijaNHfn,0,3 years ago,"@bhy4694 wow, thank you. this girl is just absolutely amazing.",@bhy4694哇，谢谢。这个女孩绝对很棒。
16542,UgyqNLzOEx-ANOPD7UZ4AaABAg,0,3 years ago,i saw about this girl in the news feed. pleasantly surprised! subscribe! i'm studying! thank you for the video!,我在新闻提要中看到了这个女孩。惊喜！订阅！我正在学习！谢谢您的视频！
16674,UgwmpSqS-XlPLAJzF_N4AaABAg,0,3 years ago,"i'm very thankful to u
because of u i have a hope an success in my life an i think this is how we should live our life (100)percent natural","我非常感谢你
由于你，我希望我的生活成功，我认为这就是我们应该生活的方式（100）自然"
16756,UgyQhHsWGSJv6eT2E8x4AaABAg.98Su8znGMbb98XMphEQouU,0,3 years ago (edited),thanks for the info!,谢谢（你的）信息！
16862,UgzWWHhFAyAAHaD6dBt4AaABAg,0,3 years ago,thanks very sweet,非常感谢
16905,UgwMb-PQaAUcDv8NTsV4AaABAg,0,3 years ago (edited),"by god, i put my father to the lying down without my understanding of the content, because i would like to see the cultures of peoples. thank you. hahaha, who will understand me",靠上帝，我把父亲放在躺下，没有我对内容的理解，因为我想看看人民的文化。谢谢。哈哈哈，谁会理解我
17002,UgwlmmML2YEwF9iP4IJ4AaABAg,0,3 years ago,you have no idea how quickly i would pay to order your hand wrapped candy and or beef jerky. your videos are amazing and so calming i just wanted to say thank you.,您不知道我要付出多快来订购您的手包裹的糖果和 /或牛肉干。您的视频很棒，很平静，我只是想说谢谢。
17054,Ugxf8xXcGQrM9wQgbqF4AaABAg,0,3 years ago,i'm vietnamese .. support my youtube channel with thanks,我是越南人..感谢我的YouTube频道
17143,Ugz_UeYtvm5i4z4UurZ4AaABAg.9892VlPR7869892k-FbCb5,0,3 years ago,"great vids by the way
much appreciated, thank you may god bless you","顺便说一句
非常感谢，谢谢你上帝保佑你"
18108,Ugx3NP6-wzFllj3TPSl4AaABAg,0,3 years ago,"good afternoon, subscribe to my channel please duruzia, thank you very much in advance",下午好，请订阅我的频道，请提前感谢您
17240,UgyQCfSHkZrhi_53ApR4AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer. 

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content. 

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"". 

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life. 

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤ 

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis 

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17241,UgxTttH8_DhF7EexGr14AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer.

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content.

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"".

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life.

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
