,cid,votes,含cook,含cook中文翻译
31285,UgzKbjbciWq_U6Pq7yF4AaABAg.8yVH9NJyD1g8yVtChpqQBP,0,"there are snail powder sold in germany and asia supermarkets in germany and italy. if you do n’t have denmark asia supermarkets, if you live in denmark, you can buy it as close to germany. friends, i use the sour bamboo shoots in the snail powder and dry the old friend powder to cook the old friend powder. the snail powder is cooked for friends in germany and italy. don't feel stinky, you can eat the whole bag of spicy oil after finishing the spicy oil.",在德国和意大利的亚洲超市都有螺蛳粉卖的，丹麦亚洲超市没有的话，如果你住丹麦是距离德国近的话可以开车去买的，我对螺蛳粉一般，更爱生榨，其次桂林和老友，我每次都是用螺蛳粉里的酸笋料和温州粉干来煮老友粉，螺蛳粉煮给德国和意大利的朋友吃，就算我放酸笋德国和意大利的朋友也能接受并不觉得臭，把整包辣油放完还能吃完粉连汤也喝完
31296,UgzAsminmkEYD6O5qml4AaABAg,0,never thought i'd see purslane in chinese cooking!! very very cool !,从来没有想过我会在中国烹饪中看到curlane ！！非常非常酷！
31300,UgwVyr4HgxjJxgiX3w54AaABAg,0,"wow, it was strange how i stumbled upon your channel but i am thankful i did. you have such a calmness and tranquility to you. whatever you were eating looked amazing! now i am starving and i know where i live i could never find what you just cooked",哇，我偶然发现了你的频道很奇怪，但我很感激我做到了。您对您有如此镇定和宁静。无论您吃什么，看起来都很棒！现在我饿了，我知道我住在哪里，我永远找不到你刚煮的东西
1394,UgwoTIvL5XaHXQ__Fc14AaABAg,0,i like its is work cookbook,我喜欢它是工作食谱
31364,Ugz1I8IVDaSZ28ZBANJ4AaABAg.8yVFWEkdlqa8yVRYAXc41z,0,how can there be tea to cook eggs?,这哪有放茶叶煮蛋？
31383,UgyaYVYD3LdKBOjZXgx4AaABAg,0,i really like to see you. cooked rice,好喜欢看你。
31411,UgyWGukZU2jM-A2Wrqx4AaABAg,0,"liziqi didi, your grandma is so cute. she is lucky to have hardworking and caring granddaughter like you. bless you both! wish i had the opportunity to taste what you cook, your dishes look so delicious.",利兹奇·迪迪（Liziqi Didi），你的祖母真可爱。她很幸运能像您一样勤奋和关怀孙女。祝福你们俩！希望我有机会品尝您的烹饪，您的菜看起来很美味。
31504,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj19Y_rhKIow_p,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
31505,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj19Y_rjpYfVfQ,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
31511,UgyzdMmPNpSbgOsg8T54AaABAg,0,make me hungry after see your video....like the food that have you cook....nyummy....,看到你的视频后，让我饿了。...就像你做饭的食物一样。。。
1633,UgxfGV-VZpHBD_Bl2g14AaABAg,0,"and i miss the talent
i miss the creativity
i miss the simplicity 
i miss the hard work
i miss the newness
i miss the beauty
i miss the love
i miss the real life
i miss the simple cooking
i miss the weather 
i miss liziqui and grand mom","我想念才华
我想念创造力
我想念简单性
我想念辛勤的工作
我想念新的
我想念美丽
我想念爱
我想念现实生活
我想念简单的烹饪
我想念天气
我想念Liziqui和大妈妈"
31062,Ugw4YlxZAWqAUTZO9Al4AaABAg,0,love all her videos they are so relaxing i wish that she would put in english what is she cooking because it looks so good,爱她的所有视频，他们非常放松，我希望她会用英语放置她在做饭的东西，因为它看起来很棒
31031,UgxEWRW0fm4qqq-Bp7d4AaABAg,0,that cooking looks ultra spicy :o,烹饪看起来非常辣：O
31029,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yX8X9WRH_x,0,"if you want to eat, you can buy something and cook it yourself.",想吃就可以买东西回来自己煮吧
30472,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39Y_q_m3DX5p,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
30524,UgzMKEuVJC8es9D956t4AaABAg,0,i could watch her cook all day,我可以整天看她做饭
1912,Ugw_ceN2UPLasrL28tx4AaABAg,0,"when will you enjoy the dishes you cook ... hihi
china is too far away","您什么时候会喜欢烹饪的菜肴... hihi
中国太远了"
1881,Ugy9EET3K6EJ-4pU4954AaABAg,0,"i love little girl, hello! good cooking!",柒爱小姑娘妳好！好料理喔！
1880,UgzLo4IvXM9sa0TDaEd4AaABAg,0,wow bamboo shoots. i also like it. cooked coconut milk or absorbed or made gado gado ... yummiiiiii,哇竹芽。我也喜欢它。煮熟的椰奶或吸收或制作了Gado Gado ... Yummiiiiii
30587,UgxoPb_uCNY-QwuvoTB4AaABAg,0,"in my country especially in my hometown, young bamboo is called ""bung"". and its cooked with coconut milk, garlic, onion, etc..",在我的国家，尤其是在我的家乡，年轻的竹子被称为“邦格”。并用椰奶，大蒜，洋葱等煮熟。
1864,UgyblFqPXfqfqPphoal4AaABAg,0,beautiful cooking ✌️✌️,美丽的烹饪✌️✌️
30609,Ugx7qepsKn4PxkeD7tZ4AaABAg,0,"sister, you cook the properly nourishing tea of ​​china
that tea is very hot in vietnam","姐姐，你煮适当的中国滋养茶
越南那茶很热"
30672,UgzCEVJVVjRoujHL4GZ4AaABAg,0,"which place do you live in china, where season like season remains throughout the year. there is plenty of organic vegetable here. and you also cook very well. you are expert in everything.",您居住在中国的哪个地方，整个季节保留在全年中。这里有很多有机蔬菜。而且您也做得很好。您是一切的专家。
30674,UgzfGxhsT00OToPkGVF4AaABAg,0,in the philippines we cook this with coconut milk and its very delicious with rice,在菲律宾，我们用椰奶煮熟，米饭非常美味
1810,Ugy1q0EfSlRU027SKJp4AaABAg,0,have been very nice to cook,做饭很好
1786,UgwnOLHxaWllwiieEKZ4AaABAg,0,"this is the first time i watch your video. you are very pretty and also cook very well, peaceful villages, fresh air",这是我第一次观看您的视频。您非常漂亮，也很好做饭，宁静的村庄，新鲜空气
30719,Ugw3fOgzfrCv21914Sl4AaABAg,0,"this time the snail powder flipped the car, it was not cooked, hahaha",这次的螺蛳粉翻车了哈，没煮好，哈哈哈
30759,Ugy5fO6qAfvP2slU5Qt4AaABAg,0,"nature , the process of cooking and the human touch all are the elements that capture viewers interest, and the professional production behind is a big drive. ms li's casual dress and lifestyle is also a make believe that this is not a set stage in studio.",大自然，烹饪过程和人类的感觉都是吸引观众感兴趣的要素，而背后的专业制作是一个很大的动力。李女士的休闲着装和生活方式也相信这不是工作室中的设定阶段。
30779,UgwJW6DeqF6-egIF7yV4AaABAg,0,as always amazed at her talents. i kind of feel stupid when it comes to cooking now.,一如既往地对她的才华感到惊讶。现在，我有点愚蠢。
30814,UgwcIccesURpssl1jBx4AaABAg,0,"she cooks so much food all the time, like a regiment of soldiers needs to be fed.",她一直都在做很多食物，就像需要喂食士兵团一样。
30818,UgzqjO9R-5y_Y9halwp4AaABAg,0,"wow it´s truly beautiful where you live, and you seem to be a awesome cook <3",哇，这是您居住的真正美丽，您似乎是一个很棒的厨师<3
30847,UgzCecJWTYf056wQMC54AaABAg,0,i love how she cooks for her grandma every day.,我喜欢她每天如何为祖母做饭。
30854,UgxpszZNkzYxOnP29wd4AaABAg,0,she is a gracious grand daughter. she takes very gud care of her wit that gud ol country cookin.,她是一个亲切的大女儿。她非常照顾自己的乡村厨师的机智。
1779,UgzQVT597Qlcggtfux14AaABAg,0,"beautiful, can cook well, i love you so much.",美丽，可以做饭，我非常爱你。
1690,Ugx-cacp3bWgdoB8OK94AaABAg,0,cook from nature,从大自然中做饭
1689,UgwcdzdP_vUEzl-Ew0h4AaABAg,0,let me cook again,让我再次做饭
1673,UgxM2MVT9g-OSPw-Q814AaABAg,0,wahh cooked the stew <3,wahh煮了臀部<3
30928,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ96ZnGlvjajt,0,yan can cook back in the 90s was up to this level,Yan可以在90年代煮熟到这个水平
31000,UgwW1dKpEmICwdO4-Zp4AaABAg,0,you never feed the poor puppy who is watching you when you cook. i love your videos. i love bamboo,您永远不会喂那个可怜的小狗，他们在做饭时正在看着你。我爱你的视频。我爱竹子
31018,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWf7U88rIz,0,"@johnhuy0614 real every time i eat rice, the whole family ate and watched her parents praised her to cook well :)))) now i'm still sitting and watching",@johnhuy0614每次我吃米饭时，整个家庭都会吃饭，看着她的父母称赞她做得很好:)））））现在我仍然坐着看着
31020,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWjrUT_rxU,0,@huyenthai6565 kaka's name or hen who in the karma is too cooked for him to eat,@huyenthai6565卡卡的名字或在业力中煮过的母鸡，无法吃
23475,Ugy1ianllpNyu_HvhBF4AaABAg,0,art of cooking ❤️,烹饪艺术❤️
23296,Ugxg2LnTL7GJW_6Gzp54AaABAg,0,we the northeast indian and you cooking systems are so similarity... we loved bamboo shoots as you have making.,我们东北印度人和您的烹饪系统是如此相似……我们喜欢您的制作。
23391,Ugw_iVhoNmokN-iqhM94AaABAg,0,she cooks a lot. i wonder how many people she cook for?,她做饭很多。我想知道她煮多少人？
14853,Ugx9FJE5A9YIvNHAVzZ4AaABAg,0,i want to know about cooking sauces you used,我想知道您使用的烹饪调味料
14593,UgzN2AwpGbGr5VrYrKh4AaABAg,0,we call this labong. this is very delicious. i wish i can cook like her.,我们称这个拉邦。这很美味。我希望我能像她一样做饭。
14641,UgyOGMAzQ8nHZwj5BA94AaABAg,0,"in the amount of time i spent today looking for my remote control (lost in the pillows of my own bed,) 李子柒 liziqi has harvested, fermented, hunted, gathered, and cooked to prepare this meal, then chopped down bamboo trees that she used to make a couch, tray, and coffee table.",在我今天度过的时间里，我寻找遥控器（在自己的床的枕头中迷失了）。Liziqi已收获，发酵，狩猎，聚集，煮熟，准备这顿饭，然后切碎她的竹树用于制作沙发，托盘和咖啡桌。
14642,UgxhuRXzO1pSNMmX2eF4AaABAg,0,"you ly tu that cooks so cool, any dish, looks like you want to eat!",您可以煮得很酷，任何菜，看起来都想吃！
14648,Ugx2UvW2_fzXarmFsEh4AaABAg,0,"these food are similar with my country, indonesia. in my country, pickled bamboo shoots called 'rebung' usually cooked as soup. and green bean, called 'buncis' cooked as 'tumis buncis'.",这些食物与我的国家印度尼西亚相似。在我的国家，腌竹芽称为“ rebung”，通常用作汤。和绿豆，被称为“ buncis”煮熟为“ tumis buncis”。
14671,UgyEFUrUHiFv2svkqEl4AaABAg,0,"nature is sweet, but cooking",大自然很甜，但是烹饪
14678,UgzeqkdCQcO99lPU6y94AaABAg,0,"i saw ziyi's cooking method. the additional condiments were very professional. i admired that i had such craftsmanship at a young age. i also started cooking at the age of 9. i did n’t study it until the study of the housekeeping school! no matter how craftsmanship is left to yourself and your family, it is infinitely beautiful and convenient! don't envy others anymore, your family and friends have you!",我看到子柒的烹调方式，所加的佐料非常专业，赞叹年纪轻轻有如此手艺，我也是9岁开始作饭，直到家政学校学习才算的上专精！无论如何手艺留给自己和家人无限美好便利！不用羡慕别人了，家人朋友有妳真好！
14733,UgzSm-mpUu_reazDYTp4AaABAg,0,beautiful cook,美丽的厨师
14754,Ugzh1xIRyOQg7lblWPp4AaABAg,0,"living in the countryside, cook so many things, eat and eat, and eat the house and there are beautiful and elegant antiques. oh, forget the photographer",田园生活，煮那么多东西就一老一少吃⋯⋯
8921,UgzABFORpZHS-Yz5Ht54AaABAg,0,in my village this is called 'ose' (bamboo shoot.) cooking pork with this bamboo shoot is a real delicacy.,在我的村庄里，这被称为“ ose”（竹芽）。
14781,Ugww3xr3V2qRxqznKWV4AaABAg,0,"if you compare it with a japanese bamboo shoot ... it's pretty big, but it's too hard or there is no ex -flavor ...

a beautiful woman ... i work a lot

i guess i'm good at cooking.

tsukutsukuboushi ...? the sound is the same, isn't it?","如果您将其与日本竹芽进行比较……它很大，但是太难了，或者没有前味...

一个美丽的女人...我工作很多

我想我擅长做饭。

tsukutsukuboushi ...？声音是一样的，不是吗？"
14786,Ugx-CO3NEnADTkF81X54AaABAg,0,it is a video that is healed. i visited for the first time today. she is a beautiful woman and good at cooking.,这是一个已治愈的视频。我今天第一次拜访。她是一个美丽的女人，擅长做饭。
8920,Ugw7fIVoBWCqTwf_qZx4AaABAg,0,"hi ,you my inspiration for cooking. 
i love your videos","嗨，你是我做饭的灵感。
我爱你的视频"
14817,UgyiFc5SAiu8PV3IO0h4AaABAg,0,i am from peru but my father was from china. he cooked very delicious. you remember me my dad. thanks princess liziqi.,我来自秘鲁，但我父亲来自中国。他煮得很美味。你记得我爸爸。感谢Liziqi公主。
8877,UgxqTTJX9Uhtao-dDrV4AaABAg,0,really love the way u cook. simple but looks yummy,真的很喜欢你做饭的方式。简单但看起来好吃
14558,UgwWNbbiSakACrcB6NN4AaABAg,0,god!!! and sometimes i cook porridge in the morning. and the girl is straight beast,上帝！！！有时我早上煮粥。那个女孩是直的野兽
8866,UgzdkSvQDpWEro0gL754AaABAg,0,she's a great cook! all that talent and such a beauty!,她是一个很棒的厨师！所有的才华和如此美丽！
14939,UgwBneCOLnJy3Wchhd14AaABAg,0,she's really good at cooking video shots too. incredible...!,她也很擅长烹饪视频拍摄。极好的...！
8841,Ugz155ulCsI6rTV9VWJ4AaABAg.9AmOhyDP_E69BK5Tt-kcyG,0,"she may be cooking without electricity in her videos, but how do you think the cameras work and how does she edit and upload them to youtube which is blocked in china? not quite the romantic lifestyle you see to imagine.",她可能在视频中没有电力做饭，但是您如何看待相机工作，以及她如何编辑和上传它们到中国被阻止的YouTube？您可以想象到的浪漫生活方式。
14971,UgwJpuUaiocuq0L9zVt4AaABAg,0,homecooked meals the best no fancy dressing or showplate just enjoy the nature supplies,最好的餐点是最好的无花哨的调味料或表演板，只需享受自然用品
