,cid,votes,time,含hope,含hope中文翻译
9322,UgyR3Udtj8WuZXHMEbV4AaABAg.9AEz1MQcJhp9AFa2yUbBFm,0,2 years ago,@foysalshuhagh9243 hope u also support the link.. your support is a big help to her thanks so much,@foysalshuhagh9243希望你也支持链接。.您的支持对她非常感谢
9035,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9AkgRKb3OR2,0,2 years ago,"@bozhoujin5925 i have never grown my own food until the last 3 years. i so wish i had teachers who handed down the skill to me like liziqi's grandparents did for her. i have had many many failures, but the successes keep me going. i live in the city but have a very tiny garden and grow a lot in pots or indoors. i live in australia, i hope one day to have the space to grow much more of my own food as liziqi does.",@bozhoujin5925我直到最近三年才生产自己的食物。我希望我有老师像利兹奇的祖父母为她所做的那样，将技能传递给我。我有很多失败，但是成功使我继续前进。我住在这座城市，但有一个很小的花园，在盆或室内生长很多。我住在澳大利亚，希望有一天能像利兹基那样有更多的空间来种植更多自己的食物。
8862,UgyR4Deuzj1EWc1d1894AaABAg.9Ak_FQmrU-o9Ao0P0HdQ2T,0,2 years ago,i hope this is a sarcasm to mock the western medias on youtube,我希望这是在YouTube上嘲笑西方媒体的讽刺
8844,UgyfCUSlT0g-I5HMGzh4AaABAg,0,2 years ago,i hope i can find a wife like her :),我希望我能找到像她这样的妻子:)
8354,UgycCdHDbixdZz55NT94AaABAg,0,2 years ago,i hope,我希望
8290,Ugz4iqG7KOUQX7aYA4t4AaABAg,0,2 years ago,"nice video.. 
watch my channel for learning new receipes. i dont live in such a beautiful place even though i hope u will like my receipes. click here๐‘๐‘๐‘#whiteheronreceipes","不错的视频..
观看我的频道学习新收据。即使我希望您会喜欢我的收据，我也不会住在一个美丽的地方。单击此处"
8134,UgzmSM9Ipw4SmAj9erh4AaABAg,0,2 years ago,jamchil! i hope korean subtitles also came out,jamchil！我希望韩国字幕也出现
8063,Ugy5WuFUb-pZcGEK1dx4AaABAg,0,2 years ago,"the milky fish soup and messy noodles are impressive. you took photos of your work in a relaxed and poetic way, but i know itโ€s very hard work. i donโ€t know how long you can continue to make videos like this, but i hope to have these in my life. video.",乳白色的鱼汤和凌乱的面条令人印象深刻。您以轻松而诗意的方式拍摄了工作的照片，但我知道这是非常艰苦的工作。我不知道您可以继续制作这样的视频多长时间，但我希望能在我的生活中拥有这些视频。视频。
7122,UgzzHo0AYpq6g6uZBs94AaABAg,0,2 years ago,"pandemic brought us fear but in her world, she brought us no fear for tire and abundance of hope, garden plant and harvest, joy for food, self sustained while in city, we had a little to almost no garden for plant but houses",大流行带给我们恐惧，但在她的世界中，她对轮胎和丰富的希望，花园植物和收获，食物的欢乐，在城市中自我维持的恐惧，我们几乎没有花园，而是植物的花园
8001,UgwkHFOB4PMOJvRjImB4AaABAg.9CE2AeL25jP9CKovcwQGT0,0,2 years ago,sabikon nahar hope you visit the channel to support me,Sabikon Nahar希望您访问频道支持我
7901,Ugz8M7KKvqKRDLhvHhp4AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
7900,UgxJRoxUC2u28nG_RN94AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
7899,UgxbdjRSDRo8xDf3m_p4AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
7488,Ugzs4EoKkRoBnPmzFLZ4AaABAg,0,2 years ago,"from an infinite beauty and purity that comes from mother earth, hopefully we were like that, i think that wisdom comes from that loving old woman i congratulate you you are a spectacular woman",从地球母亲带来的无限美和纯洁之中，希望我们就是这样，我认为智慧来自那个爱的老女人，我祝贺你你是一个壮观的女人
7421,UgyorLS8r6oMXsyCFNt4AaABAg,0,2 years ago,"nice, i like this, i hope success for all of viewers ๐‘๐‘๐‘",很好，我喜欢这个，我希望所有观众都成功
7418,UgysE4DbzcwH32eRD914AaABAg,0,2 years ago,"i love nature, hope once i visit this beautiful place",我爱大自然，希望一旦我参观这个美丽的地方
3146,UgyfhF81IlYYZVQen7V4AaABAg,0,1 year ago,"luo xiang, he just said that many people knew in their hearts and did not say anything.
https://www.soundofhope.org/post/521942","罗翔，他只不过是说出了很多人心里面都知道、而没有说出口的话来而已。
https://www.soundofhope.org/post/521942"
3119,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9dedMZvZ4eo,0,10 months ago,"@seleniumsel hello guys, hope you all doing good. after a pandamic, many of us struggling to earn for our basic needs. intelligent people making money online by using their own talent and knowledge. if the people have their own website or a youtube channel, they earn money. but some of us don't know that skill, even if v have also, v don't bother. there is a chance to earn money online by doing affiliate marketing. i started earning recently. i wish to share the link with u guys. try to make money to fulfill our least desires. get registered free and start earning.thank you. aff.dhgate.com/#/?invitationcode=ptukga3gti",@Seleniumsel你好，希望大家都做得好。经过狂热之后，我们中的许多人都在努力为我们的基本需求赚钱。聪明的人通过使用自己的才能和知识在线赚钱。如果人们拥有自己的网站或YouTube频道，他们会赚钱。但是我们当中有些人不知道该技能，即使V也没有，V也不打扰。有机会通过进行会员营销来在线赚钱。我最近开始赚钱。我想和你们分享链接。尝试赚钱来满足我们最小的欲望。免费注册并开始赚钱。谢谢。 aff.dhgate.com/#/?invitationcode=ptukga3gti
9695,Ugwtu0E_Knx1KAmNoxl4AaABAg.99j0i39jGV69Aav6SRGwyo,0,2 years ago,@user-ij8rs9gp1l thanksโบ๏ธ i hope so...,@user-ij8rs9gp1l感谢我希望...
422,UgzB1YCp1RdOWZU0GKN4AaABAg.9kSLpQJquwB9kXZLOFdLiM,0,5 months ago,"@tonyc5384 really?? well, it's a good news. i hope she does. i really miss her videos so much.",@tonyc5384真的吗？好吧，这是个好消息。我希望她能做到。我真的很想念她的视频。
614,UgwiIx_Y65ixzriHort4AaABAg,0,8 months ago,i miss her new video but havent seen one after the last time she posted. hope everything okay with her.,我想念她的新视频，但在她上次发布之后，还没有看到一个。希望她一切都好。
592,UgzkhZYubt4S8XF61dZ4AaABAg,0,8 months ago,hope everything is fine with you,希望你一切安好
545,UgxTxtdKn08y_VsRyEV4AaABAg,0,7 months ago,"hope weird, aing the mountains looking at the wed.",希望很奇怪，山上看着周三。
538,Ugz6W8VGRnWb6xmUbEF4AaABAg,0,7 months ago,i miss you. i hope you win the case and get your channel back.,我想你。希望您赢得案件并恢复频道。
515,UgxCrDWIntPxVpMeqaV4AaABAg.9j4qXYUj4Dh9jEsGRJqqnN,0,6 months ago,"@auraramadaniaeftori6130 yaa, if so hopefully there is support for the government so that there is a worldwide to become content creator flexing and worshipers outside cultural can be eroded, ☺️",@auraramadaniaeftori6130 yaa，如果希望这样的人支持政府，以便在全球范围内有一个内容创造者弯曲，并且可以侵蚀文化外的信徒，☺️
499,UgxCrDWIntPxVpMeqaV4AaABAg,0,6 months ago,"hopefully the indonesian people can be more creative content like this, amen.",希望印尼人民能够像这样更具创造力的内容。
493,UgyHobjFvUG_TwaFVO54AaABAg.9jEleWMxwel9kz0ivfiJ4G,0,4 months ago,@noahpeng1689 hope to be able to come back as soon as possible,@noahpeng1689 希望尽快能够回来
324,Ugx2nBPIMJOJbHpGxd14AaABAg,0,3 months ago,i really regret for her how much effort on the canal and being copied. hopefully she will come back soon,我真的很遗憾她在运河上的努力和被复制。希望她很快回来
680,Ugw9KJGYq5RnYR9xazR4AaABAg,0,9 months ago,this showed up in my recommendation and i had a glimmer of hope that the trial is over and that she won...,这在我的建议中出现了，我一线希望审判结束了，她赢了...
323,UgxJRkGxURvjTivRpYJ4AaABAg,0,3 months ago,"missing you,hope you be back soon.",想念你，希望你能尽快回来。
313,Ugy_L3Qi6CHhOVMTKJB4AaABAg,0,3 months ago,"i miss your video.. 
i hope you can back","我想念你的视频。
我希望你能回来"
182,UgxSnRONXGZQSmvHSAR4AaABAg,0,1 month ago,hope i can see you come back soon. still love yr video style the most,希望我能看到你很快回来。仍然喜欢你的视频风格
