,cid,votes,含like,含like中文翻译
36503,UgwS3044xsBqPQae_ZV4AaABAg,0,i think the world should live like her lifestyle,我认为世界应该像她的生活方式一样生活
36510,Ugz_-vD2DnAZW3haRW54AaABAg,0,amezing place i like hillstation i like fruits nd vegetables bt no meat i like chicken nd dry fruites๐๐๐๐๐๐๐๐๐๐€,我喜欢Hillstation，我喜欢水果和蔬菜Bt没有肉，我喜欢鸡肉和干果
42299,Ugw-8P0IqewSm0ukhRV4AaABAg,0,how do you feel if you live like that ...,如果那样生活，你感觉如何...
34952,UgxWXwE4xU56ilEGKjd4AaABAg,0,these make me so sad i really wish i could live like this in the country side of japan a family as beautiful as this captures such a pure emotion,这些让我很难过
34868,UgwP5FF76KuKUHPyWiJ4AaABAg.8uqyQmGVoGe8vJ9d_JNxEl,0,@lngtn55m thats why it kinda looks like a lemon,@lngtn55m就是为什么它看起来像柠檬
34933,UgwyTDBRYyfDNqeXMcd4AaABAg,0,why does he look like twice mina? am i the only one who notice? i love her๐,他为什么看起来像Mina两次？我是唯一注意到的人吗？我爱她
42990,Ugy-5wogsKo-fyAHCDt4AaABAg,0,she liked this video because it was beneficial. and unique,她喜欢这个视频，因为它很有益。和独特
52242,UgyZKOkgfjI-9ogCHJ94AaABAg,0,something it is not right it is like we say 1+1= 5 how can she do all that,这是不对的，就像我们说的1+1 = 5她怎么能做所有的事情
52239,UgwLqWSETaAdrFtU9CB4AaABAg,0,i hope i live just like the way you live with your puppies and your lamb..all love from algeria,我希望我的生活就像你和幼犬和羔羊一起生活的方式。阿尔及利亚的所有爱
52235,UgwfjWKMtvJaMmY3L254AaABAg,0,i like you naaa,我喜欢你naaa
52224,UgyyWZJwcccOHb38JCF4AaABAg,0,"i really liked this video, congratulations!",我真的很喜欢这个视频，恭喜！
52206,UgztM0sqoWRFFVz5D8d4AaABAg,0,sampean looks very deft .. likes to see it .. from indonesia,Sampean看起来很精确..喜欢看到它..来自印度尼西亚
33917,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd497WEsFFyOWa,0,i would love to live life like this,我很想过这样的生活
33922,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4982TDvGtYj1,0,"it's not though, not for everyone. i wish more people could live like this, if they wanted too. i would be nice if we could all live like this, but there literally isn't enough fertile land for everyone to live like that. with a big hunk of property in the country, where you could grow all you need. we need farms and farmers and some people have to do other work to keep the world running. late stage capitalism has definatly made life unnaturally hard for most of us, though. i'm with you though. it does seem peaceful, doesn't it? <3",不过，不是每个人。我希望有更多的人能这样生活，如果他们也愿意的话。如果我们都可以这样生活，我会很好，但是从字面上看，每个人都没有足够的肥沃土地。在该国有一大堆财产，您可以在这里种植所需的一切。我们需要农场和农民，有些人必须做其他工作以保持世界的运转。不过，对于我们大多数人来说，后期资本主义绝对使生活变得不自然。我和你在一起。看起来确实和平，不是吗？ <3
33924,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4989e1y0wFtm,0,life couldโ€ve been like that :(,生活本来可以那样:(
43004,UgznM3oWPNTOtxgf4114AaABAg,0,it looks like gacky in some places and is very healed,在某些地方看起来像Gacky，并且非常治愈
33931,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd499144hauvde,0,"kathaleen wood yup, back in the day was more life like. in todayโ€s society thereโ€s technology and we just play on our phones",凯瑟琳·伍德·尤普（Kathaleen Wood Yup），当天的生活更多。在当今的社会中，有技术，我们只是在手机上玩
33940,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd499Zdy5wvUuA,0,"watched this video again and again...just like my hometown and childhood, the life is so simple but warm and satisfied.",一次又一次地观看了这段视频...就像我的家乡和童年一样，生活是如此简单但温暖和满足。
52201,UgxReXq6hokAktS3u554AaABAg,0,everything looks so yummy and she is so skilled its like watching an artist create a masterpiece everytime.,一切看起来都很好吃，她非常熟练，就像看着艺术家每次创作杰作一样。
52200,UgxN7pOSNzGVFsbVb0J4AaABAg,0,every time i saw her video....i feel like....gone to old days....very special feeling....love from india,每次我看到她的视频。...我觉得....去了过去....非常特别的感觉。...来自印度的爱
52196,UgwNDR_ScV9tYHnp03x4AaABAg,0,"wow you preserved all foods it's really awesome....
you have so many offseasonals fruits.
i wish i could also have such a beautiful place like yours❤
love your videos.
lots of love from nepal","哇，你保存了所有食物，真是太棒了。
您有很多休赛期的水果。
我希望我也可以像你这样美丽的地方❤
爱你的视频。
来自尼泊尔的很多爱"
52190,Ugwizbc2-u1NVKkP81Z4AaABAg,0,"thanks for the ten-minute twelve-second video. i like it ❤ and i am satisfied to watch the video 

always waiting your next video

sending ❤ from indonesia","感谢您的十二秒视频。我喜欢它❤，我很高兴观看视频

一直在等待下一个视频

从印度尼西亚发送❤"
52184,Ugwc6gJ2mEXZ6vzvrXd4AaABAg,0,"oh, i like it.",哦，我喜欢它。
33961,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49ByBWIQKJhJ,0,"john - my family actually had a strawberry farm with two cows, chickens , hay, clover and christmas trees and more.
i was born in los angeles, california my family lived in the city until i was 11. my parents wanted us to have a better and safer life, so decided to take us to washington state. i love washington, it is so beautiful and no matter where you live you can have deer walking across your lawn in the wee hours of the morning. i loved farming even though it was very difficult and strenuous for a city kid, but it felt like a place that i could call home. it's quite funny looking back now and remembering how my mother had to chase the cow in order to milk it. you could never tell where she was going to be from one day to the next because the cow chose the location... lol. we have a little black angus calf that we named lucky and that crazy little calf like biting people's butts. i never did like the chickens they are vicious when you tried to take their eggs, but they're not nearly as aggressive as geese. anyway, i loved it .","约翰 - 我的家人实际上有一个草莓农场，里面有两头奶牛，鸡，干草，三叶草和圣诞树等。
我出生于加利福尼亚州洛杉矶，我的家人住在这座城市，直到我11岁。我的父母希望我们过上美好，更安全的生活，因此决定带我们去华盛顿州。我爱华盛顿，它是如此美丽，无论您住在哪里，都可以在早晨的凌晨穿过草坪上行走。我喜欢耕种，尽管对于一个城市孩子来说非常困难和艰苦，但感觉就像我可以叫回家的地方。现在回顾过去，想起我母亲是如何追逐牛来挤奶真是太有趣了。您永远无法分辨她从一天到另一天的何处，因为牛选择了位置...大声笑。我们有一个小的黑安格斯小牛，我们叫幸运，那个疯狂的小牛像咬人的屁股一样。当您试图取鸡蛋时，我从来没有喜欢过它们的鸡，但是它们的侵略性不如鹅。无论如何，我喜欢它。"
52162,UgzQNCT6LJuGd5dATpd4AaABAg,0,i liked it very much and is beautiful. ilcomes to the fortunately without understanding.,我非常喜欢它，而且很漂亮。幸运的是，我没有理解。
52155,Ugydz4Ro8seD1fvnQrh4AaABAg,0,"your videos always make me feel peaceful. and my dream is live in the place like your area when i grow old. with beautifu scenery, nice weather, warm sun, foggy road",您的视频总是让我感到和平。我的梦想像我长大时一样在您所在的地方生活。拥有美丽的风景，良好的天气，温暖的阳光，有雾的路
52243,UgwkmVgjre2-mTJljO54AaABAg,0,"the best is, really like that one food,",最好的是，真的很喜欢那种食物
52261,UgxKg0-Ym6OXq13OoDR4AaABAg,0,"i like it. follow every clip. because i feel that it looks fun when cooking, i like to open it. still ask to keep the clip to watch. i like it. from thailand",我喜欢它。遵循每个剪辑。因为我觉得它看起来很有趣烹饪时，我喜欢打开它。仍然要求保持剪辑观看。我喜欢。
33886,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd494zdq6aNS2A,0,"i want my life to be like this. trying to downsize....we have sold alot, and now downsizing my diet so it's cleaner. this makes me want to go live here, and never have debt or cars or anything else unless it's self sufficient and or self sustaining",我希望我的生活像这样。试图缩小尺寸...。我们已经卖了很多，现在缩小了我的饮食量，所以它更干净。这使我想在这里生活，除非自我足够或自我维持，否则永远不会有债务，汽车或其他任何东西
33845,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49-oKTTtduFH,0,she doesn't really live like this. she's a famous reality youtube personality. her net worth is 8.7 million a year and they live in a big beautiful home that looks nothing like this. she is single and lives with grandma.,她并不是真的这样生活。她是著名的现实YouTube性格。她的净资产是每年870万，他们住在一个看起来不像这样的大型美丽家中。她是单身，与奶奶住在一起。
52425,UgwcBaVT9EFrWc46v8N4AaABAg,0,i like,我喜欢
52421,Ugx23uVjylT6mYFHBNZ4AaABAg,0,"there are so many videos plotting like this here in youtube now, but i must say you are the original (the concept) and that what makes me adore you so much❤ love from philippines",现在在YouTube中有很多这样的视频绘制，但是我必须说您是原始的（概念），而让我崇拜您非常喜欢菲律宾的爱
52413,UgzrJlifvXLs_rAiNRd4AaABAg,0,i like ur vdo from bangladesh,我喜欢来自孟加拉国的ur vdo
52405,Ugx7PhL24_Rwbbk08oZ4AaABAg,0,i love your videos i like u so much liziqi,我爱你的视频，我非常喜欢你
43013,UgzW0xz2USE4retDWd54AaABAg,0,look at the three rounds. i like it very much. she is very good. doing everything. i love you.,看三轮。我非常喜欢。她非常好。做一切。我爱你。
43011,Ugy0Tj8D5gpEC7gMKgR4AaABAg,0,beautiful .. it looks like a story ..,美丽..看起来像一个故事..
52381,UgxcraXbWYG_S61e-lp4AaABAg,0,my profile is a bit like twice mina!,我的个人资料有点像Mina两次！
33844,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49-lkztW8Ilv,0,11k likes for a comment. this must break some record!,11K喜欢评论。这必须打破一些记录！
52376,UgyTU-4WtFPbTcxezoB4AaABAg,0,my wife love and like your videos ... please upload new videos soon as soon,我的妻子喜欢和喜欢您的视频...请尽快上传新视频
43304,Ugxq8U05XJx9php_U214AaABAg,0,just like a fairy tale,就像童话故事
33847,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4906664YFNcd,0,"@syncmaster915n - hi, it just goes to show that we were moved. albeit in different directions at times. this is the first comment that i have ever left that i didn't think about before posting, i usually edit a half dozen times in my head and even more times before i pushed the button. i check back now and again to see what people write, but i didn't think about the ""likes"" until i was confronted by an angry person who i decided to ""call out"" for what she was accusing me of doing.
""like""(s) are something i hit on every video i watch, no matter what. so they really didn't mean much, well... that was until i was accused of writing what i did for ""likes"". lol.... i was accused of pushing people to suicide because i liked her""fake"" content and wrote the original comment. 
lol. ... i was going to erase this and not push send, but i thought what the hell.","@syncmaster915n-嗨，它只是表明我们被移动了。尽管有时会朝不同的方向发展。这是我留下的第一个评论，我在发布之前没有考虑过，我通常会在脑海中编辑六次，甚至在我按下按钮之前进行更多的次数。我会不时地检查人们写的内容，但是直到我面对一个愤怒的人，我决定“呼唤”她指责我做什么之前，我才想到“喜欢”。
无论如何，我在观看的每个视频中都打了“喜欢”（S）。因此，他们真的没有什么意思，好吧……那是直到我被指控写我为“喜欢”做的事情。大声笑....我被指控促使人们自杀，因为我喜欢她的“假”内容并写了原始评论。
哈哈。 ...我要删除这一点，而不是推动发送，但是我想到了什么。"
33849,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd490J3LRWcpMm,0,"i didnโ€t understand anything but likes a lot, something good is written ๐…",我什么都不了解，但很喜欢，写的东西写了
52370,UgwVi6Lw0luYnhJYlwx4AaABAg,0,health to a girl. support with likes. when will the channel appear about our village?,对一个女孩的健康。支持喜欢。我们村庄的频道何时会出现？
52281,UgxRwGMWGLAjFe76uzR4AaABAg,0,like,喜欢
43283,UgwY80US9vHq2D7p2sF4AaABAg,0,i like ur video,我喜欢你的视频
33876,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd493jc1x92Cfm,0,rural china is like this,中国农村都是这个样子的
52278,UgxtUn7iyyWTInZbVf14AaABAg,0,"i feel nostalgic when watching the video, i miss my simple life in my country, my village our life was simple like this....",观看视频时，我感到怀旧，我想念我在我的国家中的简单生活，我的村庄我们的生活很简单。
52263,Ugyd5N0t76pnEI3Vwgd4AaABAg,0,so proud of him. i love it i remember before the girls befor was happy and ejoy to kocking but now i dont no if the have like this..,为他感到骄傲。我喜欢它，我记得在女孩们对Kocking感到幸福和Ejoy之前，现在我没有这样的了。
43314,UgwiAmjAhUjPpvDGnwV4AaABAg,0,i like your life❤,我喜欢你的生活❤
43318,UgxsD8gP9cXdxWIXfLB4AaABAg,0,"bgm is sad, so i wondered if i was living a poor life, but i'm living a very good life.
it will be hard, but i want to live like this","BGM很难过，所以我想知道我的生活是否过着糟糕，但是我过着非常美好的生活。
这很难，但是我想这样生活"
