,cid,votes,含bamboo,含bamboo中文翻译
5129,UgyfMgBBr5vfj1FzjjZ4AaABAg,0,"11 benefits of bamboo shoots which turned out to have an extraordinary impact on health

bamboo shoots, in latin, are called dendrocalamus asper, are one of the food ingredients that we often encounter in indonesian cuisine. besides being made vegetables, bamboo shoots are also often made stuffing spring rolls.
hard bamboo shoots on the outside and soft, rather sweet and crisp inside. for centuries the asian people have processed it into various preparations.
according to research, bamboo shoots contain antioxidants, vitamins, minerals, fiber, protein, and low fat content.
fresh bamboo shoots have a large amount of vitamins a, b6, c, and e and calcium, potassium, niacin, iron, folate, copper, zinc, selenium, manganese, magnesium, phosphorus, and thiamine.
bamboo shoots also contain phytochemicals such as lignans and phenolic acids which have anti-cancer, anti-bacterial and anti-inflammatory effects.
bamboo shoots can be added to soup, dumplings, stir -fry, stews, and salads. bamboo shoots can be boiled and used in various dishes, can be served as a vegetable ingredient. we can also consume delicious pickles made from bamboo shoots.

this plant was not only delicious but also rich in benefits as summarized from the health line and digest;

1. low sugar
the amount of sugar found in bamboo shoots is about 2.5 grams per 100 grams. the amount is lower than the sugar content found in fruits and vegetables. thus bamboo shoots are good for diabetics.

2. source of protein
a thousand grams of bamboo shoots have about 2 to 2.5 grams of protein. the protein found in bamboo shoots consists of seventeen essential amino acids and two semi-essential amino acids.
protein is good for repairing cells and building, as well as maintaining body tissues. the amount of protein absorbed by the body for maintenance, depends on health conditions.
for example, people are undergoing recovery after surgery and accidents, requires higher protein intake than ordinary people. in addition, greater amounts of protein are also needed when sick, as well as for pregnant and breastfeeding women.

3. rich in vitamins and minerals
who would have thought if bamboo shoots turned out to be rich in vitamins and minerals you know. bamboo shoots contain vitamins such as vitamin a, vitamin b6, vitamin e, thiamine, riboflavin, niacin, folic acid and pantothenic acid.
then the minerals found in bamboo shoots include calcium, magnesium, phosphorus, potassium, sodium, zinc, copper, manganese, selenium and iron.

4. high fiber
bamboo shoots are also rich in fiber. the amount of food fiber contained in bamboo shoots is around 6-8 grams per 100 grams.
eating bamboo shoots can help improve the quality of intestinal movements that are healthier, so that we keep us protected from intestinal problems.

5. stimulates food lust
cellulose high bamboo shoots that can stimulate appetite. the taste and texture of bamboo shoots also makes it can be an appetizer.

6. control cholesterol
research conducted by washington state university shows that bamboo shoots have a beneficial effect on cholesterol, lipids and intestinal function.

7. strengthening the immune system
vitamins and minerals found in bamboo shoots can help improve the immune system.

8. regulates high blood pressure
because of its high level of potassium, bamboo shoots can help reduce blood pressure levels.
the study also found that potassium in bamboo shoots can strengthen our heartbeat, thereby improving heart health. a portion of bamboo shoots can give us one fifth of the recommended daily amount of potassium.
bamboo shoots contain lots of potassium. potassium can act as an electrolyte, and is also very good for lowering and maintaining blood pressure.

9. contains anticancer properties
this plant contains pitosterol which has effective anti-cancer properties that are effective against gastric cancer, lung cancer, breast cancer, and ovarian cancer.
flavones, chlorophyll, and amylase found in bamboo shoots are called phytosterols. in addition, bamboo shoots can also reduce the risk of colon or colorectal cancer.
this is according to a research paper published by vivek sharma and nirmala chongtham.
bamboo shoots also have antioxidant phenolic compounds that are preventive of cancer.

10. helps treat menstrual / menstrual problems
regular bamboo shoots can help various reproductive health problems in women.
this can help treat irregular menstrual cycles, infertility problems, and reduce labor pain and prevent too much blood loss after childbirth.

11. prevent respiratory problems
to use it in cases of respiratory disorders, we need to make bamboo shoots by boiling it twice.
the first stew for 5 minutes is followed by a second boil for about 10 minutes. for the best results, drink this water with honey.","11竹芽的好处，结果对健康产生了极大的影响

拉丁语中的竹芽被称为树突状阿斯伯，是我们在印尼美食中经常遇到的食品成分之一。除了制作蔬菜外，还经常制作梳子。
外面的硬竹芽，内部柔软，柔软，甜美而脆。几个世纪以来，亚洲人民将其处理为各种准备。
根据研究，竹芽含有抗氧化剂，维生素，矿物质，纤维，蛋白质和低脂肪含量。
新鲜的竹芽具有大量的维生素A，B6，C和E和钙，钾，烟酸，铁，叶酸，铜，锌，硒，硒，锰，镁，磷，磷和硫胺素。
竹芽还含有具有抗癌，抗细菌和抗炎作用的木糖和酚酸等植物化学物质。
可以将竹芽添加到汤，饺子，搅拌，炖菜和沙拉中。可以将竹芽煮沸并在各种菜肴中使用，可以用作蔬菜成分。我们还可以食用用竹芽制成的美味泡菜。

正如从健康线和消化中总结的那样，这种植物不仅很美味，而且还富裕。

1.低糖
竹芽中发现的糖量约为每100克2.5克。该量低于水果和蔬菜中发现的糖含量。因此，竹芽对糖尿病患者有益。

2.蛋白质来源
一千克的竹芽有大约2至2.5克蛋白质。竹芽中发现的蛋白质由十七个必需氨基酸和两个半必需氨基酸组成。
蛋白质非常适合修复细胞和建筑物以及维持身体组织。人体吸收的蛋白质量取决于健康状况。
例如，在手术和事故发生后，人们正在接受康复，需要比普通百姓更高的蛋白质摄入量。此外，生病以及孕妇和母乳喂养的妇女还需要更多的蛋白质。

3.富含维生素和矿物质
谁会想到竹芽是否富含您知道的维生素和矿物质。竹芽含有维生素A，例如维生素A，维生素B6，维生素E，硫胺素，核黄素，烟酸，叶酸和泛酸。
然后在竹芽中发现的矿物质包括钙，镁，磷，钾，钠，锌，铜，锰，硒和铁。

4.高纤维
竹芽也富含纤维。竹芽中含有的食物纤维量约为每100克6-8克。
吃竹芽可以帮助提高更健康的肠道运动的质量，从而使我们免受肠道问题的保护。

5.刺激食物欲望
纤维素高竹芽可以刺激食欲。竹芽的味道和质地也使它成为开胃菜。

6.控制胆固醇
华盛顿州立大学进行的研究表明，竹芽对胆固醇，脂质和肠功能具有有益的作用。

7.增强免疫系统
在竹芽中发现的维生素和矿物质可以帮助改善免疫系统。

8.调节高血压
由于其高水平的钾芽可以帮助降低血压水平。
该研究还发现，竹芽中的钾可以增强我们的心跳，从而改善心脏健康。一部分竹芽可以为我们提供建议的每日钾含量的五分之一。
竹芽中含有大量钾。钾可以充当电解质，也非常适合降低和维持血压。

9.包含抗癌特性
该植物中含有硫醇，具有有效的抗癌特性，可有效抗胃癌，肺癌，乳腺癌和卵巢癌。
在竹芽中发现的黄酮，叶绿素和淀粉酶称为植物固醇。此外，竹芽还可以降低结肠癌或结肠直肠癌的风险。
根据Vivek Sharma和Nirmala Chongtham发表的研究论文。
竹芽还具有预防癌症的抗氧化剂酚类化合物。

10.有助于治疗月经 /月经问题
定期的竹芽可以帮助女性的各种生殖健康问题。
这可以帮助治疗不规则的月经周期，不育问题，减轻劳动疼痛，并防止分娩后过多失血。

11.预防呼吸系统问题
要在呼吸系统疾病的情况下使用它，我们需要通过将其煮沸两次来进行竹芽。
第一次炖煮5分钟，然后再煮沸约10分钟。为了获得最佳效果，请与蜂蜜一起喝这种水。"
5068,UgyOaCMH36rLJ4wg04N4AaABAg,0,boiled bamboo shoots then make a delicious sauce for vegetables ...,煮沸的竹芽，然后做一个美味的酱汁...蔬菜...
5014,UgyIHSDXVeg6FeptaF54AaABAg,0,big bamboo shoot daddy's ..,大竹芽爸爸..
5786,UgyblkjVpcjXnampsYx4AaABAg,0,bamboo shoots are too,竹芽也是
5847,Ugw-MmFc8hRsb5CPRsN4AaABAg,0,bamboo,竹子
5888,UgzNSgEQ2LMuuuh8jkB4AaABAg,0,bamboosue are very tasty if we know how to make it's very tasty and healthy๐,如果我们知道如何使它非常美味和健康
5892,Ugx6_YWMy2bsVHaQO0J4AaABAg,0,very delicious bamboos shoots... ๐€๐€๐€ from indonesia,非常美味的竹子拍摄...
6571,UgznSL1x3H0l7fOLvEh4AaABAg,0,there are no bamboo in russia.,俄罗斯没有竹子。
6528,Ugwhwb2Z-tQkI4X_x-54AaABAg,0,"the snail powder is relied on sour bamboo shoots, hetian snails",螺蛳粉就靠酸笋，和大田螺
6247,UgwxBVn37qQ10uFbOtx4AaABAg,0,our bamboo has a lot of thorns ๐,我们的竹子有很多荆棘
6216,UgwoAGT0RlsvJ-ZVOxl4AaABAg,0,china is also bamboo shoots,中国也是竹芽
6202,UgzfpSJMSnH2Xk31Gst4AaABAg,0,"geezing bamboo shoots, ear mushrooms, snails, my favorite, spicy stir -fried tasty ๐คค๐คค",怪异的竹芽，耳朵蘑菇，蜗牛，我最喜欢的辣搅拌 - 美味
6199,UgxcLbRvxpRbjaD0T_R4AaABAg,0,1 little bamboo,1个小竹子
6198,UgykEZF2deeR4HJNCuF4AaABAg,0,what is this bamboo,这是什么竹子
6169,UgwKpBF8C2j30po3nmF4AaABAg,0,i'm talking about the bamboo,我说的是竹子
6167,Ugz_tEtBsbNIQe58WCJ4AaABAg,0,i love bamboo shoots. i miss eating them.,我喜欢竹芽。我想念他们。
6117,Ugws2H4pmo8hmZTefkZ4AaABAg,0,if you were to cook the bamboo you need to slice it thinly then boil it for 2-3 hrs . its poisonous if you cook it instantly. there's a procedure to this.,如果要煮竹子，则需要将其切成薄片，然后将其煮沸2-3小时。如果您立即烹饪，它有毒。有一个程序。
6047,UgzCpgBMquc4KEWAX614AaABAg,0,how to cook bamboo plant.(root),如何煮竹植物。（根）
6027,UgxNAhnf1wLC_NxgQaF4AaABAg,0,"i'm a small you tuber too your avid fan from philippines. bamboo shoots are my favorite to eat, stay safe with your grandmaโค๐",我是一个小你的块茎，也是菲律宾的狂热粉丝。我最喜欢吃竹芽，请与您的奶奶保持安全
6010,UgwFbgEuZxhdHARp5wR4AaABAg,0,"we eat the same thing here in northeast india, manipur.. we eat the fresh bamboo shoot plus the fermented bamboo shoot as well.. very delicious:)) ๐‘",我们在印度东北部的曼尼普尔（Manipur）吃了同样的东西。我们也吃新鲜的竹芽，加上发酵竹芽。非常美味:)）
5973,Ugw1c8iPDirdW4jacKB4AaABAg,0,"reminded me of thailand where i was borned and raised. i've never gathered that big of bamboo shoot though. same ingredient but different approach. i'll give it a try later. thanks for ul of your production. a good one i might added, and all of it so far. two words, "" self reliance"".",让我想起了我出生和长大的泰国。我从来没有收集过这么大的竹芽。相同的成分但方法不同。我稍后再试。感谢您的生产。我可能会添加的一个好的，到目前为止，这一切。两个词，“自依赖”。
5940,UgyteijZbAWErIfoKft4AaABAg,0,does those shots grow to be a bamboo ?,那些镜头会变成竹子吗？
7691,Ugztqvnap5tGaJYdXfJ4AaABAg,0,we nepali people also eat bamboo shoots...we also make pickle of bamboo shoots,我们尼泊尔人还在吃竹芽...我们也做泡菜
7724,UgyKO-bdbglQIPQRPT94AaABAg,0,love from meghalaya ๐ฅฐ๐ฅฐ๐ฅฐbamboo soots i like most,来自梅加拉亚邦的爱我最喜欢的bamboo烟灰
22045,Ugzd0ZaZBYf05LLRyFh4AaABAg,0,curious question as to the bamboo. why did she chopped the bamboo shoot instead of digging it out?,关于竹子的好奇问题。她为什么要切碎竹芽而不是挖出竹芽？
9485,Ugy6qZMx3FNHSMgSaIV4AaABAg,0,"wow, this bamboo shoot is too big",哇，这笋太大了吧
9630,UgxLCw2FU2imWrGhlvx4AaABAg,0,those beans r my absolute favourite....n fermented bamboo shoots too...๐๐๐๐,那些豆是我绝对喜欢的.... n发酵竹芽...
9594,UgyGZsbzrC1gu2nA-JZ4AaABAg,0,you know you hate bamboo because your mom used to beat you up with a bamboo when you were young.๐ข,你知道你讨厌竹子，因为你妈妈在你年轻的时候曾经用竹子殴打你。
9587,UgyIqd-AYpFWBcZYXoV4AaABAg,0,bamboo shoots,竹芽
9559,UgwS2OhrwuciOlO6vgx4AaABAg,0,looks so delicious bamboo shoots,看起来很美味
9538,UgzjAF875MnxkJPNUcx4AaABAg,0,my favourite bamboo shoot i love it,我最喜欢的竹芽我喜欢
9526,UgyT1gPK9Dd3SnCYcMN4AaABAg.99y4db5lVhx9ARAlJQT-xG,0,@eric-iq6es i think it should be that bamboo shoots? old smelly,@eric-iq6es 我觉得应该是那个竹笋的原因？老臭了
9499,UgyY2fUeyAXFbp-SJ5p4AaABAg,0,wow in nepal we make pickles of bamboos shoot which is sour in taste ๐๐,尼泊尔哇，我们做泡菜泡菜，味觉酸味
9452,Ugz4aoYzrns-Bq_Xddh4AaABAg,0,is this bamboo shoot?,这笋不苦？
9668,UgyEXQZjRXdtNoOVhlV4AaABAg,0,bamboo shoots are big. i want to eat bamboo shoots โบ๏ธ,竹芽很大。我想吃竹芽☺️
9392,Ugx0iiVACl9dtFkpzax4AaABAg,0,"even in nagaland (india), fermented bamboo shoot is very popular.",即使在那加兰邦（印度），发酵竹芽也非常受欢迎。
9389,Ugx97QJ4i70GROO7PqV4AaABAg,0,"that's if in indonesia the name is bamboo shoots, lodeh cuisine can be made, megono bamboo shoots etc.",那就是在印度尼西亚的名字是竹芽，可以制作Lodeh Cuisine，Megono Bogch Shoots等。
9245,UgzN0j87Vg88eAHL-wR4AaABAg,0,looking at this girl is like rural girls in vietnam ๐ป๐ณ. my house often makes sour bamboo shoots. can eat gradually decades. the fish stock is delicious,看着这个女孩就像越南的乡村女孩。可以逐渐吃几十年。鱼汤很美味
9123,Ugx5rVDXsFhimU6pJfR4AaABAg,0,this bamboo shoot field could feed the whole country and export worldwide. the shoots are very big and healthy. i love fresh bamboo shoots,这个漫步场可以养活整个国家并在全球范围内出口。拍摄非常大健康。我喜欢新鲜的竹芽
9070,UgwpsSBPhEortBRxDDB4AaABAg,0,the rice noodles made of fresh bamboo shoots are really fresh,鲜嫩的竹笋做的米粉真鲜啊
9066,UgwpsTKKyzBbRy1P2ex4AaABAg,0,this is called bamboo shoots in indonesia,这就是印度尼西亚的竹芽
8921,UgzABFORpZHS-Yz5Ht54AaABAg,0,in my village this is called 'ose' (bamboo shoot.) cooking pork with this bamboo shoot is a real delicacy.,在我的村庄里，这被称为“ ose”（竹芽）。
9649,UgwM0E89oV8XafbuO_l4AaABAg,0,"trunks of bamboos, meaning a lot of snakes, whew...",竹子的树干，意思是很多蛇，哇...
9718,Ugykwy9PbJp8bj2AutJ4AaABAg,0,"ya allah there welcome (bamboo young), congratulations in china ge china",Ya Allah在那里欢迎（Bamboo Young），中国的恭喜中国
7725,UgwMXJlAuSDmyFKQa-94AaABAg,0,"bamboo shoots & long beans that are stored in the barrel, what do you make it .., does anyone know?",竹芽和储存在枪管中的长豆，您会做什么..有人知道吗？
10007,UgzbTkmaBScbAq9_5bh4AaABAg,0,"bamboo shoots, now i know its usefulness.",竹芽，现在我知道它的有用性。
10174,UgxktjUJlTU3Em3pLAp4AaABAg,0,"sour bamboo shoots, snail pink souls",酸笋，螺蛳粉的灵魂
10137,UgyWbD9N-xgIH6obpeh4AaABAg,0,what kind of bamboo shoots are this bamboo,这是什么竹子的笋
10118,UgzQ2MIL-7PLxe9TTPR4AaABAg,0,"yayyy bamboo shoot, we eat that a lot in the northeast india.",Yayyy竹芽，我们在印度东北部吃了很多东西。
10097,UgxLKsxn2mS9dTm_Zrh4AaABAg,0,if in indonesia the name is bamboo shoots,如果在印度尼西亚，名字就是竹芽
10040,UgyCNXGXP4dej5yGjeB4AaABAg,0,i don't like videos china 1 like only because of bamboo forest,我不喜欢中国1的视频1，就像竹林一样
10037,UgzneNPrLJo7MdPAV0V4AaABAg,0,"indonesia has been eating it for a long time. precisely in the java region. the name of the food is ""rebung"" (bamboo shoots)",印度尼西亚已经吃了很长时间。正是在爪哇地区。食物的名称是“ rebung”（竹芽）
10032,Ugz7edwvHHINmgV7HD94AaABAg,0,"we also cook sweet bamboo shoot in indonesia, and we eat that with rice",我们还在印度尼西亚烹饪甜竹芽，我们用米饭吃
9980,Ugz__--WYO6a2U4MZRV4AaABAg,0,aj's bamboo shoot video that watched wants 40 million views ...,观看的AJ的竹拍录录像带想要4000万次观看...
9760,UgwpFw1OZtrzK5rWBfF4AaABAg,0,so this is why pandas like bamboo๐,这就是为什么像竹子这样的熊猫
9966,Ugwtr1-jVS3FyJsTTEB4AaABAg,0,if in indonesia ๐ฎ๐ฉ the name is bamboo shoot,如果在印度尼西亚
