,cid,votes,含china,含china中文翻译
5150,Ugxpw-yw0U29DxklcUZ4AaABAg,0,i didnโ€t expect that there were a lot of people who like rural china,没想到喜欢中国农村的还挺多
21486,UgwMU3G_2sIB7BeSlrx4AaABAg,0,"can any one tell me exact location of this place in china, i was so much wondering , is like this place in the earth, me from india we have also many green resources but she have all in one place,",任何人都可以告诉我这个地方在中国的确切位置，我非常想知道，就像地球上的这个地方一样，我来自印度，我们也有很多绿色资源
21596,UgwqrY9otjWLiIVgExB4AaABAg,0,"nice production, as far as chinese-trying-to-channel-japanese goes, but this is simply not the ""rural china"" is like. no one - and i mean, no one - in china keeps their place their rural kitchen and places this clean.",就中国的渠道 - 日本人而言，这是不错的制作，但这根本不是“中国农村”。没有人 - 我的意思是，没有人 - 在中国将他们的乡村厨房保留下来，并将其整洁。
21628,Ugxou4RziWS7KaIlO7x4AaABAg,0,"li ziyi, the most capable woman in china",李子柒，中国最能干的女性
21738,UgyVBlQM4sxsM7vPVJd4AaABAg.9-YdnRsVLp-9-Z2XCoDfHX,0,sichuan china,Sichuan China
21741,UgyQ8HNUEeIYwM2RXlZ4AaABAg,0,i want china out việt nam sea . pretty girt,我想要中国占领南海。漂亮的girt
4963,Ugy1y5WjXHJu-zCvt2h4AaABAg.9I6XM0n46it9MqgjwmaGwx,0,so this is what is called xiao in the china,这就是中国所谓的小
4924,Ugwa7xJfhgaXRmOBeu54AaABAg,0,"will china leadership successful
https://youtu.be/w4pmp4mmicu","中国领导能否成功
https://youtu.be/w4pmp4mmicu"
4896,Ugw-ewYsa-ST_esPtJF4AaABAg,0,hi ! do you live in japan or china? wonderful there!,你好 ！您住在日本还是中国？那里很棒！
4873,UgyaQLYJGmKLe6GHeAV4AaABAg,0,"it's shameless.
how could 'kimchi' be chinese food?
there are no side dishes spiced with red sauce,such as red pepper paste, in china.
kimchi is korean food, not chinese traditional food.
please don't be fooled.","这是无耻的。
“泡菜”怎么可能是中国食品？
在中国，没有配音的配菜，例如红辣椒酱。
泡菜是韩国食品，而不是中国传统食品。
请不要上当。"
21812,Ugy9dqXp8LnX4nH-tM94AaABAg.9-WHSV2cBSL90dRdq3FHAR,0,"china welcome friends from all the world。
li ziqi's life is traditional chinese life。
this nature with people.","中国欢迎来自世界全世界的朋友。
李Ziqi的生活是中国传统生活。
这种天性与人。"
21854,UgyoLq_sYvpK9f9C0Sl4AaABAg.9-TRlDSn1kx9-ZrtuabGK5,0,china sichuan,China 四川
22680,Ugwguk6hsFZDXqlgDyF4AaABAg.8zxuOdNdnet9-21P6JizrJ,0,"in china few hundred years ago most people living like that, unfortunately, now quite a lot of people living in the city, small house no more garden, buying everything, forgot what simple life looks like any more :(",不幸的是，在几百年前，大多数人生活在城市中的许多人，现在有很多人住在城市中，不再花园，买东西，忘记了简单的生活看起来不错:(
22793,UgwbW0QYhT8cIrfODzh4AaABAg.8zvknA9f6wx9-HhDSZw-wy,0,jeffrey deguzman many asian cultures don’t include china :p,Jeffrey Deguzman许多亚洲文化不包括中国：P
22801,UgzM-0Riw0ggkVKL9_Z4AaABAg,0,i can't believe this is from china.....,我不敢相信这是来自中国.....
23698,UgxsRH1Cinz2Sqg0Bl94AaABAg,0,everywhere in china market we can buy of the young bambo for our vegetable especially the small one i like it,中国市场的任何地方我们都可以为我们的蔬菜购买年轻的班班，尤其是我喜欢的小班
4639,UgyqlJVXVRBt5hYfviJ4AaABAg.9JC7ArXt6XW9JKptChxMEJ,0,"@cindyfu7692 you have been brainwashed by the communist party. you know that china is the center of the world, but as long as china is gone, all countries will be peaceful and there will be no infectious diseases. ""south korea is not like china to interpret history. we have to learn the history of shame and no longer happen.","@cindyfu7692 你已经被共产党洗脑了中华思想，你们知道中国是世界中心，但只要中国不在了，所有国家就和平了，也不会发生传染病。"" 韩国不像中国那样曲解历史。我们要学习再耻辱的历史，不再发生"
4606,UgxALeGEJRHLkHImUCN4AaABAg.9JJFwRwY_aw9MVZqaAwo_b,0,"hello, i am a food distributor from china, mainly engaged in liziqi snail powder and three squirrel products. if you are interested, you can contact me. my micro signal is 15870570776",您好，我是来自中国的食品分销商，主要从事Liziqi蜗牛粉和三种松鼠产品。如果您有兴趣，可以与我联系。我的微信号是15870570776
23911,UgwGlahT2sg1gqnq06x4AaABAg.8z_9teQwaxG8z_tkR5qTqo,0,"i'm in china, usa has many beautiful girls too,if you have time, welcome to china。",我在美国，美国也有许多美丽的女孩，如果您有时间，欢迎来到中国
23956,Ugwh4der2eqSx_-Hs854AaABAg,0,how does she upload these if youtube is banned in china?,如果在中国禁止YouTube，她如何上传这些？
24006,Ugw_xhcSM5xW7LlTRpR4AaABAg,0,"cooking is tradition culture in china,when poor age since no more food it's just for full, but when the property age, fancy food become life style...so long old history of china without interrupted, vast land, great people make food cooking to be elegant culture..amazing",烹饪是中国的传统文化，当时不再食物的年龄较差，这只是为了充满食物，但是当财产年龄，精美的食物变成生活时尚时……中国的历史悠久，没有中断，广阔的土地，伟大的人使食物烹饪成为优雅的文化。
24102,Ugxo_oxaWCvcDQ2UM5B4AaABAg.8zUvI546PxY8zV2vwc0BKE,0,and imagine you have a prejudice against china.do you?,想象一下你对中国有偏见。你吗？
24103,Ugxo_oxaWCvcDQ2UM5B4AaABAg.8zUvI546PxY8zV4yhrVBX5,0,@yvonchao2405 do i need to praise china all the time?,@yvonchao2405我需要一直赞美中国吗？
3411,UgwKYCObnJckpRnH-KN4AaABAg,0,honor the heroes of tiananmen square massacre forever. free tibet. free hong kong. free xinjiang. stop bullying taiwan. stop making corona viruses. stop the genocide. ccp led china is evil.,永远纪念天安门广场大屠杀的英雄。免费西藏。自由香港。免费的新疆。停止欺负台湾。停止制作电晕病毒。停止种族灭绝。 CCP领导中国是邪恶的。
24107,Ugxo_oxaWCvcDQ2UM5B4AaABAg.8zUvI546PxY8zV92pgEz_C,0,@kmpoon2550 welcome to china and visit the real china.,@kmpoon2550欢迎来到中国并参观真正的中国。
24205,Ugxcx7_eTHmcB5cCPhx4AaABAg,0,taiwan or china,台湾或中国
4600,UgySDIQ9SCn2WuglX0J4AaABAg,0,"li ziyi's video is in line with the impression of foreigners to china, and it is also in line with people's desire for leisurely life.",李子柒的视频符合外国人对中国的印象，也符合人们内心对闲适生活的向往
24221,UgxPJlgWlGg8aZjWqUp4AaABAg.8zQYpo6P-418zSrpHm_EPV,0,"it's chinese,and,welcome to china",是中国人，欢迎来到中国
24225,UgywqNHp6W2ZSTo4GBZ4AaABAg,0,"i have always wanted to find chinese cuisine+videos of nature similar to ""china on the tongue"", but it is difficult to find this channel in youtube. i am lucky to find this channel.","一直都想找类似""舌尖上的中国""的中华料理+大自然的影片 但是在youtube比较难找 能找到这个频道太幸运了 影片好有质感啊"
24288,UgwWPdrazAiT8I9ZfCh4AaABAg,0,hi queen liziqi . you still amazing me . how is your grandma ? l hope she is well and you too . i wish to have your address in china if it possible . please accept my best wishes .,嗨，liziqi女王。你仍然很棒。你的祖母怎么样？我希望她也很好，你也是。如果可能的话，我希望在中国有您的地址。请接受我的最良好的祝愿。
4574,UgyteZLZOzbKr5lwVhR4AaABAg,0,this china m da paz,这个中国M da Paz
4559,Ugy_gFQzD3xEUqAV6ol4AaABAg.9JPwjsciXGl9OKiPY8h34v,0,hahaha's e -commerce in mainland china sells this snail powder,哈哈哈 中国大陆的电商 有卖这个螺蛳粉 的
24492,UgwXw3LANF2MjWHabD54AaABAg,0,imaginin m face s china n pure imitation my a few pla n mklumang pnhon the class of pgluto ... sarap ahhh,Imaginin m Face s China n纯模仿我的几个pla n mklumang pnhon pgluto类... sarap ahhh
23744,Ugw_ZZvUFG87mCjdnf94AaABAg,0,there are no chinese comments in china,一个中国评论的都没有
23696,Ugyu1I04YlEXvK8iB8B4AaABAg.8zdtQE5Trmq8zeYYRWsQ2K,0,china，sichuan province,中国，四川省
22802,UgxzMYk9rlwzg8KZeDF4AaABAg,0,china get out fuck you china communits,中国出去他妈的你中国社区
23426,Ugy9k2duBbCYTjqxo5t4AaABAg.8zjhrLYBPEn8zkLwjCyeFB,0,china,中国
22819,UgzM-0Riw0ggkVKL9_Z4AaABAg.8zvboIzueAn9--nHT1R2nF,0,@putin-presidantrussia youtube is not allowed in china???,@Putin-Presidantrussia YouTube在中国不允许？？？
22820,UgzM-0Riw0ggkVKL9_Z4AaABAg.8zvboIzueAn9--nlhfydL5,0,@putin-presidantrussia what is matter about hong kong and china democracy???,@putin-presidantrussia香港和中国民主有什么关系？？？
22875,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-2-avEBG5a,0,rajamohan somasundaram china,Rajamohan Somasundaram中国
22878,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-3reDfQ1nH,0,@rajamohansomasundaram8931 china,@rajamohansomasundaram8931中国
22890,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-QSTyxT2Ec,0,@rajamohansomasundaram8931 china,@rajamohansomasundaram8931中国
22942,UgxSKjSaOg5l6UTVji14AaABAg.8ztbBMNLOj28zwVoXYd1OL,0,this is a fake china is still very poor,这是一个假的中国仍然很差
22944,UgxSKjSaOg5l6UTVji14AaABAg.8ztbBMNLOj28zyBsYYRgPg,0,@borouwang2193 china？i dont think that country even exist.,@borouwang2193中国？我认为这个国家甚至都不存在。
23009,Ugw3jbhmQHpou7dCCnB4AaABAg.8zsM1aR14ak8zsTWL9CLs1,0,"mianyang, sichuan province, china","Mianyang, Sichuan province, China"
23037,Ugyjqcg4IWS3VMICfIZ4AaABAg.8zryAjA2w8i8zyFuxAHABA,0,@li6135 the reason why buddy has a wall in china is afraid that people like you will turn your face out of china,@li6135 哥们儿国内之所以有墙就是怕你这种人翻出来给中国丢面子
4643,UgyqlJVXVRBt5hYfviJ4AaABAg.9JC7ArXt6XW9LlmqrnEtRd,0,"it's a pity that you said for a long time, but goguryeo was the intangible cultural heritage of china. when you touch the porcelain every day, we have touched the porcelain to become our descendants.",真可惜，你叽叽歪歪说了半天，高句丽却是中国的非物质文化遗产，你们天天碰瓷我们结果却碰瓷成了我们的后人，来乖孙子，跪下叫爷爷
23208,UgwcCXj11gxDlTVcJmJ4AaABAg,0,where is she from? china,她从哪里来的？中国
23225,UgwcCXj11gxDlTVcJmJ4AaABAg.8zoVIjdxlWQ8zoVVawqRhV,0,sichuan province of china,中国四川省
23226,UgwcCXj11gxDlTVcJmJ4AaABAg.8zoVIjdxlWQ8zpZBaN4yTM,0,china,中国
23238,Ugw6f8MPo7VJdxQ3_Tl4AaABAg,0,another version of china on the tip of the tongue,另一种版本的舌尖上的中国
23239,Ugw7BWpWLsh4_uBbdJ54AaABAg,0,"lousifen, devil's dish? certainly looks good, though. i like to add that china should respect vietnam""s sovereignty, and that i would like you more if that should happen.",Lousifen，魔鬼的菜？肯定看起来不错。我喜欢补充说，中国应该尊重越南的主权，如果应该发生的话，我希望您更希望您。
23373,UgyCBlPGeBrVIIXxSlR4AaABAg.8zkaGHF8EmC9-8iEekmE9R,0,there are bags for sale of snails in china super league,中超有袋装螺蛳粉卖哦
23415,UgwgT-rBpRXvCKn3rpt4AaABAg,0,what part of china is this?,这是中国的哪一部分？
27397,Ugz2dMhlqS8hQoSfYEZ4AaABAg,0,how to open this network in china,中国这个网络怎么打开
27549,UgzAZjJKw_o8AI7YzX94AaABAg.8ydt4Y210zF8yr3g8CFcib,0,@melissabrownapt215 yes，welcome to china,@melissabrownapt215是的，欢迎来到中国
3315,Ugw8-VIcwBKYj05k_-l4AaABAg.9P87kN_usot9QclQFDO9Y7,0,"welcome to china, there are many more talents like this, or you can download an app called bilibili, there are many more chefs like her",欢迎来到中国，还有更多这样的才能，或者您可以下载一个名为Bilibili的应用程序，还有更多像她这样的厨师
