,cid,votes,time,含china,含china中文翻译
50132,UgyGSVnXkTQC5-yTArx4AaABAg,0,4 years ago,"witam wszystkie filmy, które oglądałdałem są wspaniałe jested wielkim wrażeniem wszystkiego co robisz od dań po budowędzystkich urzą do domu a teen i okolica jest pi kna nawet w zimie są owoce na drzewach. ciekawy jestem jaki to rejon chin?. pozdrawiam iż yyczę szczęśliwei nowegogogo roku ksioycowego :))))) hello, all the movies i have watched are very exciting. i am very impressed by all you made. from dishes to all electrical home buildings, there are fruits on the trees even in winter. i want to know what is china's area? greetings, happy lunar new year :)))))).
nǐ hǎo wǒ guānkà innkuò de suǒu diànyǐng dū hěn jīngcǎi, wǒ duì nǐ suǒ zuò de yìnxiàng fēicháng shēnkè, cóng càiyáo diànqì jiājū di. e jiànshè, jíshǐ zài dōngtiān, shùmù shàng yěyǒu shuǐguǒ. wǒ xiǎng zhōngguó dìqū shénhòu? wènhòu , zhù nǐ nónglì xīnnián kuàilè :)))))).","Witam wszystkie filmy , które oglądałem są wspaniałe jestem pod wielkim wrażeniem wszystkiego co robisz od dań po budowę wszystkich urządzeń do domu a teren i okolica jest piękna nawet w zimie są owoce na drzewach. Ciekawy jestem jaki to rejon Chin ?. Pozdrawiam i życzę Szczęśliwego Nowego Roku Księżycowego :))) . 你好我观看过的所有电影都很精彩，我对你所做的一切印象非常深刻，从菜肴到所有电器家居的建设，即使在冬天，树木上也有水果。我想知道中国的地区是什么？问候，祝你农历新年快乐:)））。
Nǐ hǎo wǒ guānkànguò de suǒyǒu diànyǐng dū hěn jīngcǎi, wǒ duì nǐ suǒ zuò de yīqiè yìnxiàng fēicháng shēnkè, cóng càiyáo dào suǒyǒu diànqì jiājū de jiànshè, jíshǐ zài dōngtiān, shùmù shàng yěyǒu shuǐguǒ. Wǒ xiǎng zhīdào zhōngguó dì dìqū shì shénme? Wènhòu, zhù nǐ nónglì xīnnián kuàilè:)))."
50141,UgyGSVnXkTQC5-yTArx4AaABAg.8qlobXVJWRp8qm9BJ4ovP-,0,4 years ago,"mianyang, size, china","mianyang,sichuan,china"
50211,UgzC_AYMc9iKQDw54AR4AaABAg.8qlnUqpB5Ko8qm4UPH3eAj,0,4 years ago,see nostalgic not bored with great girls ... even the fruits you planted. china is so fertile,看到怀旧不对伟大的女孩感到无聊……甚至您种植的水果。中国是如此肥沃
1388,UgwJLFFnAX5cbeGYyhV4AaABAg.9eCqqvk8IIO9eNsJajkwJB,0,10 months ago,the dog is small size original. most ppl donnot eat dogs in china.,狗是很小的原始尺寸。大多数ppl Donnot在中国吃狗。
50340,UgzRz8YhNo7Ita3xufl4AaABAg,0,4 years ago,"in china, as in greece, there is everything.",在中国，就像在希腊一样，有一切。
50358,Ugwq5JcP_iS2yWHMrV54AaABAg.8qlk_qbGlqs8qlrHHneDWD,0,4 years ago,yes no yeah her vids are awesome. and i wanted to know who she is. like she is an actress who demonstrates life in the village in china & makes it look like her life (but in reality she doesnt live there). but she seems to cook very well like its her own skills and not just acting. so i was confused and curious haha. thank u!!,是的，她的视频很棒。我想知道她是谁。就像她是一位女演员，她在中国村里展示了生活，并使它看起来像她的生活（但实际上她并不住在那里）。但是她似乎像自己的技能一样做得很好，而不仅仅是表演。所以我很困惑和好奇哈哈。感谢你！！
1288,UgxGA0ThqFSFpYGi5od4AaABAg,0,10 months ago,is this in chinah?,这是在中国吗？
46336,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLIUUrFcFB,0,4 years ago (edited),"@user-hj7dn5sz7i chinese communist party suppressing the chinese people in the internal high pressure. yes, the communist party has developed the chinese economy. however, the communist party implemented the set of signs of governing the country in the han dynasty of the qing dynasty. it implemented slavery and suppression of the chinese people and disrespectful. there are chinese discharge abroad to drive the chinese, and beijing, china, drives the low -end population. the chinese have no dignity in their own country. they said that they were beaten for a meal, saying that they were packed and packed for a meal, and they could not raise their heads abroad. if a big family, parents have the ability to make money, but the brutal domestic violence, the abuse of the family members, outsiders come to your family to eat the sea and drink the best, the parents welcomed each other with a smile; the worst ones are still the worst. parents from time to time are cold to you to make you a few times. if you do something wrong, you can accept the parents. you can accept this kind of parents. and unfair treatment!","@user-hj7dn5sz7i 中国共产党对内高压打压中国百姓，是，共产党是发展了中国的经济，这点华人都感谢共产党。但是共产党实行的是清朝满族奴化汉族的那一套治国方案，对中国百姓实行的是奴化和打压，不尊重。国外有排华，驱赶华人，中国北京有驱赶低端人口。中国人在自己的国家都没尊严，说被打一顿就被打一顿，说被收拾一顿就被收拾一顿，在国外就更抬不起头来。如果一个大家族，家长很有挣钱能力，但是残暴的家暴，虐打家族成员，外人来你家能海吃海喝还处处用最好的，家长笑脸相迎；自己家人吃糠吃最烂的还用最差的,家长不时的横眉冷对揍你两下扇你几下，做得不对还受家长的收拾，你能接受这种家长是你的选择，不代表我们要忍受家暴和不公平待遇!"
46334,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLGh_hYaJn,0,4 years ago,"@user-hj7dn5sz7i business purpose? is the business purpose charged foreigners for free chinese? the chinese government's most fucking chong yangmei. if the foreign bridge road only collects the cost of the chinese, other people are free, that is, they are discriminated against the chinese naked. why can the chinese government do so for granted in china? why should the chinese be lower on their own land? there are also planes, chinese planes are full, and they must not get out of the plane foreigners, but the chinese get off the plane. but abroad, they first protected their citizens, so they were also chinese who were also chinese. it is just a bullies in foreign countries. in china, the chinese are still bullied! the chinese government has made a lot of contributions to the development of the chinese economic development, but it does not mean that they can slavery the chinese and can not see the chinese as a person! looking at beijing's deportation of the low -end population. when the philippines and indonesia expelled the chinese chinese, beijing, china, was also discharged by china. why do you think that the chinese government has the right to expel low -end population, charge the chinese for free for foreigners, and protect foreigners away from the chinese. why does the chinese government have the right to treat the chinese like such a slave? your chinese government does not treat the people so much, and foreign countries will not even look at your chinese as a person. the chinese have no dignity in their own country. how can i live abroad?",@user-hj7dn5sz7i 商业目的？商业目的就给外国人免费中国人收费？中国政府最他妈的崇洋媚外。要是外国的大桥道路只收中国人的费用，其他人种都免费，那就是赤裸裸的歧视中国人。凭什么中国政府能在中国这么做的理所当然？凭什么中国人在自己的土地上还要低外国人一等？还有飞机，中国飞机满员，肯定不撵外国人下飞机，而是撵中国人下飞机。但是在国外，他们首先保护的是自己的公民，所以先被撵下飞机也是中国人。在国外中国人受欺负也就罢了，在中国，中国人还是受欺负! 中国政府是对中国经济发展做了很多贡献，但是不代表他们能奴化中国人，能不把中国人当人看! 看看北京驱逐低端人口，当菲律宾，印尼驱逐杀虐中国华人的时候，中国北京也在驱逐中国人就差杀虐了。你凭什么认为中国政府有权利驱逐低端人口，对中国人收费对外国人免费，保护外国人撵走中国人。凭什么中国政府有权利如此奴隶般的对待中国人？ 你中国政府都这么不把老百姓当人看，外国就更不把你中国人当人看。中国人在自己国家活的都没有尊严，何谈在国外能活得有尊严？
41368,UgywdgfKiQrgvVEIfVZ4AaABAg,0,4 years ago,"oh, there's a confectionery in china
… no, did you enter japan from china in the first place?","哦，中国有糖果
…不，您首先是从中国进入日本的吗？"
4275,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9V4oLTzkAS7,0,1 year ago,boycott china. don't underestimate indian power. india superpower jai hind,抵制中国。不要低估印度的力量。印度超级大国Jai Hind
42849,Ugw9neKs0wVZnKYItvd4AaABAg,0,4 years ago,two faces of eart . china = heaven .. europe = hell,eart的两个面。中国=天堂..欧洲=地狱
4302,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9ZJ40YnurDj,0,1 year ago,"@hay_bay right, chinese gov pays for everything. china owns everything. china is rich af. the whole world is chinese.",@hay_bay对，中文政府为一切付款。中国拥有一切。中国是丰富的AF。整个世界都是中国人。
4299,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Z5_V_x3AHt,0,1 year ago,@justjite15 my grandparents are farmers in china so i don't need you to tell me what a chinese rural area looks like.,@jutsjite15我的祖父母是中国的农民，所以我不需要你告诉我中国农村地区的样子。
42980,UgxP73KmZcwB8sVj7SJ4AaABAg.8rTBZ1RJD9i8rTpzf3VOcN,0,4 years ago,"these snacks? some for relatives, some for cny gifts to her fans in china's social medial",这些小吃？有些是为亲戚的
4298,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Z5_Pos6vg8,0,1 year ago,"@justjite15 read my previous reply again. i don't know what assumptions you are talking about? all i said was that the video is staged because there's no way a real farmer in china can afford to live like her. but the lifestyle, except the quality of food and decorations, is real.",@justjite15再次阅读我以前的答复。我不知道您在说什么假设？我所说的是，该视频是在上演的，因为中国真正的农民无法像她一样生活。但是，除食物和装饰的质量外，生活方式是真实的。
43044,Ugw9GZs9TOFagMN7TCV4AaABAg.8rSFVREWTcL8uOi_6MIgTJ,0,4 years ago,welcome to china,欢迎来到中国
4294,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9YbnAmlujZK,0,1 year ago,"she hired a few assistants for filming, editing, lighting etc. her earliest video was all done by her self. she earns far more selling her brand of merchandises in china now than youtube. 
also youtube is only one channel whereas she originally posted it on other chinese websites that host videos.","她雇用了一些助手来拍摄，编辑，照明等。她最早的视频都是由自己完成的。现在，她在中国的商品品牌销售要比YouTube的销量要多得多。
另外，YouTube只是一个频道，而她最初将其发布在其他托管视频的中国网站上。"
43112,UgwyyLONsSzI4Iyw90h4AaABAg.8rRKab9BgbJ8rSVUhBVH_V,0,4 years ago,"sichuan province, china.",中国四川省。
43202,UgwV4zyLHE7XeNiCe-d4AaABAg.8rPeCsIL6Dk8rS2uFTBYAF,0,4 years ago,to her fans as cny gift in china's social media,在中国社交媒体上，她的粉丝是CNY礼物
43415,UgxJ8nKKBMTK-Bnlzwd4AaABAg.8rMD8fCdtlf8rMtj-jEmck,0,4 years ago,"sichuan, china.","Sichuan, China."
4287,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9XhRhza6EBi,0,1 year ago,"nope,bro.in chinese village this is what their way to celcbrate lunar new year(the most imporyant day in china)many families will reunite",不，在中国村庄，这是他们去Celcbrate Lunar新年（中国最不可能的一天）的方式，许多家庭将团聚
43438,UgxS-cU3wreGJWZO6Fd4AaABAg.8rM1exKJVYy8rNCTc182pn,0,4 years ago,"yes, you know very well in rural china",是的，你对中国农村非常了解
4265,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9UfxtueSMAP,0,1 year ago,also is a dj a millionaire in china? lol... she was a waitress then learn to dj and shes a millionaire out of that and she got a merchandise already? uhm okay,中国的DJ是百万富翁吗？大声笑...她是一名女服务员，然后学会去DJ并从中获得百万富翁，她已经得到了商品？嗯，好的
3063,UgwNV0X-xETQyj8Z-8F4AaABAg,0,1 year ago,china's food culture is extensive and profound. i love it.,中国的饮食文化是广泛而深刻的。我喜欢它。
43443,UgxS-cU3wreGJWZO6Fd4AaABAg.8rM1exKJVYy8re7cL95yuZ,0,4 years ago,"she even not using youtube, she made video for chinese people, not for the west, maybe u have been to some country side in china, but not all of them are like this. i do not know where u have been to.....you r not even chinese, or read chinese how can people trust ur words about the rural area?",她甚至没有使用YouTube，她为中国人（不在西方）制作了视频，也许您去过中国的某个国家，但并非所有人都这样。我不知道您去哪里.....您甚至都不是中文，或者读中文，人们如何相信您对农村地区的话？
43592,UgzBggbotwWpOGoAZY94AaABAg.8rKSJbedPe-8rPyAfSq8I5,0,4 years ago,"mianyang in sichuan province, china.","Mianyang in Sichuan province, China."
4125,UgyUrXRsMA8pgAIACYd4AaABAg.9Rx3e3xqjGI9bZgnIoO3XY,0,1 year ago,that is what they want you to feel like 's a propoganda channel.. no one can upload stuff on youtube in china without ccp's approval.,这就是他们希望您的感觉
4107,Ugyr6iKmbUQ_hbNwIi54AaABAg,0,1 year ago,i want to go to china now,我现在想去中国
43717,UgxNzJ6PZiQymaiNV3R4AaABAg.8rIvoP8deLE8rXpZtH2FlB,0,4 years ago (edited),china,中国
