,cid,votes,time,含chinese,含chinese中文翻译
26765,UgxXlm2oXxzU9R_YyyZ4AaABAg,0,3 years ago,"too powerful, i am a chinese in korea",太厉害了，我是在韩国的中国人
28844,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g99C--kgavvx,0,3 years ago,"@franzpeters3824 well, there are more chinese speakers than english speakers so what so proud of speaking english, do you know any more language? if you know that much show us something that we don't know. you really think that by knowing english you can go whatever you want and can communicate with all, sorry but in we're i live, madrid, there is not even a signal in english.",@franzpeters3824好吧，有说英语的说话者比说英语如此自豪，您还知道更多语言吗？如果您知道这么多向我们展示了我们不知道的东西。您真的认为，通过了解英语，您可以随心所欲，可以与所有人交流，对不起，但是在我们生活中，马德里，甚至没有英语信号。
26795,UgxnlvpoypD3LY7SMzx4AaABAg,0,3 years ago,"english is really common words in the world, and praise for chinese shows is all english. when can chinese have such influence? intersection i hope that in my lifetime, i can see a day when the people of the world speak chinese!",英语真是世界通用言语， 对中国节目的赞美用的都是英文。 中文什么时候能够拥有这样的影响力？！ 希望在我有生之年能够看到世界人民都说中文的一天！
26799,UgywYqr7u8YrZC2lqWV4AaABAg,0,3 years ago,"hi guys, one question for you. how do you guys understand chinese characters in the video?",嗨，大家好，一个问题要你。你们如何了解视频中的汉字？
28835,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g98nx2Czl4lC,0,3 years ago,i like chinese food,我喜欢中国菜
26841,UgzhNlrDPJDTK1oBTjB4AaABAg,0,3 years ago,"li ziyi immigrate, the chinese government does not love you for hundreds and one billion is their chives",李子柒移民吧 中国政府不爱你 十几亿都是他们的韭菜
28813,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g982vN63gv2e,0,3 years ago,@franzpeters3824 so i guess you can speak proper chinese?,@franzpeters3824所以我想你会说适当的中文吗？
26853,UgwPsqh0UqLzFY5BOH54AaABAg.8ykfGM6g53_8ylIKFpH9G-,0,3 years ago,official chinese,官式中文
28852,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g99ZNK1vZ5Bj,0,3 years ago,"franz peters yeah, my reply also goes to those who upvoted franz peters. why do you oxgen wasting meat even come in here if you don't like it. she may not be able to speak english fluently. she can speak mandarin, and the local dialect, which one can you cowards speak? or, you wanna challange me, too. because i am also a chinese? how about latin, i as a chinese can speak latin fluently, can you? i can speak english, your language, fluently, can you speak mine, or any other? don't be a coward.",弗朗兹·彼得斯（Franz Peters）是的，我的答复也向那些投票给弗朗兹·彼得斯（Franz Peters）的人。如果您不喜欢的话，为什么浪费牛甚至来这里。她可能无法说流利的英语。她可以说普通话和当地的方言，你可以说哪一个说话？或者，你也想挑战我。因为我也是中国人？拉丁语呢，我作为中国人会流利地说拉丁语，可以吗？我可以说英语，您的语言，流利的，您会说我的还是其他人？不要成为胆小鬼。
28807,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97tHW-lM45q,0,3 years ago,"franz peters 
can you speak chinese?","弗朗兹·彼得斯
你能说中文吗？"
26923,Ugym55T35Atfpyp2U9d4AaABAg,0,3 years ago,as a chinese proud of you,作为一个中国人为你自豪
28768,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96voQ25xqY8,0,3 years ago,@franzpeters3824 it is mandatory to speak english? why you don't learn chinese?,@franzpeters3824必须说英语吗？为什么您不学习中文？
27033,UgwGlXbdzgnihHJfG094AaABAg.8yixt2ZyQb28ypgK0yyjZx,0,3 years ago,"tell me please. when you say ""there,"" do you mean to say there is a region in china this pretty, so clean, very natural, lacking congested roads and filled with fresh air? i don't see her using plastics or wearing disposable clothing. her skin is white and clear. her world is too nice. not even martha stewart could present like this and ms. 
stewart had a team of helpers off camera. tell me this is very real. i would love to go to china and live like that. i don't care about religion and could give up discussing politics for that lifestyle. of course, it would take me a few years to learn the basics of chinese language.","请告诉我。当您说“那里”时，您是说中国有一个美丽，如此干净，非常自然的，缺乏拥挤的道路并且充满新鲜空气的地区？我看不到她使用塑料或穿着一次性服装。她的皮肤是白色的。她的世界太好了。甚至玛莎·斯图尔特（Martha Stewart）也无法像这样呈现。
斯图尔特（Stewart）有一个助手团队。告诉我这是非常真实的。我很想去中国生活。我不在乎宗教，可以放弃讨论这种生活方式的政治。当然，我花了几年的时间才能学习中文的基础知识。"
28750,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96OcybbK1vi,0,3 years ago,franz peters she’s chinese why would she speak english at all......,弗朗兹·彼得斯（Franz Peters）她是中国人，为什么她会说英语……
27034,UgwGlXbdzgnihHJfG094AaABAg.8yixt2ZyQb28ypjGtgGJbr,0,3 years ago,@melissabrownapt215 chinese food is healthier than american food. more vegetables.,@melissabrownapt215中国食品比美国食品更健康。更多蔬菜。
28747,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96HJlJcgZ5G,0,3 years ago,it s not chinese daily life,不是中国的日常生活
26727,UgyoRMW1Pa4O68IsejV4AaABAg,0,3 years ago,chinese people are so talented,中国人是如此有才华
28869,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9AFeVrxsYZA,0,2 years ago,"@meznaouirabie5110 i know her company and how chinese vlog earn money. she's not the only one but she might be the first i think. download some chinese app, you found a lot. i do have the phone number of her company, and she was denied in the beginning, someone going to sue, she said yes i have company. but many other reasons not liar.",@meznaouirabie5110我知道她的公司以及中国视频博客如何赚钱。她不是唯一的人，但她可能是我认为的第一个。下载一些中文应用程序，您发现了很多。我确实有她公司的电话号码，她一开始就被拒绝了，有人要起诉，她说是的，我有公司。但是其他许多原因不是骗子。
28738,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g95lK3nWFiNm,0,3 years ago,"@franzpeters3824
keyboard man

keyboard man

keyboard warrior, why does she needing spey? stupid. can you speak chinese?","@franzpeters3824 
键盘侠

键盘侠

Keyboard Warrior，Why does she need speak english? stupid. Can you speak chinese？"
26461,UgzODUlH-UCpp64jfbR4AaABAg.8yp4ZK33Ts98ywIIgCRhoL,0,3 years ago,catch a chinese alive,活捉一个中国人
29010,Ugwp7_NKX-GP7LTaWnJ4AaABAg.8yY1Kq5XYC78ydVzD7P1cj,0,3 years ago,"lee song the region she is from is in northern china, i believe it snows. northern chinese can eat really spicy food because they help keep them warm.",Lee Song她来自中国北部的地区，我相信它会下雪。北方中国人可以吃真正的辛辣食物，因为它们可以帮助它们保持温暖。
26011,Ugxbg2eAe8_IhFB2Kkt4AaABAg,0,3 years ago,to eat chinese is your ancestor.,论吃饭中国人是你们祖宗。
26044,UgxFHPXgMgKSV3Y9y7h4AaABAg,0,3 years ago,chinese food is very attractive,中国菜很有吸引力
29004,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9Jd9LuKCnlX,0,2 years ago,@franzpeters3824 excuse me!! who are you to judge someone....what is your talent?? she can't speak english properly right? can you speak chinese?? no one is perfect in this world... it's easy to judge someone but it's harder to understand....if you don't like her video than please don't watch but at least don't spread hate to her here....,@franzpeters3824对不起！你是谁评判某人。...你的才华是什么？她说英语不能正确吗？你能说中文吗？在这个世界上，没有人是完美的...判断某人很容易，但是很难理解。...如果您不喜欢她的视频，请不要看，但至少不要在这里向她传播仇恨。 ...
26175,Ugzfs4DV-0P0hC9A0UV4AaABAg,0,3 years ago,it's so troublesome to make a bowl of unhealthy food chinese people's eating habits are really no wonder no wonder a lot of cardiovascular and cerebrovascular diseases,如此麻烦做了一碗不健康的食物 国人饮食习惯真的不咋地 怪不得心脑血管疾病这么多
28983,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9EfA_hk-WS1,0,2 years ago,"@franzpeters3824 its funny why not learn chinese, a third of the world speaks it. lol",@franzpeters3824有趣的是，为什么不学习中文，世界三分之一说这呢？哈哈
26292,UgzZGhD73gkfdOa7u7l4AaABAg,0,3 years ago,why indians and chinese have similar taste?,为什么印第安人和中国人有类似的味道？
26521,UgymyEvYpLbA7_zw6qR4AaABAg,0,3 years ago,thank you li ziyi for promoting the chinese culture,感谢李子柒把中华文化发扬光大
26637,UgzSGLDWRorvSo6S4FJ4AaABAg,0,3 years ago,everything is fine but too much oil in every dish..i heard that chinese and japanese people eat most things boiled..is it tru?,一切都很好，但是每道菜都太多了。.我听说中国和日本人吃了大多数东西煮沸了。
28925,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9Bw-B1l5-WN,0,2 years ago,@franzpeters3824 can you speak chinese? can you go to the forest and bring all the ingredients without any fear of the insects? nope.,@franzpeters3824你会说中文吗？您可以去森林并带上所有成分，而不必担心昆虫吗？没有。
28924,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9Bn3qPB0O5K,0,2 years ago,@franzpeters3824 and u don't even speak chinese,@franzpeters3824，你甚至不会说中文
28883,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9A_j0dz0rTT,0,2 years ago,franz peters you don't even speak chinese,弗朗兹·彼得斯（Franz Peters）你甚至不会说中文
28878,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9ANTVxRsU_o,0,2 years ago,@fafa-rd4wx i like chinese culture but i don't know if they live like that,@fafa-rd4wx我喜欢中国文化，但我不知道他们是否这样生活
28877,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9AKSHeQ5Vdk,0,2 years ago,"“she can’t even speak proper english”, said a most possibly native speaker to a diligent,
creative and successful chinese you-tuber. the most hilarious thing i’ve heard about lol","“她甚至不能说适当的英语”
创造性和成功的中国人。我听说过的最热闹的事情"
26536,UgzMI-Ql_VMecR9dVXp4AaABAg,0,3 years ago,"as a chinese, i am proud of you!",作为中国人，我为你感到骄傲！
26538,UgyXEVupZcdAiLl4C_B4AaABAg,0,3 years ago,"chinese foods are just beyond my thought.
looks delicious but i never wish to eat this. nothing can compete indian foods","中国食品超出了我的想法。
看起来很美味，但我永远不想吃这个。没有什么可以竞争印度食品"
27055,UgzHBuFon3Yg8BYAKd94AaABAg,0,3 years ago,"seeing the last one from the first video, it can spread chinese culture abroad. it is really great. come on liziqi",从第一个视频看到最后一个，能把中国文化传播到国外，真的很棒
28724,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g94SkP9vlBZB,0,3 years ago,"@franzpeters3824 yeah we all know you don't speak chinese either to make videos, she worth more than you for not speaking english at all lol i bet.",@franzpeters3824是的，我们都知道你也不会说中文来制作视频，她比你说的完全不说英语，大声笑我敢打赌。
30693,UgzjMsvHnlpIEs_rSlh4AaABAg,0,3 years ago,chinese kimchi,中国泡菜
28436,UgyQLjGbIGASdSfmPRZ4AaABAg.8yYULkbmkuP8yYYdyX9gyx,0,3 years ago,"@gla41904 yes! interestingly, giant pandas only understand sichuan accent rather than mandarin chinese",@gla41904是的！有趣的是，巨型熊猫只能理解四川口音，而不是普通话中文
27741,Ugyy5Tp3YCN_Dp5mtx94AaABAg,0,3 years ago,i want to be a chinese wife ..... thai lan,我想成为一个中国妻子.....泰国局
27859,UgxlpUkHwaU8Wl9ybsZ4AaABAg,0,3 years ago,she is the best chinese girl,她是最好的中国女孩
28441,UgwfgOIwlyv3TRYa-0V4AaABAg.8yYPuKLP80I8yaQfW_z6Bc,0,3 years ago,"i guess 80% of chinese can't understand what they are saying due to their local accent, for example, at 1:13, liziqi said: ""look, this bamboo shoot (size) is bigger than my head"", ...",我猜80％的中国人因当地口音而无法理解他们在说什么，例如，1：13，利兹奇说：“看，这张竹脚（大小）比我的头大”，...
28001,UgyeFOrBRQd_O6N6W-54AaABAg,0,3 years ago,thank you so much for the translation of the ingredients! and the humor too :=) you have inspired me to cook and grow and incorporate chinese traditions into our lives.,非常感谢您的成分翻译！而且幽默也是如此：=）您启发了我做饭，成长，并将中国传统融入我们的生活中。
28019,UgxmkRORyCw-XZnLjnl4AaABAg,0,3 years ago,"i found a video of li ziqi being interviewed. if you are interested, you can see it, but it is chinese.https://www.youtube.com/watch?v=kvmgatmn9uq",我发现了一个接受采访的李齐（Li Ziqi）的视频。如果您有兴趣，可以看到它，但是它是中文。
28073,UgyJ_IKdW66sgG4BQuF4AaABAg,0,3 years ago,she looks more like vietnamese sister than chinese sister ^^: ***,她看起来更像越南姐妹，而不是中国姐妹^^：***
28096,UgxU3Z6AyFBfr99osbt4AaABAg,0,3 years ago,i ate the fried bamboo shoots of the chilled meat of the chinese r. very delicious,我吃了中国人冰冷的肉的炸竹芽。非常美味
28424,Ugy9FZTNho70WiwstmJ4AaABAg,0,3 years ago,love her sm... but i’m american... (even though i’m also half chinese)... and i like visibly flinched when she salted those poor snail. is this a culture thing lol?,爱她的SM ...但是我是美国人...（即使我也是一半中文）...而且当她腌制那些可怜的蜗牛时，我很喜欢很畏缩。这是文化的东西吗？
