,cid,votes,含chinese,含chinese中文翻译
16371,UgzBycKSOu7vNkvnqgJ4AaABAg.98itu7d8Aho99Jv_-VWY8c,0,you are speaking chinese yes you are using google translate,您在说中文是的，您正在使用Google Translate
16353,Ugzylw5BUa02y0LoDuV4AaABAg,0,what do i know in this wife chinese now,我现在在这个妻子中国人知道什么
16277,Ugzoyw4DGUySnXmRSj54AaABAg.98oBeRSWo2S99Nj_WcvM24,0,yeah all the things are real. she was a poor chinese girl without parents or higher education,是的，所有的事情都是真实的。她是一个没有父母或高等教育的可怜的中国女孩
16261,Ugz2BJrbqZArV99Emqt4AaABAg,0,the art of chinese food,中国菜的艺术
16223,UgxzVDmM9nuh0lp1aTp4AaABAg,0,if all chinese like this maybe we life in the peace world now:( no corona,如果所有中国人都这样，也许我们现在在和平世界中生活:(没有电晕
16103,UgzIp_7stS-vRNTeiEN4AaABAg,0,i think to chinese food is dog and bat cat but now ilike the chinese food,我认为中国菜是狗和蝙蝠猫，但现在ilkike the中国菜
16079,UgzfUqZMZ0WP_EBlvA14AaABAg,0,subscribed to her after watching her video how she grow her own cotton to make her grandma a mattress! this video made me realize she's the supplier of chinese snacks. lol. i love her!,观看了她的视频后，她订阅了她如何种自己的棉花，使奶奶成为床垫！这段视频使我意识到她是中国小吃的供应商。哈哈。我爱她！
16062,Ugw9KPxs74U_HV0CQJR4AaABAg.98xohFcpx5t99Ni3ox99d6,0,no it's a real poor chinese girl who has lost her parents and her grandpa. she doesn't get enough education and can't get a good job so she do all the things on her own. these things are her daily life,不，这是一个真正的可怜的中国女孩，她失去了父母和爷爷。她没有得到足够的教育，也无法得到一份好工作，所以她自己做所有的事情。这些事情是她的日常生活
16039,UgxsMr_gWLbwo7HrS3J4AaABAg,0,"it will be delicious, so there are a lot of chinese words",很美味，所以有很多中文单词
16035,Ugz25HRbIVdt-a9e_wF4AaABAg.99-Kb-nOxhV995BIZ599V8,0,its chinese,它的中国人
16017,UgyIDmBrNZDTdc2csuJ4AaABAg,0,is it a chinese version of little forest?,这是中文的小森林吗？
15966,UgypeJ3NP-ZQxytiRNN4AaABAg.9937LdsJDUY99Nh9yar7T9,0,"hhh you could speak english next time, most chinese people will understand.i'm a chinese and i think your translation by google is a little strange. i can't understand the last two sentences.",hhh，下次您会说英语，大多数中国人都会理解。我是中文，我认为您的谷歌翻译有些奇怪。我无法理解最后两个句子。
15870,UgxoqzNo_A5aCLhTDP14AaABAg,0,chinese sister is so cute and cute. this girl is also very hard.,中国姐姐是如此可爱。这个女孩也很难。
15863,Ugy_YQd94eT4gGhLTCd4AaABAg,0,you spread chinese culture. it seems very comfortable.,您传播了中国文化。看起来很舒服。
15848,UgztKBsneyhabp-pNlp4AaABAg,0,love the channel from vietnam. i saw that candy in some chinese films. love so much.,喜欢越南的频道。我在一些中国电影中看到了糖果。如此深爱。
14429,Ugz-oX6Bs6zIAaxYwqV4AaABAg,0,chinese pride,中国骄傲
14297,UgyxvJ51L2gFITvvJZ14AaABAg.9ArBOCArBU69AtCdtjiTpa,0,@rinnonoval think about it.if so strict and not easy? why so many chinese on youtube? do not believe west media told you,@rinnonoval考虑一下。如果这么严格而不容易？为什么在YouTube上这么多中文？不相信西媒体告诉你
14155,UgypjdK0I6C3dzwv7wZ4AaABAg,0,"i respect the chinese. very hardworking people. they work in the literal sense from sunset to dawn and do not complain of life, on power, about the gods. well done.",我尊重中国人。非常勤奋的人。他们从日落到黎明的字面意义上工作，不要抱怨生命，权力和众神。做得好。
14113,UgwmiwWx1uw_Mxmer2J4AaABAg.9B29OxLKiPX9B2AUkC7v37,0,grn_ appls7 the description says the chinese spring festival if that helps.,grn_ appls7描述说中国春节是否有帮助。
12998,Ugx4Cs0AG7mReuFECUF4AaABAg,0,she is amazing! she's th chinese martha stewart,她很棒！她是中国玛莎·斯图尔特
12886,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9E0W2tPVE8U,0,"martisha kryll no, but not all chinese people eat dogs. a select few do. for example, should i judge all americans based on the fact that some are racist.",Martisha Kryll不，但并非所有中国人都在吃狗。精选的几个。例如，我应该根据一些种族主义者来判断所有美国人。
12877,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9DWHFisQvn1,0,martisha kryll chinese people we dont fucking do that,Martisha Kryll中国人我们不他妈的那样做
12815,UgwUnEN-Go-FgGLcTM94AaABAg,0,i love to watch your videos and got encourage to cook some special chinese dish.,我喜欢看您的视频，并鼓励烹饪一些特殊的中国菜。
12728,Ugz57VevqkRYCB2J4-t4AaABAg,0,"dear miracle chinese girl, we love you very much, you are a miracle, please translate what you call into russian so that we can understand. thanks. ❤❤❤ ❤",亲爱的奇迹中国女孩，我们非常爱你，你是一个奇迹，请将您所说的翻译成俄语，以便我们理解。谢谢。❤❤❤
12686,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9EcgdCOn3oG,0,@aqk-ry5zn plus religious prosecutions. the chinese nationalist faught the japanese during ww2 with help of americans while the communists hid behind the hills. read about it with open mind.,@aqk-ry5zn加上宗教起诉。中国民族主义者在第二次世界大战期间在美国人的帮助下围着日本人，而共产党躲在山丘后面。用开放的心灵阅读它。
12669,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9E6Xvn8JU9z,0,"@aqk-ry5zn for your information, i can't agree with you at all. as i am a chinese, my country and i are integrated, without my country then there will not be me. people just see what they want to see, so did the government. for all the negative things you said towards chinese government, could i merely ask you one question, that is ,where are your informations from? people always view things on layer instead finding out the truth behind it. hence, as i see, lies, bias and disinformation are fulling in what you called truth. have you you ever seen the truth by yourself? have you ever experienced all above by yourself? for those words from what we chinese people called secessionists said on purpose are really worth trusting in? you know what, that's exactly how they use western social media as their weapons to attack us and misguide the direction of public opinions towards chinese government as well as chinese people.because they knew well that chinese people prefer using their own social media applications to these western social media applications and won't come to these foreign platforms quite often. therefore what those secessionists said here won't be seen or known to most chinese people. they're using of this gap to declare that they're telling the truth to the world. how cunning they are. of course what i said solely stand for myself and one more thing i would like to tell is that most chinese people like my family members are implicit and practical, they believe deeply that time will tell the truth and actions speak louder than words. now they are merely doing what they can do and wait silently till the day truth uncovered. the same way goes to our chinese government. nevertheless, i figured it's way more necessary to speak for us sometime. for some people ,especially those who never really get to know about chines people or chinese government will be cheated by those lies.",@aqk-ry5zn获取您的信息，我根本不同意您的看法。由于我是中国人，我和我的国家都融合了，没有我的国家，就不会有我。人们只是看到他们想看的东西，政府也是如此。对于您对中国政府所说的所有负面言论，我可以问您一个问题，也就是说，您的信息在哪里？人们总是在一层中查看事物，而是找出背后的真相。因此，正如我所看到的，谎言，偏见和虚假信息在您所谓的真理中充满了。您是否曾经自己看过真相？您是否曾经自己经历过上面的所有体验？对于我们所谓的分裂主义者说的话，有目的的话真的值得信任吗？您知道什么，这正是他们如何使用西方社交媒体作为武器来攻击我们，并误导了公众对中国政府以及中国人的舆论方向。西方社交媒体的应用，不会经常来到这些外国平台。因此，这些分裂主义者在这里所说的话不会被大多数中国人看到或知道。他们正在利用这一差距来宣布他们正在向世界讲真话。他们有多狡猾。当然，我说的只是代表自己，我想说的另一件事是，大多数像我的家人这样的中国人都是隐性和实用的，他们深信，时间会说出的真相和行动比言语胜过。现在，他们只是在做自己可以做的事情，并默默地等到今天真相。我们的中国政府也是如此。尽管如此，我认为在某个时候为我们讲话是更必要的。对于某些人来说，尤其是那些从未真正了解中国人或中国政府的人会被这些谎言所欺骗。
12664,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9DmVyFYemEj,0,vishal bandi but most chinese people have positive feelings about the gov ...(not saying 100% all the time) we actually want people from other counties to know that the government we are defending is not evil,维沙尔·班迪（Vishal Bandi），但大多数中国人对政府都有积极的感觉……（并非总是100％）我们实际上希望其他县的人们知道我们捍卫的政府不是邪恶的
12655,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D_8vQTFUO4,0,sandou3 i agree with you even though i am chinese,sandou3我同意你的看法，即使我是中国人
12636,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D42ClgkGTg,0,dillon chohan who is the we u mentioned because i’ve seen many physical and verbal attacks on chinese people,我们提到的狄龙·乔汉（Dillon Chohan）是因为我看到了许多对中国人的身体和口头攻击
12558,UgzJtOgotPTOnL3k7q54AaABAg,0,your chinese or japanese,你的中国或日本
12442,UgzvngKrRPygWDpppeB4AaABAg,0,chinese's snow white... so peaceful,中国白雪公主...如此宁静
12342,UgzgejQAkl8jG5JOhVt4AaABAg,0,"hello, i do n’t know who you are, but do n’t be delicious after you make snacks. i want to see your videos today, as if you still do you eat. do you add me? are you chinese or who?",你好，不知道你是谁，可是你做的点心之后别好吃，我是想先生今天能看见你的视频的话，好像还是你做的那些吃的你做。你们加上我吗？你是中国人还是什么人？
12327,UgyTNf2P7HXU7T2vTPh4AaABAg,0,"can you teach me how do you reduce it? that sugar gourd is also made of sugar, but those you cook or sell it on the boxes you cook, i don't know. i don't know who you are, you are chinese or don't bring people.",你可以教教我你怎么做减轻了吗？那个糖葫芦也是用糖做的，可是你们那些做饭的那些盒子上不吃还是卖出来呀，我不知道。我不知道你什么人，你是中国人还是别带人啊。
12131,Ugx6hJ6gRNyP7Dr-YAB4AaABAg,0,"excellent, in the begining i was thinking since it is chinese, it would be dried cockroach penis topped on monkey anus and seasoned by shark semen",太好了，在开始时，我一直在想，因为它是中国
