,cid,votes,含good,含good中文翻译
18281,Ugz0HSm7t2DGvsE_jfR4AaABAg.92XiLDl10e_92ito4FPJ3S,0,@vh8822 good,@vh8822 好样的
18266,Ugy44O7Hhcs3XMOU-qh4AaABAg,0,bamboo is sooooo good and you just go pick it up like and here it's so expensive :( i don't even know how people could survive at these areas there's nothing else to eat besides some berries and mushrooms on fall. over there you have nature providing you everything.,竹子很好，你只是去捡起它，这里太贵了:(我什至不知道人们在这些地区如何生存，除了秋天，除了一些浆果和蘑菇外，别无其他。为您提供一切。
5129,UgyfMgBBr5vfj1FzjjZ4AaABAg,0,"11 benefits of bamboo shoots which turned out to have an extraordinary impact on health

bamboo shoots, in latin, are called dendrocalamus asper, are one of the food ingredients that we often encounter in indonesian cuisine. besides being made vegetables, bamboo shoots are also often made stuffing spring rolls.
hard bamboo shoots on the outside and soft, rather sweet and crisp inside. for centuries the asian people have processed it into various preparations.
according to research, bamboo shoots contain antioxidants, vitamins, minerals, fiber, protein, and low fat content.
fresh bamboo shoots have a large amount of vitamins a, b6, c, and e and calcium, potassium, niacin, iron, folate, copper, zinc, selenium, manganese, magnesium, phosphorus, and thiamine.
bamboo shoots also contain phytochemicals such as lignans and phenolic acids which have anti-cancer, anti-bacterial and anti-inflammatory effects.
bamboo shoots can be added to soup, dumplings, stir -fry, stews, and salads. bamboo shoots can be boiled and used in various dishes, can be served as a vegetable ingredient. we can also consume delicious pickles made from bamboo shoots.

this plant was not only delicious but also rich in benefits as summarized from the health line and digest;

1. low sugar
the amount of sugar found in bamboo shoots is about 2.5 grams per 100 grams. the amount is lower than the sugar content found in fruits and vegetables. thus bamboo shoots are good for diabetics.

2. source of protein
a thousand grams of bamboo shoots have about 2 to 2.5 grams of protein. the protein found in bamboo shoots consists of seventeen essential amino acids and two semi-essential amino acids.
protein is good for repairing cells and building, as well as maintaining body tissues. the amount of protein absorbed by the body for maintenance, depends on health conditions.
for example, people are undergoing recovery after surgery and accidents, requires higher protein intake than ordinary people. in addition, greater amounts of protein are also needed when sick, as well as for pregnant and breastfeeding women.

3. rich in vitamins and minerals
who would have thought if bamboo shoots turned out to be rich in vitamins and minerals you know. bamboo shoots contain vitamins such as vitamin a, vitamin b6, vitamin e, thiamine, riboflavin, niacin, folic acid and pantothenic acid.
then the minerals found in bamboo shoots include calcium, magnesium, phosphorus, potassium, sodium, zinc, copper, manganese, selenium and iron.

4. high fiber
bamboo shoots are also rich in fiber. the amount of food fiber contained in bamboo shoots is around 6-8 grams per 100 grams.
eating bamboo shoots can help improve the quality of intestinal movements that are healthier, so that we keep us protected from intestinal problems.

5. stimulates food lust
cellulose high bamboo shoots that can stimulate appetite. the taste and texture of bamboo shoots also makes it can be an appetizer.

6. control cholesterol
research conducted by washington state university shows that bamboo shoots have a beneficial effect on cholesterol, lipids and intestinal function.

7. strengthening the immune system
vitamins and minerals found in bamboo shoots can help improve the immune system.

8. regulates high blood pressure
because of its high level of potassium, bamboo shoots can help reduce blood pressure levels.
the study also found that potassium in bamboo shoots can strengthen our heartbeat, thereby improving heart health. a portion of bamboo shoots can give us one fifth of the recommended daily amount of potassium.
bamboo shoots contain lots of potassium. potassium can act as an electrolyte, and is also very good for lowering and maintaining blood pressure.

9. contains anticancer properties
this plant contains pitosterol which has effective anti-cancer properties that are effective against gastric cancer, lung cancer, breast cancer, and ovarian cancer.
flavones, chlorophyll, and amylase found in bamboo shoots are called phytosterols. in addition, bamboo shoots can also reduce the risk of colon or colorectal cancer.
this is according to a research paper published by vivek sharma and nirmala chongtham.
bamboo shoots also have antioxidant phenolic compounds that are preventive of cancer.

10. helps treat menstrual / menstrual problems
regular bamboo shoots can help various reproductive health problems in women.
this can help treat irregular menstrual cycles, infertility problems, and reduce labor pain and prevent too much blood loss after childbirth.

11. prevent respiratory problems
to use it in cases of respiratory disorders, we need to make bamboo shoots by boiling it twice.
the first stew for 5 minutes is followed by a second boil for about 10 minutes. for the best results, drink this water with honey.","11竹芽的好处，结果对健康产生了极大的影响

拉丁语中的竹芽被称为树突状阿斯伯，是我们在印尼美食中经常遇到的食品成分之一。除了制作蔬菜外，还经常制作梳子。
外面的硬竹芽，内部柔软，柔软，甜美而脆。几个世纪以来，亚洲人民将其处理为各种准备。
根据研究，竹芽含有抗氧化剂，维生素，矿物质，纤维，蛋白质和低脂肪含量。
新鲜的竹芽具有大量的维生素A，B6，C和E和钙，钾，烟酸，铁，叶酸，铜，锌，硒，硒，锰，镁，磷，磷和硫胺素。
竹芽还含有具有抗癌，抗细菌和抗炎作用的木糖和酚酸等植物化学物质。
可以将竹芽添加到汤，饺子，搅拌，炖菜和沙拉中。可以将竹芽煮沸并在各种菜肴中使用，可以用作蔬菜成分。我们还可以食用用竹芽制成的美味泡菜。

正如从健康线和消化中总结的那样，这种植物不仅很美味，而且还富裕。

1.低糖
竹芽中发现的糖量约为每100克2.5克。该量低于水果和蔬菜中发现的糖含量。因此，竹芽对糖尿病患者有益。

2.蛋白质来源
一千克的竹芽有大约2至2.5克蛋白质。竹芽中发现的蛋白质由十七个必需氨基酸和两个半必需氨基酸组成。
蛋白质非常适合修复细胞和建筑物以及维持身体组织。人体吸收的蛋白质量取决于健康状况。
例如，在手术和事故发生后，人们正在接受康复，需要比普通百姓更高的蛋白质摄入量。此外，生病以及孕妇和母乳喂养的妇女还需要更多的蛋白质。

3.富含维生素和矿物质
谁会想到竹芽是否富含您知道的维生素和矿物质。竹芽含有维生素A，例如维生素A，维生素B6，维生素E，硫胺素，核黄素，烟酸，叶酸和泛酸。
然后在竹芽中发现的矿物质包括钙，镁，磷，钾，钠，锌，铜，锰，硒和铁。

4.高纤维
竹芽也富含纤维。竹芽中含有的食物纤维量约为每100克6-8克。
吃竹芽可以帮助提高更健康的肠道运动的质量，从而使我们免受肠道问题的保护。

5.刺激食物欲望
纤维素高竹芽可以刺激食欲。竹芽的味道和质地也使它成为开胃菜。

6.控制胆固醇
华盛顿州立大学进行的研究表明，竹芽对胆固醇，脂质和肠功能具有有益的作用。

7.增强免疫系统
在竹芽中发现的维生素和矿物质可以帮助改善免疫系统。

8.调节高血压
由于其高水平的钾芽可以帮助降低血压水平。
该研究还发现，竹芽中的钾可以增强我们的心跳，从而改善心脏健康。一部分竹芽可以为我们提供建议的每日钾含量的五分之一。
竹芽中含有大量钾。钾可以充当电解质，也非常适合降低和维持血压。

9.包含抗癌特性
该植物中含有硫醇，具有有效的抗癌特性，可有效抗胃癌，肺癌，乳腺癌和卵巢癌。
在竹芽中发现的黄酮，叶绿素和淀粉酶称为植物固醇。此外，竹芽还可以降低结肠癌或结肠直肠癌的风险。
根据Vivek Sharma和Nirmala Chongtham发表的研究论文。
竹芽还具有预防癌症的抗氧化剂酚类化合物。

10.有助于治疗月经 /月经问题
定期的竹芽可以帮助女性的各种生殖健康问题。
这可以帮助治疗不规则的月经周期，不育问题，减轻劳动疼痛，并防止分娩后过多失血。

11.预防呼吸系统问题
要在呼吸系统疾病的情况下使用它，我们需要通过将其煮沸两次来进行竹芽。
第一次炖煮5分钟，然后再煮沸约10分钟。为了获得最佳效果，请与蜂蜜一起喝这种水。"
5167,UgyVVsLx7nZ2JLun1MN4AaABAg,0,i'm not sure. he will answer us. this is the clip because the house view is pretty good.,我不确定。他会回答我们。这是剪辑，因为房屋的视野非常好。
5211,Ugz8aBLB1hTfTw6AjI14AaABAg,0,hello my love good morning little beautiful my oriental princess you are very hardworking and you deserve the best,你好，我的爱早安小美丽我的东方公主你很努力，你应该得到最好的
19494,Ugzfm4tRhzPIEezIZo54AaABAg,0,her food always looks really good!! i’m jealous,她的食物总是看起来很好！我嫉妒
4620,Ugwyq_dTa0owr8qWMNJ4AaABAg,0,spertnyah akuh may not be able to become a good person if nothing i can do.,如果我无能为力，Spertnyah Akuh可能无法成为一个好人。
4615,UgxSlzO1emqqdFvTwOJ4AaABAg,0,good i like,好我喜欢
20518,UgzVY-j68BeWoyNUPwR4AaABAg,0,"his house is truly good, with a hammer.",他的房子真的很好，有锤子。
20563,UgyweKk-CiJXHiofQU54AaABAg,0,"i stand with cameraman and editor.
goodjob.","我与摄影师和编辑站在一起。
好工作。"
20559,UgyJpwpbnLmkTrloPy94AaABAg,0,very good,非常好
20547,UgxrNucKncgbrBnZejZ4AaABAg,0,good morning,早上好
20546,UgwazUdf2Zh9EaQoF2Z4AaABAg,0,wow so good,哇这么好
20543,Ugztk8c5d6vTzUGBwyV4AaABAg,0,i'm so good,我很好
20527,UgwPfM0ApDnNOKSv-ph4AaABAg,0,good video,好视频
20522,UgyctBZb2S-PzqILOuR4AaABAg,0,lab tao is good. very tasty.,实验室很好。非常好吃。
20521,UgxcjXNBdzV72mzX1AR4AaABAg,0,zhen de hen li hai. verry good,zhen de hen li hai. verry good
20513,Ugy1zhvE_Yq6gHDkxTF4AaABAg,0,i wish i had a good wife,我希望我有一个好妻子
19560,Ugz7Q1JeCfwvuS81r3x4AaABAg,0,"what a beautiful place, a good and beautiful girl. can you tell me where is this?",好美好美的地方，好能干又美丽的姑娘。能告诉我这是在哪里吗？
20503,UgzTtBfM6oVeC6D3kwF4AaABAg,0,"vietsub does not seriously translate at all? for a big channel and serious video like v, vietsub kept joking in it, it was not good at all, joking 1 2 was fine and this sub -eyes, joking",Vietsub根本不会认真翻译？对于像V这样的大频道和严肃的视频，Vietsub一直在开玩笑，这根本不好
