,cid,votes,time,含feel,含feel中文翻译
16230,UgzAaAML9y3kP2s-h5J4AaABAg,0,3 years ago,"what have i discovered, a crazy new place called hell on earth, really meaning heaven on earth.



this ladie, really knows how to live her life and take care of her grandma, dang bruh, these kids'l kill a bitch rather than taking some god damn, fucking leaves.



this ladie, is just so fucking dope bruh, i'm smacked, i've been smacked all day. ""ay bruh, what more can a man ask for"", you feel me.







but man, rip [juice wrld] - bruh, i wish u were still here, i was tryna hangout wit u, one day cuz ,'




nah, yeah, nd rip [xxxtentacion] - i hope hes doing good up in heaven, . they all died way too young and way before their time. some doing things that could've just been prevented.




but yeah bruh, i'm smacked, and i hope you have a good night.","我发现了什么，这个疯狂的新地方叫做地狱，确实意味着地球上的天堂。



这位女士，真的知道如何过上她的生活，并照顾她的祖母，Dang Bruh，这些孩子杀死了一个bit子，而不是拿起该死的神，他妈的叶子。



这个女士，真是太他妈的涂料了，我被打了，我整天都被打了。 “嗯，一个人还能要求什么”，你感觉到我。







但是，伙计，rip [juice wrld] - 布鲁，我希望你还在这里，我是tryna gotnagout wit u，有一天，因为




不，是的，nd rip [xxxtentacion] - 我希望他在天堂做得好。他们都死了太年轻，而且在他们的时间之前。有些人在做可以预防的事情。




但是，是的，布鲁，我被打了，希望你过夜。"
5548,UgxEobZ5nbWDPcY4Ic94AaABAg,0,2 years ago,"i don't know why i recommend her video to me. i have never paid attention to her or clicked on any video related to her, and i also particularly dislike this feeling of work. the leisure and hype of guiyuan tianju are completely antonyms. you, you have defiled the spirit of the spirit that the seclusion brings to me. instead, i hate this vlog.",我不知道为什么会给我推荐她的视频我也从来没关注过她或者点击过任何和她有关的视频，而且我还特别反感这种做作的感觉。归园田居的闲适和炒作完全是反义词，你，玷污了隐居给我带来的精神上遐想的惬意感反而让我更厌恶这种造作的VLOG。
15992,Ugw3auJW6P_MTs_yRr94AaABAg,0,3 years ago,"those who say that there is no such beautiful place in china, the video is edited by the studio, and that only people who have not been to china believe it. you can only lie on youtube, china's beautiful place not only liziqi' home, there are many places you have not been to and have not seen, i feel sad for you, you have never seen the beautiful world.",那些说在中国没有如此美丽的地方的人，该视频是由工作室编辑的，只有那些没有去过中国的人才相信这一点。您只能躺在YouTube上，中国美丽的地方不仅是Liziqi的家，而且有很多您从未去过和没有见过的地方，我为您感到难过，您从未见过美丽的世界。
17394,Ugz8T1nA488W1HpASBR4AaABAg,0,3 years ago,i feel healthy just by watching this..,我只是通过看这个就感到健康。
5298,UgznyXN_TJglRMqndWB4AaABAg,0,2 years ago,cute girl with lovey nature when i see like that feel so fresh,当我看到那样新鲜的可爱女孩，​​有爱的天性
17538,UgxM78bP3-zAgnwfrPR4AaABAg,0,3 years ago (edited),"ziqi is making great videos. she spreads to the world a great way of living. but there are dislikes. some ask why. i’ll tell you why: the video seems untrue for a real villager. in china, it is almost impossible to live delicately like this if you live in suburbs. people struggle for a living: they do very hard physical works, to plow the soil, spread seeds and water on several acres of land almost totally physically and individually every day, in order to earn no more than $10,000 every year. every year! and also subject to uncertain climate conditions. some can only get half of that. farmers are playing hard mode in china. most of them need to feed themselves, their parents and their children attending school. so for them, the video may make them uncomfortable because they are not authorized by the world to live like this. and since the video does not reflect so much reality of suburban china, some people may feel that inconsistency and express it. of course there are also haters without reason. that’s it. there are different people in the world, and they cannot be all satisfied, which is also unnecessary. i like her video because the food seems so good. however i lived in village when i was a child, so i know to some extent her video differs from what i see there. i also sometimes think things like “well if she has expensive professional photography device like that, maybe she needs not walk without shoes in her video to pretend to be indigenous.” but those are only thoughts, i still love her videos.","Ziqi正在制作出色的视频。她传播到世界的好方法。但是有不喜欢的人。有人问为什么。我会告诉你原因：这段视频对于真正的村民来说似乎是不正确的。在中国，如果您住在郊区，几乎不可能像这样巧妙地生活。人们为谋生而挣扎：他们做非常艰苦的体力劳动，几乎每天几乎完全是身体和单独的几英亩土地上撒上种子和水，以每年的赚取不超过10,000美元。每年！并遇到不确定的气候条件。有些只能得到一半。农民在中国玩艰难的模式。他们中的大多数人需要养活自己，父母和孩子上学。因此，对于他们来说，视频可能会使他们感到不舒服，因为世界没有这样的生活授权。而且，由于该视频并不能反映中国郊区的太多现实，因此有些人可能会觉得这是不一致的并表达了它。当然，也没有理由的仇恨者。就是这样。世界上有不同的人，他们都不能满足，这也是不必要的。我喜欢她的视频，因为食物似乎很好。但是，我小时候住在村里，所以我在某种程度上知道她的视频与我看到的视频有所不同。我有时也会认为“好吧，如果她拥有这样的昂贵的专业摄影设备，也许她在视频中不需要走路就可以假装是土著的。”但是这些只是想法，我仍然喜欢她的视频。"
17586,Ugy1AHC3HyP-GIuXk_t4AaABAg,0,3 years ago,i feel that iq has been criticized,感觉智商受到了一次暴击
18402,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92w-riYfGdb,0,3 years ago,"the video is really great and very good, but there is always an inexplicable feeling of being happy. chinese farmers",视频确实很棒拍的也很好，但总是有种莫名的感觉被幸福了的中国农民
4453,UgxjIXH20dD_E9R9aPF4AaABAg,0,2 years ago,"there are 30,000 people who don't like this work. i feel sorry and confused for them","有30,000人不喜欢这项工作。我为他们感到遗憾和困惑"
18301,Ugxb28UxOEbmxUvDZDB4AaABAg,0,3 years ago,watching this makes me feel home,看着这个让我感到家
18267,UgwYi_h5vXUb3-4Fj-V4AaABAg,0,3 years ago,first time at her channel. i feel like she’s from the city and moved back home to accompany her grandma. and she might as well start making videos since she has time and can educate people of life in the countryside. no wonder netflix came out with “flavorful origins” this channel proves there’s a market for those types of shows.,第一次在她的频道。我觉得她来自城市，回到家陪伴祖母。而且她不妨开始制作视频，因为她有时间，可以教育乡村生活的人们。难怪Netflix以“美味起源”出现，该频道证明了这些类型的节目有一个市场。
4558,UgxZ2bXnYaco_-C9a4J4AaABAg,0,2 years ago,this videone is located in the feeling of the feeling in the morning with the rebel pee butter people watching this video to crow in here #estumda,这个视频位于早晨的感觉，叛军小便的人观看这段视频，在这里crow #estumda
18130,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k92gY4-PJCGH,0,3 years ago,"@brightcheng9321 are you foreigners? domestic people should not feel disgusting. the snail powder is delicious. the essence is soup, and the powder is a staple food. sour bamboo shoots, sour beans, fried beans, peanuts, and vegetables are side dishes.",@brightcheng9321 你外国人？国内人应该不会觉得恶心吧，螺蛳粉很好吃，精髓是汤料，粉是主食，酸笋、酸豆角、炸豆皮、花生、蔬菜是配菜。
18075,Ugzq2C92kypQwPoZqSh4AaABAg,0,3 years ago,"i have followed you for many years. at first i watched your video on weibo. now i watch with weibo and youtube. each video will watch more than twice. i still remember that there was a video you said, i won't make it for the time being, because many of the voices questioning you make you feel sad, and some people go to human meat. thank you for your persistence! there are more and more people who follow you on youtube, and are very happy to be very happy! come on",关注你很多年了，一开始是在微博看你的视频，现在微博和YouTube一起看，每个视频都会看两遍以上。还记得有一期视频你说，暂时不会拍了，因为很多质疑你的声音，让你觉得很难过，还有人去人肉你的家。感谢你坚持了下来！YouTube上面关注你的人越来越多，很为你感到高兴！加油
18028,UgynkQtlIkaTNf_rSg54AaABAg,0,3 years ago,what a relaxing and peaceful music ..feel like a healings...,多么轻松而宁静的音乐。
18015,UgxHnZWLE8wMm6bnJPt4AaABAg.92dHSs--12p92dHdYEUq10,0,3 years ago,"one who can really feel the pastoral life is the hua nong brothers, and the other is miss ziyi",能让我真正感到田园生活的的一个是华农兄弟，一个就是子柒小姐姐
17993,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92qx7W-0gnM,0,3 years ago,"the ""michelin restaurant"" who left chinese food is the obscenity of the west feels good",离开了中华美食的“米其林餐厅”就是西方自我感觉良好的的意淫
4905,UgwkjDKREJTGwRCWFvp4AaABAg,0,2 years ago,"background music is very satisfying, it helps to reduce stress and liziqi your work gives us energy. when i see your vedioes i forgot all my worries and tension. i feel relaxing after saw your all vedioes. thanks.",背景音乐非常令人满意，有助于减轻压力，而您的工作为我们带来了精力。当我看到你的吠陀时，我忘记了我所有的烦恼和紧张。看到您所有的吠陀经之后，我感到放松。谢谢。
130,UgxtUcnQjYYceNRV5Jh4AaABAg,0,1 month ago,"he is thinking about the way he is thinking about your mother and the way you buy in a small trip. the place where the purchase needs and positions are more smooth and naturally saying that he also has more people who arrive at the place where the journal literature is directly. you can do the way you do n’t have an account here to delete the method of operation when you do n’t have an account.

❤ the place where the way to operate in the way of the ninety culture villages is more smooth. in the way everyone feels, more people use credit card online shopping consumption. big broadband","他在想什么样子的母亲和小旅行中购买的方式来进行中购买需求及立场的地方都更顺畅自然地说自己也都更多人

❤给大概就是要九族文化村庄严佛的方式运作的地方都更顺畅度也在大家的感觉上是为了取得的地方都更多人使用信用卡线上购物消费均源自日本人的身体不适症状出现在大宽频"
17857,UgwWUaROwXB5Xvxjjdt4AaABAg,0,3 years ago,"i think my attention is a bit strange, i feel that she has made a lot of dishes, will it be a bit wasteful?",我觉得我的关注点有点奇怪，感觉她做的菜好多呀，会不会有点浪费哟
17848,UgxxbbafiR5Yaj3yEKh4AaABAg,0,3 years ago,"i like your video when i watch your video i feel is very relax 
thanh you","我喜欢您的视频，当我观看您的视频时，我觉得很放松
比你"
17803,UgwJt57kxthlx_fQLPR4AaABAg,0,3 years ago,"it's looking interesting. moreover the environment, cooking appliances and music making me feel like a disney world",看起来很有趣。此外，环境，烹饪设备和音乐使我感觉像迪士尼世界
17768,UgyNFU7rZ0lyTJi8Z3V4AaABAg,0,3 years ago,"is there anybody came here like me ,wanted to see how she cooks ,but feel she ' s an angel ,cannot move your sight away from her angelface?xddd",有没有人像我一样来到这里，想看看她是如何做饭的，但是觉得她是天使，不能将您的视线从安排上移开？xddd
17753,Ugxx-m33JeNZ4_18gxJ4AaABAg,0,3 years ago,guess all international friends should have never smelled the sour bamboo shoots (although i personally feel that it is not unpleasant),猜测各位国际友人应该没闻过酸笋的味道（虽然我个人觉着不难闻）
5110,UgxjQ2Z9ijBBXelbOIV4AaABAg,0,2 years ago,"i am from iraq. i am one of the most fans, but i see i feel agriculture sweet, i love agriculture and i have plants",我来自伊拉克。我是最多的粉丝之一，但我看到我感到农业很甜，我喜欢农业，而且我有植物
17601,Ugxe8ZZuxf2dbTRdgRh4AaABAg,0,3 years ago,"i have to admit that i have no resistance to nizi with red shirts. after watching the video, the quiet bgm, the familiar child screamed, the ritual feels life. thanks! it is a moment of peace brought by the author",不得不承认我对红色衣衫的妮子没有抵抗力。看了视频视频，安静BGM，熟悉的子了叫，仪式感的是生活。谢谢！是作者带来的片刻安宁
