,cid,votes,含feel,含feel中文翻译
40141,UgwRNq8Tja0Ee_mrgcx4AaABAg,0,i fell in love with this channel i mean specially her. i always imagine life like this somewhere in china or japan but i am in southeast asia. always feel peaceful thinking and see how great old generation live without modernization still happy and comfortable and have everything they need. i hope someday when technology reach its peak we will be back in old generation again but this time more traditional modern way. balance between real life and tech. i will supprt this channel watch her videos and also the ads,我爱上了这个频道，我的意思是特别是她。我总是想像中国或日本某个地方这样的生活，但我在东南亚。始终感到和平思考，看看没有现代化的伟大的老一代仍然幸福而舒适，并拥有他们需要的一切。我希望有一天，当技术达到顶峰时，我们将再次回到老一代，但是这次更传统的现代方式。现实生活与技术之间的平衡。我会建议您观看她的视频和广告
40026,UgylLlO0cvA65_o81Px4AaABAg,0,"i still watch the video of ziyi when i come out of the wall, which makes people feel very peaceful",翻墙出来还是看子柒的视频，让人心境很平和
39995,Ugzbp9AkadTOQg97Ze54AaABAg,0,idk how i feel about this music >> seems too sad.,我对这首音乐的感觉>>似乎太伤心了。
43516,Ugx6rTLVP0VwHLJoIIt4AaABAg,0,i feel jealous of you i am sorry,我嫉妒你，对不起
39843,Ugzl_j1FI-RF5D_GVQl4AaABAg,0,i have d feeling dat she may be having d most peaceful life in d world.....i hope so too.....awsome video....๐๐๐๐,我觉得她可能会在世界上过着最和平的生活.....我也希望.....太棒了。
43616,Ugxfv1u3AmL1gA6IW8h4AaABAg,0,"i dont know why, but this feels like watching gibli studio anime",我不知道为什么，但这感觉就像看吉布利工作室动漫
43689,UgwDUBhxXoHoYwdp8wV4AaABAg,0,"how come i make you feel at home. the house is comfortable, very traditional. as i want to make it happen if i can come in one place, yes i want it like this. kerennn ... ❤❤",我怎么会让你宾至如归。房子很舒服，非常传统。由于我想在一个地方来实现它，是的，我想要这样。 Kerennn ...❤❤
39748,UgwUPw2vOw9ePeq0_J54AaABAg,0,i love to watch her videos. every time i feel fresh.,我喜欢看她的视频。每次我感到新鲜。
42614,UgyHluRISGHCHMSvTdh4AaABAg,0,it feels like this is what my grandmother will do during the chinese new year. now no one is preparing for new year's goods like this. maybe this is why the taste of the year is getting lighter ...,感觉这是我外婆过年才会做的事情，现在已经没有人这样准备年货了，或许这也是为什么年味越来越淡的原因吧……
40812,Ugy4zNIhfYgrIGLBE9x4AaABAg,0,it can feel the meaning of happiness in this village,它可以感受到这个村庄幸福的意义。
42577,Ugx7YBaPo4gM1pfrEnx4AaABAg,0,"please tell me which part of china are u,i was in guizhou last time but i never had the chance to feel spring festival ...as i arrive on march ,n got home on september",请告诉我您上次是中国的哪一部分
40989,UgzBDr7-Hs15wNz-S3x4AaABAg,0,the shooting style is perfect and unique. the craftsmanship is in place. i feel watching the promotional video,拍摄风格完美，眼光独到。手艺利落到位。 感觉在看宣传片
41900,UgyghSR87T47t4hxwSt4AaABAg,0,i feel as if i were seeing korea.,我觉得自己在看韩国。
41925,UgyKXmcnymMwHiV60BR4AaABAg,0,why does this give me a christmas feel?,为什么这给我一个圣诞节的感觉？
41634,UgwIaTfzsJKki4ZMFLR4AaABAg,0,"i feel good, so great ，",好感触，好棒
41621,UgzTo_pZphGU3YFVsUx4AaABAg,0,i feel cuddly every time,我每次都会很可​​爱
41555,Ugw70-Cu00Od0BXUTEN4AaABAg,0,watch and feel comfortable,观看并感到舒适
41508,UgyAFdqhBFcbKTHV8ol4AaABAg,0,"i dont know, but watching this kind of life makes me feel so relaxed",我不知道，但是看着这种生活使我感到很放松
41507,UgxyottoeC57Odqiiyl4AaABAg,0,"the feelings don't change everytime i see your videos, and just like the first time 
and maybe you should give english title and description on your videos, so more people around the world could reach your videos","每次我看到您的视频时，感觉都不会改变，就像第一次poke to戳我的心时，当可爱的文化，食物，人民，动物和环境出现在像您这样美丽的天使的中间，我喜欢它呢❤
也许您应该在视频上给出英文标题和描述，因此世界各地的更多人可以访问您的视频。"
41424,UgxsMCrQE50JSyvuTLJ4AaABAg,0,i dont know but i feel so calm,我不知道，但是我感到很镇定
41413,Ugx9L3l2Vwa0zvJuPWJ4AaABAg,0,"there is no one in my room now...and i'm still smiling very ugly and feel that i""m on narnia",现在我的房间里没有人...而且我仍然非常丑陋，并觉得我“在纳尼亚上
41389,UgzjjP6zAWdT7jgnjCx4AaABAg,0,these videos feels like a chinese drama series ☺️☺️,这些视频感觉就像中国戏剧系列☺️☺️
41970,UgxYUeooIMoPM452e654AaABAg,0,"sooo satisfied, my heart melted,, look at this video feel like i back to my childhood",太满意了，我的心融化了，看这个视频就像我回到童年时
42083,UgyEDnUJHnRIEQTQlfx4AaABAg,0,"what do i see this! this is an institution on its own!
i need a private lesson and very hard !!!

is this for real !!! she liteary does everything from a-z! i feel i have been cheted about how life is like!
i am not livin '!!","我看到了什么！这本身就是一个机构！
我需要一个私人课，非常艰难！！！

这是真实的！！！她从A-Z做所有事情！我觉得我对生活的样子感到非常满意！
我不活着！"
41336,UgzijMLvZxWVecjK9mR4AaABAg,0,"this video makes me feel peaceful, calm and relaxed because of the music and views that are served are extraordinary .. keep up to make more videos like this girl ...",这段视频使我感到和平，镇定和放松，因为音乐和景色是非凡的。。。。。。。。。。。。。。。。。。。。。。
41322,UgzpJDSEXoLD3FuLGLZ4AaABAg,0,"initially i was jealous, how could someone live so peaceful in such natural environment, but considering all the technology and entertainment we have in the city, the feeling gets complicated.",最初，我很嫉妒，一个人如何在如此自然的环境中生活如此和平，但是考虑到我们在城市中拥有的所有技术和娱乐，这种感觉变得复杂。
41318,UgxyVQDmw462Yd6tWpt4AaABAg,0,"google's translation wrongly explained the content written when translated into chinese. feel the differences between different cultures. i am not a linguist.
it's interesting. confirm with me. thank you friends
как. упрощал, мог мог, для ""гугла"", хрен знает что он там.","谷歌翻译错误地解释了翻译成中文时所写的内容。感受不同文化之间的差异。我不是语言学家。
这很有趣。跟我确认一下。谢谢各位朋友
П.С. Упрощал , как мог, для ""гугла"" , хрен знает что он там напереводил."
42299,Ugw-8P0IqewSm0ukhRV4AaABAg,0,how do you feel if you live like that ...,如果那样生活，你感觉如何...
42321,UgxPZ8d5EfrHV9O2_xp4AaABAg,0,"i like the landscape feeling
do you know?","我喜欢景观的感觉
你知道吗？"
41293,Ugyqgu-3AEls7Zeq6AR4AaABAg,0,"i dont know why, but feels relax and peace to see this video...",我不知道为什么，但是看这部视频感到放松与平...
34408,UgzYe5F7XiB8LAsJ0ZB4AaABAg,0,"my entire existence feels pointless when watching her, i literally do nothing all day :( but they r very peaceful",当看着她时，我的整个生存都毫无意义，我整天什么都不做:(但是他们很和平
41168,UgwTY7gX9OS6w4mgCIJ4AaABAg,0,"so peacfull video , thank you for sharing , thats so hopefull 
than the big cities life
i feel shy , you look so happy in your life with out tecknology or modern house ! 
i hope i feel like you ❤","如此peacfull视频，谢谢您的分享，这是如此希望的声音，水果和食物，大自然，您的房子.....更好
比大城市的生活
我感到害羞，您的生活或现代房屋看起来很幸福！
我希望我觉得你❤"
41161,UgwKBjiPhklEF4YziQt4AaABAg,0,"really i feel shy , you did alooot of hard work ! hard house works by hard ways! without any tecknology! how that! and how you can live happy like that lifestyle! i cook the lunch and feel so tired and hate my life! i hope be like u and feel like you",我真的很害羞，你做了艰苦的工作！硬屋用艰难的方式工作！没有任何tecknology！那怎么了！以及如何像这种生活方式一样幸福！我煮午餐，感到非常疲倦，讨厌我的生活！我希望你像你一样，感觉就像你一样，让你很高兴
41146,UgzonIYreStf3b2FWBp4AaABAg.8s0jWMEbRgJ8sMRXIhLyN7,0,"@supercat1969 old iron, i don't agree with this. my parents were poor at home when they were young, but they still missed the past life. this is not a matter of material, but the feelings and atmosphere of the past rural life. how many people in the city are now in the city's skills and kung fu. can people have no electric refrigerator microwave in the past? it is just that technology products make our lives very convenient. so you can't say that like you ~ :)",@supercat1969 老铁，这话我可不认同哦，我父母小时候家里贼穷，但是还是想念过往的生活。这说的不是物质上的东西，而是过往乡村生活的情怀，氛围，那种悠然自得，自给自足。光人家做事的那些技艺、功夫，现在城里的人又有多少会。以前的人没有电冰箱微波炉不也能过的很好吗？只是科技产物让我们的生活很方便了而已。所以也不能像你这么说哦～:)
41086,Ugxvs5ewXtJr12nS-rd4AaABAg,0,this channel makes me feel really warm and happy. thanks!,这个频道使我感到非常温暖和快乐。谢谢！
42475,Ugxe9Fa9soDe6x6kCed4AaABAg,0,am i the only noticed that she kinda changed her style.. from a solo tough young lady into a sweet caring lady. which is sooo good. i could now feel the love and happiness in her video. just like the other lady (youtuber). i love both of them.,我是唯一的注意到她有点改变了自己的风格..从一个独奏强硬的小姐到一个甜蜜的爱人。太好了。我现在可以在她的视频中感受到爱与幸福。就像另一个女士（YouTuber）。这俩我都爱。
42523,UgzA0Pi1jwX5pUNemQt4AaABAg,0,omg... i feel running and coming to u,天哪...我感到奔跑，来找你
42554,Ugza50XzABU9UhfGa6t4AaABAg,0,"ghibli feeling is amazing ...
splendid","吉卜力的感觉很棒...
灿烂"
41030,UgxXVV1X66B41yFBS8Z4AaABAg,0,oh hoho... i feel so satisfy when i watch it,哦，hoho ...当我看着它时，我感到非常满意
39716,Ugw4WX3KB_I8bP6t4Up4AaABAg,0,it made me feel strangely an binh.,这让我感到奇怪。
43998,UgzY-48f0wABiT8vLVN4AaABAg,0,"did anyone else notice that the oven is shaped like a dog? lastly, is anyone else making anything for the festival? i kinda feel like she got stuck making everything.",还有其他人注意到烤箱的形状像狗吗？最后，还有其他人为音乐节做什么吗？我有点觉得她被困在做一切。
46707,UgxLe7L_pWAE8HZgPtF4AaABAg,0,"reminds you of those fantasy beautiful villages from anime and games, anazing, feels like another world",让您想起动漫和游戏中那些幻想美丽的村庄，厌恶，感觉就像另一个世界
37580,UgwPfmveh0GEJCPltbd4AaABAg,0,"feels like, life like that is truly enough โค๏ธ",感觉就像那样的生活真的足够❤️
45626,UgxynhRIgO7WyMa4tah4AaABAg,0,"after reading it, i really feel the flavor of the new year.",看完真的感觉feel到过年味
45653,UgwsBdFLOEveujr0Y194AaABAg,0,"i really feel sorry for that lamb. 
you can tell it loves her.","我真的为那只羔羊感到难过。
你可以告诉它爱她。"
38327,UgwcBWB7q14e_O9FV594AaABAg,0,"how can i not subscribe after being bound by a spell to watch your beautiful videos and the best part you do not tell anything about subscribing to channel 
almost feels like videos - out of world and gives out beauty of nature","在被咒语束缚之后，我如何看待您的美丽视频，而您没有告诉任何有关订阅频道的最佳部分
几乎感觉像视频 - 在世界之外，散发出大自然的美丽"
38214,Ugws7z6udWle2pFVkyB4AaABAg,0,"popcorn making machines. explosion sounds are really surprised. sunflower species even now, when you look at this delicious video, you remember your grandmother's house when you were little. i can feel happy. thank you ๐",爆米花制造机。爆炸的声音真的很惊讶。即使是现在，当您观看这个美味的视频时，还记得祖母的房子。我能感到高兴。谢谢
45679,UgylG3_h0jSeehK7Fg14AaABAg,0,ur hard work make me feel so relax and happy that one day im ready to spend the rest of my life near mother nature,您的辛勤工作使我感到如此放松和快乐，有一天我准备在大自然母亲身边度过余生
37981,Ugx84BexfOKw5k-yM494AaABAg,0,my day was too bad today.ur video made me smile.its make me feel soo calm and peaceful. eating and packing and doing all thing are really mind blowing and also little funny.thank u so much.,今天我的一天太糟糕了。视频让我微笑。它使我感到宁静与和平。饮食和包装和做所有事情真的很振奋，而且很有趣。谢谢。
45738,Ugx3lJt-zMH_FUAx6rN4AaABAg,0,"but i'm finally lost for words to describe what i see and feel .
peace and love from australia !","但是我终于迷失了言语来描述我所看到和感受。
来自澳大利亚的和平与爱！"
