,cid,votes,time,含life,含life中文翻译
18542,Ugzopwr9B108G0RybFV4AaABAg,0,3 years ago,this is true life.. money can't buy us happiness... small things matters a lot.. bless this lady in jesus name.. amen,这是真实的生活..金钱不能给我们买幸福...小事很重要..以耶稣的名义祝福这个女士。
18540,Ugz7vX27tY0R8YBBwyB4AaABAg.92TOl30agtK92iKPHXND6_,0,3 years ago,"this is also the rural life that traditional chinese is longing for, calm, peaceful and natural",这也是中国传统所向往的乡村生活，平静且安详且自然
18528,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092bYE_TmItz,0,3 years ago,"@user-sf8ep6ur3q i have lived in guangzhou for two and a half years. now i like urban life, tianhe, nansha",@user-sf8ep6ur3q 我在广州生活了两年半，现在我喜欢城市生活，喜欢天河，喜欢南沙
18520,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92X0PPvD9q0,0,3 years ago,"@user-mc5di7hx6j yo has been on the internet since i knew that vpn has been on the internet ~ from high school to now, it has been established to find a business. go back to you ~ life is good ~ thank you for your concern.",@user-mc5di7hx6j 哟自从我知道VPN这回事就一直在上外网~ 从高中开始到现在成家立业了，虽然大部分上外网依旧是为了找A片，距离明年还有18天，到时我回你~ 生活安好~谢谢关心。
18109,UgygcF0HZ7AXfwvBamR4AaABAg,0,3 years ago,either 500 cameras or a very good professional team or hahaha envy this life,要么500个摄像机 要么一个很牛逼的专业团队 要么都有 哈哈哈 羡慕这种生活
18101,Ugxi8mTOq8hfIg7kioN4AaABAg,0,3 years ago,"the life we wanted, but couldn't get",我们想要的生活，但无法获得
18076,UgzICLUeigaR0os20BJ4AaABAg,0,3 years ago,"i am also guangxi people, although i have n’t stayed for a month in guangxi for decades. this kind of simple and warm life is really long -term, praying for you forever, shiitake mushrooms",我也是广西人虽然几十年来在广西都没有呆足一个月，这种淳朴温馨的生活真是令人心神向往，祈求你们永远幸福，香菇
17578,UgwTsZR9877FqrqB6zl4AaABAg,0,3 years ago,"i heard that the comment area was fully occupied by foreign friends, and i sent this congratulatory message. today, the rural life has long been away. this channel has become a soul sustenance.",听说评论区被外国友人全面占领，特来发此贺电。田园生活早已远去的今天，这个频道成为心灵寄托实在再好不过。
17807,UgzoVHvuTdCAmaSG5AF4AaABAg,0,3 years ago,"after reading it, i finally know the reason for her fire is a demand for pure, because long -term lack and increasingly lack, more and more people are lacking. from obtaining ingredients to processing to the final product, many people are enjoying a section except for a period of appreciation. in addition to the production process of handmade food, it is more important to be a kind of association: the more far away from your own life now, the more than the pure and the pure sense of the yearning is indeed a thing that many people want to find one time and space, but unfortunately most people are most people. they are all contrary to their wishes, and she does satisfy the thoughts of those who violate these things in this regard.",看完我终于知道她火的原因了，就是一种对纯粹的需求，因为长期缺乏且越来越缺，越来越多人缺，从获取食材到加工到最后成品，很多人在除了欣赏一段手工美食的制作过程之外更重要的是一种联想：这种离自己现在生活越是遥远越又向往的纯粹感确实是不少人最想找一个时间和空间做的事情，但可惜多数人都是事与愿违，而她确实在这方面满足了这些事与愿违的人的念想。
17780,Ugwl3fT1ctd28kIFFv54AaABAg,0,3 years ago,accepted you be my girlfriend i am really amazing this wonderful life that you live take me with you write me hafidarandon410@gmail.com it is my email,接受你是我的女朋友，我真的很棒
17725,Ugw6lOkzLrhblbicv1h4AaABAg,0,3 years ago,"her life is beautiful and gentle, despite fatigue",尽管疲劳，她的生活是美丽而温柔的
17716,Ugyq20sSrsHj5YXUi2l4AaABAg.92huIBS1Mwn92ukZiD5AOf,0,3 years ago,this is china's rural life,这是中国的乡村生活
17713,Ugyq20sSrsHj5YXUi2l4AaABAg.92huIBS1Mwn92qn5yH5mVn,0,3 years ago,"if u com to china, you may go to the countryside to experience such life.",如果您可以到中国，您可能会去乡村体验这种生活。
17705,Ugx0Cu-kK_uZMXnMMER4AaABAg,0,3 years ago,harvest moon in real life,现实生活中的收获月亮
17679,UgyiN_ZsWGjyoA-6ADV4AaABAg,0,3 years ago,gotta keep grandma well fed! she works all day for the good life.,要让奶奶吃得充实！她整日为美好生活工作。
17601,Ugxe8ZZuxf2dbTRdgRh4AaABAg,0,3 years ago,"i have to admit that i have no resistance to nizi with red shirts. after watching the video, the quiet bgm, the familiar child screamed, the ritual feels life. thanks! it is a moment of peace brought by the author",不得不承认我对红色衣衫的妮子没有抵抗力。看了视频视频，安静BGM，熟悉的子了叫，仪式感的是生活。谢谢！是作者带来的片刻安宁
17575,Ugzf5z_RtqNmYF5d8yJ4AaABAg,0,3 years ago,"the pot looks so delicious, but in real life, every time i eat the same dish, my boyfriend just can’t stand the smell. i read on news, someone’s neighbor called the police because of the smell.",锅看起来很美味，但是在现实生活中，每次我吃同一道菜时，我的男朋友都无法忍受气味。我在新闻上读到，有人的邻居由于气味而报警。
18062,UgxBNOEbXvea0YqCmJl4AaABAg.92bpytRnG4Q92dl1NAC99R,0,3 years ago,"i came from rural life in china, so on and forth, let me tell you, liziqui was a dj .... don't say/presume the way she act aka ""not interact"" with her fans has anything to do with the government just like i said u hate ccp...",我来自中国的乡村生活，因此，让我告诉你，丽兹基是DJ ....不要说/假设她与粉丝们表演又称“不互动”的方式与政府就像我说你讨厌CCP ...
17561,UgyLI6f_GnPsqGFQPiB4AaABAg,0,3 years ago,who wouldn't like this rural life?,谁会不喜欢这样的田园生活呢
17548,Ugz7qOySXHjdxny0QiZ4AaABAg.92j8Gh6sbHo92vF7wFsULb,0,3 years ago,ancient link minecraft in real life,现实生活中的古代链接Minecraft
17537,Ugz7x8w_QBrnM5dxsZ54AaABAg,0,3 years ago,"such a life is in a short time. after a long time, individuals cannot adapt. personally",这样的生活短时间可以，时间长了，个人适应不了。个人而言
17534,UgzDCVMwObew5JRtEwp4AaABAg,0,3 years ago,the life in tao yuanming's writing is so comfortable ...,陶渊明笔下的人生，是如此的惬意……
17510,Ugz7wZkKHL4b9iPEB-54AaABAg,0,3 years ago,"the biggest wish in this life is to be a neighbor of li ziyi, and go to her house to eat a meal! bleak",这辈子最大愿望就是当李子柒家邻居，去她家蹭一顿饭吃！
17502,UgyLQc2IAj-fZxyw4JN4AaABAg,0,3 years ago,"chinese peasants are modern serfs without an inch of land. and farming completely lose money, not only the obligation of farming to support the government, and additional to go out to work to earn money to support the family! ! it can be said that chinese farmers are the most abject human history, no human rights to speak of. this documentary is nothing like the real life of a chinese farmer.",中国农民是没有一英寸土地的现代农奴。耕种完全损失了钱，不仅是耕种的义务支持政府，还有外出工作以赚钱以养家糊口！呢可以说，中国农民是最卑鄙的人类历史，没有人权。这部纪录片与中国农民的现实生活一样。
17488,UgzYg9lV4WPYoS1mPOd4AaABAg.92jkWAaeg_e92tyXOkkWkY,0,3 years ago,yes it must be nice to be a billionaire in china by making fake lifestyle videos for western audiences who take it for real,是的，通过为西方观众制作虚假的生活方式视频，成为中国的亿万富翁一定很高兴
17487,UgzYg9lV4WPYoS1mPOd4AaABAg.92jkWAaeg_e92tt_fl875U,0,3 years ago,what she does in 2 seconds of images‘ work need half an hour time to finish in real life.,她在2秒内的图像“工作需要半个小时的时间才能完成现实生活。
17815,UgxJdhYtjLDjuvNp4Np4AaABAg,0,3 years ago,damn good! i’m wondering if she can always live the life like this even she is super rich now. hope she’s safe. best regards,特别好！我想知道她是否总是能像这样的生活，即使她现在很富有。希望她安全。此致
17849,UgwQAiCGz9NQ-7wi9o54AaABAg,0,3 years ago,"after watching ziyi's video, i am even more confused. what kind of life is what i want?",看了子柒的视频，我更加迷惑，什么样的生活才是我想要的？
17867,Ugz2_27GZeZRrLMcr1t4AaABAg,0,3 years ago,"while i don't think i could live this type of lifestyle, i am very grateful to have this channel to watch, learn from, and enjoy!",虽然我认为我无法过这种生活方式，但我很高兴能够观看，学习和享受这个频道！
17872,UgzjYNyyVJOY7bYK-754AaABAg,0,3 years ago,"this is not really life in rural china, don't take it seriously",这不是中国农村的生活，不要认真对待
18060,UgxBNOEbXvea0YqCmJl4AaABAg.92bpytRnG4Q92cqYQOK1Vq,0,3 years ago,"let me tell you why it’s fake, and totally a lie: 1. the pictures here were never a real life of rural life in china before, neither today. it’s an acting. she is a good actress. 2. it’s true she made her meal from scratch. looks like all natural and organic. however through these videos she sells products all made by industrial line. none of those are organic. 3. she has official youtube channel itself shows somehow she is privileged to break chinese law to show so called “chinese value” to the world. i am not saying the law is good. i am just curious who backs her to do this. 4. her videos are generating 84,000,000 chinese yuan (12,000,000 usd) a year partnering with a privileged government backed family to show you a fairy tale, a quiet and soothing life far from business and industry. if this is not lie, what the hell would a lie be like? ! 5. i didn’t say i hate ccp, you said that. i didn’t even mention these three letters. if you hate ccp, may god bless you.....","让我告诉你为什么这是假的，完全是谎言：1。今天，这里的照片从来都不是中国的乡村生活，今天都不是。这是一个表演。她是一个好女演员。 2.确实，她从头开始吃饭。看起来所有天然和有机。但是，通过这些视频，她出售了由工业系列生产的产品。这些都不是有机的。 3.她的YouTube官方频道本身表明她有幸违反中国法律，向世界展示了所谓的“中国价值”。我并不是说法律是好的。我只是好奇谁支持她这样做。 4.她的视频每年产生84,000,000个中国人民币（12,000,000美元），与一个有特权的政府支持的家庭合作，向您展示一个童话故事，远离商业和行业的安静而舒缓的生活。如果这不是谎言，那谎言会是什么样？呢5.我不是说我讨厌CCP，你这么说。我什至没有提到这三个字母。如果您讨厌CCP，愿上帝保佑您....."
