,cid,votes,含life,含life中文翻译
14493,UgzsabbtfW3TuqWsXKF4AaABAg.9Ad3LSeJ3QA9B086howlyR,0,pure essence of life.,纯粹的生命本质。
15360,UgwAonGjZgRjld4s58J4AaABAg,0,life is so peaceful ... like in a fairy tale..,生活是如此和平...就像在童话中一样..
14448,UgwYLCluXMpFShSAk1d4AaABAg,0,a life that many people desire,许多人渴望的生活
14392,UgznK8Tnn2EbwBuWRPB4AaABAg,0,this must be the most beautiful facets of country life. we mustn't forget other facets which are not that pleasant.,这必须是乡村生活中最美丽的方面。我们不能忘记其他不那么令人愉快的方面。
14317,UgxgDvSRolU3S6533wN4AaABAg,0,"u have a rich life that envied by many people out there. u have it all, the beautiful skies, the green sceneries, the fruit trees, the cute doggos, omg. ur very awesome!",你有很多人羡慕的生活。您拥有一切，美丽的天空，绿色的风景，果树，可爱的狗狗，天哪。你很棒！
14277,UgxjZb2Ra5e3reSBOoB4AaABAg,0,sweet life,甜蜜的生活
14274,UgzPFAA0NanE0Hi8mvZ4AaABAg,0,"hi there, my name is helen pham original from saigon, vietnam. i'm living in beautiful dallas, texas, usa with my husband. 
my husband has over 30 years us immigration experiences. my videos shares our immigration knowledges, american's life and culture. 
welcome to my channel if you love america.","嗨，我叫来自越南西贡的海伦·潘（Helen Pham）。我和我的丈夫一起住在美国德克萨斯州的美丽达拉斯。
我丈夫有30多年的美国移民经历。我的视频分享了我们的移民知识，美国的生活和文化。
如果您喜欢美国，欢迎来到我的频道。"
14263,UgyEdcn7lx6d7mV3PfB4AaABAg,0,"my god what a beautiful place, what a wonderful life",我的上帝多么美丽的地方，多么美好的生活
14256,Ugw9KU9_5qXdYaUNr-14AaABAg,0,"i disliked this video:)
there's a huge team of ppl who make all these snacks and grow the vegetables and fruits for her. which she never mentions in her video.
she makes everyone think this is the life that you can have in the countryside, when the truth is, your probably gonna need 20 slaves if you want the life in the video.(or if your rich enough to afford 20 servants)
anyways, it's the very common way of getting famous on the internet, by making fake videos. she's fooling everyone but hardly anyone can see it. 
hands down to the 28k dislikers","我不喜欢这个视频:)
有一支庞大的PPL团队，为她制作所有这些小吃，并为她种植蔬菜和水果。她从未在视频中提到过。
她让每个人都认为这是您在乡村拥有的生活，当真相是，如果您想要视频中的生活，您可能需要20个奴隶。
无论如何，这是通过制作虚假视频在互联网上闻名的非常普遍的方式。她在欺骗所有人，但几乎没有人看到它。
动手28k的不喜欢人"
14237,Ugy3jpKvVKCyGBN4k5V4AaABAg.9AvrS6mrmOC9CG-nx3onVQ,0,that’s the life that jw.org teaches,这就是JW.org所教的生活
14235,Ugy3jpKvVKCyGBN4k5V4AaABAg.9AvrS6mrmOC9C49JTfj8h9,0,i know this is life at its best,我知道这是最好的生活
14234,Ugy3jpKvVKCyGBN4k5V4AaABAg.9AvrS6mrmOC9C2HGd-uleR,0,thats how the life was....and war didnt change us...our greed for money n comfort did,那就是生活的方式。...战争没有改变我们...我们对钱的贪婪
14211,UgztpDyi1Mr2OqaNOpF4AaABAg,0,beautiful life,美丽的生活
14187,UgyzT_26Ds5H-I28hAl4AaABAg,0,"i have smaller gardens like that in my village, but i'm too lazy to make planting , so i guess this kind of lifestyle only suit for industrious and smart people…not for lazy girl like me…sad",我在村里有这样的较小的花园，但是我懒得种植，所以我想这种生活方式只适合勤奋和聪明的人……不适合像我这样的懒惰女孩……悲伤
14155,UgypjdK0I6C3dzwv7wZ4AaABAg,0,"i respect the chinese. very hardworking people. they work in the literal sense from sunset to dawn and do not complain of life, on power, about the gods. well done.",我尊重中国人。非常勤奋的人。他们从日落到黎明的字面意义上工作，不要抱怨生命，权力和众神。做得好。
14100,Ugys73fmKu0SE9WzPDh4AaABAg,0,life before economic slavery,经济奴隶制之前的生活
15359,UgxyckL7DvTP5nc_KVB4AaABAg,0,i think this is perfect life then luxury life,我认为这是完美的生活，然后是奢侈生活
15368,Ugx_wh_ElZyYF7ResaB4AaABAg,0,i wish i were your family member to help you. you are so hardworking. i always feel peace and happy when i ever i watch you. i also want my life just like you. ❤lots of wishes for you and your family ❤,我希望我是您的家人来帮助您。你真努力。当我看着你时，我总是感到安宁与快乐。我也想要像你一样的生活。 ❤祝愿您和您的家人的愿望
16112,Ugw0DXhpnzKsUIvSIrJ4AaABAg,0,what a very hard -working young girl and everything she prepares looks delicious! god bless your life!,多么艰难的年轻女孩和她准备的一切看起来都很好吃！上帝保佑你的生活！
15763,UgzOaUypX-qmeB3c2e54AaABAg,0,"i have always wanted to live your life, non stop working in my own land, cold weather, in a variously planted village like yours. ❤",我一直想在自己的土地上过着寒冷的天气，不再在像你这样种植的村庄里过着寒冷的天气。 ❤
16086,UgxsraKq8BXMp4xavrd4AaABAg,0,invite gordon ramsay to live that life for a month,邀请戈登·拉姆齐（Gordon Ramsay）过一个月的生活
16063,Ugw9KPxs74U_HV0CQJR4AaABAg.98xohFcpx5t99NiCswS0oe,0,she earns money by these videos recent years but she still lives this life,近年来，她通过这些视频赚钱，但她仍然活着
16062,Ugw9KPxs74U_HV0CQJR4AaABAg.98xohFcpx5t99Ni3ox99d6,0,no it's a real poor chinese girl who has lost her parents and her grandpa. she doesn't get enough education and can't get a good job so she do all the things on her own. these things are her daily life,不，这是一个真正的可怜的中国女孩，她失去了父母和爷爷。她没有得到足够的教育，也无法得到一份好工作，所以她自己做所有的事情。这些事情是她的日常生活
16053,UgyXdb-ZA2GDBvM7YxF4AaABAg,0,warm life,温暖的生活
16023,Ugywl_XN3N_3dcRek414AaABAg,0,this is the best life,这是最好的生活
16021,Ugw1bhelK3cCy-EULAd4AaABAg,0,her hand skin is kinda rough.. so i pretty sure she done all of these things not just because to film it.. but it just her lifestyle..,她的手皮有点粗糙。所以我很确定她做了所有这些事情，不仅是因为拍摄它。而且只是她的生活方式..
15989,UgwAbK_X4dln96WPCTN4AaABAg.992SR2Rs5X-9A9DYYWQHsU,0,me too. and thank god you are exist. you really kind. each of us has own purpose in this life.,我也是。感谢上帝，你存在。你真的很友善。我们每个人在这一生中都有自己的目标。
15961,Ugy8Uw6Od4_Wr7nvFkR4AaABAg.9937OJigGY59AA6mHD4Fb3,0,it's jealous! i have to admit that i am a bit too! i have lived a life that i can't live!,是嫉妒！不得不承认我也有点！过了自己想过而不能过的生活！
15907,UgxOZLG-HNEG-IPeh254AaABAg,0,i really fell in love with this self -sufficient life instantly,真的瞬间爱上这种自给自足的生活
15871,UgwvvxHNepndznanJUt4AaABAg,0,very nice ur life im watching ur fb program very very nice i like it,非常美好的生活，我正在看您的FB程序，非常好我喜欢它
15837,UgxCOQnJSgMCSVmejOh4AaABAg,0,i’d take this kinda life over luxury idc. disney plz make a princess movie about her cause we cant help but stan,我会通过豪华IDC享受这种生活。迪士尼PLZ制作了一部公主电影，因为她忍不住，但斯坦
15814,Ugyh8ONs4KVkEScWIGh4AaABAg,0,"lizqi is a modern princess with a touch of simplicity, very smart on what she do. she can whipped up of things like it is her life. i would love to be her neighbor her place and sorroundings are spectacular... nature as its finest!! who is with me and make our lizqi a disney modern chinese princess",利兹奇（Lizqi）是一位现代公主，对她的工作非常聪明，非常聪明。她可以像她的生活那样鞭打。我很想成为她的邻居，她的住所和梦round奇非常壮观……自然是最好的！谁和我在一起，让我们的利兹成为迪斯尼现代中国公主
15811,UgwgOcWN8agPdd7diAJ4AaABAg.99CwfMsceLH99NcCzngET_,0,"in china many people live like this in the village, just like my grandparents. they work very very hard and do all the things without help. the life is beautiful but it's tiring too.",在中国，许多人像我的祖父母一样在村庄里生活。他们非常努力地工作，并在没有帮助的情况下做所有事情。生活很美，但也很累。
15789,Ugy1VF_qQtTNm1rCts54AaABAg,0,what a life? oh my god,什么生活？哦，我的上帝
15761,UgwaUu951U4O6gOBQdN4AaABAg,0,working hard=good life,努力工作=美好的生活
15432,UgwqaBeNVb7XR71TsMd4AaABAg,0,"crazy, people nowadays are so interested living in a suburb or living simple life like liziqi. wonder what life looks like back in those era, men went hunting women do all the agriculture childrens learning from their elders. i really want to experience all that kind of life without thinking how to get money or rent a apartment etc. back in those days, we fckn build a house by using woods and without money. man i really wanted to live a simple life",疯狂，如今的人们非常感兴趣地生活在郊区或像Liziqi这样的简单生活中。想知道那个时代的生活是什么样的，男人去狩猎妇女，使所有农业儿童从长老那里学习。我真的很想体验所有这种生活，而无需考虑如何赚钱或租公寓等。在那时，我们通过使用树林和没有钱来建造房屋。男人，我真的很想过一个简单的生活
