,cid,votes,含watch,含watch中文翻译
32374,UgxHrpF8FQeeEcny9RZ4AaABAg.8yUvWVoA0jA8yzJOvsOCot,0,@franzpeters3824 if you are thinking that way then you are not suitable to watch this video,@franzpeters3824如果您想这种方式，那么您不适合观看此视频
32375,UgxHrpF8FQeeEcny9RZ4AaABAg.8yUvWVoA0jA91_Znw6iBwF,0,"hi w v, old as i am, brought up in a village in south china, i watch too. miss li's videos are common human joy all over the world.",嗨，我也很老，在中国南部的一个村庄里长大，我也看着。李小姐的视频是全世界普遍的人类欢乐。
1760,Ugw4OOtZy49TeMtgyAp4AaABAg,0,"watching you doing this, feels like living in genshin impact",看着您这样做，感觉就像生活在Genshin Impact中
32479,Ugw_UV4LK_bw_fwdFf14AaABAg,0,beautiful video! i love watching these.,美丽的视频！我喜欢看这些。
32481,Ugyq4RIorbS3WdHxUNt4AaABAg,0,"whoever watches through
let's see","谁看着谁
让我们来看看"
32499,UgypGoMIEGy-cqNFG994AaABAg,0,"i forget my cooking , i started to watch her whole day. nature sounds and food ! god bless you",我忘了做饭，我开始整天看着她。大自然的声音和食物！上帝祝福你
1741,UgwzA19Ku3LDl05d44R4AaABAg,0,"it's great, watch the videos that make people cry","了不起,看了让人流泪的视频"
32548,UgxfS4WVcE04nM-Lqat4AaABAg,0,liem oi watch this clip sour,LIEM OI观看此剪辑酸味
32158,Ugx2SHuXxU3JiK8CVzp4AaABAg,0,i can watch her all day,我可以整天看她
32083,UgyXHRuOh9yx1NHQhyR4AaABAg,0,anyone watch from indonesia?,有人看印度尼西亚吗？
32075,UgygKkeSCgXC5-93ENt4AaABAg,0,"idk, but i watched 'dis content 4 days ago.
li ziqi cuisine
https://youtu.be/pfrj3oyij_i

i just noticed that it wasn't your official channel when i got the notiff.","idk，但我在4天前看了“ DIS”。
Li Ziqi美食
https://youtu.be/pfrj3oyij_i

我只是注意到，当我获得Notiff时，这不是您的官方频道。"
32067,Ugxe8nNdA47E2F5zZ8l4AaABAg,0,sluuurrrpppp....so delicious. i eat young bamboo root frequently. but never seen before the way to cook young bamboo root like what you do. thank you ..for the video ..i really enjoy to watch it,Sluuurrrpppp ....太美味了。我经常吃年轻的竹根。但是从来没有像您所做的那样烹饪年轻竹根的路上。谢谢你..对于视频..我真的很喜欢看它
31597,UgzX4e4ghulLYzvGXOt4AaABAg,0,you are admirable in addition to guapísima !! i do not stop watching your videos and you are also good for everything !! greetings!!,除了Guapísima，您还是令人钦佩的！我不会停止观看您的视频，您也对一切都有好处！！问候！！
2342,UgylrwTscVypcgI1s954AaABAg,0,"guys, i ate luosifen a few times, there's something a bit stinky inside, but watching this video i didn't get which one stinks? what is the stinky ingredient of luosifen?",伙计们，我几次吃了luosifen，里面有些臭，但是看这部视频我没有得到哪个臭味？ Luosifen的臭味是什么？
31613,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP92Bvj-u21Ip,0,i totally agree with you gary. your comment is just as sweet as this video. i just found this channel yesterday and started watching one by one. your friend from canada living in china!!!,我完全同意你加里。您的评论与此视频一样甜。我昨天刚刚找到了这个频道，并开始一一观看。您来自中国加拿大的朋友！！！
31618,UgySZHCt5HLYC1ojzHZ4AaABAg,0,watching this while having fast food.,在吃快餐时看着这个。
31631,Ugw__1rVukZOW4BAK9p4AaABAg,0,"best chef cooking , watch this video at night , i can't sleep",最好的厨师烹饪，晚上看这个视频，我无法睡觉
31689,UgycIc_9BiolQpRh_Jp4AaABAg,0,"i'm certain i just watched this the other day. the notification said it was uploaded 5 hours ago. anyway, i always love watching your videos! ❤",我敢肯定，前几天我只是看过。该通知说它在5小时前上传了。无论如何，我一直喜欢看您的视频！ ❤
31715,UgzoHUKPEn7Oc9qNOYl4AaABAg,0,my mom likes to watch her videos sometimes.. and i admitted that she is talented and hardworking.. i find peace in every videos she made.. i wonder she had a husband to take care of her yet.. if anyone find a girl like would be so happy,我妈妈有时喜欢看她的视频。.我承认她很有才华和勤奋。.我在她制作的每个视频中都能找到和平..我想知道她有一个丈夫可以照顾她。如果有人找到一个女孩就像很高兴
31743,UgyldAIJHX1XWZe4ekx4AaABAg,0,"anyone click like before even watching it? because i do
","有人在看之前点击吗？因为我想
"
31768,UgwQtuwU7pyOSE64lcx4AaABAg,0,"watch it very much, sister ❤️❤️❤️❤️",非常观看，姐姐❤️❤️❤️❤️❤️
31782,UgwU4pkcLEeX9EK9uyN4AaABAg,0,very nice... i love the vegetables... i love to watch ur videos very relaxing easy cooking... easy picking veg. and fruits.. i love it i love u... i feel hungry always u watching u❤️❤️❤️❤️,非常好...我爱蔬菜...我喜欢看您的视频非常轻松的烹饪...轻松挑选蔬菜。和水果..我爱它，我爱你...我总是饿了，你总是看着u❤️❤️❤️❤️
31815,Ugxq8l8ctkewcddbMR94AaABAg,0,"when i watch you i drool,
and eat something mundane to crave my appetite 
keep it up please","当我看着你时，我流口水，
并吃一些平凡的东西来渴望我的食欲
请继续"
31835,UgzBpfaaP0frF1ako8d4AaABAg,0,always present to watch,总是在场观看
2157,UgwvTnVECPWUPzi66tN4AaABAg,0,i shouldn’t have watched too much of discovery channel whole life.. first thing in my mind when i watched her in forest “ what if there is a green viper camouflaged ”,当我在森林里看着她时，我不应该看很多发现通道。
31885,UgzjJ9sgmCK_hx4t3AN4AaABAg.8yV3Aw_KT0f8yV54imIk5s,0,"either way, they are a pleasure to watch",无论哪种方式，他们都很高兴观看
31893,UgzTvaxr6OL-dSoPybl4AaABAg,0,i always watched your video,我总是看你的视频
31898,UgzUJwSngSPFnArFgap4AaABAg,0,"sister ... i really like a person .. what is the date of uploading ... ㅜ
thank you so much for being able to heal while watching this broadcast!","姐姐...我真的很喜欢一个人..上传的日期是什么...ㅜ
非常感谢您在观看此广播时能够治愈！"
2148,UgyuyEu0bqhxc_Wuzpx4AaABAg,0,please update more videos... i'm so addicted to you and your videos.... i watched repeat and repeat,请更新更多视频...我对您和您的视频很着迷。...我看了重复并重复
31927,UgwqJCe0sONRvBYlYzd4AaABAg,0,"i watch your video from last year
i like you so much ❤","我看你去年的视频
我非常喜欢你❤"
1967,UgyyfHsx_XVe_U7xjj54AaABAg,0,>> https://www.youtube.com/watch?v=gu-bwvlswig&t=11s,>> https://www.youtube.com/watch?v=gu-bwvlswig&t=11s
31962,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e96Nhu5CKjYg,0,"haha, rare, people do n’t like watching this content and feel too script (because i live in this environment, it is actually much worse than the screen). but it is undeniable that it is very good to show some of our country's tradition, at least in the eyes of crooked nuts, china is not only dictatorship and persecution in their eyes.",哈哈对的，很少见，个人虽然不喜欢看这种内容，感觉太过剧本（因为自己就生活在这种环境里，实际比视屏差太多了）。但是不可否认，其非常好展现了我们国家部分传统，至少在歪果仁眼中中国不是只有他们眼中的专政和迫害了
1962,Ugxpd5t8Gu7THFBKt5l4AaABAg,0,i really like watching ly tu that,我真的很喜欢看那个
31999,UgwJAMCJR1d95jDxBbR4AaABAg,0,after watching her videos i have realised that chinese people cant be die due to hunger because they eat everything they know how to use things as a food they can survive in every condition,观看了她的视频后，我意识到中国人不能因饥饿而死，因为他们吃了他们知道如何将事物用作食物可以在各种情况下生存的一切
32003,UgyzicNg6rP3dOkDRol4AaABAg,0,when ever i feel stressed i watch ur vedios.. the music made me calm nd cool nd the visual provides peace of mind.... love u lot liziqi... thank u for making such peacefull vedios,每当我感到压力时，我都会看着ur vedios ..音乐使我冷静下来，视觉效果让您放心。
1940,Ugw2q0locLn2faP9-xl4AaABAg,0,i enjoy watching your videos from georgia,我喜欢看佐治亚州的视频
1898,UgwjoEgqor8i4QOSUHp4AaABAg,0,you really like what i often watch your video. my country is india. you really like you. we can be a good friend. if you tell me how can i communicate with you,你真的很喜欢我经常看你的视频我的国家是印度你真的很喜欢你我们可以成为好朋友如果你告诉我一点我怎么能和你交流
1883,Ugx4V_O-kwriFl40U9t4AaABAg,0,"in the video, there is a great translation of vietnamese when watching your video.",在视频中，观看视频时，越南人的翻译很棒。
1875,Ugx0Ze3XKPkyr1_-gi14AaABAg,0,watching video and soundtracks are very enjoyable :),观看视频和配乐非常愉快:)
6675,UgyvIhnGXaZLwkDwjTN4AaABAg,0,"peace be upon you and the mercy and blessings of god almighty i was wearing very obsolete and fully torn clothes, but i had intelligence that was enough to be her favorite from among her students. my signs were very good, which caught her attention to always, i loved her until i loved the arabic subject that she was studying until she became my dialect, and my love for her.
one day (who was not in my mind) i called my name and asked me to stand in front of her office very loudly, so everyone watched and i did, but in my heart a great fear and surprised because the expressions of my teacher are not as usual. i did something that sparked her anger and i do not know, my god, which is a dilemma in it? !! and for a while, i heard her voice calling in my name, but i am suddenly thinking suddenly, i struck the office with a striking stick to me and i and around me to ask me how much your brothers? how old are your father?! ?? my brothers 4.
so i went to the country to four girls and said, i saw ??? you do not want to study and your parents provide all your requirements, while those who really need support here are in front of me and i cannot change the amount, so i directed the severity to me and said that i could help you to complete your studies, i know that you want it and you will not be able to complete it. if they could present to me some of their used clothes in her thinking of this, it may help me, but the opposite happened, i was preferred to her, which would have changed their jealousy, and when i asked them for old clothes for me, they did not come to her, but the opposite humiliated me and mocked me, but the strange thing about the passage of about 16 years old and i became sewn. professional. subscribe button and do the bell to receive all new and to get to know more, and god still i have a lot to tell you and do not forget, please, as long as you are in the care of god .......
https://youtu.be/dpfj7rwyir4","和平在你身边，全能的上帝的怜悯和祝福，我穿着非常过时和完全撕裂的衣服，但是我有足够的智慧，足以成为她在学生中的最爱。我的迹象非常好，这引起了她的注意，总是注意，我爱她，直到我爱她学习的阿拉伯语主题，直到她成为我的方言和对她的爱。
有一天（我不在我的想法）我叫我的名字，要求我大声地站在她的办公室前，所以每个人都看着，我做到了，但是在我心中，我感到非常恐惧和惊讶，因为我老师的表情是不像往常一样。我做的事情激发了她的愤怒，我不知道，我的上帝，这是一个困境？ !!有一段时间，我听到她的声音在我的名字中呼唤，但是我突然突然想着，我用醒目的棍子撞到了办公室，我和我周围和我周围问我多少兄弟？你父亲几岁？ ！??我的兄弟4。
所以我去了四个女孩说，我看到了？？？您不想学习，您的父母提供您的所有要求，而那些真正需要支持的人在我面前，我无法更改金额，所以我将严重程度指导给我，并说我可以帮助您完成您的工作研究，我知道您想要它，您将无法完成它。如果他们可以在她的想法中向我展示一些二手衣服，那可能会对我有所帮助，但相反，我更喜欢她，这会改变他们的嫉妒，当我要求他们为我吃旧衣服时，他们没有来找她，而是羞辱了我并嘲笑我，但是关于大约16岁的奇怪的事情，我变成了缝制。专业。订阅按钮，做钟声以获得所有新事物并了解更多，上帝仍然有很多要告诉你的，只要你在照顾上帝的地方，请不要忘记。 ..... .....
https://youtu.be/dpfj7rwyir4"
24591,UgwXDKwVeUaER3laa2V4AaABAg,0,"honestly, as a chinese girl, i didn't even know what bamboo looked like in its original form. kudos to her and everyone who lives in a village back in china/asia. my mom tells me stories of village life before she came to the us and i didn't really understand it until watching these videos!",老实说，作为一个中国女孩，我什至不知道竹子的原始形式是什么样的。对她和住在中国/亚洲一个村庄的每个人都表示敬意。我妈妈在来美国之前告诉我乡村生活的故事，直到观看这些视频，我才真正理解它！
24836,UgxpgaiJbEcAW6570jd4AaABAg,0,it is so beautiful to watch your cooking and how you respected your ingredients. thank you for making these videos. it is really peaceful. it made me really miss living in asia.,观看您的烹饪以及如何尊重成分是如此美丽。感谢您制作这些视频。真的很和平。这让我真的很想念住在亚洲。
16322,UgxDOMs6p_ItSvCLtEt4AaABAg.92wQLk-uyOV92wp094G9u-,0,"it really is not, there is a certain difference between the language of the video and the tip of the tongue. one is the ancient style, which has a mood more than the tip of the tongue; the second is that the method of mirroring rarely uses the mirror, which is a unique style of li ziyi; in addition, if you go to watch her other videos, you will find that she is versatile, not only limited to cooking, but also limited to cooking. essence it also includes woodworking, planting, embroidery, papermaking, printing and dyeing, almost omnipotent",还真不是，视频的语言和舌尖有一定的区别。一是古风，比舌尖多了一份意境；二是很少使用移镜的手法，这是李子柒独有的风格；此外，如果你去看她其它的视频，会发现她多才多艺，不仅限于烹饪。还包括木工、种地、刺绣、造纸、印染，几乎无所不能
