,cid,votes,time,含want,含want中文翻译
32993,UgwWyxiLrbq6rgGRxhp4AaABAg,0,3 years ago,"sister, your home is there, i want to go to your home, i like you very much",姐姐啊你的家在那我想去你的家我很喜欢你
32574,UgxJwmPqKBqU89V7Z_N4AaABAg,0,3 years ago,i just want to know who made those vietsub ??? they're so cute,我只想知道谁制作了那些vietsub ？？？他们很可爱
32631,UgymNPrG_AJEYHTb1kF4AaABAg,0,3 years ago,i want to eat jangan rebung,我想吃jangan rebung
32637,Ugy5j0GNNxijYqzjy9p4AaABAg,0,3 years ago,"i really want to eat oh oh woohoo, snail powder and oil and fruit perfection ~",好想吃呜呜呜呜螺蛳粉 加上油果完美～
32861,Ugx0jal_2YAaxTAW5cN4AaABAg,0,3 years ago,i want to live with her,我想和她一起生活
32677,UgxYjD4Hg8y6G1dAJ614AaABAg,0,3 years ago (edited),"1:59 home made are tight seal
can anyone tell what language this video is in i want to learn so i can read it","1:59自制密封
谁能告诉我想学习的视频是什么语言，以便我可以阅读"
32828,UgxDZvPP88KoEMbMWml4AaABAg,0,3 years ago,"i want waifu like that 
fml","我想要那样的
FML"
32722,Ugxja9qyRx8qejSy_Ud4AaABAg.8yUo06HDnNG8ygsOc7gmE1,0,3 years ago,@amethystrain2513 maybe she wants it grow bigger and then cooks it,@amethystrain2513也许她希望它变大，然后煮
31598,UgyB7tTvDtKcQrCscyZ4AaABAg,0,3 years ago,does she live in the heaven? i want to live in china lol,她住在天堂吗？我想住在中国
31575,Ugw-BWPvmXtaejlRFy14AaABAg,0,3 years ago,looking so much that you want to go to china,看起来太多了，你想去中国
30287,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw392DrqIxxTl3,0,3 years ago,you want to laugh at me,你要笑死我
30845,UgwwmLZN35BdkinPBOh4AaABAg,0,3 years ago,"grandma is so cute, i also want to eat snail powder! but i think purslane is the best. the action of your tweets is really chic, and my grandpa is surprised!",奶奶好可爱，也想吃螺蛳粉！不过我觉得马齿苋最好吃。你扯马齿苋的动作是真的潇洒，我一老爷们也大吃一惊！
30298,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw392ZHYzEsqpX,0,3 years ago,"although i don’t understand your text, i still want to like it",虽然我看不懂你的文字，还是要赞
30430,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39Nd9RCMrYA4,0,2 years ago,"@godisoneandislamistruthrel2190 so, what do you wants to say? shortly",@godisoneandislamistruthrel2190那么，您想说什么？不久
30448,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39Qu7aCe7t4r,0,1 year ago,"i really like it when you cook, but i want to make it in thai. thank you.",当您做饭时，我真的很喜欢它，但我想在泰语中做到。谢谢。
33262,UgyAHQphJBvO4UelFLB4AaABAg,0,3 years ago,i want to watch her and the primitive technology guy get stuck in a remote island together.,我想看着她和原始的技术人员一起被困在一个偏远的岛屿上。
30610,UgyspDYCfrfv56XCUhV4AaABAg,0,3 years ago,i want the knife hahah,我想要刀哈哈
30616,UgwlVof6cf2M_uk3-_14AaABAg,0,3 years ago,"i want to say that you are awesome, the tone of listening to you should be sichuan or yunnan, i watched your video this day.",我想说你好棒、听你说话的语气你应该是四川人或者云南人哦、我今天一天都在看你的视频。
33241,UgyFIUeKctp8_HAnc9J4AaABAg,0,3 years ago,girl i want video how to make a dog house￦¥,女孩我想要视频如何制作狗屋￦¥¥
30721,Ugx8uKb2rwlw95J0OJh4AaABAg,0,3 years ago,i really want to eat it,好想吃啊啊啊
30726,UgzntWz4QVzcvVbb09R4AaABAg,0,3 years ago,if you want to try this noodle she sell it on her taobao website hahaha but i am not sure it could deliver to out of china,如果您想尝试这个面条，她在淘杯网站上出售它，但我不确定它能传递给中国
30755,Ugzb3qnOmFXbgCh4J5J4AaABAg,0,3 years ago,i want to marry that perfect girl,我想嫁给那个完美的女孩
30776,UgwaZcDiURZx63mg6wx4AaABAg.8yVT_oXY0tT8yVcikM04Z-,0,3 years ago,i feel like you want to help,感觉你有想帮忙的意思
30781,UgxL7cw4BDT9kOp0erV4AaABAg,0,3 years ago,"i want to live there,",我想住在那里，
30833,UgzqEgJcid6Z_Gjozqh4AaABAg.8yVRepcljpl8yWqAzv2d_Y,0,3 years ago,"@padmanabham.suresham don't worry, i stay here in hyderabad too and i just asked my mom to send me some of those, if you want i can share, i'm a naga of manipur!",@padmanabham.suresham不用担心，我也呆在海得拉巴，我只是要求妈妈给我发送其中一些，如果您愿意，我可以分享，我是曼尼普尔的纳迦！
31028,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yX66-j_c29,0,3 years ago,"kuaishou kyin tik tok snail powder, i want to eat again. there is a snail powder in taiwan. it is delicious, and you must eat this week. what other years they said that this film has been translated into yueyue, but the translation is not right.",快手科音Tik Tok 螺蛳粉，我又想吃了。在台湾有一家买螺蛳粉很好吃，这个礼拜一定要去吃。还有啥年他们说这个影片有翻译成越语，可是翻译不对看有点奇怪的
31526,UgzN3n70vY2qcb6PFKd4AaABAg,0,3 years ago,this kind of life that we want in an old man easy to find around us,我们想要一个老人的这种生活很容易在我们周围找到
31029,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yX8X9WRH_x,0,3 years ago,"if you want to eat, you can buy something and cook it yourself.",想吃就可以买东西回来自己煮吧
31039,UgySWEfEl80SHowlNcx4AaABAg,0,3 years ago,i really want to eat it when i look at it ~,看着就好想吃啊~
31050,Ugz2in9FMTE_BD6gQNZ4AaABAg,0,3 years ago,i really want to have such a life,真想有这样的生活
31077,UgwpOHJ-8P4N8pDv0X54AaABAg.8yVMg72mPzy8yV_1xgbwzU,0,3 years ago,"scientific name: purslane, cooked food can prevent dysentery, it really tastes good, i also want to eat it, and this dish can be seen everywhere in the countryside",学名:马齿苋，熟食可以防治痢疾，确实味道不错，我也很想吃，而且这个菜在乡下随处可见
31180,UgzT14NpxqHLDeqJNF94AaABAg,0,3 years ago,i really want to eat snail powder 蛳 蛳,好想吃螺蛳粉啊
31182,UgzUNZxcspwC7Z1K29x4AaABAg,0,3 years ago,looks so good girl. i just want to go home to you.,看起来好个女孩。我只想回家。
31228,Ugw3SCAFp2esJbXdsfN4AaABAg,0,3 years ago,i want my farm to be just efficient like this,我希望我的农场像这样有效
31276,UgxJac_59okxBqceQm54AaABAg,0,3 years ago,"you're videos make my day. i want to go back and try and make some of them also, they look so good.",您是视频让我的一天。我想回去尝试做一些，它们看起来很好。
31333,UgxOPq3c0xzwcsUQOAJ4AaABAg,0,3 years ago,"haha! bamboo shoots grow like they’re trying so hard to convince someone that this is how they grow, they look so out of place, and honestly really cute, with their pointy little tops, i kinda want to draw a goofy face on them and give them tiny kisses, they’re adorable. never tasted them, though, but it looks good!",哈哈！竹芽变得像他们很难说服某人那样生长，这就是他们的成长方式，他们看上去是如此不合适，老实说真的很可爱，用尖锐的小上衣，我有点想在他们身上画一张愚蠢的脸并给他们的小吻，他们很可爱。不过，从来没有品尝过它们，但是看起来不错！
33216,Ugz0Df4Ur9aA7YgAgph4AaABAg,0,3 years ago,"almost no plastic life, want to save the earth, learn from it, learn from this girl...",几乎没有塑料生命，想要拯救地球，向它学习，向这个女孩学习...
31379,Ugz1I8IVDaSZ28ZBANJ4AaABAg.8yVFWEkdlqa92t_kvtT3eN,0,3 years ago,"where is @adan4324, it is about the same price as qatar. it's too expensive to want to eat",@adan4324 在哪里，和卡塔尔差不多价位。想吃又太贵了
31406,UgzJD-G8c0D6eEdcv2d4AaABAg,0,3 years ago,"why so many dislikes? just curious, you have the rights to dislike. just want to know which part you don't like.",为什么这么多不喜欢？只是好奇，您有不喜欢的权利。只想知道您不喜欢哪个部分。
31446,Ugxy1xBlyl-Zdfxh0xV4AaABAg.8yVDFaGoqFO8yVhVSC3Pa9,0,3 years ago,sometimes she will upload to youtube delay a little. if you want to follow her as soon as possible you can also go to bilibili too. but she always upload to this channel,有时她会上传到YouTube延迟一点。如果您想尽快跟随她，也可以去比利比利。但是她总是上传到这个频道
28074,UgwjIdkiKATkEpbpH0t4AaABAg,0,3 years ago (edited),"why do i feel very distressed every time i see zi qian's rough work? do n’t worry about ziyi ’s hands who want to do the rough work for her, and slowly watch her cook the kitchen mother slowly.",为什么每次看到子柒干粗活我都特别心疼呢 贴别担心子柒的手 好想替她把粗活都做好 然后慢慢地看着她 不紧不慢的做厨娘
28066,UgzRS_ULHRsyM1j0E6l4AaABAg,0,3 years ago,vn i want to see your arms,vn我想见你的手臂
28047,Ugwlzp0Nj_JJihP-Y594AaABAg,0,3 years ago,this show makes me want to cook with a wok.,这个节目让我想用锅做饭。
26239,Ugz3H6IW2ghkZLc6W8l4AaABAg,0,3 years ago,"6:57 ""we don't want fermented finger tips and nails""",6:57“我们不想要发酵的手指技巧和指甲”
34207,UgyJYkjJ8bNFKcxa5yN4AaABAg,0,3 years ago,i want to have vietnamese in this video,我想在这个视频中有越南人
25956,UgwBsEGRCMfWuYSNkc14AaABAg,0,3 years ago,when she said careful doing this at on we dont want fermented fingers i laughed and i don’t know why lol,当她说小心这样做时，我们不想发酵手指，我笑了，我不知道为什么大声笑
26009,Ugw2kgmfnF9s2xsMysV4AaABAg,0,3 years ago (edited),"let me get this straight, whoever want date her will be my enemy",让我直截了当，无论谁想要约会，她都是我的敌人
26054,UgxZ9rUE3drRA2se_TZ4AaABAg,0,3 years ago,didnt skip the ads cause i want you to get the coins girl! you deserve it ❣️,没有跳过广告，因为我要你得到硬币女孩！你应得的❣️
26074,UgztTz_ofUIOjLy3epZ4AaABAg,0,3 years ago (edited),"i'm good at cooking. every dish seems to be delicious. i want to go there, where i want to go to this video, i want to live in a natural place.",我擅长做饭。每道菜似乎都很美味。我想去那里，我想去那段视频，我想住在一个自然的地方。
26076,Ugy-FTyfBTE2QACo6FR4AaABAg,0,3 years ago,lmao when she said we dont want fermented finger and nails,lmao说我们不想发酵手指和指甲
26083,Ugytvvv6whlqPuimDtd4AaABAg,0,3 years ago,"i'm a straight married woman, but i really want her to be wife.",我是一个直婚的女人，但我真的希望她成为妻子。
26093,UgyV3V2AAuwAChWiKmt4AaABAg,0,3 years ago,i want to see the,我想看
26105,UgzpEjf1gt58Qur0YGN4AaABAg,0,3 years ago,"i ca n’t see it, i want to return to my hometown in sichuan immediately at a glance",简直不能看，一看就想马上回四川老家
26115,Ugw90kSrf2TxoV3X9H14AaABAg,0,3 years ago,"although i don’t know what they cook, saliva is running, i want to try everything)))))))))",尽管我不知道他们做什么，但唾液正在运行，我想尝试所有的）））））））））））））））））
26126,Ugw08vKhOVr3BixXvAN4AaABAg,0,3 years ago (edited),i want to see your arms,我想看你的手臂
26129,Ugw72L7-7FXbcO0nMjN4AaABAg,0,3 years ago,"liuzhou wants to go and see, try snail powder. bleak",柳州好想去看看啊，尝尝螺蛳粉。
26210,Ugx00Qwhv3LOmdfBaq14AaABAg,0,3 years ago (edited),i want a life as simple as hers,我想要像她一样简单的生活。在自然界和呼吸新鲜空气中，必须是没有痛苦的生活。谢谢你让我感到嫉妒和快乐:)
26295,Ugw8qadGSHnVlagstKx4AaABAg,0,3 years ago,could anyone please find me a woman like this lady. cause i want to marry her to be my wife. i will be very healthy and happy,有人可以找到我一个像这个女士一样的女人。因为我想嫁给她成为我的妻子。我会非常健康和快乐
34282,UgxcCPkr5ID18x9YO5l4AaABAg,0,3 years ago,i really want to live like that. ❤️ simply yet abundant love you li ziqi from philippines,我真的很想这样。 ❤️简直却丰富的爱你是菲律宾的li ziqi
34196,Ugz9AEoL5-4m44ATWSx4AaABAg.8yUVc5dsPR08yUduMZ7ZnB,0,3 years ago,"parents died early with her. there are not 2 people on the phase, workers+film crew, everyone wants to eat.",父母早早死亡。该阶段没有2个人，工人+电影摄制组，每个人都想吃饭。
26305,UgwG9QEF6GLM67XBrZd4AaABAg,0,3 years ago,"""careful when replicating this at home, we don't want fermented fingertips and nails."" 


lol","“在家里复制它时，我们不想发酵指尖和指甲。”


哈哈"
26314,UgxxMRTqYw2nfQSHMLl4AaABAg,0,3 years ago,"turn captions on at 6:56 hahaha ,she stated ""careful when replicating this at home.we don't want fermented finger tips and nails",她在6:56打开字幕，哈哈哈，她说：“在家里复制此内容时要小心。我们不想发酵手指技巧和指甲
26329,UgzH0DHAyjk-M7TvlJ14AaABAg,0,3 years ago,"i really want to go to mianyang to learn from li ziyi ~ well, i am very close in chengdu ~~",好想去绵阳跟李子柒拜师学艺啊~ 嗯 我在成都 挺近 ~~
34192,UgwItq_QUTbD8BkC2oN4AaABAg,0,3 years ago,anyone want to live the life likes her,任何人都想过上生活的生活
26354,UgwTc-3Tzi-dysuH_pl4AaABAg.8yrDxFaq0CC8yz_vsW4LCk,0,3 years ago,"you can buy it if you don't want to buy it, we have to watch it",不是想买就能买的，我们还要看
26402,UgzSqZOieEb5VtwtDRx4AaABAg,0,3 years ago,the pan is good .. want to have it,锅很好..想拥有它
26421,Ugwj8fQmnLI9LosSOQp4AaABAg,0,3 years ago (edited),people don't want to touch for open because will make human skin itching but if u open n open u will got sweety inside for any way u want to cook in food .,人们不想打开触摸，因为会使人的皮肤发痒，但是如果你打开n张开，你会在里面吃甜蜜的东西。
34173,Ugz_JvXG7DuL8wFj8vl4AaABAg,0,3 years ago,this why i didn't want to live in the city,这为什么我不想住在城市
26455,UgxNIacQBkpT2hqv01x4AaABAg,0,3 years ago,awww man. shouldn't have watched this at midnight (ｔ▽ｔ) now i want some shoots & beans,噢，男人。现在我要在午夜（ｔ▽）看这个，现在我想要一些芽和豆
