,cid,votes,含culture,含culture中文翻译
18144,Ugzq5Ar2lP4HuWB0oFJ4AaABAg,0,"Xanadu Miji
The hostess diligent 达 Foodist 
All foods are diligent and diligent in doing things in a simple life

In such a beautiful world of Taoyuan life, I can still think of sharing life and food with people all over the world through shooting videos and editors that not only convey Chinese culture and food, but also see how smart you are.

Do you still have it?
But to be honest, people in the first -tier cities may not be so rich in your family.

It is indeed all right 有


I suddenly gave birth to a thought that Mr. photographer (lady) found that the potential of the heroine was moved by some things to help her? Did she live with grandma since she was a child?","世外桃源 美极了
女主 勤奋
所有的食物都是亲自做出来的 勤勤恳恳的做事 朴实的生活

在这么美的世外桃源生活依然能想到通过拍视频和编辑 把生活和美食分享给全世界的人看 不仅传达了中国文化和美食 还看到了你是多么聪明伶俐的一个人 像女主这样的人世间难求

你还有不会的吗？
不过说实话 一线城市的人也未必有你们家这么富有

确实是应有尽有啊 


我突然萌生了一个念头 是不是摄影师先生(女士)发现了女主的潜力 被某些事所感动 特地帮助她的呢？她是从小跟奶奶生活的吗？"
27678,UgzAxJaflnoUJCGjIGt4AaABAg,0,"Hey where are the French Friends? I am happy to meet you in this region of comment, Liziqi is a traditional girl who comes from China, she presents to you what is the most real about Chinese culture, it is better that you forget false Western news.่ฎฉ ไธ–็• ็ๅฐ ไธญๅฝ ๆ–ๅ– ็ ๅ้",嘿，法国朋友在哪里？我很高兴在这个评论领域认识您，Liziqi是来自中国的传统女孩，她向您介绍了中国文化最真实的是什么，最好是忘记虚假的西方新闻。让世界看到中国文化的
28094,UgzijUf9gElv6KyDSuF4AaABAg,0,"I am amazed by her skills, but the setting is too good to be true.. Everything around her looks like its set up in perfect order a bit too perfect. Every door and window, even how hand made stuff has a cinematic feel to it..Good job by tourism development and culture promotion department of China.. We may not believe but all this rich and vibrant culture was considered old and was burnt away by Communists.. Hope people there are happier now in modern times..love the theme..And girl is really talented.. Good camera work..",我对她的技能感到惊讶，但是设置太好了，无法实现。.她周围的一切看起来都完美地设置了一些完美的设置。每个门和窗户，即使是手工制作的东西也有电影的感觉。.通过中国旅游业发展和文化促进部的好工作。我们可能不相信，但是所有这些富裕而充满活力共产主义者..希望人们现在在现代更快乐。
28218,UgzzzxPrPa_O232kTbZ4AaABAg.8yi87UH-nLQ8z9oh3mrI1S,0,"This is the culture shock. BTW, Mulan is not a feminist, she just want to protect her family and join army instead of her father or brother. Any culture, will be twist or reform to fit in another culture. That's why the USA people having General Tso's Chicken(never found this dish in mainland China), and some of the mainland China's KFC are serving rice meal.",这是文化冲击。顺便说一句，木兰不是女权主义者，她只想保护自己的家人，而不是父亲或兄弟。任何文化，都是扭曲或改革，以适应另一种文化。这就是为什么美国有TSO将军的鸡肉（从未在中国大陆找到这道菜），而中国大陆的一些肯德基正在提供米饭的原因。
29015,UgwDxZ98kDvD6Ugyij54AaABAg.8y8tXafhvpX8yHoxwWKfur,0,"Christmas??...come on..
different culture ,different holiday","圣诞节?? ...来吧..
不同的文化，不同的假期"
29532,UgwmVef57t_Xf7_Fbkt4AaABAg,0,"I love how puppies and the lamb follow her..I wish I could live this life..โค๏ธ
We Indians also prepare similar brittle candies with rock sugar and nuts, though we dry roast them. Many similarities in our Asian culture!","我喜欢小狗和羊羔跟随她的方式..我希望我能活这生。
我们的印第安人还准备了用岩糖和坚果的类似脆性糖果，尽管我们干烤它们。我们亚洲文化中的许多相似之处！"
30142,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79frLq7Bstui,0,@emhgarlyyeung race doesnโ€t really have to do with anything about eating dogs. Many different races and cultures eat dogs.,@emhgarlyyeung比赛与吃狗的任何事情都没有关系。许多不同的种族和文化都吃狗。
30143,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79frM3itbgiI,0,@user-ow3be9te5o Iโ€m Chinese decent and an American. Iโ€ve eaten dog. There is nothing wrong with Chinese culture eating dogs. You condemning your ancestors for eating dogs shows you for who you are. Your ignorant blind and brainwashed.,@user-ow3be9te5o我是中国体面和美国人。我吃了狗。吃狗的中国文化没有错。您谴责您的祖先吃狗，向您展示了您的身份。您无知的盲人和洗脑。
30145,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79frMLrlnP0C,0,@Francisco-qt6cz not true Iโ€ve eaten dog with 10 year olds 10 years ago so yeah born in 2000 still eating dogs. If itโ€s allowed in that culture then people need to shut their mouth.,@francisco-qt6cz不正确，我已经吃了10年前的10岁狗，所以是的，2000年出生于2000年仍在吃狗。如果允许在这种文化中，那么人们需要闭嘴。
30402,Ugy_3rqTKSGulMk9U594AaABAg,0,This women needs to be stopped before she spreads her culture to the rest of the world!,在将自己的文化传播给世界其他地区之前，她需要停止这种女性！
31273,UgyGyZk8Qi_caVg5EJB4AaABAg,0,"Fuckin globalization, destroy national culture and nature everywhere! Nation culture itโ€s beautiful and people associated with nature...",他妈的全球化，到处摧毁民族文化和自然！民族文化是美丽的，与大自然相关的人...
23676,UgyjieguoxUFGm8Jkfp4AaABAg.92FLn-kq4ft92b0D-jF4z4,0,"Many Chinese people play English again, export Chinese culture to foreigners, HHHH. Tell them to learn more about China's food culture",好多中国人再打英文，对着老外输出中国文化，hhhh。 告诉他们多了解一下中国的饮食文化
23661,UgybP1ClGGXJrZWLSdp4AaABAg.92FSUwnqezS92sL1jK7mto,0,"@wyattjia3202 if we can eat pig ,goat,cow and so on,why cant eat dogs,different culture,different mind,if you dont like it ,try to accept it ,BTW,not all Chinese eat dogs,only in some places in south China.And some Vietnamese and Korean also eat dogs",@wyattjia3202如果我们可以吃猪，山羊，牛等中国南部。一些越南和韩国人也吃狗
23630,UgyDXXVpO8nWN9Nfi7x4AaABAg,0,"To the new : her name is LI ZI QI, she is from China, Sichuan province. Image China map is a chicken, she stays at the heart of the chicken in the mountains. Well, Sichuan is a basin and very humid, thatโ€s the reason our people eat a lot of chilies & peppers(the pepper is different from the western black pepper, it is a local product create tingly numbness in month) to release the humid in body. Sichuan cuisine is the most widely served cuisine in China(like kongpao chicken)... 
in Chinese culture, the intension of return to cropland, is to achieve soul's return and spirit's salvation, many modern Chinese admire such idyllic life but not enough courage to give up city life & Return rural like I do.... we only can console ourselves through the video like this","新的：她的名字叫李齐·齐（Li Zi Qi），她来自中国，四川省。图像中国地图是鸡肉，她留在山上的鸡肉中心。好吧，四川是一个盆地，非常潮湿，这就是我们人民吃很多辣椒和辣椒的原因（胡椒与西部黑胡椒不同，这是一种本地产品在月份造成麻木的原因） 。四川美食是中国最广泛的美食（例如Kongpao鸡肉）...
在中国文化中，重返农田的直觉是为了实现灵魂的回归和精神的救赎，许多现代中国人欣赏这种田园诗般的生活，但没有足够的勇气来放弃城市生活和像我一样的乡村。通过这样的视频我们自己"
23615,UgxjxVjzKUEdlMiEhu94AaABAg.92G0pI78he292MO6GO1Fqa,0,You don't know Chinese culture,你不了解中国文化
18262,Ugw4yNKaviVg_LEm7t94AaABAg,0,This is Chinese culture at its very best,这是中国文化最好的
18624,UgzH2nBcG6GDSHj-9Ud4AaABAg.96fRh24S7QI96hs_XIU2mH,0,@user-tz6px4rn6n Let's prevent people with rich or different cultures from eating wild animals. we are not responsible for all of China. all humanity is in danger. innocent people are dying.,@user-tz6px4rn6n让我们防止拥有丰富或不同文化的人吃野生动物。我们不对整个中国负责。所有人类都处于危险之中。无辜的人快死了。
19727,UgzixCA890c2elUC4vN4AaABAg.95MIxncGJQw95el_wahJns,0,"I personally think that the things they carry are different. Li Ziyi pays attention to life, and the tip of the tongue pays attention to traditional culture and inheritance.",个人认为他们所承载的东西不一样，李子柒注重生活，而舌尖注重传统文化与传承
19909,UgxF9AQT_SzXJRCbMW54AaABAg,0,"Li Zi is amazing, little girl, big article!

One, amazing
1. Promote promotion of traditional Chinese national culture
2. Interpretation of truth, goodness, and beauty
3. Stimulate positive social energy

Second, big article
1. Strike social bias
2. Interpret why China is developing rapidly
3. Prove why China is strong and will not invade others

Third, wait and see.","李子柒了不起，小姑娘，大文章！

一、了不起
1.促进弘扬中华传统民族文化
2.演绎真、善、美
3.激发社会正能量

二、大文章
1.冲击社会偏见
2.诠释中国为什么发展神速
3.证明中国为什么强大也不会侵略别人

三、来日方长 拭目以待。"
20563,UgxR1t5-JPGxle_8kah4AaABAg,0,"She is a real princess. So naive and petite and seems like fairy. Works like a Hercules. Amazing ๐‘๐ have never seen such a beautiful person. She looks so loving and caring. I loved how her animals followed her . She really know everything about her culture and traditions. A rare thing,where wester world has captured us by awe and wonder. I so want to visit her and her place. What a life , she is following her dreams , mesmerizes us with her magic of simplicity and beaury. Stunning videography. Not a single word yet everything is communicated.",她是一个真正的公主。如此幼稚和娇小，看起来像童话。像大力神一样工作。惊人的
