,cid,votes,time,含girl,含girl中文翻译
15154,UgzVAithjMMjvuqb6Qd4AaABAg,0,3 years ago,girl ziyi meets with grandma. i am also my favorite mother! intersection,子柒姑娘相见与奶奶沟一下也是我最敬爱的妈妈！ ！
14650,UgyKsXCf62XIFt1nsHp4AaABAg,0,3 years ago,toilet bur cutter body scanner bedroom indira gandhi manisha ranjeet toilet bur cutter icu scanner meenakshi shikha minu chaudhary rcet staff daily income money chor alphabet play school azmat rungta college daily sail attacks bathroom murderer 1987to 22january2020 daily baby girl stomach toilet gas hazma scanner nutan nagar gaya bumbleswari bhuwal shadyantrak high court chor 88000crores rupees military gun srawan sandhya pushpa icu kapil sibal hori singh murder heart operation baby delivery murderer central hospital sector 9 hospital neighbor daily toilet scanner cow toilet invisible stomach attacks spring dales school neighbor divya bharati sridevi murder case home attacks,厕所Bur Cutter车身扫描师卧室Indira Manisha Ranjeet厕所厕所Bur Cutter ICU扫描仪Meenakshi Shikha Shikha Minu Chaudhary RCET员工每日收入收入金钱chor Alphabet play azmat rungta ungta rungta rungta rungta unlphabet unlphabe Bhuwal Shadyantrak高等法院Chor 88000亿卢比军枪Srawan Sandhya Pushpa ICU ICU Kapil Hori Singh Singh谋杀心脏手术婴儿送货婴儿送货凶手中央医院9医院邻居每日厕所卫生间卫生间卫生间卫生间卫生间卫生间不可见力的胃a胃a剂
14435,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgBAcPIZV,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14436,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgJAWSC12,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14456,Ugwce6UCFYbGRUEKEZB4AaABAg,0,3 years ago,"that's fantastic, poor girl she really works hard.",那太棒了，可怜的女孩，她真的很努力。
14523,UgwpaYKuPCCsjQHCPCF4AaABAg,0,3 years ago,this girl doesn't stop does she?,这个女孩不停下来吗？
14550,UgznArhn5dpWrHFQApZ4AaABAg,0,3 years ago,cool girl,酷女孩
14556,Ugx21gGFD91H5iuGiGt4AaABAg,0,3 years ago,this girl is super love,这个女孩是超级爱
14558,UgwWNbbiSakACrcB6NN4AaABAg,0,3 years ago,god!!! and sometimes i cook porridge in the morning. and the girl is straight beast,上帝！！！有时我早上煮粥。那个女孩是直的野兽
14600,UgxxeX62hr6likA4fz54AaABAg,0,3 years ago,such girls bring only happiness on earth. mir and for many years dear to you. i am proud of you !!!,这样的女孩只会在地球上带来幸福。米尔，多年来亲爱的你。我为你感到骄傲！！！
14610,UgzhBPBA3-caDqJDMKp4AaABAg,0,3 years ago,you are a miracle girl,你是一个奇迹女孩
14616,UgzQj25S4W7ve4PJcAl4AaABAg,0,3 years ago,i admire this girl and show the positive image and culture of china!,这姑娘我佩服，展示了中国正面形象和文化！
14621,UgzkdrtR5amNaAK7W0x4AaABAg,0,3 years ago,your so very beautiful your my dream girl,你真漂亮，我的梦dream以求的女孩
14651,UgzeWYolLZqT-JCjHox4AaABAg,0,3 years ago,toilet bur cutter body scanner bedroom indira gandhi manisha ranjeet toilet bur cutter icu scanner meenakshi shikha minu chaudhary rcet staff daily income money chor alphabet play school azmat rungta college daily sail attacks bathroom murderer 1987to 22january2020 daily baby girl stomach toilet gas hazma scanner nutan nagar gaya bumbleswari bhuwal shadyantrak high court chor 88000crores rupees military gun srawan sandhya pushpa icu kapil sibal hori singh murder heart operation baby delivery murderer central hospital sector 9 hospital neighbor daily toilet scanner cow toilet invisible stomach attacks spring dales school neighbor divya bharati sridevi murder case,厕所Bur Cutter车身扫描师卧室Indira Manisha Ranjeet厕所厕所Bur Cutter ICU扫描仪Meenakshi Shikha Shikha Minu Chaudhary RCET员工每日收入收入金钱chor Alphabet play azmat rungta ungta rungta rungta rungta unlphabet unlphabe Bhuwal Shadyantrak高等法院Chor 88000亿卢比军枪Srawan Sandhya Pushpa ICU ICU Kapil Hori Singh Singh谋杀心脏手术婴儿送货婴儿送货凶手中央医院中央医院9医院邻居厕所卫生间厕所卫生间卫生间卫生间不可见力的胃afters Spring dales Spring dales Spring spring divya bharati sridevi sridevi sridevi nighen divya bharati sridevi谋杀案例
14342,UgzJJnzBvNReofYwj0V4AaABAg,0,3 years ago,i love this girl,我爱这个女孩
14653,UgygBls4UJddHQeWbMh4AaABAg,0,3 years ago,toilet bur cutter body scanner bedroom indira gandhi manisha ranjeet toilet bur cutter icu scanner meenakshi shikha minu chaudhary rcet staff daily income money chor alphabet play school azmat rungta college daily sail attacks bathroom murderer 1987to 22january2020 daily baby girl stomach toilet gas hazma scanner nutan nagar gaya bumbleswari bhuwal shadyantrak high court chor 88000crores rupees military gun srawan sandhya pushpa icu kapil sibal hori singh murder heart operation baby delivery murderer central hospital sector 9 hospital,厕所Bur Cutter车身扫描师卧室Indira Manisha Ranjeet厕所厕所Bur Cutter ICU扫描仪Meenakshi Shikha Shikha Minu Chaudhary RCET员工每日收入收入金钱chor Alphabet play azmat rungta ungta rungta rungta rungta unlphabet unlphabe Bhuwal Shadyantrak高等法院Chor 88000亿卢比军枪Srawan Sandhya Pushpa ICU ICU Kapil Sibal Hori Singh谋杀心脏手术婴儿送货婴儿送货凶手中央医院9医院
14666,UgysQ3KsT2bhAnvfOG94AaABAg,0,3 years ago,"eat ships, take japanese girls",吃船，带日本女孩
14683,Ugw9JPnKD3BlJi7xayx4AaABAg,0,3 years ago,what a beautiful girl,好靓女呀
14740,UgwnEdPUxi2QPKteVjd4AaABAg,0,3 years ago,still my dream girl,还是我梦dream以求的女孩
14753,UgzDLPiJ70gXsnd51Ut4AaABAg,0,3 years ago,it's a pity we have few such girls left,可惜我们剩下这样的女孩
14768,UgwUmyizw7xjTPSOO7V4AaABAg,0,3 years ago,now that girl can live off the mf land,现在那个女孩可以住在MF土地上
14824,UgyK9zStrQg4mgomPYN4AaABAg,0,3 years ago,"impressive everything this girl does, all natural, i love it would like to try all that ... a world of knowledge, incredible everything this woman does ... holy god ...",这个女孩所做的一切都令人印象深刻，一切自然，我喜欢它想要尝试所有这些……一个知识的世界，令人难以置信的一切，这个女人所做的一切...圣经...
14851,UgzQ9HExvf_YFjHSdtt4AaABAg,0,3 years ago,this girl never tires? i prepare yogurt with cereal and i get tired alv,这个女孩从不轮胎？我用谷物准备酸奶，我累了
14874,Ugxnw7bsq_PputRWGtB4AaABAg,0,3 years ago,she is so amazing and beautiful girl,她是如此的神奇和美丽的女孩
15124,UgzYaG8q1xN2uXktZBp4AaABAg.93XMX1w-pmD94V5SdyKXuP,0,3 years ago,"some (who claim to be her classmates in highschool or so) say that this girl doesn't really live this lifestyle, it is all fake, and that she is actually pretty rich.

but i wouldn't really care, whether it's real or fake. her videos calm me before sleep and i enjoy it. that's all. even if it's a show, it is certainly a great show.","有些人（自称是高中生的同学）说，这个女孩并没有真正过这种生活方式，这都是假的，她实际上很富有。

但是我真的不在乎，无论是真实的还是假的。她的视频在睡觉前让我平静下来，我喜欢它。就这样。即使这是一场演出，这肯定是一个很棒的表演。"
15132,UgyDd785tYvpzokfbIt4AaABAg,0,3 years ago,"8.16 million subscribers. i wonder how much she makes from youtube alone each month. she probable could hire a team of more than a dozen farmers to help. based on the amount of veggies growing in her garden/farm, she would need more than ten farmers. add to that other labor intensive work (based on the other videos), such as raising lamb for wool, harvesting the wool and cleaning/dyeing/spinning the wool which she used to knit a huge winter coat. i know i won't be able to do all those without help. while i enjoyed the videos and admire her capabilities, i enjoy my simple life without having to toil like her. another note: unless she is selling them, why does she cook so much food? harvest so much veggies put into jars to ferment - that would last her ten years of fermented veggies, etc., etc. overall, one needs more than the knowledge of ten phd's to do all what she is doing in these videos. congratulations to her, super woman/girl. for city girls, don't dream of living like her, just not practical or possible. enjoy your city life.",816万用户。我想知道她每个月独自从YouTube中赚多少钱。她可能会雇用一个由十几个农民组成的团队来提供帮助。根据在她的花园/农场种植的蔬菜数量，她需要十多名农民。再加上其他劳动密集型工作（基于其他视频），例如抬起羊毛的羔羊，收获羊毛，清洁/染色/旋转羊毛，她用来编织一件巨大的冬衣。我知道我将无需帮助。当我喜欢这些视频并欣赏她的能力时，我享受了简单的生活，而不必像她一样辛苦工作。另一个注意：除非她要出售它们，否则她为什么要煮这么多食物？收获太多的蔬菜将罐子放入发酵中 - 这将持续她十年的发酵蔬菜等。总的来说，一个人比十个博士学位的知识更需要做她在这些视频中所做的一切。恭喜她，超级女人/女孩。对于城市女孩来说，不要梦想像她一样生活，只是不切实际或可能。享受你的城市生活。
14400,Ugzb2bbIJbNns1Ykis54AaABAg,0,3 years ago,"this girl is fascinating me, how much she works.",这个女孩让我着迷，她的工作量。
14270,Ugx9scXIVeGR00l-hFN4AaABAg.94KdLZ7CMpN95XgS7Psw-R,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
13444,UgywAGJkowFJLKXbN054AaABAg,0,3 years ago,i love it why because this girl very creative much,我喜欢为什么，因为这个女孩非常有创造力
13711,UgzddyNQxL3jdHwn4fZ4AaABAg,0,3 years ago,who wants to go with me to give a visit this amazing girl?,谁想和我一起去拜访这个了不起的女孩？
13464,UgwteKO-n59ek-2RiDN4AaABAg,0,3 years ago,"hayst ,, this girl is just perfect",Hayst，这个女孩只是完美的
13467,UgxNdg58HEeOzoK-U8R4AaABAg,0,3 years ago,"ibwanted to marry an asian girl once; ahe's the perfect example of thebone i had in mind:

strong, beautiful, intelligent, self sufficient and a great cook that also loyal","ibwant曾嫁给一个亚洲女孩；啊，是我想到的骨的完美例子：

坚强，美丽，聪明，自给自足和伟大的厨师也很忠诚"
13535,Ugy3i6CNntziF1p0O3p4AaABAg.95IHjNuEDR696h-KF8NhJe,0,3 years ago,see here. this girl is so wonderful. love is always,看这里。这个女孩真是太好了。爱一直是
13561,UgxVGrFV7rNm7zt3gcN4AaABAg,0,3 years ago,"this girl is amazing,no wonder she's got such a following.",这个女孩很棒，难怪她有如此追随者。
13581,UgxPN4hLIX-zd2PRp-J4AaABAg,0,3 years ago,she got no big ass or breast but she is the girl every men want to marry,她没有大屁股或乳房，但她是每个男人想结婚的女孩
13593,UgzDkn0MiJDI2j-MPnx4AaABAg,0,3 years ago,"where to find in the country of vietnam, a girl like that to get married to work. look at it, i feel sorry immediately",在越南的国家，一个像这样的女孩要结婚。看看它，我很抱歉立即
13637,UgwFwIs6cinw8gy2r314AaABAg,0,3 years ago,i like this kind of girl,超喜欢这种女孩子
13650,Ugy2-vufLA51xNFeYHV4AaABAg,0,3 years ago,"each beautiful dish gets mouth watering, the place is beautiful and the girls in the video are beautiful looks like paradise",每道美丽的菜都会吸水，这个地方很漂亮，视频中的女孩看起来像天堂
13652,UgxKjqiSJpU7t_RvYKJ4AaABAg,0,3 years ago (edited),"have any americans tired gardening for at least two months...before dreaming about life like that...you work all day long...so many naive female comments...you can't even eat a garlic...not adding you would smell all day long from sweating and smoke...etc...plus..to all naive...it is impossible to take care of, or to have a garden like that by one person...every gardener knows this..who has a first job.etc.. not to mention the smell of the poo of the animals that are there..but the manure is not recorded..
but the other girl who records this fake life is a very good editor..
not to mention flying insects and flys..but the fermenting idea is wonderful..ps..there is no a/c there...but cooking still alive snails...i wouldn't do even i am a man...","有任何美国人疲倦的园艺至少两个月...在梦想着这样的生活之前……你整天都在工作...这么多天真的女性评论...你甚至不能吃大蒜...补充说，您会整天从出汗和烟雾中闻起来...等...知道这一点..谁有第一份工作。
但是，记录这种虚假生活的另一个女孩是一位非常好的编辑。
更不用说飞行的昆虫和飞蝇了..但是发酵的想法很棒。 。"
13686,UgxO1CHi6NDvqp-Jyod4AaABAg,0,3 years ago,very beautiful and very hardworking girl.,非常美丽，非常勤奋的女孩。
13698,Ugza3f8ORssIxZGUuwh4AaABAg,0,3 years ago,liziqi channel intelligent and a beautiful girl!.,Liziqi频道聪明和一个美丽的女孩！
13746,UgwkG8bomODqDhrSZ_Z4AaABAg,0,3 years ago,what a beautiful girl she is! just be stunned.,她是一个多么美丽的女孩！只是被惊呆了。
14232,Ugyq9a1kCBZmDzNgLFV4AaABAg,0,3 years ago,"u work is amazing u r a talented girl
keep going on","你的工作真是太神奇了你一个才华横溢的女孩
继续进行下去"
