,cid,votes,time,含kind,含kind中文翻译
37599,Ugy1SCfSo51GPu8djsB4AaABAg.8tx6sAlrVKV8tx_8dh1FeO,0,4 years ago,"it is necessary that li ziyi is very bitter in childhood. she has her current life experience from her life. these things are shot and bonded by herself. if you have the opportunity to understand her, there is a kind of kind and beautiful girl with a story!",必须的，李子柒童年很苦，她有现在的生活经验来自她的生活，这些事情都是她自己拍和剪接的，有机会您要去了解下她，很有故事的善良漂亮女生！
35061,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8v_EzLeplY7,0,4 years ago,"@ninjaananas 0010100010110111010001101002 
๐ 
let's see what kind of an expert you are.. loser","@Ninjaananas 0010100010110111010001101002

让我们看看您是什么样的专家。"
8408,UgyUhLr2FnYJVKfYE7B4AaABAg,0,2 years ago,"any indians here

especially tamilan
ukg kid talk about agriculture 
kindly watch, like &comment

https://youtu.be/ktg3boebkei","这里的任何印第安人

特别是泰米兰
UKG孩子谈论农业
请观看，喜欢＆评论

https://youtu.be/ktg3boebkei"
34894,Ugz3nwiNJNRU2_D-hYR4AaABAg,0,4 years ago,"the owner of the up should register the copyright for all the skills he has made, a kind proposal!",Up主应该为自己所做的一切技艺注册版权，一个善意的提议！
34892,Ugyy0a61b1EdL-0x4Md4AaABAg,0,4 years ago,it feels like i'm watching real life version of some kind of mental healing japanese anime. my soul is completely purified....awesome video!!!,感觉就像我在看现实生活中的某种心理康复的日本动漫。我的灵魂完全纯化了....很棒的视频！！！
34879,UgyGHFwdgHJxumO8XvZ4AaABAg,0,4 years ago,"the cute little animal always follows her, how good this kind of life is!",可爱的小动物老跟着她 ，这样的生活多好呀！
34868,UgwP5FF76KuKUHPyWiJ4AaABAg.8uqyQmGVoGe8vJ9d_JNxEl,0,4 years ago,@lngtn55m thats why it kinda looks like a lemon,@lngtn55m就是为什么它看起来像柠檬
34853,UgymGtPZimD10aCa27Z4AaABAg,0,4 years ago,the channel is chic !!! but what kind of money do you live for? do you work? learn?,频道很别致！！！但是，您为什么钱呢？你工作了吗？学习？
34835,Ugx9MyqjSHy1vXe01814AaABAg.8us7qvpM--_8uzGnIcHSiZ,0,4 years ago,liziqi has spent time working as a dj. probably has a wide exposure to all kinds of music. she shows that in all her videos.,Liziqi花了一些时间作为DJ。可能会广泛接触各种音乐。她在她的所有视频中都展示了这一点。
8584,UgzCIO--tW1MAiwrkHt4AaABAg,0,2 years ago (edited),thanks to liziqi's heart very much for having vietnamese subtitle. love people as kind as her!,非常感谢Liziqi的内心拥有越南字幕。爱像她一样善良的人！
35885,Ugxrj7P0CQLGEwu3ZKl4AaABAg,0,4 years ago,omg she is amazing. how is this all reaaalll this is the kind of life i wanna live,天哪，她很棒。这一切如何重新吸引这是我想生活的那种生活
35972,UgzXBApkP0nzlsGQOLh4AaABAg,0,4 years ago,"i am very curious about the filming of all films? your hometown is too big, right? i really envy this kind of life, it is a paradise, admiring!",很好奇所有影片的拍摄场影都是子柒 家里的一部份吗？您的老家也未免太大了吧？真羡慕这种生活，完全是世外桃源，赞叹！
36106,UgxWLQqOypKBhIPLKtN4AaABAg,0,4 years ago,"donโ€t be fooled of her kindness and angelic appearance, she is a highly skilled undecover assasin.",不要欺骗自己的善良和天使般的外表，她是一位高技能的未经十足的刺客。
36127,UgxNgbEIOjA-gEIbTTx4AaABAg,0,4 years ago,"i still remembered when i was small, the popcorn man would travel around, people line up to make popcorn. i used to be really scared that huge sound. but now i don't see them anymore in big cities any more. kind of missing them and the blasting noise that machine made. childhood memory.",我仍然记得我小时候，爆米花男子会四处走动，人们排队做爆米花。我曾经真的很害怕那种巨大的声音。但是现在我不再在大城市看到它们了。有点缺少它们和机器发出的爆炸声。童年的记忆。
5665,UgzSsg_bnp9UNG8_l4d4AaABAg,0,2 years ago,1:35 what kind of fruit is the small red place in the string?,1：35 串的小小红红地是什么水果啊
6262,UgwX-4uSHqzixxSZeA54AaABAg.9MYXqYEUXGM9MqRvgQryy1,0,2 years ago,"only indian would like eating snake,lizards, and all kinds of poop",只有印度人想要吃蛇，蜥蜴和各种粪便
41764,UgxlypRsK7Ki9nYor0Z4AaABAg,0,4 years ago,"looking at how complicated her dishes look, i feel ashamed for my town's cuisine. if my people weren't so proud of our cuisine, i wouldn't be. but seeing this, we were so proud of nothing. 
im not from a culinary school or anything. but just like her, i learned from other people in my locality. 
.
also.. 
what kind of a popcorn cooker is that? that should be a weapon","看着她的菜肴的复杂性，我为我的镇美食感到羞耻。如果我的人民对我们的美食不那么自豪，那我就不会。但是看到这一点，我们一无所获。
我不是来自烹饪学校或其他任何东西。但是就像她一样，我从当地的其他人那里学到了。
。
还..
那是什么样的爆米花炊具？那应该是武器"
37175,UgwmAF865MQjIMyNApB4AaABAg,0,4 years ago,it all seems so simple but im kind of wondering about the behind the scenes. she has some beautiful shots in there obviously shot by a drone and s high quality camera. want to know about the setup and all the work that goes into there as well!,这一切似乎都很简单，但我想知道幕后。她在那里有一些漂亮的镜头，显然是由无人机和S高质量相机拍摄的。想知道设置以及所有进入那里的工作！
37144,UgwwHrEUqEOOzlkPvU14AaABAg,0,4 years ago,she is so kind,她是如此善良
6424,UgyUHzCzRxffQIgQA694AaABAg.9M9kS92l1N29MXyOJ2cnlm,0,2 years ago,@dorobee thanks for that you are very kind,@dorobee谢谢你非常友善
6820,UgyigHyMeT9Gly-qVN94AaABAg,0,2 years ago,what is this lady some kind of superhero?? lol crazy,这位女士是什么超级英雄？大声笑疯狂
6840,UgzFBn6y2Ci0tHJwIp14AaABAg,0,2 years ago,9:19 what kind of fruits is it?,9:19它是什么样的水果？
36871,UgydzG1y6IEkoBM-4xp4AaABAg.8uMZhcDCPbC8uOtBOuhVvX,0,4 years ago,"chinese pastoral dogs do not need to deliberately feed, not that kind of pet dog.","中华田园犬不需要刻意喂养,不是那矫情的宠物狗."
36822,UgxQGvaUIzq1411Tj_V4AaABAg,0,4 years ago,this legit looks like some kinda fairyland,这个合法看起来像某种童话
36820,UgxIOY_SmYwF4vesqqd4AaABAg,0,4 years ago,your life is amazing i kinda wanna live like that,你的生活很棒，我有点想生活
7331,Ugxbf2_7_rr9S72PRON4AaABAg.9JwzlYQW9wa9LpGRVjwOe3,0,2 years ago,@calliemendoza8563 if she wasn't beautiful / physically to his liking he would just say she's a strong woman or kind woman.,@calliemendoza8563如果她不漂亮 /对他的喜好，他只会说她是一个坚强的女人或善良的女人。
36636,Ugw6IXxnYiXv7DGlEad4AaABAg,0,4 years ago,i want to live this kind of life but i know i won't survive a day,我想过这种生活，但我知道我不会生存一天
36500,Ugw8Udt4rD8Nv6DH7LJ4AaABAg,0,4 years ago,"this is the kind of life i want for my patentes and me. someday all their hardwork, all their sacrifices and all they've done will pay. i swear. they deserve something as wholesome and peaceful as this. and i'll make it happen.",这是我和我的专利人想要的生活。有一天，他们所有的努力，所有的牺牲以及他们所做的一切都会付出。我发誓。他们应该得到这样有益健康和和平的东西。我将实现它。
7500,UgyvGr1is7XW1Zn2ZtB4AaABAg,0,2 years ago,puppies or dogs and kind of breed? they haven't grown.,幼犬或狗和种类？他们没有成长。
36395,UgzSPs1N_CF0N8YIc1B4AaABAg,0,4 years ago,this is the kind of life thanos wanted......,这是一种想要的生活Thanos想要的……
36250,UgzFE0TJ8GbtgdeBhGF4AaABAg,0,4 years ago,this is the kind of life i hope to live someday...,这是我希望有一天生活的那种生活...
36227,Ugx17iBNPAJynjbTSSl4AaABAg,0,4 years ago,"what a hardworking girl, the video is very kind and positive)",一个勤奋的女孩，视频非常友善和积极）
36166,Ugzfw-Yrfg-0NV0a5IB4AaABAg,0,4 years ago,is this a real life??? it looks like some kind of fantasy story.,这是现实生活吗？？？看起来像是某种幻想故事。
3372,UgySZSNZDb--4S6IsYd4AaABAg,0,1 year ago,"the ordinary people of the chinese nation have been living like this for thousands of years. manual work, farming economy, pure natural and pollution-free, until the advent of western civilization changed everything. when the entire chinese nation is like li ziqi, industrializing and informatizing the entire country with diligence and wisdom. and at the same time there is a higher pursuit of a higher and better future for mankind, such as artificial intelligence, the internet of everything, and space technology. li ziqi's video appeared before our eyes like an angel's performance. when we (western, eastern...) stand in the reinforced concrete forest of the city, at the moment of the pandemic of the world. we fell in love with li ziqi's lifestyle. li ziqi never expected that she would be loved by so many audiences all over the world. this is a hint. at the crossroads of this turbulent world, where shall we go?",中国民族的普通百万生活已经数千年了。手动工作，农业经济，纯粹的自然和无污染，直到西方文明的出现改变了一切。当整个中国国家都像李齐（Li Ziqi）时，以勤奋和智慧为整个国家提供了工业化和信息。同时，人们对人类的更高，更美好的未来有更高的追求，例如人工智能，一切的互联网和太空技术。李齐（Li Ziqi）的视频像天使的表演一样出现在我们眼前。当我们（西部，东部...）站在世界大流行时城市的浓缩混凝土森林中时。我们爱上了李齐的生活方式。李齐（Li Ziqi）从来没有想到她会被世界各地的许多观众所爱。这是一个提示。在这个动荡世界的十字路口，我们要去哪里？
