,cid,votes,time,含great,含great中文翻译
11005,UgyGeyZQOP2EHPXHQul4AaABAg,0,3 years ago,you got a great talented camera men,你有一个很有才华的相机男人
10985,UgyWwfF8oHXoUmbcRPR4AaABAg,0,3 years ago (edited),"i can still remember the times when i used to cook the bamboo shoots with sauteed onions and garlic, then seasoned with soysauce and msg due to an abundance. 
great food btw.","我仍然可以记得那些曾经用炒洋葱和大蒜煮竹芽的时代，然后由于丰富而用soysauce和Msg调味。
美食顺便说一句。"
10971,UgyRiG2IBV89oXP20SZ4AaABAg.987Rj_tZAGn99CG4Px-_9f,0,3 years ago,what happened to getting rid of the team? it is really beautiful. it ’s okay to see it with appreciation. do you have to take a mobile phone to take a selfie? is it great?,摆脱 团队又怎么了吗 确实拍的很美啊 以欣赏的眼光去看就行了 难道非得拿手机自拍
10950,UgzWiTj8bCnVnTjJHdx4AaABAg,0,3 years ago,"cawte bastards, i'm looking for the empress !!! a great warrior",Cawte混蛋，我正在寻找女皇！！！一个伟大的战士
12856,UgxAQgVGEc6I-qM9-Md4AaABAg,0,3 years ago,"awasome lady,i guess now she is my greatest crush",Awasome Lady，我想现在她是我最大的迷恋
12945,UgytWROnurt7fOcPZJp4AaABAg.968AXRHyf1Z97AOyyeZTrZ,0,3 years ago,"@aaaaaaaa5916 i believe in you. you will be surprised how good you will feel. just follow the guidelines, ""challenge 22"" has some great advice on easy way of change.",@aaaaaaaa5916我相信你。您会感到惊讶的是您会感觉如何。只需遵循准则，“挑战22”就简单的变革方式有一些很好的建议。
12981,UgyUeEVjxll-ADmKO9d4AaABAg,0,3 years ago,great,伟大的
14113,UgzjX7FdgDxWY2fCKsR4AaABAg,0,3 years ago,"really beautiful, i find great pleasure when i reger all your videos
best wishes","真的很漂亮，当我重新制定您的所有视频时，我感到非常高兴
最好的祝愿"
15576,Ugzu7YWf06ScCr0eW8t4AaABAg,0,3 years ago,"glory be to him, the great, the earth.",荣耀对他，伟大，大地。
15478,UgxTmbk64Yw732U7WyJ4AaABAg,0,3 years ago,eat your socks .all the chef's that study so long yo cook.. and this lady. .just goes it naturally.. i cook and live like this. and i consider myself so lucky.. i see all the rubbish that people eat in the so called. powerful countries. .all the chemicals. practically. they eat cancer and other modern sickness...i have travelled so.much. to those powerful countries and i feel so sad for them. and those people. think that they have a great life. jjjjj,吃你的袜子。所有的厨师都在研究这么长的哟厨师..和这位女士。 。我认为自己很幸运..我看到人们在所谓的所有垃圾中吃了所有的垃圾。强大的国家。所有化学物质。几乎。他们吃癌症和其他现代疾病...我旅行了。对于那些强大的国家，我为他们感到难过。和那些人。认为他们有美好的生活。 jjjjj
15351,UgwjKe2MmP8AOjCheZJ4AaABAg,0,3 years ago,"i would love to try some of that great food, please send me address i will come over",我很想尝试一些很棒的食物，请给我发送地址，我会过来
15124,UgzYaG8q1xN2uXktZBp4AaABAg.93XMX1w-pmD94V5SdyKXuP,0,3 years ago,"some (who claim to be her classmates in highschool or so) say that this girl doesn't really live this lifestyle, it is all fake, and that she is actually pretty rich.

but i wouldn't really care, whether it's real or fake. her videos calm me before sleep and i enjoy it. that's all. even if it's a show, it is certainly a great show.","有些人（自称是高中生的同学）说，这个女孩并没有真正过这种生活方式，这都是假的，她实际上很富有。

但是我真的不在乎，无论是真实的还是假的。她的视频在睡觉前让我平静下来，我喜欢它。就这样。即使这是一场演出，这肯定是一个很棒的表演。"
15042,UgwW5-yfDTi3N8iiTkV4AaABAg,0,3 years ago,this is a bamboo shoot in indonesia ... great,这是印度尼西亚的竹拍摄...太好了
14861,UgyIbxlEGvaVCwkufDN4AaABAg,0,3 years ago,"beauty
healthy
great body
active
nice person

that's my dream woman","美丽
健康
好身材
积极的
好人

那是我梦dream以求的女人"
14836,UgyvoXLOOzYayVYXMr94AaABAg,0,3 years ago,this is a great deal of tazing mi in palu2i,这是palu2i的大量钉子Mi
14785,UgwdmJRj1DfY6TOiI0d4AaABAg,0,3 years ago,"i am from vancouver island canada and have so enjoyed your videos . i have great respect for your hard work and the beautiful nation of china and the first time i watched a video from your channel it brought tears of joy to my eyes i was quite surprised by that ☺️
we have places on the island that could be great places for a show styled after yours . i am a man and not near as beautiful or graceful as you so i don’t think filming myself would be as popular as if maybe you were to come and do some special episodes here in canada .
well please be careful and keep making these gorgeous videos for the world , it’s truly admirable and does so much good for people it is awesome ! thank you very much","我来自加拿大温哥华岛，非常喜欢您的视频。我非常尊重您的辛勤工作和美丽的中国国家，并且第一次看您的频道视频时，这给我带来了喜悦的眼泪，我对那个☺️
我们在岛上有一个地方，可能是您以您的表演方式进行表演的好地方。我是一个男人，不像你那样美丽或优雅，所以我认为自己拍摄不会像您要来在加拿大做一些特别的情节一样受欢迎。
好吧，请小心，并继续为世界制作这些华丽的视频，它确实令人钦佩，对人的好处真是太棒了！非常感谢"
14321,UgyhmGaKewGEKwsmJRB4AaABAg,0,3 years ago,"what a wonderful intelligent you are,your family must be so proud of you. you are a great example to young people everywhere!",你真是太聪明了，您的家人一定为您感到骄傲。对于各地的年轻人来说，您是一个很好的榜样！
14260,UgxpkMj_I3gJzCFYwkt4AaABAg,0,3 years ago,o great lord these han all that is so added.,伟大的主啊，这些吞噬了所添加的一切。
14243,UgwJqYgX-xqef8IuaVN4AaABAg,0,3 years ago (edited),"she would be a great wife, who's ever is the lucky guy well done lol.",她将是一个伟大的妻子，曾经是一个幸运的家伙，大声笑。
14129,Ugx3I3xz180q6TkGGKh4AaABAg,0,3 years ago,"with so many comments, what is the people of the great power of the heavenly dynasty?",这么多评论，我天朝大国之人何在
13876,UgyoQ2AXjPHVnLMZ3O54AaABAg,0,3 years ago,"the man who wins the heart of this beautiful lady will be greatly blessed.
congratulations on your channel and obviously your excellent job.
","赢得这位美丽女士心脏的人将是极大的祝福。
恭喜您的频道，显然是您出色的工作。
"
12994,UgzZAiWYZOrLbOjjBjZ4AaABAg,0,3 years ago,the grandma must be very greatful to have her,奶奶一定很高兴有她的
13844,UgyJLm_zJiB14IGsApJ4AaABAg,0,3 years ago,"i live in the interior of brazil, here we also eat bamboo sprouts, their eating habits are very similar to ours, great video!",我住在巴西内部，在这里我们也吃竹芽，他们的饮食习惯与我们的饮食习惯非常相似，很棒的视频！
13837,Ugw8i8-ouYkvaVNiXll4AaABAg,0,3 years ago,would be great to know the recipes. i would grow some fresh green for those food...,知道食谱会很高兴。我会种一些新鲜的绿色作为这些食物...
13564,UgyXFIcnak2homIuKVd4AaABAg,0,3 years ago,dear we miss u so so much are u fine ?where's ur great videos isn't there something to wach it,亲爱的我们非常想念你，你很好吗？
13467,UgxNdg58HEeOzoK-U8R4AaABAg,0,3 years ago,"ibwanted to marry an asian girl once; ahe's the perfect example of thebone i had in mind:

strong, beautiful, intelligent, self sufficient and a great cook that also loyal","ibwant曾嫁给一个亚洲女孩；啊，是我想到的骨的完美例子：

坚强，美丽，聪明，自给自足和伟大的厨师也很忠诚"
13429,UgyWW8OH0WIdH9YNC-J4AaABAg.95V6ezihY6l96pnF-9I2To,0,3 years ago,"you will have a mixed taste if you try soaking the chinese green tea with the water in the indian river , unforgettable smell and flavor just like two misterious great cultures combined",如果您尝试在印度河中用水浸泡中国绿茶，令人难忘的气味和风味，就像两种富裕的伟大的文化结合在一起
13363,UgwHVdOsEfi6nfd-lEd4AaABAg,0,3 years ago,"great, sister",伟大，姐姐
13343,UgxoN7L1z6XD2mdh4Vt4AaABAg,0,3 years ago,great relaxing vid. felt like a movie.,很棒的放松vid。感觉像电影。
13314,UgydAOsA-VH3asPz4e54AaABAg,0,3 years ago,great,伟大的
13282,UgxIDHBQyocQceype8N4AaABAg,0,3 years ago,she is a great person,她是一个好人
13120,Ugx2jSzdx1Zef9ionS54AaABAg,0,3 years ago,greating from indonesia. your girl strong.,来自印度尼西亚的伟大。你的女孩坚强。
13049,UgzFVmbqa9WORMyWzPJ4AaABAg,0,3 years ago,hiya ~ i admired it ~ ^^ it's really great ~ cooking genius ~ bamboo and wood craft ~,hiya〜我很欣赏它〜^^真的很棒〜烹饪天才〜竹和木工〜
13005,Ugyg8SczgvIr8SWaDxh4AaABAg,0,3 years ago,"another great yt video from liziqi that leaves me thinking, wanting to delve further into the subject matter and makes me want to go foraging and living off the land like she does!! would greatly appreciate if you can show my channel hakka moi some support as well 'm producing content that hopefully carry a certain appeal and would encourage thought processes of different cultures and traditions that exist.",Liziqi的另一个很棒的YT视频让我思考，想进一步深入研究主题，让我想像她一样觅食和生活在土地上！如果您可以向我的频道Hakka Moi展示一些支持，也将非常感谢。我正在制作希望具有一定吸引力的内容，并鼓励存在的不同文化和传统的思维过程。
35421,UgzO6FX9v6iTTMGFAUR4AaABAg,0,3 years ago,great video,很棒的视频
