,cid,votes,time,含great,含great中文翻译
8598,UgyT54eRMqai4lKkbv94AaABAg,0,2 years ago,"john 3:16 ~ for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life. god is loving and literally true love; god loves us and wants us not to perish but have everlasting (eternal) life! you don't have to go to hell it was created only for the devil and the fallen angels, but when you don't choose god you automatically (even if you don't realize or mean it) choose the opposite, which is the devi and eternal death, that's just how it is, and the devil and his minions fates are sealed which is why he wants to bring as many people down with him before he enters his eternal punishment/torture in the lake of fire and brimstone (with his minions/followers). but there's hope for us(the way to god)! and that way and hope is jesus! | john 14:6 jesus said to him, “i am the way, the truth, and the life. no one comes to the father except through me. | heaven is open for all through, and only through jesus christ! jesus is the doorway to the father (who house is heaven !) god gave us instructions in how to accept him which is accepting jesus, so again you do not want to miss out on this free gift from god then accept jesus in your heart today! we are not promised tomorrow! 

q: what must i do to be saved?

a: if you’re asking this question, you’re not far from salvation. getting saved is a blessed gift from god!

first of all, it is important to realize that there is only one way to god, and that is through jesus christ, the lord and savior of the world (john 14:6). the word of god says if you believe with your heart that god raised jesus from the dead, and confess jesus as your lord, you will be saved (romans 10:9-10).

( romans 3:23-24 )
for all have sinned and fall short of the glory of god, and all are justified freely by his grace through the redemption that came by christ jesus. 

there is a heaven to gain, and a hell to shun!

salvation is a free gift that god offers us because of his unconditional love through the sacrifice jesus made in our behalf: “but god showed his great love for us by sending christ to die for us while we were still sinners” (romans 5:8).

that should remove any doubts about you being worthy to be saved. salvation is not something we deserve, nor is it something we can earn. it is a gift that was purchased and paid for by the blood of jesus. through the cross, god laid the punishment for our sin on jesus so that we might have right-standing with god through faith in him (2 corinthians 5:21).

jesus was our substitute. he took the pain, penalty and punishment for our sin so that god could freely offer us salvation from our sin (isaiah 53:3-5). “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life” (john 3:16). 

that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved (romans 10:9)

god does not hold the wrong things you’ve done in the past against you when you recieve salvation. you only need jesus to be saved and set free! right now, you can make a decision to receive jesus into your life by following these steps:

1. believe that jesus is the son of god and that he was raised from the dead.

2. accept jesus as your savior and proclaim him lord of your life.

if you desire to do this right now, pray the following prayer out loud and mean it with all of your heart and live out your new life in christ:

“heavenly father, i come to you in the name of jesus. your word says, 'everyone who calls on the name of the lord will be saved' (acts 2:21). i am calling on you.

“i pray and ask jesus to come into my heart and be lord over my life according to romans 10:9-10: ‘if you confess with your mouth that jesus is lord and believe in your heart that god raised him from the dead, you will be saved. for it is by believing in your heart that you are made right with god, and it is by confessing with your mouth that you are saved.' 'i do that now. i confess that jesus is lord, and i believe in my heart that god raised him from the dead.

i give you full control of my life. let only your will be done in my life, thank you for saving me. i receive the holy spirit, come live in me, seal me, in the name of jesus! 

“i am now reborn! i am a christian—a child of almighty god! jesus is the lord and savior of my life, i am saved, amen!”
.
you need to grow in relationship with jesus! don't just pray a prayer and live as you used to, get baptised, read the bible starting in john, and follow jesus not the world! heaven and earth will pass away but the word will never pass, follow jesus through it all! he is coming very soon so live like he will come tomorrow, because he might!","约翰福音3:16〜因为上帝如此爱世界，以至于他赐给了他独生子的儿子，以至于相信他的人不应该灭亡，而应该永生。上帝是爱，字面上的真爱。上帝爱我们，希望我们不要灭亡，而是拥有永恒的（永恒）生命！您不必去地狱，它仅是为魔鬼和堕落的天使创建的，但是当您不选择上帝时，您会自动（即使您没有意识到或刻薄）选择相反的事物，这就是Devi和永恒的死亡，就是这样，魔鬼和他的奴才命运被封印了，这就是为什么他想在他进入火湖和硫磺湖之前将他带到他永恒的惩罚/酷刑之前（与他一起他的奴才/追随者）。但是我们有希望（通往上帝的道路）！那样，希望就是耶稣！ |约翰福音14：6耶稣对他说：“我就是道路，真理和生活。除了通过我，没有人来找父亲。 |天堂可以通过耶稣基督开放，只能通过耶稣基督开放！耶稣是父亲的门口（上帝是天堂！）上帝给了我们关于如何接受他接受耶稣的指示，所以您再次不想错过上帝的免费礼物，然后今天接受耶稣呢明天我们不承诺！

问：我该怎么做才能保存？

答：如果您要问这个问题，那么您距离得救不远。得救是上帝的祝福礼物！

首先，重要的是要意识到只有一种向上帝的方式，也就是通过耶稣基督，世界的主和救主（约翰福音14：6）。上帝的话说，如果你内心相信上帝从死里复活了耶稣，并承认耶稣为你的主，你就会得救（罗马书10：9-10）。

（罗马书3：23-24）
因为所有人都犯了罪，而没有上帝的荣耀，并且通过基督耶稣所产生的救赎，他的恩典自由地证明了这一点。

有一个天堂可以获得避开的地狱！

救恩是上帝给我们提供的免费礼物，因为他通过代表我们做出的牺牲的牺牲而献出了无条件的爱：“但是上帝在我们仍然是罪人的同时为我们而死，向我们展示了他对我们的伟大爱”（罗马书5：8 ）。

这应该消除对您值得保存的任何疑问。救赎不是我们应得的，也不是我们可以赚取的东西。这是由耶稣的宝血购买和支付的礼物。在十字架上，上帝对我们对耶稣的罪进行了惩罚，以便我们可以通过对上帝的信仰与上帝直立（哥林多前书5:21）。

耶稣是我们的替代品。他为我们的罪恶接受了痛苦，处罚和惩罚，以便上帝可以自由地从我们的罪恶中拯救我们（以赛亚书53：3-5）。 “因为上帝如此爱世界，以至于他赐给了他独生子，以至于谁相信他的人不应该灭亡，而应该永生”（约翰福音3:16）。

如果您用嘴巴承认主耶稣，并相信您的内心将上帝从死里复活，您将被拯救（罗马书10：9）

当您获得救赎时，上帝并没有将您过去所做的错误。您只需要拯救耶稣并自由！现在，您可以通过遵循以下步骤来决定接受耶稣的生活：

1.相信耶稣是上帝的儿子，他是从死里复活的。

2.接受耶稣为您的救主，并宣告他的生命之主。

如果您想现在就这样做，请大声祈祷以下祈祷，并全心全意地祈祷，并在基督里过着新的生活：

“天父，我以耶稣的名来找你。您的话说：“每个呼唤主名的人都将被拯救”（使徒行传2:21）。我在呼唤你。

“我祈祷并要求耶稣进入我的内心，按照罗马书10：9-10成为我的一生：'如果您用嘴巴承认耶稣是主，并相信上帝将上帝从死里复活，您将被保存。因为它是通过相信自己的心，就是与上帝合作，而是通过嘴巴坦言被保存了。 '我现在这样做。我承认耶稣是主，我相信我的心，上帝将他从死里复活。

我给你完全控制我的生活。让我一生中只能完成您的工作，谢谢您救了我。我收到圣灵，以耶稣的名义生活在我里面，密封我！

“我现在是重生！我是基督徒 - 全能神的孩子！耶稣是我生命的主和救主，我被拯救了，阿们！”
。
您需要与耶稣建立关系！不要只是祈祷并像以前那样祈祷并生活，受洗，从约翰开始阅读圣经，并跟随耶稣而不是世界！天地会过去，但这个词永远不会过去，跟随耶稣通过这一切！他很快就来了，所以他的生活就像明天会来的那样，因为他可能会！"
7677,Ugxloy-NcQcLxUYTzj54AaABAg,0,2 years ago,"hey....i m from india....i watched ur this video a year before.....and now i am commenting as i read news article about u with ur picture published in the indian famous newspaper ""the hindu"" so i came back to ur channel to inform u that u got so famous. have a great journey ahead..best wishes",嘿。。。我来自印度....我在一年前观看了您的这段视频.....现在，我在读了关于您的新闻文章时发表的评论“所以我回到Ur频道通知您，您很有名。有一个伟大的旅程。
7867,UgwzC9fNLZTznyaSAf14AaABAg,0,2 years ago,greetings you are a great woman i admire and respect you,问候你是一个伟大的女人，我敬佩并尊重你
7868,UgziW3AZ0Fj773a2w6l4AaABAg,0,2 years ago,great video #cookwithpabitra,很棒的视频#cookwithpabitra
7956,UgyPa_HT-PV1RayRBMB4AaABAg,0,2 years ago,"it's great, want to eat 想",太棒了 想吃
7958,UgxRh28N7Yo0FTOrRzR4AaABAg,0,2 years ago,god is great .take islamsk.r.mahdi.kazakh,上帝很棒。
8072,Ugw-38m-b7Otdv42gJd4AaABAg,0,2 years ago,great video! i love to follow the everyday worries of a sweet family,很棒的视频！我喜欢跟随一个甜蜜家庭的日常忧虑
8227,UgwqCxnk-tRSMLLCy-R4AaABAg,0,2 years ago,great video,很棒的视频
8430,UgwOgA11teNYGIaF_vB4AaABAg,0,2 years ago,great,伟大的
19069,UgyvRHuDbWjGMkBZIMV4AaABAg,0,3 years ago,a great respect to you for everything you do...,对您所做的一切非常尊重您...
19235,Ugz4IY01zJLsM54Vtg14AaABAg,0,3 years ago,"you are a show, i follow you and you are a breath of fresh air, peace of the spirit! thank you! i would like to be able to live with you for a while, helping you in the collections, it would be a great experience .❤",你是一个节目，我跟随你，你是新鲜空气，精神的安宁！谢谢你！我希望能够与您同住一段时间，帮助您参与收藏，这将是一次很棒的体验。
34301,UgzuJacq53QHubYzreJ4AaABAg,0,4 years ago,great from indonesia ๐ฎ๐ฉ,来自印度尼西亚的伟大
28878,UgwmY2FHQnp6SJyHrHl4AaABAg,0,3 years ago,if only she was vegan ๐… great content though,如果只是素食主义者
27783,Ugy4hINVtl_GI_U7iZN4AaABAg,0,3 years ago,"30 million playback volume, great",3000万播放量，厉害了
27814,UgyU9tHGPRBtc3HjqzB4AaABAg,0,3 years ago,"is that the sightseeing area in the ziqi family? after watching the video, i don't feel like a home. i don't lack anything. i have anything. it is really a great girl.",子柒家里那是观光区嘛？看完视频感觉不像家，什么都不缺，什么都有，真的是一个很棒
27878,Ugy-p7Po7upoPVva7wN4AaABAg,0,3 years ago,grandpa! great!,柒爷！好棒！
27926,Ugz4hm8DmSjxDPycC-54AaABAg,0,3 years ago,wow great life iam feel so happy,哇，伟大的生活iam感到很开心
167,UgzetV84uT4MpIKhTWN4AaABAg,0,1 month ago,"wow, very beautiful, you are great, i love you",哇，很漂亮，你太棒了，我爱你
28370,UgyW60PDtRvl8RcDlyJ4AaABAg,0,3 years ago,great,伟大的
28501,Ugw2Tt_iUledn7yTvPR4AaABAg,0,3 years ago,"chinese girls are great 
beautiful china ...
but no democracy ...","中国女孩很棒
美丽的中国...
但是没有民主..."
28550,UgwxNOr5_2_xIUrDwxh4AaABAg,0,3 years ago,so many comments and views! thanks ziqi for you great work,这么多评论和观点！感谢Ziqi的出色工作
28888,UgwYc4ASszZs8Lu5LV14AaABAg.8yE9LWeBpLY8yOAk0rqOCg,0,3 years ago,"brenda dominguez actually, sheโ€s opened an online shop and iโ€ve tried a lot of her products. the food tastes great but most of them are spicy.",Brenda Dominguez实际上，她开设了一家在线商店，我尝试了很多产品。食物的味道很棒，但大多数辣。
27688,UgxF0lylc7prg3biqHx4AaABAg,0,3 years ago,thank you for a great vฤฑdeo. i watched ฤฑt 3 tฤฑmes already!,谢谢您的伟大vıdeo。我已经看了3tımes！
28927,Ugw3E7wMfBo97yGpYiJ4AaABAg,0,3 years ago,reminds of me when i was little and my grand mothersโ€ house!!! great memories,当我小时候和我的大母亲的房子时，让我想起了我！！！美好的回忆
29161,Ugw0dj-s_yqs-omC6SJ4AaABAg,0,3 years ago,"great video, i am a farmer from vietnam, looking forward to visiting",很棒的视频，我是来自越南的农民，期待访问
29168,Ugx2tCXYBjZX4P9FnxJ4AaABAg,0,3 years ago,"the feeling that you are living in paradise, grave is a great place.",您生活在天堂中的感觉，坟墓是一个好地方。
29209,UgzFR3M7NHYbyhBoEXF4AaABAg,0,3 years ago,great,伟大的
29286,UgxPB40X1wQ3i-kEKcx4AaABAg,0,3 years ago,great jobe i'm from watching nepal,很棒的工作，我是从看尼泊尔的
29294,UgwsEQ7rc9gjhIm0z214AaABAg,0,3 years ago,"she is lovely. very much one with her surroundings. she has not accepted god though, which seems a great loss to her. you can see her eye's lost and wandering. but she does know how to utelize her skills to the maximum, which i completely admire. her food looks scrumptious. i am.glad she adores her family and animals and causes no harm to others. i pray she accepts god, then her life wilk be full. she is so lovely, she would bring such great warmth to her people knowing our creator. may christ guide you liziqi.",她很可爱。她的周围环境非常多。不过，她没有接受上帝，这对她来说似乎是巨大的损失。您可以看到她的眼睛迷失方向。但是她确实知道如何将自己的技能提高到最大程度，我完全佩服这一点。她的食物看起来很美味。我是glad，她崇拜自己的家人和动物，对他人没有伤害。我祈祷她接受上帝，然后她的生命会饱满。她是如此可爱，她会给自己的人带来如此大的温暖。愿基督引导你liziqi。
29388,Ugwnr8vJygE3ZNzd92t4AaABAg,0,3 years ago,vietnamese you have a great wife ..... please respect,越南人你有一个很棒的妻子.....请尊重
29480,UgzseWCnxT7KD2kBgXR4AaABAg,0,3 years ago,that's great girl,那是伟大的女孩
27698,Ugx9xRjKuaSxXmdGtK54AaABAg,0,3 years ago,being a big fan i always waiting for your videos your are doing great work.i like this video also. thankyou.,作为一个忠实的粉丝，我一直在等待您的视频，您的工作很棒。我也喜欢此视频。谢谢。
27659,UgyIe82aMDETInFANkd4AaABAg,0,3 years ago,"i enjoy the video... such a great, entertaining and informative content... thanks",我喜欢这段视频...如此出色，有趣且内容丰富的内容...谢谢
29905,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_90sPwrFm-BH,0,3 years ago,"egypt is also one of the great national civilizations of the country. unfortunately, the cultural loss is exhausted",埃及也是伟大的国家 文明古国之一 可惜文化丧失殆尽
27304,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92pIQSmCISO,0,3 years ago,"thx for sharing, it's really hard to read through with so much words but its really great to know this, glad she is doing all great now",thx可以分享，很难用太多的话来读书，但是很高兴知道这一点，很高兴她现在做得很好
26687,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9QFWIUEPqZ_,0,1 year ago,that's sounds great...,听上去不错...
26785,UgxGGgW6mUqStYdZ7dN4AaABAg,0,3 years ago,"learn to pronounce 
i'm a girl. i also like to cook. but the place where i live does not have the conditions to grow vegetables. i love the simplicity and the way you care about your grandmother. and more especially, you are a very resourceful girl. your life is the desire of many people. the clip is great.","学会发音
我是女孩。我也喜欢做饭。但是我居住的地方没有种植蔬菜的条件。我喜欢您关心祖母的简单性和方式。特别是，您是一个非常机智的女孩。你的生活是许多人的渴望。剪辑很棒。"
26892,UgwLywcW3P4uKHR3C1V4AaABAg,0,3 years ago,great,伟大的
26980,UgyDhiGrXeFDFBpjni54AaABAg,0,3 years ago,a great sichuan girl,一个厉害的四川妹子
27142,UgyCZ9Wx7zJ8donUAFl4AaABAg,0,3 years ago,so great,很好
27144,UgxAErN28TrptMeKNad4AaABAg,0,3 years ago,"ahhh the background music, made me remember ever17. such a great visual novel. btw nice video as always dear~",啊，背景音乐让我记得过去17。如此出色的视觉小说。顺便说一句，一如既往的视频，亲爱的〜
27275,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92JJhfLkPfI,0,3 years ago,great knowledge shared. mother's cuisine,出色的知识分享。母亲的美食
27295,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92gJ9Mz7Xo0,0,3 years ago,keep up your great work as well. best wishes from china,还要继续您的出色工作。来自中国的最良好祝愿
27306,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92pnjqN9tXJ,0,3 years ago,@jeieldavid6347 media dig out everything about her. it is great she always be truthful about herself.,@jeieldavid6347媒体挖掘出有关她的一切。她总是对自己诚实，真是太好了。
27602,UgwV_2I1p_SEUMlJBv14AaABAg,0,3 years ago,great,伟大的
27307,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92pru8z8NXl,0,3 years ago,"great sir, thanks for sharing",先生，感谢您的分享
27310,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92tHkvsRSAq,0,3 years ago,great shooting video to understand,好棒 拍摄视频了解下哈
27312,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92va3uusoGy,0,3 years ago,"but all this sad story means that her mean stepmother did the great job - she was teaching girl how to do all these things, wasn't she? it's more like the ying and the yang.",但是，所有这些可悲的故事意味着她的卑鄙继母做得很好 - 她正在教女孩如何做所有这些事情，不是吗？这更像是Ying和Yang。
