,cid,votes,time,含channel,含channel中文翻译
10020,UgypU44PWSWXwDHDpet4AaABAg,0,2 years ago,https://www.youtube.com/channel/ucw4vrsgwidtmuq4fqyi1dqa,https://www.youtube.com/channel/ucw4vrsgwidtmuq4fqyi1dqa
10027,UgxifQKHlBD4TjGrsSx4AaABAg,0,2 years ago,subscribe to our channel for a nice meal https://www.youtube.com/watch?v=b2xysqxnvjg&t=286s,订阅我们的频道，以供一顿美餐https://www.youtube.com/watch?v=b2xysqxnvjg&t=286S
10033,Ugy63CAmYCuMIRNZ_2Z4AaABAg,0,2 years ago,can support on my channel,可以在我的频道上支持
10040,Ugz5hD_LGZO9bdAWn5t4AaABAg,0,2 years ago,"i am the loyal fans of li ziyi channel. recently i was really moved by something. i did not think that many people would see the truth at first, but recent more and more netizens resonated, giving more and more courage, let everyone see it to see what happened in this world? for our descendants, we will never do a word of righteousness and support justice. i hope everyone will spread together.
ๅซ paste each episode of the link to the browser.



# ็ฌฌไธ€ ็ฌฌไธ€ #

https://gtv.org/?videoid=53d9cadaed5626f98b8fba



# ็ฌฌไบ ็ฌฌไบ #

https://gtv.org/?videoid=5f5e70e2daed5626f993d789



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f83351106847a4c651064b8



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f87a13206847a4c6512f795



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7



# episode 7 #

https://gtv.org/?videoid=5f948af806847c651a7ead



# episode 8 #

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f



# episode 9 #

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06","我是李子柒频道忠实fans，最近被一些东西真正打动着，我一开始传播真相并没觉得很多人会看见，但近期越来越多的网友共鸣，给越来越多勇气，让大家看看这个世界真是都在发生些什么，为了我们的后代们，绝不做不吭声的孬种，支持正义，希望大家一起传播 。 




# 第一集 # 

https://gtv.org/?videoid=5f53d9cadaed5626f98b8fba 



# 第二集 # 

https://gtv.org/?videoid=5f5e70e2daed5626f993d789 



# 第三集 # 

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c 



# 第四集 # 

https://gtv.org/?videoid=5f83351106847a4c651064b8 



# 第五集 # 

https://gtv.org/?videoid=5f87a13206847a4c6512f795 



# 第六集 # 

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7 



# 第七集 # 

https://gtv.org/?videoid=5f948af806847a4c651a7ead 



# 第八集 # 

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f 



# 第九集 # 

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef 



# 第十集 # 

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06"
10062,Ugx3US6k6ve-xbwFaId4AaABAg,0,2 years ago,"hi ,if you read some of the comments, it is so fascinating, that we share so many methods of cooking ,we use as well same vegetables yet cook it in many different styles .i'm west african, when you fried the fresh peanut with the sand i was screaming, it is just unbelievable, humans are just human i m born in the city but have a rural upbringing, my parents were very conservative despite our western learning, with your channel i get so nostalgic.i even get emotional like i want to stand by your side and share the moment.thank you yt aslo deeply appreciating you li ziqi.truly thank you.",嗨，如果您阅读了一些评论，它是如此有趣，我们分享了很多烹饪方法，我们也使用相同的蔬菜，但要以许多不同的样式烹饪。有了沙子，我尖叫着，这真是令人难以置信，人类只是我在这座城市出生的人，但有一个农村的成长，尽管我们的西方学习，我的父母还是很保守，因为您的频道我变得如此怀旧。我甚至变得情绪激动。就像我想站在你身边并分享时刻一样。谢谢你深深地欣赏你李zqi。非常感谢。
10235,UgwAW4A4nLSkVAeFydx4AaABAg,0,2 years ago,"please like subscribe and share 
https://www.youtube.com/channel/uca0y6i9zc1u9xiucg4cwdrw","请喜欢订阅和分享
https://www.youtube.com/channel/uca0y6i9zc1u9xiucg4cwdrw"
10245,UgyYrMPyQLRfunGsX9F4AaABAg,0,2 years ago,https://www.youtube.com/channel/ucycฤฑ9nreo0ya9kgon9ycstq can you subscribe to my channel please ๐‘,https://www.youtube.com/channel/ucycı9nreo0ya9kgon9ycstq您可以订阅我的频道
10348,UgxLe1Y6X63l-EkvwL94AaABAg,0,2 years ago,"new content in our channel, please subscribe and activate the alerts button to receive all new
https://youtu.be/8d7skurfdhq
new content in our channel, please subseib and active the alerts button to receive all new content","我们频道中的新内容，请订阅并激活“警报”按钮以接收所有新的新内容
https://youtu.be/8d7skurfdhq
我们的频道中的新内容，请SubSeib并主动“警报”按钮接收所有新内容"
9362,UgznqT8GRqZKt5-xFBd4AaABAg,0,2 years ago,pse subscribe mu channel sissy,PLESE订阅MU频道娘娘腔
9345,Ugw8QmeHtK9J29UimxB4AaABAg.9HIod9aRlJy9HW-zByBksS,0,2 years ago,you guys might want to visit my channel for art vids?,你们可能想访问我的频道进行艺术视频？
9344,Ugxancr6LwGPicRjE8N4AaABAg.9HJL_1ZM7Pv9HNlMJS-vz-,0,2 years ago,@theboboychannel2411 pot gt mksiii,@theboboiboyChannel2411 Pot GT Mksiii
8727,UgxOOxSpqsY0qgv-cbp4AaABAg,0,2 years ago,https://youtube.com/channel/ucfh1p7shyvyqoysbihzyspg,https://youtube.com/channel/ucfh1p7shyvyqoysbihzyspg
8210,Ugyr8DvXX-cX-eijjj14AaABAg,0,2 years ago,my dear guests. i'm waiting for you on my game channel .,我亲爱的客人。我在游戏频道上等您。
8241,UgxRGRCtX_ZO9MSba-l4AaABAg,0,2 years ago,"i’m sure she never made even one whole food in this channel’s movies. this channel is by chinese government with professional cuisiniers, culturists, especially pro-level audiovisual producer to advertise communism and china. we know even youtube is banned in china.(so they use bilibili) but they need a promotion channel to advertise nice images of china to the world.",我敢肯定，她在这个频道的电影中也从来没有做过全部食物。该渠道由中国政府与专业的美食，文化家，尤其是在广告中宣传共产主义和中国的支持级别的视听生产商。我们知道甚至在中国禁止YouTube。
8300,UgxaUmiUtNfiJIaec154AaABAg,0,2 years ago,https://youtube.com/channel/ucwciw4drywdz5atljaih3lw,https://youtube.com/channel/ucwciw4drywdz5atljaih3lw
8427,UgyD8f6DlJ95E5I56094AaABAg,0,2 years ago,pls watch satisfied zone channel.. pls support me,请注意满足的区域频道。
8535,UgxycQUMIAzu83jEQ_14AaABAg,0,2 years ago,https://youtube.com/channel/ucetqbuyvbjbprp_ovxba3mg,https://youtube.com/channel/ucetqbuyvbjbprp_ovxba3mg
8536,UgztzYMvuPOSV26DPIx4AaABAg,0,2 years ago,https://youtube.com/channel/ucetqbuyvbjbprp_ovxba3mg,https://youtube.com/channel/ucetqbuyvbjbprp_ovxba3mg
8538,UgwhLZ4OJwrNU1cY62N4AaABAg,0,2 years ago,"interesting video.
i am a craft channel and i invite you to visit me and if you like it you can subscribe. thanks","有趣的视频。
我是一个手工艺频道，我邀请您拜访我，如果您喜欢的话，您可以订阅。谢谢"
8553,Ugy8ibslmtQjze0dViN4AaABAg,0,2 years ago,your friend from syria and needs your support by subscribing to my channel,您来自叙利亚的朋友，需要订阅我的频道来支持您的支持
8634,UgxsB3ucP0ZgWBjVGvt4AaABAg,0,2 years ago,if you like street food please subscribe to my channel,如果您喜欢街头食品，请订阅我的频道
8664,UgzlTN0eFL1mbzDkSSV4AaABAg,0,2 years ago,"everyone : you are so hardworking 
me :ok but what about that cute dogs and especially 10:03













thanks for like but kindly visit my channel","大家：你真努力工作
我：好的，但是那只可爱的狗，尤其是10:03呢













感谢您的喜欢，但请访问我的频道"
8685,UgxLz9HSkapzL3W6g394AaABAg,0,2 years ago,i like your channel,我喜欢你的频道
8866,UgwwUbiX8GvGA4-RRs94AaABAg,0,2 years ago,i love this channel...,我喜欢这个频道...
9343,Ugxancr6LwGPicRjE8N4AaABAg.9HJL_1ZM7Pv9HMlA6VpaWq,0,2 years ago,"people make snack snacks like this, this channel is made to make it like there are other videos that make an oven from clay, there are those who make sofas from bamboo et al",人们制作零食这样的零食，该频道是为了使其像其他一些视频一样，从粘土中制成烤箱，有些人是从Bamboo等人制作沙发
8868,Ugw_DCrDXwKxuIzzRRV4AaABAg,0,2 years ago,"i can't figure out how to edit the translation to english, so i assume that these are custom transcript, but at 06:49 , it is salted and roasted sunflower seeds. they are not melon seeds. fyi <3<3 thanks for this lovely amazing channel.",我不知道如何编辑翻译为英语，所以我认为这些是自定义的成绩单，但是在06:49，它被腌制和烤葵花籽。他们不是瓜子。仅供参考<3 <3感谢您的惊人频道。
8899,Ugx5c33gmrjK5EsDX-x4AaABAg,0,2 years ago,"https://youtu.be/b5wkua-1r9o
watch and subscribe our channel","https://youtu.be/b5wkua-1r9o
观看并订阅我们的频道"
8912,UgxzPlLPg0sHYfjhXdJ4AaABAg,0,2 years ago,https://youtu.be/efx_uuclwrg would you support my channel,https://youtu.be/efx_uuclwrg您会支持我的频道
8928,UgzUSr7iYAZWWsye6SN4AaABAg,0,2 years ago,please suscri̇be to my channel,请Suscribe到我的频道
8953,Ugw149YYxFqIh4KMYXt4AaABAg,0,2 years ago,"nice
visit my channel plz
#kitchenandlifestylewithambreen","好的
访问我的频道PLZ
#kitchenandlifestylewithambreen"
8968,UgyhMtKj3nvre7s1sG94AaABAg,0,2 years ago,"encourage me for more nature videos like, share, subscribe to my channel friends .. new beginning https://youtu.be/wpn2cpro2py",鼓励我进行更多的自然视频，例如，分享，订阅我的频道朋友。。新开始https://youtu.be/wpn2cpro2py
9091,UgzgMB1vodDSwLO-tkN4AaABAg,0,2 years ago,"https://youtu.be/uhrrjvoqep0q
i want to support me in my channel, may god protect you","https://youtu.be/uhrrjvoqep0q
我想在我的频道中支持我，愿上帝保护你"
9161,UgyrVVL8mmXTdst78z54AaABAg,0,2 years ago,subscribe to my channel,订阅我的频道
9180,UgzTabwYvThAkFk-frZ4AaABAg,0,2 years ago,https://m.youtube.com/channel/ucb4hjkio5wgwhx2kcfw8rsw,https://m.youtube.com/channel/ucb4hjkio5wgwhx2kcfw8rsw
9221,Ugw3yDOXsIlPF42-hv94AaABAg,0,2 years ago,nice channel,不错的频道
9269,Ugwf6AcGAjFLcbPk6Lt4AaABAg,0,2 years ago,subscribe to my channel nature karelia,订阅我的频道自然karelia
10379,Ugzhvze05uTwTCsaECB4AaABAg,0,2 years ago,"wow, i love your channel liziqi",哇，我爱你的频道Liziqi
10467,UgzKTY2_QclETXQi58V4AaABAg,0,2 years ago,please share on my channel please,请在我的频道上分享
8174,UgyJn_ucVP1AjodePJh4AaABAg,0,2 years ago,"hello everyone, i am a korean film actor lian guanghao. singing the song of ""ghost girl ghost"". please visit my channel for more support. thanks. https://youtu.be/zccsdzj1q8i",大家好，我是韩国的电影演员廉光镐。 唱了《倩女幽魂》的歌。 请访问我的频道多多支持。 谢谢。https://youtu.be/zCcsdZj1Q8I
10518,UgxyubHZVOL374Bja_94AaABAg,0,2 years ago,you are two much plz cancel your channel plz,您是两个PLZ取消您的频道PLZ
11415,UgwylCncKax1Po1Xx-l4AaABAg,0,2 years ago,"may you help us more small youtubers to rise fast
https://www.youtube.com/channel/ucnab4x6in4ge1y4sjfwhlua","愿您帮助我们更多的小YouTuber迅速上升
https://www.youtube.com/channel/ucnab4x6in4ge1y4sjfwhlua"
11424,Ugw4x88DGNwK73gpB6l4AaABAg.9EcfTxEEIAV9F7E_fL10Gp,0,2 years ago,#gurukriparasoino1 ๐‘ please subscribe my channel for delicious food recipe....please support my channel,＃gurukriparasoino1
11466,UgwWsLX_GSCAJ5d8_Nl4AaABAg,0,2 years ago,can you subscribe to my channel to download fast chinese eating videos ๐”ฅ๐,您能订阅我的频道下载快速中文饮食视频
11478,UgwdatYnokoXQbaX3394AaABAg,0,2 years ago,"this is an excellent video, do check out our channel ""travel chef"" for recipe videos which might be interesting",这是一个很好的视频，请查看我们的频道“旅行厨师”以获取食谱视频，这可能很有趣
11527,UgydfosmTWcpe9rPFdp4AaABAg,0,2 years ago,this is my favourite vedio in your channel . l watch it many times,这是我在您的频道中最喜欢的vedio。我看很多次
