,cid,votes,含channel,含channel中文翻译
7349,UgzGNLuJdaGbO-TCdyx4AaABAg,0,i don't know and don't understand language.. don't know what's she cooking and eating .. but only reason i came to this channel for the green ness and the beauty of nature . i aslo love her lifestyle โค๏ธโค๏ธ,我不知道和不了解语言。.不知道她在做饭和吃什么。但是，我来到这个频道的绿色和自然之美的唯一原因。我爱她的生活方式❤️❤️
7402,UgzYQ488MK2FyKbj4ZB4AaABAg,0,note: only for honest people who want permanent subscriber.... subscribe & comments to my channel ๐‘๐‘๐‘ and i will subscribe to you also ๐๐ be honest n subscribe permanently because honesty is the key to success ๐๐๐ค๐ค,注意：仅对于想要永久订阅者的诚实的人。...订阅和评论我的频道
7440,UgyTQBbVQvjcQP8kuR54AaABAg,0,wish development channel through support to register yourself,通过支持自己注册的愿望开发渠道
7470,Ugy2-tHxgeGrf5tMYoN4AaABAg,0,https://youtu.be/tikfbghaowg subscribe my channel ๐ค—,https://youtu.be/tikfbghaowg订阅我的频道
7478,UgwKyvltQzzuemdpqfV4AaABAg,0,thank you liziqi channel ........ food you have to make in summer. you amy who diligently gardening how happy i like see you,谢谢Liziqi频道........您在夏天必须做的食物。你艾米努力地园艺我喜欢见你多么高兴
7552,Ugxf9p7m1ynHApCxwp54AaABAg,0,https://www.youtube.com/channel/ucs_tjpfkkrlxjgre2lcb26q?view_as=subscriber new music in pandemic.,https://www.youtube.com/channel/ucs_tjpfkkrlxjgre2lcb26q?view_as = subscriber新音乐大流行。
7560,UgxTUzbsYKmjO3kEXjF4AaABAg,0,"august 21,2020 who's still watching? please do subscribe to my youtube channel .",8月21日，2020年谁仍在看？请订阅我的YouTube频道。
7587,UgzkVsXNvbFhWgncxi54AaABAg,0,wow nice channel. isn't it???,哇，不错的频道。不是吗？？？
7664,UgxFelKpQ54s1O-RDy54AaABAg.9CWyky8ze6g9DB-stc_edr,0,support my youtube channel,支持我的YouTube频道
7588,UgxD-2aADVSRVO4U3VB4AaABAg,0,wow nice channel. isn't it???,哇，不错的频道。不是吗？？？
7592,UgxXqoS4xLwWAQi1ao94AaABAg.9C_FtZnCNYo9DB-i3aHLIS,0,support my youtube channel,支持我的YouTube频道
7613,UgxYLRp8DvzG3kybhlx4AaABAg.9CYl1RKXFuc9DB-kQTHK5x,0,support my youtube channel,支持我的YouTube频道
7614,UgzLXw4SPdsNPrOKyzV4AaABAg.9CYcu-oG1iC9DB-lw_Jr_B,0,support my youtube channel,支持我的YouTube频道
7615,UgyFL73-WM9F09EeCS14AaABAg.9CYUVyrG29o9DB-nx4XOgE,0,support my youtube channel,支持我的YouTube频道
7643,UgwgfVC2EjJXSgL_qmx4AaABAg.9CXQAx9i3KB9DB-r13t6GE,0,please support my youtube channel,请支持我的YouTube频道
7650,Ugx4kExraDnCBZZWg014AaABAg,0,"merhaba, kanalฤฑnฤฑza abone oldum. hello, i subscribe to your channel.","Merhaba, kanalınıza abone oldum. 您好，我订阅了您的频道。"
5563,UgyewmGEbsvRk5s2aQB4AaABAg,0,can i just eat your entire youtube channel?,我可以吃整个YouTube频道吗？
5512,UgyggOXwtoFl2PMYoal4AaABAg,0,plzzzz look at my channel also.. plzzz support me.. and do subscribe,plzzzz也查看我的频道.. plzzz支持我..并订阅
19850,Ugyyf_6IJYDLPbIWAGt4AaABAg,0,my wife is most like y tube channel,我的妻子最喜欢Y管频道
1121,UgxtsWmEdOOFTX-XrQl4AaABAg,0,"https://youtu.be/yzeuh4zgkfi
frequency and subscribe to my youtube channel heaven taste","https://youtu.be/YzEUh4ZgkFI
频并订阅我的 youtube 频道天堂品味"
1317,Ugx701ShccFi0XbLGIZ4AaABAg,0,"i just made a channel, subscribed to support me 1 like and 1 share",我刚刚制作了一个频道，订阅以支持我1和1股
1330,UgzpLlLTbTJAqdrSnRd4AaABAg,0,"hii, i am a damn big fan of your videos... i love watching your videos... i have even started following you by subscribing your channel as well.. ☺️",嗨，我是您视频的忠实粉丝...我喜欢观看您的视频...我什至开始订阅您的频道。
1476,UgzfrOayZxkymjF8Cdx4AaABAg,0,"nice village ❤❤❤"" my channel also support",好村庄❤❤❤“我的频道也支持
1540,UgxHM3_7pFo_punJvLd4AaABAg,0,https://youtube.com/channel/ucssr_rkjiyeorgklz1sdbrq,https://youtube.com/channel/ucssr_rkjiyeorgklz1sdbrq
1570,UgyQVgR31YSoiaiqBDB4AaABAg,0,"if there is really a language in the world that can be understood regardless of time and space, regardless of race and regardless of national boundaries, there is no doubt that it is music. zhou qiang music is committed to creating a channel for music dissemination and music exchange, to deliver the sound of true beauty to the world. if it appeals to you, please subscribe to our channel and leave positive comments. we will update our works from time to time, may the world be peaceful, may your world be full of laughter and song.",如果世界上确实有一种可以理解的语言，而不论种族和民族边界如何，毫无疑问，它是音乐。 Zhou Qiang Music致力于创建音乐传播和音乐交流的频道，以向世界传播真正的美丽声音。如果吸引您，请订阅我们的渠道并发表积极的评论。我们将不时更新我们的作品，愿世界和平，愿您的世界充满欢笑和歌曲。
1645,UgxwmUBRb5tn0vfvRHR4AaABAg,0,"don't be afraid of physical darkness, you must be afraid of spiritual darkness. you must prepare for the spiritual darkness right now.

- yeshua coming -

this world is a material world. it is a visible world. but there is an invisible world. it is the spiritual world.

god created the visible physical world and the invisible spiritual world.

the physical biological eye and the spiritual eye are different.

in this world there is light and darkness. even in the spiritual world, there is light and darkness.

physical darkness in this world simply requires turning on the light, but spiritual darkness must turn on the spiritual light. it is an invisible light, there is no way to know what this spiritual light is. yeshua is light and life.

god has shown me many visions for a long time. when communism progresses, christians are the first to get rid of. the first thing to be removed is yeshua god.

god has long given me the message that spiritual darkness is coming. a great persecution of christians is coming. global persecution is coming.

that is why the brides of yeshua who truly believe in yeshua must always keep the spirit of martyrdom very firmly.

believing in yeshua is not free. belief in yeshua includes suffering, persecution, and even martyrdom because of believing in yeshua.

from now on, you must prepare yourself for spiritual darkness.

now is not the time to depend on a large church and depend on the pastors, elders, deacons, priests, prophets, and missionaries. salvation is a one-on-one and consistent relationship with god, and by the grace of god, you can go to heaven, far out of the universe.

no matter what title you have in this world, that title is absolutely not a ticket to heaven. no one on this earth knows where they are going under god's judgment until they see each other with their eyes in heaven.

i recommend that you have a one-on-one private conversation with god. now is the time to have more one-on-one personal conversation with god.

our bodies are holy temples. your body is the holy temple, holy, clean, pure, with righteous acts, love, faith, and true repentance, daily to be covered, washed, anointed and covered with the blood of yeshua.

when the persecution of christians begins, the world will soon be arrested even if you say ""yeshua"" on the phone.

you must be very spiritually awake right now. this is a time when you must be very tense spiritually.

when christian persecution comes, no one in this world can depend on anyone, anywhere in the world. when spiritual darkness comes, the fear is all over the air. that is why you will not be able to read the word, worship, or pray in the name of yeshua any more.

you must prepare for the spiritual darkness now. you must become spiritually strong now and become a powerful rooster. you must now prepare and have the faith to keep your faith in yeshua in any situation and environment.

weak faith does not even count as faith. you need to be a strong rooster. you should read the bible now. from genesis to revelation, it is 85 hours long and you can read it all. if you don't understand the part, just skip it after reading it, and you don't have to understand 100% of the bible.

only when the word of god is filled with you, no body can be deceived you in this world.

those who deceive are attacked by quoting only a very small part of the bible very cleverly.

i recommend that you read the entire book of holy bible from genesis to revelation.

you must download all the necessary videos from yeshua coming channel if you need, and hide them together with the bible. above all else, it is most important to keep it hidden in your heart.

because if you hide it in your heart, no one in this world can dig it out.

prepare for spiritual darkness now. become a powerful rooster right now.

only yeshua!","不要害怕身体上的黑暗，您必须害怕精神上的黑暗。您现在必须为精神上的黑暗做准备。

-Yeshua来了 - 

这个世界是一个物质世界。这是一个可见的世界。但是有一个看不见的世界。这是精神世界。

上帝创造了可见的物理世界和无形的精神世界。

物理生物学和精神眼睛是不同的。

在这个世界上，有光明与黑暗。即使在精神世界中，也有光明与黑暗。

这个世界上的身体黑暗仅需要打开光线，但是精神上的黑暗必须打开精神光。这是一个看不见的光，无法知道这种精神光是什么。耶稣是光明和生命。

上帝已经向我展示了很多愿景。当共产主义进步时，基督徒是第一个摆脱的人。要删除的第一件事是耶稣神。

长期以来，上帝给了我这样一个信息，即精神上的黑暗即将到来。对基督徒的迫害即将到来。全球迫害即将到来。

这就是为什么真正相信Yeshua的Yeshua的新娘必须始终坚定地保持难度的精神。

相信Yeshua不是免费的。由于相信Yeshua，对Yeshua的信念包括痛苦，迫害甚至难。

从现在开始，您必须为精神上的黑暗做好准备。

现在不是时候依靠大型教会，依靠牧师，长老，执事，牧师，先知和传教士。救赎是与上帝的一对一关系，而是靠上帝的恩典，您可以去天堂，远离宇宙。

无论您在这个世界上拥有什么头衔，这个标题绝对不是天堂的门票。地球上没有人知道他们在上帝的审判下要去哪里，直到他们用眼睛在天堂看到对方。

我建议您与上帝进行一对一的私人对话。现在是时候与上帝进行更多一对一的个人对话了。

我们的身体是圣殿。您的身体是圣殿，圣殿，圣洁，清洁，纯洁，具有正义的行为，爱，信仰和真实的悔改，每天被覆盖，洗净，膏抹，并被耶稣的血覆盖。

当迫害基督徒开始时，即使您在电话上说“ Yeshua”，世界也很快就会被捕。

您现在必须在精神上很清醒。这是您在精神上必须非常紧张的时候。

当基督教迫害来临时，这个世界上没有人可以依靠世界上任何地方的任何人。当精神上的黑暗来临时，恐惧无处不在。这就是为什么您将无法再以Yeshua的名义阅读单词，崇拜或祈祷的原因。

您必须为现在的精神黑暗做准备。您现在必须在精神上变得强大并成为强大的公鸡。现在，您必须准备并有信心在任何情况和环境中保持对耶稣的信心。

虚弱的信仰甚至不算作信仰。您需要成为一个强大的公鸡。您现在应该阅读圣经。从创世纪到启示，它长85小时，您可以阅读全部。如果您不了解该部分，请在阅读后跳过它，而不必了解圣经的100％。

只有当上帝的圣言充满你时，在这个世界上，任何人都不会被你欺骗。

那些欺骗的人只能非常巧妙地引用圣经的一小部分来攻击。

我建议您阅读整本《圣经》从创世纪到启示的书。

如果需要，您必须从Yeshua Coman Channel下载所有必要的视频，并将它们与圣经一起隐藏。最重要的是，将其隐藏在您的心中是最重要的。

因为如果您将其隐藏在您的心中，那么这个世界上没有人可以将其挖掘出来。

现在为精神黑暗做准备。现在成为一个强大的公鸡。

只有Yeshua！"
1679,UgxHdnXr_j6npfwWJ1h4AaABAg,0,amazing channel ❤️,惊人的频道❤️
1692,UgxVFI4weHpky-6BHFV4AaABAg,0,"the content is exciting and useful
greetings from new friends continue to be successful, yes the channel :)","内容令人兴奋且有用
新朋友的问候继续取得成功，是的频道：）"
1708,UgxGS_5CBmM_tj9j1jR4AaABAg,0,"i used to be 5 years old, i like to watch the channel until now i have been 12 years old, i still like watching",我曾经5岁，我喜欢看频道，直到现在我已经12岁了，我仍然喜欢看
1709,Ugyq-cL3_dn18kcxURR4AaABAg,0,"i used to be 5 years old, i like to watch the channel until now i have been 12 years old, i still like watching",我曾经5岁，我喜欢看频道，直到现在我已经12岁了，我仍然喜欢看
1852,UgwOoq6MluSVVq0IM0B4AaABAg,0,"the chinese communist channel is a rear, in china, it is in prison, ly tu that has its own page.",中国共产主义频道是后方，在中国，它在监狱中，有自己的页面。
1951,Ugy5ySiTcrQpqTxHFrd4AaABAg,0,omg 15.6 million subscribe is really admiring youtube channel china,OMG 1560万订阅真的很欣赏YouTube频道中国
1961,Ugw5KavNrvjzuyB4DYt4AaABAg,0,"chinese channel is like a canal, ""thousands of wind""",中国频道就像一条运河，“成千上万的风”
1968,UgzDXUsBzNSZfYnizlp4AaABAg,0,i like this channel just wanna know how life in the forest,我喜欢这个频道，只是想知道森林中的生活
2008,Ugywk7NFUxTisiZu0Xp4AaABAg,0,"liziqi where are u
come back to your channel,we miss you","liziqi你在哪里
回到你的频道，我们想念你"
2018,UgxjPWr6THNTHleIblR4AaABAg,0,"~* chinese vloggers similar to liziqi:
dianxi xiaoge little brother | anxiaolu an xiaolu | longmeimei longmei |
grandpa amu grandpa amu | laotai arui old tai arui | summer kitchen xia kitchen chen 20 |
ermichuiyan two -meter cooking smoke | ms miao office channel miaomei jiu yang official channel

~* liziqi's popular background music:
cloud blow | april sakura | sakura march | begonia sleep | august 23 | always with me |
lovesickness ocarina | accel world bye bye | lough leane | sudden
it's better not to read | cicada banxia | huai ancient legacy | hometown story | tao lin | new year's eve | in the past | mo yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
2033,Ugx7QJ4mVw1rqrdAT9p4AaABAg,0,turning over the wall is an illegal behavior. it is recommended to return to the wall to close the channel and be a good chinese artist,翻墙是不法行为，建议回墙自首，关闭该频道，做中国好艺人
