,cid,votes,含Chinese,含Chinese中文翻译
8403,Ugx5j4CD4fq3Nuewydt4AaABAg,0,Chinese people are banned from using YouTube but why are they still able to make videos?,禁止中国人使用YouTube，但是为什么他们仍然可以制作视频？
9636,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69ANOHR63slo,0,"@titavaughns7698 Not exactly, there are countless homonyms in Chinese but not this one. ๅคฉๅบTianfu (means heaven in English) is just another way we call ๅๅทSichuan (a province in China), because people tend to live their lives with ease since ancient time.",@titavaughns7698并非完全，中文有无数的谐调。 tianfu（英语中的天堂）只是我们称之为四川（中国省的一个省）的另一种方式，因为人们自从远古时代以来倾向于轻松生活。
9770,UgzIuPm50KIWj0P2BLx4AaABAg.99cRAznve7299cj6mpq_kO,0,@mirnasremodelingservices259 Maybe you need to learn Chinese Xd,@mirnasremodelingservices259也许您需要学习中文XD
6227,UgxClmLrWBN8UWo2guN4AaABAg,0,The Chinese Cinderella,中国灰姑娘
11497,UgxYKsY1vm_2ou_MgH54AaABAg,0,The Chinese are so getting up over cooking.,中国人在做饭时起床。
11055,UgztclkFutMyDhLhO3p4AaABAg.983z7QiWAY598FAKsAZX71,0,"@pritch8918 yeah...but i couldnt do anything, sorry. even myself was shame to them. please dont angry to me,mostly Chinese are good.there always has some silly person.",@pritch8918是的...但是我什么都不做，对不起。甚至我自己也对他们感到羞耻。请不要对我生气，大多数是中国人很好。总会有一些愚蠢的人。
11056,UgxId9g1L5p1yxJDkbJ4AaABAg.983uw-XMhZF989PHolKfHb,0,Welcome to China!Chinese food is based on nature!,欢迎来到中国！中国菜是基于大自然的！
11193,UgwhFpUu__nf7c0GMtF4AaABAg,0,Are you Chinese?,你是中国人吗？
11220,UgyWvyN1dqTYozgewT54AaABAg.97q3FemBiT098upUw09gDm,0,"Maybe you could find some kinds of instant noodles with ""螺蛳粉"" or ""Luo Si Fen"" on it, which is the same dish in this video, probably in some Chinese/Asian markets or markets near universities that having lots of Asian students.",也许您可以在上面找到某种瞬间面条，上面有“螺蛳粉”或“ lu si fen”，这在此视频中是同一道菜，可能是在中国/亚洲市场或有很多亚洲学生的大学附近的一些中国/亚洲市场或市场中。
11222,Ugy7fT6QlpUPLONk2n14AaABAg,0,"Please give the recipe of Chinese stir bamboo shoot, with detail... Your dish looks fresh",请给出中国搅拌竹芽的食谱，细节...您的菜看起来很新鲜
11333,UgyQGGj6FDep_rsp_Op4AaABAg,0,She has a huge living place as like i watching in a Chinese Historical drama duh,她有一个巨大的住所
11371,UgwfOieIR4lznrW9yIF4AaABAg,0,"At the end of you is my wife, but this life, my brother did not come to me that I was worried that I did not have no chance to be strangely Vietnamese and I was Chinese or my distance We are too far away, I love my wife so much",你最后是我的妻子，但是今生，我的兄弟没有来我担心我没有机会奇怪地越南，我是中国人，或者我的距离太远了，我爱我的妻子这么多
11380,UgyGhgr_WLxPTwUlObp4AaABAg,0,Good Chinese Wuhan pneumonia,好的中国武汉肺炎
11390,UgzQZMc5rRlDxfcqjlN4AaABAg,0,"After watching the video, foreigners should understand why there are so many Chinese food? Because it can cook! Really fragrant!",老外看完视频应该明白为什么中国人的食物这么多了吧？因为会烹饪啊！ 真香！
11402,Ugx-5d2aAZv1U6QtBMx4AaABAg.97aDyK3ahgD97uwaVPI2Yu,0,@geekbg2003 you are the one that hasn't done any research because your some weeb who has been blinded by propaganda. Both the Cyberspace Administration of China and the Communist Youth League of China have come out in support of her and has most likely been vetted as Western social media sites are usually off limits to Chinese and they use their own governments social media.. If you think she has full creative control to put anything she wants on this channel and it's not vetted as okay by the Chinese government you are nuts.. Put the kool-aid down friend..,@geekbg2003您是没有进行任何研究的人，因为您的一些WEEB被宣传蒙蔽了。中国的网络空间管理和中国共产主义青年联盟都支持她，并且很可能被审查，因为西方社交媒体网站通常是中文的限制，他们使用自己的政府社交媒体。她拥有完整的创造力控制，可以将自己想要的任何东西放在这个频道上，而且中国政府不得不审查。
11499,UgyRC3WMU_5aePVIh6J4AaABAg,0,"As a Chinese, Luoshifen (The rice noodle with spicy river snail soup ) is my favorite food.",作为中国人，Luoshifen（米饭和辛辣的蜗牛汤面条）是我最喜欢的食物。
9774,Ugz2piTUHZkpUF6r_yd4AaABAg,0,"I admire Chinese culture, if you know useful, I always see knives and utensils that can last 200 years. And the kitchen an entire art. I would like to be able to live like this more ecological and teach that to my children.",我欣赏中国文化，如果您知道有用，我总是会看到可以持续200年的刀具和餐具。和厨房的整个艺术品。我希望能够像这样的生态生活，并向我的孩子们讲授这一点。
11511,UgwxR_Yj5xa3TE7OgPV4AaABAg,0,They are bastards the Chinese that you grandchild that chinita ami side are going to be off,他们是混蛋，你孙子奇妮塔·阿米（Chinita Ami）将会离开
11636,UgwW2sARRH3sNOlawrl4AaABAg,0,"See, now why can’t the rest of the Chinese eat things like this instead of civets and bars and snakes.",看看，现在其他中国人不能吃类似的东西，而不是族状，酒吧和蛇。
11838,Ugy1HsNV8oGIkmC-4KB4AaABAg,0,"Which Chinese do I want, who does not give me a suppression, I will put pressure on it and buy it",我想要哪个中国人，谁不给我压制，我会施加压力并购买
11866,Ugxr-42Hhwu90tHI-6N4AaABAg,0,"Is this Chinese or Vietnamese, why does it have Vietnamese sub?",这是中国还是越南人，为什么它有越南语？
11899,Ugz3ZSrnBG29JnwJPeB4AaABAg,0,work work work i love Chinese people,工作工作我爱中国人
11930,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh989OZZ7O6rp,0,"First, this belongs to ancient Chinese ideological and culture. It has no relationship with modern semi -dime. The reason why foreigners like. First, Chinese food is world civilization. Foreigners like Chinese food! Second, rural life, this is the ultimate dream of every human beings! Third, filial piety, the most touching thing in the world is that the old people who are nearly old can eat children's food and live together!",第一，这属于中国古代的思想文化，跟现代半毛钱关系没有，外国人喜欢的原因三点。第一，中国美食是世界文明的，外国人喜欢中国美食！第二，田园生活，这是每个人类的终极梦想!第三，孝道，世界上最让人触动的就是，年近古稀的老人可以吃子女的饭菜，一起生活!
11932,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh9QkeDPdpdNH,0,"@User-By9ro6kj6d Chinese Food is first of all China, followed by the world's",@user-by9ro6kj6d 中国美食首先是中国的，其次才是世界的
12000,Ugz0mFC-Ay6si-uU1pZ4AaABAg,0,Wow that very impressive everything is perfectly done very nice video good job Chinese girl you and your team are very talented,哇，令人印象深刻的一切都完美地完成了非常好的视频，你和你的团队都很有才华
12053,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9ODyr2LIlkR,0,@withoutnamepeople85 you kidding me? Most of Chinese people don’t live in a rural life like this. She is a actress and this is professional production team behind.,@没有namepeople85你在跟我开玩笑吗？大多数中国人都不生活在这样的农村生活中。她是一名女演员，这是背后的专业制作团队。
12128,Ugx_DftRBa7P4N_NriB4AaABAg,0,Wow Chinese girl is good at cooking vegetables,哇，中国女孩擅长烹饪蔬菜
11054,UgztclkFutMyDhLhO3p4AaABAg.983z7QiWAY598BRDOwC8m8,0,@engkealoo6886 and then there is this trade for dogs in large scale as livestocks yet Chinese keep saying only few people eat. also only few people eat bats yet the world is suffering from coronavirus,@engkealoo6886，然后是大规模的狗交易，因为牲畜却一直说只有很少的人吃饭。也只有很少的人吃蝙蝠，但世界却遭受了冠状病毒
11002,UgziJRc55iXKm6Nj7WV4AaABAg,0,So basically Chinese food use a lot of water in it...,因此，基本上中国食品中有很多水...
10951,Ugy1k62RIPtJGwpQD1x4AaABAg,0,this life is not ture in china ，im Chinese,在中国，这一生活不是中国的
10902,Ugx73LE_CE4ZPKonTOl4AaABAg.98CJ31Wgm1E98FGQOHpYDN,0,"@fanyang8533 I know china is modern okay...China have skycrapers, new cars, high technologies. Infact the phone I'm using is from China and the longest bridge made so far is in China. I watch chinese shows and I can see the modern places where they shoot videos. No one said China is not modern. Besides I only said I admire her. You're acting like she is not Chinese, as if being a villager will ruin China's reputation of being modern. She is representing traditional Chinese values which you should be proud. Rural doesn't mean it's not China.",@fanyang8533我知道中国是现代的...中国有天空剪刀，新车，高技术。实际上，我使用的电话是来自中国，到目前为止，最长的桥梁是在中国。我看中文节目，可以看到他们拍摄视频的现代场所。没有人说中国不是现代的。此外，我只说我很佩服她。您的举止就像她不是中国人一样，好像是村民会破坏中国的现代声誉。她代表传统的中国价值观，您应该为此感到自豪。农村并不意味着这不是中国。
9815,Ugxbb5MrtN9tDlHqQNB4AaABAg.99Y1hW4WqEN99dvzFdce-G,0,I'm Chinese,我是中国人
9997,UgxHcX9pGWbaU6W7vhx4AaABAg.99Fk3HzG9la99IpI9cEd2K,0,lol. You can try to go to a Chinese restaurant with only Asian ethnic people eating in it. That means you will get authentic Chinese food.,哈哈。您可以尝试去一家只有亚洲族裔人在里面吃饭的中国餐厅。这意味着您将获得正宗的中国菜。
10013,UgwJPG5z0MmiBTYTRct4AaABAg,0,English comments are far greater than Chinese messages. Essence Essence Essence Essence Chinese videos in Chinese are not the limelight,英语留言远远大于中文留言。。。。。中文在中国人的视频没风头
10091,UgwqBmQfn7MBWu5dMvV4AaABAg,0,Until beautiful this Chinese,直到美丽这个中国人
10130,UgyaTbiOtdA_FHI5T2d4AaABAg,0,"Strangely, is this account herself, why is there more English reply than Chinese? Intersection Intersection",奇怪了，这个账号是不是李子柒本人的啊，为啥英文回复比中文多？？？
10169,Ugz7g0OUGX9MWwf782d4AaABAg,0,The Chinese version of Khokha in a movie came out and no longer,电影中的中文版的Khokha出现了，不再
10226,UgzbTJgct5t5V_ZWt5h4AaABAg,0,"I like Ziqi so much, she is smart, capable, and very kind. Her video reminds me of a beautiful experience of living with her grandmother in the rural hometown in Jiangxi when she was young. Zi Yan's cultivation is what my grandma often taught me what I want to have when I was a child. Zi Yan reflects the traditional virtues of many Chinese women. In the future, the person who marrys Ziyi will be blessed. I am making a dream and hope she can be my daughter -in -law. Essence Essence Essence Essence",我太喜欢子柒了， 她聪明，能干，而且非常的善良。她的视频让我想起小的时候在江西的农村老家和奶奶一起生活的美好经历。子柒的修养就是我奶奶在我小时候常常教导我要具备的。子柒身上体现了很多中国妇女的传统美德。将来娶子柒为妻的那个人一定得福了。我在做美梦希望她能成为我的儿媳。。。。。
10271,UgzPJMz4qrKfWu9jLe94AaABAg,0,Wao ... Chinese girls are good as if,wao ...中国女孩好像
10286,UgzNr82Ikwt82hubhUh4AaABAg.98sXLwZMC6G98x3vrDCiuh,0,"When her grandmother was young, she also treated her children in this way. It is the virtue of Chinese women to nurture the next generation diligently, which is passed down from generation to generation.",当她的祖母年轻时，她还以这种方式对待孩子。中国妇女努力培养下一代是一代人传给下一代的优点。
10340,UgzSRnA7_urjUQ_vzzp4AaABAg.98qQ9IjkkeR9ANDZ5nRzTe,0,"@fafa-rd4wx That's an interesting point you make. The CCP are savages, I will give you that. China is a very bad (in my opinion) place to live.
I worked for Huawei for a number of years here in the UK, and they used to send Chinese nationals here to work and they were almost crying telling me stories. They were really afraid.","@fafa-rd4wx这是您提出的一个有趣的观点。 CCP是野蛮人，我会给你的。中国是一个非常糟糕的居住地。
我在华为工作了多年，在英国，他们曾经派遣中国国民来工作，他们几乎在哭泣，告诉我故事。他们真的很害怕。"
10348,Ugzabt3k5iGtfipUh2F4AaABAg,0,I have bought it in our local Chinese supermarket. Bleak,我已经在我们本地的华人超市买到了。
10376,UgzfCDtyIFS8-gG4V8l4AaABAg,0,Our Chinese girl,我们中国女孩
10415,Ugx_kjQgAywaYwLVeyR4AaABAg,0,Like the grounded Chinese rural cultural feast!,为接地气的中国乡村文化盛宴点赞！
10433,UgxHKXzlUOij09tyUjZ4AaABAg.98jRQTLhN7699ScZh1Un4I,0,"@xKT it should be a translation of what she says/writes in Chinese, even if someone else translated that into English",@xkt这应该是她所说的/用中文写的翻译，即使其他人将其翻译成英文
10435,UgxHKXzlUOij09tyUjZ4AaABAg.98jRQTLhN7699bHEOctWxh,0,"@dannywei6933 what about what she writes in Chinese/Chinese subtitles? I don't know Chinese, I'm quite curious",@dannywei6933她用中文/中文字幕写的是什么？我不知道中国人，我很好奇
10505,UgwFhIIIRNtt_3Dh2hp4AaABAg.98fDg5Xo6zv999OXMlDqEj,0,"Yes, many Chinese can't stand this kind of food. Only a few like it, just like durian and herring",是的，许多中国人无法忍受这种食物。就像榴莲和鲱鱼一样，只有少数
10571,Ugx6Y-R597j9jqdWL7N4AaABAg,0,Chinese and Surch Dogs,中国和割狗
10572,UgzvdLvMnZ1m9ZifjON4AaABAg,0,Chinese chinese,中国人
10631,UgzF4060sc1_0WgtQLl4AaABAg,0,I have a question liziqi... You are such a sweet lady... You are preparing all this traditional Chinese food. Do u prepare for your self or do u sell in local market,我有一个问题liziqi ...你真是个可爱的女士...您正在准备所有这些传统的中国菜。您是为自己做准备还是在当地市场上销售
10685,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799iAd1sQw_b,0,Carter Schulz other 26ms on Chinese social media,卡特·舒尔茨（Carter Schulz）在中国社交媒体上的其他26ms
10901,Ugx73LE_CE4ZPKonTOl4AaABAg.98CJ31Wgm1E98F8NoUkiMq,0,"she shows only one side of rural life，In fact, China is very modern. You can search Chinese cities on youtube",她只展示了农村生活的一面，实际上，中国非常现代。您可以在YouTube上搜索中国城市
