,cid,votes,含Chinese,含Chinese中文翻译
51138,UgxEEul9DgnNBfz3mEF4AaABAg,0,Happy Chinese New Year,农历新年快乐
46328,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418r2gAzWTix3,0,Chinese Chinese Chinese Chinese Chinese Chinese Chinese and Chinese Chinese,华人华人华人华人华人华人华人华人华人
47921,UgzvDNlGXpzY-I80oel4AaABAg.8qnijjduamK8qpqnVlmwas,0,"Friends, how did you play the tone of your Chinese pinyin? What input method do you use?",朋友，你这 汉语拼音的 声调 是怎么打出来的？用的什么输入法？
38988,UgxmuXFj_D_lYFMOq5V4AaABAg,0,"Damn that's one very resourceful woman
Damn that professional editing
You ain't fooling me with this is a typical life of Chinese village girl.
But gimme more","该死的是一个非常机智的女人
该死的专业编辑
你不会因为这是中国乡村女孩的典型生活。
但是gimme更多"
46334,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLGh_hYaJn,0,"@User-HJ7DN5SZ7I business purpose? Is the business purpose charged foreigners for free Chinese? The Chinese government's most fucking Chong Yangmei. If the foreign bridge road only collects the cost of the Chinese, other people are free, that is, they are discriminated against the Chinese naked. Why can the Chinese government do so for granted in China? Why should the Chinese be lower on their own land? There are also planes, Chinese planes are full, and they must not get out of the plane foreigners, but the Chinese get off the plane. But abroad, they first protected their citizens, so they were also Chinese who were also Chinese. It is just a bullies in foreign countries. In China, the Chinese are still bullied! The Chinese government has made a lot of contributions to the development of the Chinese economic development, but it does not mean that they can slavery the Chinese and can not see the Chinese as a person! Looking at Beijing's deportation of the low -end population. When the Philippines and Indonesia expelled the Chinese Chinese, Beijing, China, was also discharged by China. Why do you think that the Chinese government has the right to expel low -end population, charge the Chinese for free for foreigners, and protect foreigners away from the Chinese. Why does the Chinese government have the right to treat the Chinese like such a slave? Your Chinese government does not treat the people so much, and foreign countries will not even look at your Chinese as a person. The Chinese have no dignity in their own country. How can I live abroad?",@user-hj7dn5sz7i 商业目的？商业目的就给外国人免费中国人收费？中国政府最他妈的崇洋媚外。要是外国的大桥道路只收中国人的费用，其他人种都免费，那就是赤裸裸的歧视中国人。凭什么中国政府能在中国这么做的理所当然？凭什么中国人在自己的土地上还要低外国人一等？还有飞机，中国飞机满员，肯定不撵外国人下飞机，而是撵中国人下飞机。但是在国外，他们首先保护的是自己的公民，所以先被撵下飞机也是中国人。在国外中国人受欺负也就罢了，在中国，中国人还是受欺负! 中国政府是对中国经济发展做了很多贡献，但是不代表他们能奴化中国人，能不把中国人当人看! 看看北京驱逐低端人口，当菲律宾，印尼驱逐杀虐中国华人的时候，中国北京也在驱逐中国人就差杀虐了。你凭什么认为中国政府有权利驱逐低端人口，对中国人收费对外国人免费，保护外国人撵走中国人。凭什么中国政府有权利如此奴隶般的对待中国人？ 你中国政府都这么不把老百姓当人看，外国就更不把你中国人当人看。中国人在自己国家活的都没有尊严，何谈在国外能活得有尊严？
46335,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLHoZejC7P,0,"@User-HJ7DN5SZ7I can not give the Chinese benefits, and it cannot allow foreigners to be in Chinese high schools. In foreign countries, if the bridge and road only collect the Chinese fees, and the other races are free, it is discrimination against Chinese races. Why can the Chinese government discriminate against the Chinese so vividly? Why should foreigners take high schools in the land of China? You are willing to endure it is your choice. But whether China or abroad, such a boldness to be unfair to the Chinese should resist to the end. The Chinese government does not take the Chinese seriously, and foreign countries will not take the Chinese seriously. It doesn't matter if you choose as long as you choose to be economical, when slavery is disrespectful, it is your choice. As a Chinese, I can work hard, but it is absolutely not allowed to put me in a place below foreigners. When in France, the flight attendants and me and two of the other two Koreans got off the plane, and we were resolute. In China, the aircraft is also Chinese, and I will first ask why they are not foreigners. This is the dignity of living. The Chinese government suppresss the rights of the Chinese, and you can tolerate it, which does not mean that we have to endure",@user-hj7dn5sz7i 可以不给中国人福利，那也不能让外国人在中国高中国人一头。在国外，如果桥和道路只收中国人的费，而对其他种族免费，那就是对中国人种的歧视。凭什么中国政府能这么明目张胆的歧视中国人？凭什么在中国的土地上，外国人要高中国人一等？你们愿意忍受是你们的选择。但是无论中国还是国外，如此明目张胆的对中国人不公平，就应该反抗到底。中国人的政府都不把中国人当回事，外国更不会把中国人当回事。如果说你们选择只要经济好，当奴隶被不尊重都无所谓，那是你们的选择。我做为中国人，我可以努力工作，但是绝对不允许任何国家地区，把我放在低于外国人一等的地位上。在法国的时候，乘务员撵我和另外两个韩国人下飞机，我们也坚决不下。在中国，飞机同样撵中国人，我首先就会质问为何不撵外国人，这就是自己要活得有尊严。中国政府打压中国人的权利，你们能忍受，不代表我们也得忍受
46336,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLIUUrFcFB,0,"@User-HJ7DN5SZ7I Chinese Communist Party suppressing the Chinese people in the internal high pressure. Yes, the Communist Party has developed the Chinese economy. However, the Communist Party implemented the set of signs of governing the country in the Han Dynasty of the Qing Dynasty. It implemented slavery and suppression of the Chinese people and disrespectful. There are Chinese discharge abroad to drive the Chinese, and Beijing, China, drives the low -end population. The Chinese have no dignity in their own country. They said that they were beaten for a meal, saying that they were packed and packed for a meal, and they could not raise their heads abroad. If a big family, parents have the ability to make money, but the brutal domestic violence, the abuse of the family members, outsiders come to your family to eat the sea and drink the best, the parents welcomed each other with a smile; The worst ones are still the worst. Parents from time to time are cold to you to make you a few times. If you do something wrong, you can accept the parents. You can accept this kind of parents. And unfair treatment!","@user-hj7dn5sz7i 中国共产党对内高压打压中国百姓，是，共产党是发展了中国的经济，这点华人都感谢共产党。但是共产党实行的是清朝满族奴化汉族的那一套治国方案，对中国百姓实行的是奴化和打压，不尊重。国外有排华，驱赶华人，中国北京有驱赶低端人口。中国人在自己的国家都没尊严，说被打一顿就被打一顿，说被收拾一顿就被收拾一顿，在国外就更抬不起头来。如果一个大家族，家长很有挣钱能力，但是残暴的家暴，虐打家族成员，外人来你家能海吃海喝还处处用最好的，家长笑脸相迎；自己家人吃糠吃最烂的还用最差的,家长不时的横眉冷对揍你两下扇你几下，做得不对还受家长的收拾，你能接受这种家长是你的选择，不代表我们要忍受家暴和不公平待遇!"
46338,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rU4z3Fdc2U,0,"@lilySing766 Chinese said that they were beaten when they were beaten. Where is it? Intersection Intersection Why haven't I seen it? Don't tell some special cases as the status quo of China, okay, or slave to China? Where did you observe? China has no dignity in its own country? There are also foreigners who come to China to eat Haisai. It is their money. What is the matter in China?",@lilysing766 中国人说被打就被打，在哪？？？我怎么没见过？你不要把一些特例说成是全中国的现状，好吗，还对中国奴化？你是在哪观察到的？中国在自己国家没有尊严？还有外国人来中国胡吃海塞，那是他们有钱，关中国什么事？
47564,Ugw0WJqimk7gqAGNw4N4AaABAg,0,Chinese New year celebrations prep. Good work. I wish she lived in my neighbours and I would happily eat whatever she cooks.,农历新年庆典准备。做得好。我希望她住在我的邻居里，我会很高兴吃她做饭的东西。
47563,UgwNfmdxe7e3sIBhbAt4AaABAg,0,How rich is Chinese cuisine left me with water in my mouth.,中国美食有多富裕，使我的嘴里有水。
46687,UgzvA_OL0eqd2tZpHJ54AaABAg.8qsOGQpXzWY8qt3XfoqXVM,0,This Chinese www is passing,这个中国www正在过去
47159,UgxcZ8kOMEcwExIfTiZ4AaABAg,0,Happy New Year! The New Year will be celebrated soon. Chinese people around the world must be happy and sweet!,新年快乐!马上就要过年啦，全球各地的中国人们，一定要快快乐乐甜甜蜜蜜!
47030,Ugwq5-L4wMeDk66bvP14AaABAg.8qqGGtz9jGc8qqParynofg,0,"Those are snacks for relatives, friends and neighbors who come to celebrate Chinese New Year. It’s kind like American’s Halloween snacks/candies to share with neighborhood visitors.",这些是来庆祝农历新年的亲戚，朋友和邻居的小吃。这就像美国的万圣节小吃/糖果与邻里游客分享。
47031,Ugzqdfv1an40Cla5glp4AaABAg.8qqD6tPmnqN8qqTrCYeRj_,0,Joyeeta Kabir She was from countryside without much education in her young age. She doesn’t speak English. The videos you see here were transferred from her Chinese website by her fans.,Joyeeta Kabir她从小就从乡村出发。她不会说英语。您在这里看到的视频是由粉丝从她的中国网站转移的。
47047,UgzH4vsI4xtkWh5TqtZ4AaABAg,0,Happy Chinese New Year New Year's happy compatriots are really recalls of snack childhood that I want to eat during the New Year.,happy chinese new year 新年快乐 各位同胞 真的都是过年时超级想吃的零食 童年回忆啊
47057,UgxA4JqAH9bVJcxNZFd4AaABAg,0,Happy Chinese Year from Bangladesh,孟加拉国的中国一年快乐
47192,UgwWbI3ralwG7QLYBC14AaABAg,0,"Happy Chinese New Year to you. 
Love from Nepal","春节快乐给你。
尼泊尔的爱"
47161,UgzC3uIp1oENCGIcb9x4AaABAg,0,Happy Chinese New Year from the Philippines!,菲律宾的农历新年快乐！
47069,Ugwt6CKln8xCPEDp3bV4AaABAg,0,Your so amazing.. Happy Chinese new year..,你真是太神奇了..春节快乐..
47070,Ugz89AttsfaCcaOlcqx4AaABAg,0,"What a beautiful video! Happy Chinese New Year!!!
Love from PH!","多么美丽的视频！农历新年快乐！！！
来自PH的爱！"
47073,Ugw5J33vD9luqoP5U2Z4AaABAg,0,Happy Chinese New Year to Li Zi Qi. Love your video ❤,李齐周刊快乐。爱你的视频❤
47014,UgyqkCi4olQXov2D1j14AaABAg,0,"Accepting Chinese New Year, right?",接受农历新年，对吗？
47079,UgznvLOLmN-H5sG8aw14AaABAg,0,Happy Chinese New Year! Happy New Year duck!,happy Chinese new year！新年快乐鸭！
47144,UgxoeJCswACUpK0xSHx4AaABAg.8qpvVLKolj98qtTdfT68cA,0,"Her name is Li Ziqi, and written in 李子柒 in Chinese.",她的名字叫李齐（Li Ziqi），用中文写李子柒。
